cluster_id,max_age_ticks,max_total_energy
352,700,172059
89,100,13.3463
88,100,1.54194
87,100,7.87064
86,100,11.1648
85,100,1.97056
84,800,1.48438
83,800,1.11008
82,850,3.1203
81,850,1.96268
80,850,1.91879
79,850,0.636714
78,850,9.70622
77,850,8.0903
76,850,2.66519
75,850,1.29387
74,850,1.26956
73,850,1.94503
72,850,1.16606
71,850,3.54202
70,850,2.2778
69,850,5.30843
68,850,22.2169
67,900,1.89137
65,900,4.95734
64,900,3.01185
63,800,0.777156
62,900,2.55134
61,850,1.92228
60,900,1.25868
59,900,7.13365
28,950,10.4194
27,950,5.49852
26,950,4.64818
25,950,2.66053
24,950,25.2217
23,950,4.74888
22,950,3.41958
21,950,1.20291
20,900,1.17301
19,1000,5.009
18,1000,4.0218
17,1000,4.62361
16,1000,6.97163
15,1000,3.25076
14,1000,1.94457
13,1000,4.90875
0,200,1.06538
1,1100,1.98619
2,1050,2.65216
3,1000,1.86139
4,1000,2.80244
5,1000,11.1232
6,1000,8.0105
7,100,1.91455
8,1000,1.71439
9,1000,27.4595
10,1000,1.90022
11,900,0.713173
12,1000,2.62738
29,950,1.64947
30,950,1.50399
31,950,2.71494
32,950,6.72138
33,950,1.61868
34,950,2.92937
35,950,2.34117
36,950,18.0207
37,950,1.09177
38,950,2.81795
39,950,1.66091
40,950,1.44904
41,950,12.3724
42,950,2.41083
43,950,2.11162
44,950,3.96325
45,950,8.83915
46,950,1.0411
47,950,2.20253
48,950,3.27624
49,950,3.32064
50,950,1.82928
51,950,2.64923
52,950,1.76023
53,950,1.3106
54,900,1.23953
55,900,2.1398
56,900,3.6048
57,900,6.3622
58,900,2.3357
