FTD-0472 matched-face energy transaction v1
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,012,routes,6,support,3,work,-1.2911498341085754,balance,1.3322676295501878e-15,current_balance,1.1102230246251565e-15,source_free,2.7755575615628914e-17,naive_balance,1.5000000000000011,naive_formula,1.1102230246251565e-15,inverse,5.5511151231257827e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,021,routes,6,support,3,work,-1.2911498341085754,balance,8.8817841970012523e-16,current_balance,6.6613381477509392e-16,source_free,2.7755575615628914e-17,naive_balance,1.5000000000000007,naive_formula,6.6613381477509392e-16,inverse,2.7755575615628914e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,102,routes,6,support,3,work,-1.2911498341085754,balance,-2.6645352591003757e-15,current_balance,-2.6645352591003757e-15,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999971,naive_formula,-2.886579864025407e-15,inverse,5.5511151231257827e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,120,routes,6,support,3,work,-1.2911498341085756,balance,-5.1070259132757201e-15,current_balance,-5.1070259132757201e-15,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999949,naive_formula,-5.1070259132757201e-15,inverse,3.204937810639273e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,201,routes,6,support,3,work,-1.2911498341085754,balance,-4.4408920985006262e-16,current_balance,-4.4408920985006262e-16,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999993,naive_formula,-6.6613381477509392e-16,inverse,5.5511151231257827e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,210,routes,6,support,3,work,-1.2911498341085754,balance,-4.4408920985006262e-16,current_balance,-6.6613381477509392e-16,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999993,naive_formula,-6.6613381477509392e-16,inverse,5.5511151231257827e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
group,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,components,3,routes,6,work_span,2.2204460492503131e-16,field_difference,1
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:0,order,012,routes,2,support,2,work,-0.80267573611362797,balance,-8.8817841970012523e-16,current_balance,-8.8817841970012523e-16,source_free,2.7755575615628914e-17,naive_balance,0.99999999999999911,naive_formula,-8.8817841970012523e-16,inverse,2.7755575615628914e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:0,order,102,routes,2,support,2,work,-0.80267573611362797,balance,-4.6629367034256575e-15,current_balance,-4.6629367034256575e-15,source_free,2.7755575615628914e-17,naive_balance,0.99999999999999534,naive_formula,-4.6629367034256575e-15,inverse,2.7755575615628914e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
group,arm,electrostatic,L,16,charge,-1,delta,-1:-1:0,components,2,routes,2,work_span,0,field_difference,1
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,012,routes,6,support,3,work,-1.2909641361227941,balance,8.8817841970012523e-16,current_balance,8.8817841970012523e-16,source_free,2.7755575615628914e-17,naive_balance,1.5000000000000011,naive_formula,1.1102230246251565e-15,inverse,4.163336342344337e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,021,routes,6,support,3,work,-1.2909641361227939,balance,6.6613381477509392e-16,current_balance,4.4408920985006262e-16,source_free,2.7755575615628914e-17,naive_balance,1.5000000000000007,naive_formula,6.6613381477509392e-16,inverse,3.4694469519536142e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,102,routes,6,support,3,work,-1.2909641361227941,balance,-3.1086244689504383e-15,current_balance,-3.1086244689504383e-15,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999971,naive_formula,-2.886579864025407e-15,inverse,4.163336342344337e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,120,routes,6,support,3,work,-1.2909641361227941,balance,-5.3290705182007514e-15,current_balance,-5.5511151231257827e-15,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999949,naive_formula,-5.1070259132757201e-15,inverse,4.163336342344337e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,201,routes,6,support,3,work,-1.2909641361227941,balance,-4.4408920985006262e-16,current_balance,-6.6613381477509392e-16,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999998,naive_formula,-2.2204460492503131e-16,inverse,5.5511151231257827e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,210,routes,6,support,3,work,-1.2909641361227941,balance,-8.8817841970012523e-16,current_balance,-8.8817841970012523e-16,source_free,2.7755575615628914e-17,naive_balance,1.4999999999999993,naive_formula,-6.6613381477509392e-16,inverse,6.4098756212785461e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
group,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,components,3,routes,6,work_span,2.2204460492503131e-16,field_difference,1
route,arm,electrostatic,L,16,charge,-1,delta,-1:0:-1,order,012,routes,2,support,2,work,-0.80254106528486557,balance,4.4408920985006262e-16,current_balance,4.4408920985006262e-16,source_free,2.7755575615628914e-17,naive_balance,1.0000000000000004,naive_formula,4.4408920985006262e-16,inverse,2.7755575615628914e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:0:-1,order,120,routes,2,support,2,work,-0.80254106528486557,balance,-4.6629367034256575e-15,current_balance,-4.6629367034256575e-15,source_free,2.7755575615628914e-17,naive_balance,0.99999999999999534,naive_formula,-4.6629367034256575e-15,inverse,5.5511151231257827e-17,gauss_before,9.9996400049207068e-13,gauss_after,9.9996400049207068e-13,valid,true
group,arm,electrostatic,L,16,charge,-1,delta,-1:0:-1,components,2,routes,2,work_span,0,field_difference,1
