k,d,l,m,A_N,R_N,lambda_max,log_psi,hits_1e-03,hits_1e-04,hits_1e-05,hits_1e-06,alpha_inv_rel_residual
5,5,2,3,-4.3823693800147484e-5,1.000011972227249794889575,137.0361346956375876374671,1.0462081682246772e-5,1,1,1,1,9.89605932e-7
5,5,2,4,-5.8431592129911891e-5,0.9999973643289200304820718,137.0361798661785359967171,1.3949442280847381e-5,1,1,1,0,1.319231295e-6
5,5,2,5,-7.3039490459676299e-5,0.9999827564305902660745681,137.0362250366890337547948,1.7436802879447989e-5,1,1,1,0,1.648856436e-6
5,5,2,6,-8.7647388789440706e-5,0.9999681485322605016670644,137.0362702071690809732827,2.0924163478048598e-5,1,1,1,0,1.978481354e-6
5,5,2,7,-0.00010225528711920511,0.9999535406339307372595608,137.036315377618677713763,2.4411524076649206e-5,1,1,1,0,2.308106051e-6
5,5,2,8,-0.00011686318544896952,0.9999389327356009728520571,137.0363605480378240378178,2.7898884675249815e-5,1,1,1,0,2.637730525e-6
5,5,3,2,-8.1836196948568223e-8,1.000055714084852993805229,137.035999436890187516198,1.3024710844340921e-8,1,1,1,1,2.575164117e-9
5,5,3,3,-1.2275488999572165e-7,1.0000556731661599466518,137.035999563419261747477,1.953712304403809e-8,1,1,1,1,3.498491381e-9
5,5,3,4,-1.6367358304287508e-7,1.000055632247466899498371,137.0359996899483357398278,2.6049535243735259e-8,1,1,1,1,4.421818645e-9
5,5,3,5,-2.0459227609002851e-7,1.000055591328773852344942,137.0359998164774094932504,3.2561947443432428e-8,1,1,1,1,5.345145906e-9
5,5,3,6,-2.4551096913718194e-7,1.000055550410080805191513,137.0359999430064830077448,3.9074359643129597e-8,1,1,1,1,6.268473166e-9
5,5,3,7,-2.8642966218433537e-7,1.000055509491387758038084,137.0360000695355562833111,4.5586771842826766e-8,1,1,1,1,7.191800424e-9
5,5,3,8,-3.273483552314888e-7,1.000055468572694710884655,137.0360001960646293199491,5.2099184042523935e-8,1,1,1,1,8.11512768e-9
5,5,4,2,-2.0257969274611157e-10,1.00005579571847024962734,137.0359991844621337942674,2.4209558365846119e-11,1,1,1,1,7.331076102e-10
5,5,4,3,-3.0446411198848464e-10,1.000055795616585830384967,137.0359991847771815229713,3.6371115075477282e-11,1,1,1,1,7.354066245e-10
5,5,4,4,-4.0634853123085771e-10,1.000055795514701411142594,137.0359991850922292516736,4.8532671785108446e-11,1,1,1,1,7.377056389e-10
5,5,4,5,-5.0823295047323077e-10,1.000055795412816991900221,137.0359991854072769803745,6.0694228494739609e-11,1,1,1,1,7.400046532e-10
5,5,4,6,-6.1011736971560384e-10,1.000055795310932572657848,137.0359991857223247090739,7.2855785204370773e-11,1,1,1,1,7.423036676e-10
5,5,4,7,-7.1200178895797691e-10,1.000055795209048153415475,137.0359991860373724377718,8.5017341914001937e-11,1,1,1,1,7.446026819e-10
5,5,4,8,-8.1388620820034998e-10,1.000055795107163734173102,137.0359991863524201664682,9.71788986236331e-11,1,1,1,1,7.469016963e-10
5,5,5,2,7.1348744318073904e-13,1.000055795921763429816633,137.0359991838335091708331,-6.8133032049725136e-14,1,1,1,1,7.285203146e-10
5,5,5,3,4.7565829545382603e-13,1.000055795921525600668906,137.0359991838342445878219,-4.5422021366483424e-14,1,1,1,1,7.285256812e-10
5,5,5,4,2.3782914772691301e-13,1.000055795921287771521179,137.0359991838349800048108,-2.2711010683241712e-14,1,1,1,1,7.285310478e-10
5,5,5,5,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
5,5,5,6,-2.3782914772691301e-13,1.000055795920812113225725,137.0359991838364508387885,2.2711010683241712e-14,1,1,1,1,7.28541781e-10
5,5,5,7,-4.7565829545382603e-13,1.000055795920574284077998,137.0359991838371862557774,4.5422021366483424e-14,1,1,1,1,7.285471476e-10
5,5,5,8,-7.1348744318073904e-13,1.000055795920336454930271,137.0359991838379216727663,6.8133032049725136e-14,1,1,1,1,7.285525142e-10
5,5,6,2,1.1880798210826189e-12,1.000055795922238022194534,137.0359991838320416328932,-1.1347023039254824e-13,1,1,1,1,7.285096055e-10
5,5,6,3,1.1875468623066458e-12,1.000055795922237489235758,137.0359991838320432809121,-1.1342781888071808e-13,1,1,1,1,7.285096175e-10
5,5,6,4,1.1870139035306728e-12,1.000055795922236956276983,137.035999183832044928931,-1.1338540736888792e-13,1,1,1,1,7.285096296e-10
5,5,6,5,1.1864809447546997e-12,1.000055795922236423318207,137.03599918383204657695,-1.1334299585705776e-13,1,1,1,1,7.285096416e-10
5,5,6,6,1.1859479859787266e-12,1.000055795922235890359431,137.0359991838320482249689,-1.133005843452276e-13,1,1,1,1,7.285096536e-10
5,5,6,7,1.1854150272027535e-12,1.000055795922235357400655,137.0359991838320498729878,-1.1325817283339743e-13,1,1,1,1,7.285096656e-10
5,5,6,8,1.1848820684267804e-12,1.000055795922234824441879,137.0359991838320515210068,-1.1321576132156727e-13,1,1,1,1,7.285096777e-10
5,5,7,2,1.1891434163379159e-12,1.00005579592223908578979,137.0359991838320383440363,-1.1355489501406954e-13,1,1,1,1,7.285095815e-10
5,5,7,3,1.1891422551895913e-12,1.000055795922239084628641,137.0359991838320383476269,-1.1355481581300004e-13,1,1,1,1,7.285095815e-10
5,5,7,4,1.1891410940412668e-12,1.000055795922239083467493,137.0359991838320383512174,-1.1355473661193053e-13,1,1,1,1,7.285095816e-10
5,5,7,5,1.1891399328929422e-12,1.000055795922239082306345,137.0359991838320383548079,-1.1355465741086102e-13,1,1,1,1,7.285095816e-10
5,5,7,6,1.1891387717446176e-12,1.000055795922239081145196,137.0359991838320383583984,-1.1355457820979151e-13,1,1,1,1,7.285095816e-10
5,5,7,7,1.1891376105962931e-12,1.000055795922239079984048,137.0359991838320383619889,-1.13554499008722e-13,1,1,1,1,7.285095816e-10
5,5,7,8,1.1891364494479685e-12,1.0000557959222390788229,137.0359991838320383655794,-1.135544198076525e-13,1,1,1,1,7.285095817e-10
5,5,8,2,1.1891457336782725e-12,1.00005579592223908810713,137.0359991838320383368706,-1.1355505312040164e-13,1,1,1,1,7.285095815e-10
5,5,8,3,1.1891457312001262e-12,1.000055795922239088104652,137.0359991838320383368783,-1.1355505297249818e-13,1,1,1,1,7.285095815e-10
5,5,8,4,1.1891457287219799e-12,1.000055795922239088102174,137.035999183832038336886,-1.1355505282459471e-13,1,1,1,1,7.285095815e-10
5,5,8,5,1.1891457262438336e-12,1.000055795922239088099696,137.0359991838320383368936,-1.1355505267669125e-13,1,1,1,1,7.285095815e-10
5,5,8,6,1.1891457237656874e-12,1.000055795922239088097218,137.0359991838320383369013,-1.1355505252878779e-13,1,1,1,1,7.285095815e-10
5,5,8,7,1.1891457212875411e-12,1.000055795922239088094739,137.035999183832038336909,-1.1355505238088433e-13,1,1,1,1,7.285095815e-10
5,5,8,8,1.1891457188093948e-12,1.000055795922239088092261,137.0359991838320383369166,-1.1355505223298087e-13,1,1,1,1,7.285095815e-10
5,6,2,2,-2.9215795232553929e-5,1.000026580125817388444806,137.0360895250654531994647,6.974721060935153e-6,1,1,1,1,6.599803414e-7
5,6,2,3,-4.3823693562318336e-5,1.000011972227487624037302,137.0361346956368522219655,1.0462081659535762e-5,1,1,1,1,9.896059266e-7
5,6,2,4,-5.8431591892082744e-5,0.9999973643291578596297987,137.0361798661778005817113,1.394944225813637e-5,1,1,1,0,1.31923129e-6
5,6,2,5,-7.3039490221847151e-5,0.999982756430828095222295,137.0362250366882983402848,1.7436802856736979e-5,1,1,1,0,1.64885643e-6
5,6,2,6,-8.7647388551611559e-5,0.9999681485324983308147914,137.0362702071683455592684,2.0924163455337587e-5,1,1,1,0,1.978481349e-6
5,6,2,7,-0.00010225528688137597,0.9999535406341685664072877,137.0363153776179423002445,2.4411524053938196e-5,1,1,1,0,2.308106046e-6
5,6,2,8,-0.00011686318521114037,0.999938932735838801999784,137.036360548037088624795,2.7898884652538804e-5,1,1,1,0,2.63773052e-6
5,6,3,2,-8.1835959119420496e-8,1.000055714085090822952956,137.0359994368894520992119,1.3024688133330238e-8,1,1,1,1,2.57515875e-9
5,6,3,3,-1.2275465216657393e-7,1.000055673166397775799527,137.0359995634185263304923,1.9537100333027407e-8,1,1,1,1,3.498486015e-9
5,6,3,4,-1.6367334521372735e-7,1.000055632247704728646098,137.0359996899476003228445,2.6049512532724576e-8,1,1,1,1,4.421813278e-9
5,6,3,5,-2.0459203826088078e-7,1.000055591329011681492669,137.0359998164766740762685,3.2561924732421745e-8,1,1,1,1,5.34514054e-9
5,6,3,6,-2.4551073130803421e-7,1.00005555041031863433924,137.0359999430057475907643,3.9074336932118914e-8,1,1,1,1,6.268467799e-9
5,6,3,7,-2.8642942435518764e-7,1.000055509491625587185811,137.0360000695348208663319,4.5586749131816082e-8,1,1,1,1,7.191795057e-9
5,6,3,8,-3.2734811740234107e-7,1.000055468572932540032382,137.0360001960638939029713,5.2099161331513251e-8,1,1,1,1,8.115122313e-9
5,6,4,2,-2.0234186359838466e-10,1.000055795718708078775067,137.0359991844613983772786,2.4186847355162877e-11,1,1,1,1,7.331022436e-10
5,6,4,3,-3.0422628284075773e-10,1.000055795616823659532694,137.0359991847764461059824,3.634840406479404e-11,1,1,1,1,7.354012579e-10
5,6,4,4,-4.0611070208313079e-10,1.000055795514939240290321,137.0359991850914938346848,4.8509960774425204e-11,1,1,1,1,7.377002723e-10
5,6,4,5,-5.0799512132550386e-10,1.000055795413054821047948,137.0359991854065415633856,6.0671517484056368e-11,1,1,1,1,7.399992866e-10
5,6,4,6,-6.0987954056787693e-10,1.000055795311170401805575,137.035999185721589292085,7.2833074193687531e-11,1,1,1,1,7.42298301e-10
5,6,4,7,-7.1176395981025e-10,1.000055795209285982563202,137.0359991860366370207829,8.4994630903318695e-11,1,1,1,1,7.445973153e-10
5,6,4,8,-8.1364837905262306e-10,1.000055795107401563320829,137.0359991863516847494794,9.7156187612949858e-11,1,1,1,1,7.468963297e-10
5,6,5,2,9.5131659090765205e-13,1.00005579592200125896436,137.0359991838327737538442,-9.0844042732966848e-14,1,1,1,1,7.285149481e-10
5,6,5,3,7.1348744318073904e-13,1.000055795921763429816633,137.0359991838335091708331,-6.8133032049725136e-14,1,1,1,1,7.285203146e-10
5,6,5,4,4.7565829545382603e-13,1.000055795921525600668906,137.0359991838342445878219,-4.5422021366483424e-14,1,1,1,1,7.285256812e-10
5,6,5,5,2.3782914772691301e-13,1.000055795921287771521179,137.0359991838349800048108,-2.2711010683241712e-14,1,1,1,1,7.285310478e-10
5,6,5,6,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
5,6,5,7,-2.3782914772691301e-13,1.000055795920812113225725,137.0359991838364508387885,2.2711010683241712e-14,1,1,1,1,7.28541781e-10
5,6,5,8,-4.7565829545382603e-13,1.000055795920574284077998,137.0359991838371862557774,4.5422021366483424e-14,1,1,1,1,7.285471476e-10
5,6,6,2,1.4259089688095319e-12,1.000055795922475851342261,137.0359991838313062159043,-1.3618124107578995e-13,1,1,1,1,7.285042389e-10
5,6,6,3,1.4253760100335588e-12,1.000055795922475318383485,137.0359991838313078639232,-1.3613882956395979e-13,1,1,1,1,7.285042509e-10
5,6,6,4,1.4248430512575858e-12,1.000055795922474785424709,137.0359991838313095119422,-1.3609641805212963e-13,1,1,1,1,7.28504263e-10
5,6,6,5,1.4243100924816127e-12,1.000055795922474252465933,137.0359991838313111599611,-1.3605400654029947e-13,1,1,1,1,7.28504275e-10
5,6,6,6,1.4237771337056396e-12,1.000055795922473719507157,137.03599918383131280798,-1.3601159502846931e-13,1,1,1,1,7.28504287e-10
5,6,6,7,1.4232441749296665e-12,1.000055795922473186548382,137.035999183831314455999,-1.3596918351663915e-13,1,1,1,1,7.28504299e-10
5,6,6,8,1.4227112161536934e-12,1.000055795922472653589606,137.0359991838313161040179,-1.3592677200480899e-13,1,1,1,1,7.285043111e-10
5,6,7,2,1.4269725640648289e-12,1.000055795922476914937517,137.0359991838313029270475,-1.3626590569731126e-13,1,1,1,1,7.285042149e-10
5,6,7,3,1.4269714029165044e-12,1.000055795922476913776368,137.035999183831302930638,-1.3626582649624175e-13,1,1,1,1,7.285042149e-10
5,6,7,4,1.4269702417681798e-12,1.00005579592247691261522,137.0359991838313029342285,-1.3626574729517224e-13,1,1,1,1,7.28504215e-10
5,6,7,5,1.4269690806198552e-12,1.000055795922476911454072,137.035999183831302937819,-1.3626566809410273e-13,1,1,1,1,7.28504215e-10
5,6,7,6,1.4269679194715306e-12,1.000055795922476910292923,137.0359991838313029414095,-1.3626558889303322e-13,1,1,1,1,7.28504215e-10
5,6,7,7,1.4269667583232061e-12,1.000055795922476909131775,137.035999183831302945,-1.3626550969196372e-13,1,1,1,1,7.28504215e-10
5,6,7,8,1.4269655971748815e-12,1.000055795922476907970627,137.0359991838313029485905,-1.3626543049089421e-13,1,1,1,1,7.285042151e-10
5,6,8,2,1.4269748814051855e-12,1.000055795922476917254857,137.0359991838313029198818,-1.3626606380364335e-13,1,1,1,1,7.285042149e-10
5,6,8,3,1.4269748789270392e-12,1.000055795922476917252379,137.0359991838313029198894,-1.3626606365573989e-13,1,1,1,1,7.285042149e-10
5,6,8,4,1.4269748764488929e-12,1.000055795922476917249901,137.0359991838313029198971,-1.3626606350783643e-13,1,1,1,1,7.285042149e-10
5,6,8,5,1.4269748739707467e-12,1.000055795922476917247423,137.0359991838313029199048,-1.3626606335993296e-13,1,1,1,1,7.285042149e-10
5,6,8,6,1.4269748714926004e-12,1.000055795922476917244944,137.0359991838313029199124,-1.362660632120295e-13,1,1,1,1,7.285042149e-10
5,6,8,7,1.4269748690144541e-12,1.000055795922476917242466,137.0359991838313029199201,-1.3626606306412604e-13,1,1,1,1,7.285042149e-10
5,6,8,8,1.4269748665363078e-12,1.000055795922476917239988,137.0359991838313029199278,-1.3626606291622258e-13,1,1,1,1,7.285042149e-10
5,7,2,2,-2.9215794994724781e-5,1.000026580126055217592533,137.0360895250647177834674,6.9747210382241423e-6,1,1,1,1,6.59980336e-7
5,7,2,3,-4.3823693324489188e-5,1.000011972227725453185029,137.0361346956361168064639,1.0462081636824751e-5,1,1,1,1,9.896059212e-7
5,7,2,4,-5.8431591654253596e-5,0.9999973643293956887775256,137.0361798661770651667055,1.3949442235425359e-5,1,1,1,0,1.319231284e-6
5,7,2,5,-7.3039489984018003e-5,0.9999827564310659243700219,137.0362250366875629257747,1.7436802834025968e-5,1,1,1,0,1.648856425e-6
5,7,2,6,-8.7647388313782411e-5,0.9999681485327361599625183,137.0362702071676101452541,2.0924163432626576e-5,1,1,1,0,1.978481344e-6
5,7,2,7,-0.00010225528664354682,0.9999535406344063955550146,137.0363153776172068867259,2.4411524031227185e-5,1,1,1,0,2.30810604e-6
5,7,2,8,-0.00011686318497331123,0.9999389327360766311475109,137.0363605480363532117722,2.7898884629827794e-5,1,1,1,0,2.637730514e-6
5,7,3,2,-8.1835721290272769e-8,1.000055714085328652100682,137.0359994368887166822258,1.3024665422319555e-8,1,1,1,1,2.575153383e-9
5,7,3,3,-1.227544143374262e-7,1.000055673166635604947254,137.0359995634177909135076,1.9537077622016724e-8,1,1,1,1,3.498480648e-9
5,7,3,4,-1.6367310738457963e-7,1.000055632247942557793825,137.0359996899468649058612,2.6049489821713893e-8,1,1,1,1,4.421807911e-9
5,7,3,5,-2.0459180043173306e-7,1.000055591329249510640396,137.0359998164759386592866,3.2561902021411062e-8,1,1,1,1,5.345135173e-9
5,7,3,6,-2.4551049347888648e-7,1.000055550410556463486967,137.0359999430050121737838,3.907431422110823e-8,1,1,1,1,6.268462433e-9
5,7,3,7,-2.8642918652603991e-7,1.000055509491863416333538,137.0360000695340854493528,4.5586726420805399e-8,1,1,1,1,7.191789691e-9
5,7,3,8,-3.2734787957319334e-7,1.000055468573170369180109,137.0360001960631584859936,5.2099138620502568e-8,1,1,1,1,8.115116947e-9
5,7,4,2,-2.0210403445065774e-10,1.000055795718945907922794,137.0359991844606629602897,2.4164136344479635e-11,1,1,1,1,7.33096877e-10
5,7,4,3,-3.0398845369303081e-10,1.000055795617061488680421,137.0359991847757106889936,3.6325693054110799e-11,1,1,1,1,7.353958913e-10
5,7,4,4,-4.0587287293540388e-10,1.000055795515177069438048,137.0359991850907584176959,4.8487249763741962e-11,1,1,1,1,7.376949057e-10
5,7,4,5,-5.0775729217777695e-10,1.000055795413292650195675,137.0359991854058061463968,6.0648806473373126e-11,1,1,1,1,7.3999392e-10
5,7,4,6,-6.0964171142015002e-10,1.000055795311408230953302,137.0359991857208538750962,7.281036318300429e-11,1,1,1,1,7.422929344e-10
5,7,4,7,-7.1152613066252308e-10,1.000055795209523811710929,137.0359991860359016037941,8.4971919892635453e-11,1,1,1,1,7.445919487e-10
5,7,4,8,-8.1341054990489615e-10,1.000055795107639392468556,137.0359991863509493324905,9.7133476602266617e-11,1,1,1,1,7.468909631e-10
5,7,5,2,1.1891457386345651e-12,1.000055795922239088112086,137.0359991838320383368553,-1.1355505341620856e-13,1,1,1,1,7.285095815e-10
5,7,5,3,9.5131659090765205e-13,1.00005579592200125896436,137.0359991838327737538442,-9.0844042732966848e-14,1,1,1,1,7.285149481e-10
5,7,5,4,7.1348744318073904e-13,1.000055795921763429816633,137.0359991838335091708331,-6.8133032049725136e-14,1,1,1,1,7.285203146e-10
5,7,5,5,4.7565829545382603e-13,1.000055795921525600668906,137.0359991838342445878219,-4.5422021366483424e-14,1,1,1,1,7.285256812e-10
5,7,5,6,2.3782914772691301e-13,1.000055795921287771521179,137.0359991838349800048108,-2.2711010683241712e-14,1,1,1,1,7.285310478e-10
5,7,5,7,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
5,7,5,8,-2.3782914772691301e-13,1.000055795920812113225725,137.0359991838364508387885,2.2711010683241712e-14,1,1,1,1,7.28541781e-10
5,7,6,2,1.6637381165364449e-12,1.000055795922713680489988,137.0359991838305707989154,-1.5889225175903166e-13,1,1,1,1,7.284988723e-10
5,7,6,3,1.6632051577604719e-12,1.000055795922713147531212,137.0359991838305724469344,-1.588498402472015e-13,1,1,1,1,7.284988843e-10
5,7,6,4,1.6626721989844988e-12,1.000055795922712614572436,137.0359991838305740949533,-1.5880742873537134e-13,1,1,1,1,7.284988964e-10
5,7,6,5,1.6621392402085257e-12,1.00005579592271208161366,137.0359991838305757429722,-1.5876501722354118e-13,1,1,1,1,7.284989084e-10
5,7,6,6,1.6616062814325526e-12,1.000055795922711548654884,137.0359991838305773909912,-1.5872260571171102e-13,1,1,1,1,7.284989204e-10
5,7,6,7,1.6610733226565795e-12,1.000055795922711015696108,137.0359991838305790390101,-1.5868019419988086e-13,1,1,1,1,7.284989324e-10
5,7,6,8,1.6605403638806065e-12,1.000055795922710482737332,137.035999183830580687029,-1.586377826880507e-13,1,1,1,1,7.284989445e-10
5,7,7,2,1.6648017117917419e-12,1.000055795922714744085244,137.0359991838305675100586,-1.5897691638055297e-13,1,1,1,1,7.284988483e-10
5,7,7,3,1.6648005506434174e-12,1.000055795922714742924095,137.0359991838305675136491,-1.5897683717948346e-13,1,1,1,1,7.284988483e-10
5,7,7,4,1.6647993894950928e-12,1.000055795922714741762947,137.0359991838305675172396,-1.5897675797841395e-13,1,1,1,1,7.284988484e-10
5,7,7,5,1.6647982283467682e-12,1.000055795922714740601799,137.0359991838305675208301,-1.5897667877734444e-13,1,1,1,1,7.284988484e-10
5,7,7,6,1.6647970671984437e-12,1.00005579592271473944065,137.0359991838305675244206,-1.5897659957627494e-13,1,1,1,1,7.284988484e-10
5,7,7,7,1.6647959060501191e-12,1.000055795922714738279502,137.0359991838305675280112,-1.5897652037520543e-13,1,1,1,1,7.284988484e-10
5,7,7,8,1.6647947449017945e-12,1.000055795922714737118354,137.0359991838305675316017,-1.5897644117413592e-13,1,1,1,1,7.284988485e-10
5,7,8,2,1.6648040291320985e-12,1.000055795922714746402584,137.0359991838305675028929,-1.5897707448688506e-13,1,1,1,1,7.284988483e-10
5,7,8,3,1.6648040266539522e-12,1.000055795922714746400106,137.0359991838305675029006,-1.589770743389816e-13,1,1,1,1,7.284988483e-10
5,7,8,4,1.664804024175806e-12,1.000055795922714746397628,137.0359991838305675029082,-1.5897707419107814e-13,1,1,1,1,7.284988483e-10
5,7,8,5,1.6648040216976597e-12,1.00005579592271474639515,137.0359991838305675029159,-1.5897707404317468e-13,1,1,1,1,7.284988483e-10
5,7,8,6,1.6648040192195134e-12,1.000055795922714746392671,137.0359991838305675029236,-1.5897707389527121e-13,1,1,1,1,7.284988483e-10
5,7,8,7,1.6648040167413671e-12,1.000055795922714746390193,137.0359991838305675029312,-1.5897707374736775e-13,1,1,1,1,7.284988483e-10
5,7,8,8,1.6648040142632208e-12,1.000055795922714746387715,137.0359991838305675029389,-1.5897707359946429e-13,1,1,1,1,7.284988483e-10
5,8,2,2,-2.9215794756895633e-5,1.00002658012629304674026,137.0360895250639823674701,6.9747210155131316e-6,1,1,1,1,6.599803306e-7
5,8,2,3,-4.3823693086660041e-5,1.000011972227963282332756,137.0361346956353813909624,1.046208161411374e-5,1,1,1,1,9.896059159e-7
5,8,2,4,-5.8431591416424448e-5,0.9999973643296335179252525,137.0361798661763297516997,1.3949442212714349e-5,1,1,1,0,1.319231279e-6
5,8,2,5,-7.3039489746188856e-5,0.9999827564313037535177488,137.0362250366868275112647,1.7436802811314957e-5,1,1,1,0,1.64885642e-6
5,8,2,6,-8.7647388075953263e-5,0.9999681485329739891102452,137.0362702071668747312398,2.0924163409915566e-5,1,1,1,0,1.978481338e-6
5,8,2,7,-0.00010225528640571767,0.9999535406346442247027415,137.0363153776164714732074,2.4411524008516174e-5,1,1,1,0,2.308106035e-6
5,8,2,8,-0.00011686318473548208,0.9999389327363144602952379,137.0363605480356177987495,2.7898884607116783e-5,1,1,1,0,2.637730509e-6
5,8,3,2,-8.1835483461125042e-8,1.000055714085566481248409,137.0359994368879812652397,1.3024642711308872e-8,1,1,1,1,2.575148017e-9
5,8,3,3,-1.2275417650827847e-7,1.00005567316687343409498,137.0359995634170554965229,1.9537054911006041e-8,1,1,1,1,3.498475282e-9
5,8,3,4,-1.636728695554319e-7,1.000055632248180386941552,137.0359996899461294888779,2.6049467110703209e-8,1,1,1,1,4.421802545e-9
5,8,3,5,-2.0459156260258533e-7,1.000055591329487339788123,137.0359998164752032423046,3.2561879310400378e-8,1,1,1,1,5.345129806e-9
5,8,3,6,-2.4551025564973876e-7,1.000055550410794292634694,137.0359999430042767568032,3.9074291510097547e-8,1,1,1,1,6.268457066e-9
5,8,3,7,-2.8642894869689219e-7,1.000055509492101245481265,137.0360000695333500323736,4.5586703709794716e-8,1,1,1,1,7.191784324e-9
5,8,3,8,-3.2734764174404562e-7,1.000055468573408198327836,137.0360001960624230690158,5.2099115909491885e-8,1,1,1,1,8.11511158e-9
5,8,4,2,-2.0186620530293083e-10,1.000055795719183737070521,137.0359991844599275433008,2.4141425333796393e-11,1,1,1,1,7.330915104e-10
5,8,4,3,-3.037506245453039e-10,1.000055795617299317828148,137.0359991847749752720047,3.6302982043427557e-11,1,1,1,1,7.353905247e-10
5,8,4,4,-4.0563504378767697e-10,1.000055795515414898585775,137.0359991850900230007071,4.8464538753058721e-11,1,1,1,1,7.376895391e-10
5,8,4,5,-5.0751946303005003e-10,1.000055795413530479343402,137.0359991854050707294079,6.0626095462689884e-11,1,1,1,1,7.399885534e-10
5,8,4,6,-6.094038822724231e-10,1.000055795311646060101029,137.0359991857201184581073,7.2787652172321048e-11,1,1,1,1,7.422875678e-10
5,8,4,7,-7.1128830151479617e-10,1.000055795209761640858656,137.0359991860351661868053,8.4949208881952211e-11,1,1,1,1,7.445865821e-10
5,8,4,8,-8.1317272075716924e-10,1.000055795107877221616283,137.0359991863502139155017,9.7110765591583375e-11,1,1,1,1,7.468855965e-10
5,8,5,2,1.4269748863614781e-12,1.000055795922476917259813,137.0359991838313029198664,-1.3626606409945027e-13,1,1,1,1,7.285042149e-10
5,8,5,3,1.1891457386345651e-12,1.000055795922239088112086,137.0359991838320383368553,-1.1355505341620856e-13,1,1,1,1,7.285095815e-10
5,8,5,4,9.5131659090765205e-13,1.00005579592200125896436,137.0359991838327737538442,-9.0844042732966848e-14,1,1,1,1,7.285149481e-10
5,8,5,5,7.1348744318073904e-13,1.000055795921763429816633,137.0359991838335091708331,-6.8133032049725136e-14,1,1,1,1,7.285203146e-10
5,8,5,6,4.7565829545382603e-13,1.000055795921525600668906,137.0359991838342445878219,-4.5422021366483424e-14,1,1,1,1,7.285256812e-10
5,8,5,7,2.3782914772691301e-13,1.000055795921287771521179,137.0359991838349800048108,-2.2711010683241712e-14,1,1,1,1,7.285310478e-10
5,8,5,8,0.0,1.000055795921049942373452,137.0359991838357154217997,0.0,1,1,1,1,7.285364144e-10
5,8,6,2,1.9015672642633579e-12,1.000055795922951509637715,137.0359991838298353819266,-1.8160326244227338e-13,1,1,1,1,7.284935057e-10
5,8,6,3,1.9010343054873849e-12,1.000055795922950976678939,137.0359991838298370299455,-1.8156085093044321e-13,1,1,1,1,7.284935177e-10
5,8,6,4,1.9005013467114118e-12,1.000055795922950443720163,137.0359991838298386779644,-1.8151843941861305e-13,1,1,1,1,7.284935298e-10
5,8,6,5,1.8999683879354387e-12,1.000055795922949910761387,137.0359991838298403259834,-1.8147602790678289e-13,1,1,1,1,7.284935418e-10
5,8,6,6,1.8994354291594656e-12,1.000055795922949377802611,137.0359991838298419740023,-1.8143361639495273e-13,1,1,1,1,7.284935538e-10
5,8,6,7,1.8989024703834926e-12,1.000055795922948844843835,137.0359991838298436220212,-1.8139120488312257e-13,1,1,1,1,7.284935658e-10
5,8,6,8,1.8983695116075195e-12,1.000055795922948311885059,137.0359991838298452700402,-1.8134879337129241e-13,1,1,1,1,7.284935779e-10
5,8,7,2,1.902630859518655e-12,1.000055795922952573232971,137.0359991838298320930697,-1.8168792706379468e-13,1,1,1,1,7.284934817e-10
5,8,7,3,1.9026296983703304e-12,1.000055795922952572071822,137.0359991838298320966602,-1.8168784786272517e-13,1,1,1,1,7.284934817e-10
5,8,7,4,1.9026285372220058e-12,1.000055795922952570910674,137.0359991838298321002508,-1.8168776866165566e-13,1,1,1,1,7.284934818e-10
5,8,7,5,1.9026273760736812e-12,1.000055795922952569749526,137.0359991838298321038413,-1.8168768946058616e-13,1,1,1,1,7.284934818e-10
5,8,7,6,1.9026262149253567e-12,1.000055795922952568588377,137.0359991838298321074318,-1.8168761025951665e-13,1,1,1,1,7.284934818e-10
5,8,7,7,1.9026250537770321e-12,1.000055795922952567427229,137.0359991838298321110223,-1.8168753105844714e-13,1,1,1,1,7.284934818e-10
5,8,7,8,1.9026238926287075e-12,1.000055795922952566266081,137.0359991838298321146128,-1.8168745185737763e-13,1,1,1,1,7.284934819e-10
5,8,8,2,1.9026331768590115e-12,1.000055795922952575550311,137.035999183829832085904,-1.8168808517012677e-13,1,1,1,1,7.284934817e-10
5,8,8,3,1.9026331743808653e-12,1.000055795922952575547833,137.0359991838298320859117,-1.8168808502222331e-13,1,1,1,1,7.284934817e-10
5,8,8,4,1.902633171902719e-12,1.000055795922952575545355,137.0359991838298320859194,-1.8168808487431985e-13,1,1,1,1,7.284934817e-10
5,8,8,5,1.9026331694245727e-12,1.000055795922952575542876,137.035999183829832085927,-1.8168808472641639e-13,1,1,1,1,7.284934817e-10
5,8,8,6,1.9026331669464264e-12,1.000055795922952575540398,137.0359991838298320859347,-1.8168808457851293e-13,1,1,1,1,7.284934817e-10
5,8,8,7,1.9026331644682801e-12,1.00005579592295257553792,137.0359991838298320859424,-1.8168808443060947e-13,1,1,1,1,7.284934817e-10
