x,z,density,Jx,Jy,Jz,state
1,10,1.45512784e-02,1.42311843e-02,1.71419466e-03,-2.50492147e-03,0
1,11,2.20029526e-02,2.07536802e-02,1.95264966e-03,7.04285744e-03,0
1,12,2.82978605e-02,2.82730349e-02,1.04387720e-03,-5.61003084e-04,0
1,13,1.75469979e-02,1.66262607e-02,1.75026427e-03,-5.32927445e-03,0
1,14,8.59067180e-03,8.46820846e-03,5.04381653e-04,1.35450603e-03,0
1,15,1.18730203e-02,1.01427852e-02,9.15920134e-04,6.10357361e-03,0
1,16,1.82995267e-02,1.82994536e-02,4.73191437e-05,-2.08630726e-05,0
1,17,1.18971049e-02,1.01346749e-02,9.73510423e-04,-6.15481511e-03,0
1,18,8.59133810e-03,8.45562678e-03,5.88546658e-04,-1.40252591e-03,0
1,19,1.75360060e-02,1.66194904e-02,1.87603675e-03,5.27110331e-03,0
1,20,2.82924629e-02,2.82650539e-02,1.14380467e-03,4.91825416e-04,0
1,21,2.20307374e-02,2.07576119e-02,2.01250928e-03,-7.10103815e-03,0
1,22,1.45326771e-02,1.42238628e-02,1.72760164e-03,2.42813147e-03,0
1,23,2.71138874e-02,2.68879850e-02,1.97577360e-03,2.88018536e-03,0
1,24,3.80800848e-02,3.79582193e-02,-9.06708273e-04,2.90591246e-03,0
1,25,4.09555635e-02,4.09068786e-02,-8.33556432e-04,-1.81401460e-03,0
1,26,3.03031840e-02,2.97802551e-02,-1.52741351e-03,-5.39317858e-03,0
1,27,2.50693742e-02,2.33931916e-02,-2.39533746e-03,-8.68875524e-03,0
1,28,2.45203276e-02,2.43575747e-02,1.36111554e-03,-2.47030028e-03,0
1,29,1.16643846e-02,1.11538450e-02,8.94308681e-04,3.29390684e-03,0
1,30,1.28477512e-02,-1.24911303e-02,-1.62209648e-04,-3.00167667e-03,0
1,31,1.72318194e-02,-1.69081843e-02,2.32815234e-03,-2.37246944e-03,0
2,0,2.77428546e-02,-2.77324321e-02,-7.59815723e-04,2.95169411e-05,0
2,1,2.47283836e-02,-2.46134301e-02,2.09895467e-03,-1.12534440e-03,0
2,2,8.97980727e-03,-4.17876408e-03,4.29118162e-03,-6.69033854e-03,0
2,3,1.45303739e-02,1.06256415e-02,2.53209275e-03,-9.58206740e-03,0
2,4,1.96810984e-02,1.77828763e-02,3.86918013e-04,8.42408678e-03,0
2,5,4.81238290e-02,4.59403790e-02,-2.51465783e-03,1.41088975e-02,0
2,6,6.56192271e-02,6.55117514e-02,-2.22720917e-03,-3.02207282e-03,0
2,7,7.20019817e-02,7.20013891e-02,6.65251400e-05,2.84453137e-04,0
