x,y,density,Jx,Jy,Jz,state
0,0,1.31213589e-03,1.31144434e-03,3.48551096e-05,-2.44838507e-05,0
0,1,1.06032239e-02,3.59224469e-03,9.97616946e-03,-1.33258021e-05,0
0,2,2.36884272e-02,1.93638868e-03,-2.36091500e-02,-4.08978713e-06,0
0,3,1.52165737e-02,-2.84241189e-03,-1.49487250e-02,-2.07214508e-05,0
0,4,1.63350020e-02,-4.08431082e-03,1.58161280e-02,-2.81010845e-05,0
0,5,2.33880792e-02,4.06540404e-03,2.30320371e-02,-2.87465078e-06,0
0,6,3.39136116e-02,3.28712587e-04,3.39120155e-02,1.41585832e-05,0
0,7,1.77397996e-02,-2.79326325e-03,1.75185093e-02,7.62700679e-07,0
0,8,1.00754550e-02,2.84937300e-03,9.66415061e-03,7.74170525e-06,0
0,9,1.38351788e-02,3.31637716e-04,-1.38312009e-02,8.39853022e-06,0
0,10,4.25842573e-02,1.04908596e-03,-4.25713318e-02,-9.92610704e-06,0
0,11,2.83821042e-02,4.00435921e-04,-2.83792710e-02,2.17019998e-05,0
0,12,2.30203186e-02,-2.48652335e-04,-2.30189666e-02,2.03291238e-05,0
0,13,2.39456645e-03,8.40699761e-04,2.24181241e-03,3.80724956e-05,0
0,14,2.20874868e-03,3.12119810e-04,2.18633567e-03,3.29890024e-05,0
0,15,7.69828177e-03,1.04470644e-03,7.62697216e-03,3.77672521e-05,0
0,16,6.33940806e-04,5.46465464e-04,3.19875686e-04,3.05939111e-05,0
0,17,1.24558621e-03,9.21800060e-04,-8.37031836e-04,3.38725975e-05,0
0,18,2.15974866e-03,8.27967723e-04,-1.99458178e-03,2.50445197e-05,0
0,19,3.91397138e-03,8.58298296e-04,3.81852210e-03,3.72159679e-05,0
0,20,2.23169884e-02,1.36864692e-03,2.22749658e-02,2.59766461e-05,0
0,21,3.18110009e-02,-6.74831993e-04,3.18037969e-02,5.37094407e-05,0
0,22,4.22017887e-02,9.08853836e-05,4.22016679e-02,4.40782015e-05,0
0,23,1.29974510e-02,-2.58293252e-03,1.27381322e-02,4.66968509e-05,0
0,24,7.01660165e-03,4.70101658e-04,-7.00077687e-03,2.87454604e-05,0
0,25,2.04738838e-02,-3.92593622e-04,-2.04701137e-02,1.52908853e-05,0
0,26,3.20189085e-02,-3.73329540e-03,-3.18005012e-02,3.36438042e-05,0
0,27,2.23581383e-02,-6.31395187e-03,-2.14480806e-02,1.39931425e-05,0
0,28,1.92446630e-02,1.67275756e-04,-1.92439307e-02,-1.43079693e-05,0
0,29,1.54397673e-02,6.05142103e-03,1.42044540e-02,-1.43463525e-05,0
0,30,2.52739736e-02,-1.94064396e-03,2.51993562e-02,-9.25675719e-06,0
0,31,1.05708362e-02,-5.13666534e-03,-9.23888394e-03,-1.64586753e-05,0
1,0,1.07894570e-02,-1.07709484e-02,-6.31352107e-04,-2.11580446e-05,0
1,1,2.25232834e-02,1.15086537e-02,1.93609409e-02,-5.61461402e-05,0
1,2,1.64520326e-02,1.06914378e-02,-1.25044986e-02,6.95060461e-06,0
1,3,2.31119314e-02,-1.49242559e-02,-1.76473186e-02,1.02890838e-05,0
1,4,1.39411156e-02,-1.39252346e-02,-6.59625677e-04,-8.62425068e-05,0
1,5,7.67175120e-03,-7.66984073e-03,1.55890064e-04,-7.07674768e-05,0
1,6,1.98506276e-02,5.39661139e-03,1.91029472e-02,3.75558706e-05,0
1,7,2.77107117e-02,1.16971951e-02,2.51208910e-02,-2.29233299e-06,0
1,8,2.77466039e-02,1.81410156e-02,2.09945725e-02,-7.41923465e-05,0
1,9,3.08608297e-02,3.08553880e-02,5.78296765e-04,-3.76152428e-05,0
1,10,2.71436563e-02,1.12746462e-02,-2.46912787e-02,-3.45108622e-05,0
1,11,2.20992837e-02,-3.28470248e-03,-2.18538056e-02,1.57389693e-05,0
1,12,1.73454452e-02,-1.15452760e-02,-1.29447982e-02,5.71845555e-05,0
1,13,7.23642066e-03,-6.98236554e-03,1.90003002e-03,4.73435339e-05,0
1,14,7.28033314e-03,8.32451421e-04,7.23238235e-03,5.40443283e-05,0
1,15,7.98142717e-03,6.01182426e-03,5.24974629e-03,3.62304925e-05,0
1,16,8.29900761e-03,7.58813946e-03,3.36053125e-03,2.22817675e-05,0
1,17,7.47908988e-03,6.17723119e-03,-4.21644730e-03,1.31311627e-05,0
1,18,1.48779008e-03,1.32300311e-03,-6.80452168e-04,-1.29215252e-05,0
1,19,6.24361550e-03,-6.11854982e-03,-1.24340043e-03,-6.16997415e-06,0
1,20,2.11140805e-02,-9.63234716e-03,1.87888732e-02,-2.29819970e-05,0
1,21,2.29187867e-02,-3.56400256e-03,2.26399729e-02,1.71634219e-05,0
1,22,2.99176106e-02,1.16760058e-02,2.75450064e-02,8.32748251e-05,0
1,23,2.69667519e-02,2.69645677e-02,-3.30644488e-04,9.20343501e-05,0
1,24,2.80554474e-02,1.78670066e-02,-2.16301507e-02,1.21577438e-04,0
1,25,2.77082272e-02,1.34950311e-02,-2.41997626e-02,3.84740944e-05,0
