x,y,density,Jx,Jy,Jz,state
0,0,1.69413371e-21,1.26127779e-23,8.40851857e-24,-1.69406589e-21,0
0,1,1.05821347e-05,-8.69729558e-08,1.05817773e-05,1.89191668e-23,0
0,2,2.55224622e-05,-2.14981804e-07,2.55215567e-05,3.78383336e-23,0
0,3,5.00130735e-05,-4.35437028e-07,5.00111779e-05,6.79308062e-21,0
0,4,9.07484736e-05,-8.17737829e-07,9.07447892e-05,6.72639098e-23,0
0,5,1.56204721e-04,-1.45948804e-06,1.56197902e-04,2.69072594e-22,0
0,6,2.56114545e-04,-2.47717561e-06,2.56102565e-04,-4.02795043e-22,0
0,7,3.99725025e-04,-4.01168807e-06,3.99704894e-04,5.42485711e-22,0
0,8,5.92246706e-04,-6.15946673e-06,5.92214675e-04,-2.17026127e-23,0
0,9,8.29556063e-04,-8.96636467e-06,8.29507604e-04,9.99989615e-23,0
0,10,1.09138604e-03,-1.22563120e-05,1.09131722e-03,-1.09365247e-21,0
0,11,1.33500372e-03,-1.56043639e-05,1.33491252e-03,5.39186914e-20,0
0,12,1.49258780e-03,-1.81956702e-05,1.49247689e-03,-4.44030072e-19,0
0,13,1.47907666e-03,-1.87673260e-05,1.47895759e-03,2.77793442e-22,0
0,14,1.21946333e-03,-1.61292794e-05,1.21935666e-03,8.33252957e-20,0
0,15,6.97501248e-04,-9.48457375e-06,6.97436759e-04,6.88825841e-20,0
0,16,6.67199037e-20,-2.17634639e-21,1.79497301e-21,6.66602366e-20,0
0,17,6.97501248e-04,9.48457375e-06,-6.97436759e-04,1.09156265e-19,0
0,18,1.21946333e-03,1.61292794e-05,-1.21935666e-03,1.26654704e-19,0
0,19,1.47907666e-03,1.87673260e-05,-1.47895759e-03,3.63190689e-20,0
0,20,1.49258780e-03,1.81956702e-05,-1.49247689e-03,3.24246185e-20,0
0,21,1.33500372e-03,1.56043639e-05,-1.33491252e-03,2.59004174e-20,0
0,22,1.09138604e-03,1.22563120e-05,-1.09131722e-03,-6.45774226e-21,0
0,23,8.29556063e-04,8.96636467e-06,-8.29507604e-04,3.22453061e-21,0
0,24,5.92246706e-04,6.15946673e-06,-5.92214675e-04,-8.60188195e-21,0
0,25,3.99725025e-04,4.01168807e-06,-3.99704894e-04,-5.25981094e-20,0
0,26,2.56114545e-04,2.47717561e-06,-2.56102565e-04,1.34308381e-22,0
0,27,1.56204721e-04,1.45948804e-06,-1.56197902e-04,3.36171191e-22,0
0,28,9.07484736e-05,8.17737829e-07,-9.07447892e-05,8.40943205e-23,0
0,29,5.00130735e-05,4.35437028e-07,-5.00111779e-05,1.00902753e-22,0
0,30,2.55224622e-05,2.14981804e-07,-2.55215567e-05,-8.40851857e-24,0
0,31,1.05821347e-05,8.69729558e-08,-1.05817773e-05,4.20425928e-24,0
1,0,4.30576316e-06,4.30488468e-06,-8.69729558e-08,4.20425928e-24,0
1,1,1.31437419e-05,5.52777531e-06,1.19248334e-05,-1.69406589e-21,0
1,2,3.05054105e-05,9.92319400e-06,2.88463219e-05,1.68170371e-23,0
1,3,5.97783208e-05,1.92873408e-05,5.65813231e-05,1.34532058e-22,0
1,4,1.09271379e-04,3.70831378e-05,1.02786552e-04,1.51365541e-22,0
1,5,1.90220125e-04,6.90840060e-05,1.77231758e-04,6.79463552e-23,0
1,6,3.16700235e-04,1.24193587e-04,2.91333128e-04,5.39056855e-22,0
1,7,5.04455473e-04,2.15239159e-04,4.56231770e-04,-6.47783805e-21,0
1,8,7.68198111e-04,3.59360345e-04,6.78961325e-04,9.80791150e-24,0
1,9,1.11702084e-03,5.77319292e-04,9.56262514e-04,-2.57788828e-20,0
1,10,1.54857411e-03,8.90803284e-04,1.26670884e-03,-1.85368409e-19,0
1,11,2.04308839e-03,1.31645085e-03,1.56242354e-03,-2.24581317e-19,0
1,12,2.56041548e-03,1.85541940e-03,1.76441103e-03,4.49235391e-19,0
1,13,3.04367215e-03,2.47702632e-03,1.76869465e-03,-3.66636396e-20,0
1,14,3.43427420e-03,3.10065150e-03,1.47654988e-03,3.00205131e-20,0
1,15,3.68826577e-03,3.58747365e-03,8.56351081e-04,1.12213266e-19,0
1,16,3.78317151e-03,3.78315962e-03,9.48457375e-06,5.02284386e-19,0
1,17,3.70793318e-03,3.61148111e-03,-8.40221801e-04,4.85342807e-19,0
1,18,3.46643622e-03,3.14059027e-03,-1.46726713e-03,1.03323876e-19,0
1,19,3.08007411e-03,2.52306978e-03,-1.76662826e-03,3.41634986e-20,0
1,20,2.59449717e-03,1.89923610e-03,-1.76757399e-03,8.88811646e-21,0
1,21,2.07179263e-03,1.35372173e-03,-1.56836290e-03,9.52691401e-20,0
