x,y,density,Jx,Jy,Jz,state
0,0,3.03428604e-03,2.37423005e-03,1.88929565e-03,2.20326576e-05,0
0,1,2.76640499e-02,2.70188555e-03,2.75317770e-02,2.70118532e-05,0
0,2,1.10921473e-02,-3.03133869e-04,1.10879921e-02,1.64920225e-05,0
0,3,1.04778523e-02,-4.40514179e-03,-9.50684464e-03,-4.35503348e-06,0
0,4,8.37680903e-03,-1.59371236e-03,-8.22379676e-03,-1.33112493e-05,0
0,5,1.35774518e-02,4.71569670e-03,1.27321996e-02,-2.23104848e-05,0
0,6,1.16458830e-02,1.08284007e-03,1.15954303e-02,-6.65276188e-06,0
0,7,1.13279317e-02,9.04276283e-04,-1.12917067e-02,4.09938504e-05,0
0,8,2.23943252e-02,1.78949532e-03,-2.23226948e-02,2.83745441e-05,0
0,9,2.08967810e-02,-2.05454912e-04,-2.08957577e-02,-2.35437783e-05,0
0,10,3.48818064e-03,-1.56060397e-03,3.11951086e-03,-2.39033630e-05,0
0,11,2.64585946e-02,-1.73376561e-03,2.64017174e-02,-2.45116121e-05,0
0,12,2.47442596e-02,-1.25138598e-03,2.47125938e-02,-1.10031956e-05,0
0,13,1.55540325e-03,-1.71259495e-04,1.54594550e-03,1.40525918e-06,0
0,14,1.93387932e-02,-7.28614340e-05,-1.93386553e-02,5.12165568e-06,0
0,15,1.79275157e-02,-2.43600378e-04,-1.79258570e-02,1.13600663e-05,0
0,16,3.40028622e-04,-1.01402215e-04,3.24242780e-04,1.42714429e-05,0
0,17,1.95091769e-02,-3.71203067e-04,1.95056367e-02,1.81494278e-05,0
0,18,1.95050919e-02,-8.86742920e-04,1.94849094e-02,2.46184050e-05,0
0,19,5.12827606e-04,-3.18858693e-05,-5.11328872e-04,2.27646597e-05,0
0,20,2.61791931e-02,-5.26499062e-04,-2.61738737e-02,3.58407362e-05,0
0,21,2.71319412e-02,1.58210980e-03,-2.70857582e-02,2.94816198e-05,0
0,22,6.59533451e-03,-1.86794813e-03,-6.32522935e-03,2.60912561e-05,0
0,23,2.08122112e-02,-2.49017940e-03,2.06626892e-02,2.04723258e-05,0
0,24,2.39563398e-02,6.44948657e-04,2.39476360e-02,-3.13582600e-05,0
0,25,1.29733560e-02,3.44294581e-03,1.25079484e-02,-7.29125089e-05,0
0,26,8.57293647e-03,9.82988404e-04,-8.51634867e-03,-2.79061754e-05,0
0,27,1.33935964e-02,-4.31852492e-03,-1.26782643e-02,1.95185544e-05,0
0,28,5.82861706e-03,-4.60285314e-04,5.81040258e-03,1.16715628e-05,0
0,29,9.43253331e-03,3.57133179e-03,8.73029347e-03,1.58057489e-05,0
0,30,1.24741475e-02,-3.79278274e-03,-1.18835150e-02,3.50130702e-05,0
0,31,2.66779965e-02,-4.57056550e-03,-2.62835411e-02,2.98608945e-05,0
1,0,2.02300161e-02,-2.00583050e-02,-2.63012490e-03,1.98173071e-05,0
1,1,8.61666257e-03,7.11485002e-04,-8.58723661e-03,5.50839166e-06,0
1,2,2.31194535e-02,2.29484541e-02,-2.80669825e-03,5.12419601e-06,0
1,3,7.97633745e-03,7.97481413e-03,-1.52847483e-04,-3.05998283e-05,0
1,4,1.56192926e-02,-1.53233467e-02,-3.02610424e-03,-6.21016691e-06,0
1,5,2.07323747e-02,-1.75277356e-02,1.10726479e-02,7.94612641e-05,0
1,6,5.09871847e-03,-3.55087800e-03,3.65739036e-03,1.08125938e-04,0
1,7,2.36012644e-03,9.83041408e-04,-2.14375358e-03,9.02605431e-05,0
1,8,1.41841131e-02,-1.40776038e-02,1.73462724e-03,-3.46944599e-05,0
1,9,3.51681425e-02,-3.42945852e-02,-7.78885247e-03,-1.15976657e-04,0
