x,y,density,Jx,Jy,Jz,state
0,0,1.34882107e-20,2.82094162e-22,6.34384063e-24,1.34852590e-20,0
0,1,5.05910346e-05,-5.05955824e-07,5.05885045e-05,-2.49540243e-22,0
0,2,1.12296654e-04,-1.13812179e-06,1.12290886e-04,2.81160699e-20,0
0,3,1.96786378e-04,-2.03115236e-06,1.96775895e-04,-1.32800088e-21,0
0,4,3.16461761e-04,-3.33977879e-06,3.16444137e-04,2.82507927e-20,0
0,5,4.83847682e-04,-5.22300705e-06,4.83819491e-04,5.20662487e-20,0
0,6,7.09762200e-04,-7.85164032e-06,7.09718770e-04,-6.98436139e-21,0
0,7,9.99879877e-04,-1.13266788e-05,9.99815720e-04,-5.20365414e-22,0
0,8,1.34955225e-03,-1.56850676e-05,1.34946110e-03,-1.99621479e-19,0
0,9,1.73730170e-03,-2.07115590e-05,1.73717824e-03,-4.19777838e-21,0
0,10,2.11847520e-03,-2.59662418e-05,2.11831606e-03,-4.90760495e-19,0
0,11,2.42141526e-03,-3.05399154e-05,2.42122266e-03,-1.61451151e-19,0
0,12,2.55147135e-03,-3.32462729e-05,2.55125474e-03,-8.17707816e-19,0
0,13,2.40578730e-03,-3.24215263e-05,2.40556883e-03,-4.93931493e-19,0
0,14,1.90994589e-03,-2.67456953e-05,1.90975861e-03,-9.54055385e-19,0
0,15,1.06643648e-03,-1.53766606e-05,1.06632562e-03,-7.27364033e-19,0
0,16,1.04919802e-18,1.61885652e-19,-1.01879459e-18,1.91486547e-19,0
0,17,1.06643648e-03,1.53766606e-05,-1.06632562e-03,7.38648985e-20,0
0,18,1.90994589e-03,2.67456953e-05,-1.90975861e-03,-9.47902882e-19,0
0,19,2.40578730e-03,3.24215263e-05,-2.40556883e-03,-3.44721603e-19,0
0,20,2.55147135e-03,3.32462729e-05,-2.55125474e-03,1.19910205e-19,0
0,21,2.42141526e-03,3.05399154e-05,-2.42122266e-03,4.38942258e-20,0
0,22,2.11847520e-03,2.59662418e-05,-2.11831606e-03,-7.73095045e-20,0
0,23,1.73730170e-03,2.07115590e-05,-1.73717824e-03,-3.58432582e-19,0
0,24,1.34955225e-03,1.56850676e-05,-1.34946110e-03,-4.97690931e-20,0
0,25,9.99879877e-04,1.13266788e-05,-9.99815720e-04,-2.10865590e-19,0
0,26,7.09762200e-04,7.85164032e-06,-7.09718770e-04,-2.12311058e-21,0
0,27,4.83847682e-04,5.22300705e-06,-4.83819491e-04,-3.95793291e-21,0
0,28,3.16461761e-04,3.33977879e-06,-3.16444137e-04,-2.74356041e-20,0
0,29,1.96786378e-04,2.03115236e-06,-1.96775895e-04,-9.72117795e-22,0
0,30,1.12296654e-04,1.13812179e-06,-1.12290886e-04,-8.68104507e-24,0
0,31,5.05910346e-05,5.05955824e-07,-5.05885045e-05,4.34052254e-24,0
1,0,1.79233996e-05,1.79162569e-05,-5.05955824e-07,-2.64732072e-22,0
1,1,5.75683824e-05,2.07720660e-05,5.36902219e-05,2.01804446e-22,0
1,2,1.23805010e-04,3.12008628e-05,1.19808959e-04,-1.79887792e-21,0
1,3,2.16863580e-04,5.19047440e-05,2.10560466e-04,3.36776752e-21,0
1,4,3.50786633e-04,8.78745223e-05,3.39601723e-04,5.17964419e-20,0
1,5,5.41302528e-04,1.46927115e-04,5.20980662e-04,8.67982420e-21,0
1,6,8.04045108e-04,2.40335049e-04,7.67285866e-04,-5.90441861e-21,0
1,7,1.15164716e-03,3.83260888e-04,1.08600289e-03,1.92938731e-19,0
1,8,1.58932187e-03,5.94659178e-04,1.47388075e-03,-2.31882837e-19,0
1,9,2.10936357e-03,8.95981809e-04,1.90961548e-03,5.76500413e-19,0
1,10,2.68558800e-03,1.30737891e-03,2.34587794e-03,-4.11335085e-21,0
1,11,3.27170724e-03,1.84128811e-03,2.70439021e-03,-5.34848526e-19,0
1,12,3.80332077e-03,2.48846278e-03,2.87624787e-03,6.87213307e-20,0
1,13,4.21822466e-03,3.20680608e-03,2.74040399e-03,-1.13012551e-18,0
1,14,4.47469114e-03,3.89755626e-03,2.19816194e-03,-3.26968122e-19,0
1,15,4.59531724e-03,4.42387070e-03,1.24350658e-03,-7.94437963e-19,0
