x,y,density,Jx,Jy,Jz,state
0,0,2.15145419e-20,1.62724104e-20,-2.89886803e-21,-1.37724630e-20,0
0,1,2.09158543e-04,-2.27699703e-06,2.09146148e-04,6.50627288e-21,0
0,2,4.37751174e-04,-4.78486684e-06,4.37725023e-04,1.77158563e-20,0
0,3,7.04149905e-04,-7.74650264e-06,7.04107293e-04,1.71138165e-20,0
0,4,1.02422133e-03,-1.13515387e-05,1.02415842e-03,-7.58795491e-21,0
0,5,1.40910412e-03,-1.57513383e-05,1.40901608e-03,5.57218962e-21,0
0,6,1.86203349e-03,-2.09861739e-05,1.86191523e-03,4.29286158e-21,0
0,7,2.37391850e-03,-2.69915912e-05,2.37376505e-03,1.20426491e-20,0
0,8,2.91844340e-03,-3.34651361e-05,2.91825153e-03,-3.66823808e-19,0
0,9,3.44671169e-03,-3.98885231e-05,3.44648087e-03,2.56707397e-20,0
0,10,3.88449091e-03,-4.54157592e-05,3.88422541e-03,2.93905192e-19,0
0,11,4.13315810e-03,-4.89150899e-05,4.13286864e-03,-1.06579229e-18,0
0,12,4.08052461e-03,-4.89681483e-05,4.08023078e-03,6.33868811e-19,0
0,13,3.62866650e-03,-4.43915991e-05,3.62839496e-03,-4.39082865e-20,0
0,14,2.73748472e-03,-3.38750559e-05,2.73727512e-03,1.07127864e-19,0
0,15,1.47351407e-03,-1.84313630e-05,1.47339880e-03,1.97028554e-19,0
0,16,4.82821297e-07,4.80797373e-07,-4.41620971e-08,-7.01680675e-19,0
0,17,1.47355188e-03,1.88537680e-05,-1.47343126e-03,6.33703609e-19,0
0,18,2.73749447e-03,3.43380192e-05,-2.73727910e-03,2.98304833e-19,0
0,19,3.62864665e-03,4.44341355e-05,-3.62837459e-03,-9.95334171e-19,0
0,20,4.08048799e-03,4.90043025e-05,-4.08019373e-03,-6.65907512e-19,0
0,21,4.13314688e-03,4.88966136e-05,-4.13285764e-03,-6.28032254e-20,0
0,22,3.88448047e-03,4.54084531e-05,-3.88421506e-03,-9.51973819e-20,0
0,23,3.44671059e-03,3.98861568e-05,-3.44647980e-03,3.95982643e-19,0
0,24,2.91844266e-03,3.34643573e-05,-2.91825079e-03,-7.56052044e-19,0
0,25,2.37391848e-03,2.69915449e-05,-2.37376503e-03,-1.85024328e-19,0
0,26,1.86203348e-03,2.09861613e-05,-1.86191522e-03,-3.86454141e-20,0
0,27,1.40910412e-03,1.57513383e-05,-1.40901608e-03,2.93363062e-20,0
0,28,1.02422133e-03,1.13515387e-05,-1.02415842e-03,3.26727948e-20,0
0,29,7.04149905e-04,7.74650264e-06,-7.04107293e-04,9.41080792e-20,0
0,30,4.37751174e-04,4.78486684e-06,-4.37725023e-04,6.21506096e-20,0
0,31,2.09158543e-04,2.27699703e-06,-2.09146148e-04,5.31996567e-20,0
1,0,4.78226173e-05,4.77683788e-05,-2.27699703e-06,2.23166551e-21,0
1,1,2.19065230e-04,5.12175987e-05,2.12993738e-04,2.85604549e-20,0
1,2,4.53521651e-04,6.70289231e-05,4.48540981e-04,9.62950002e-21,0
1,3,7.30546072e-04,9.81840326e-05,7.23918130e-04,2.36404598e-20,0
1,4,1.06694585e-03,1.50133934e-04,1.05633008e-03,-3.00217509e-20,0
1,5,1.47670983e-03,2.31245895e-04,1.45849144e-03,4.63214092e-20,0
1,6,1.96721417e-03,3.53174527e-04,1.93525175e-03,5.14759096e-20,0
1,7,2.53542040e-03,5.31108210e-04,2.47916935e-03,-1.10837228e-19,0
1,8,3.16315127e-03,7.83158041e-04,3.06466791e-03,3.71918562e-19,0
1,9,3.81333727e-03,1.12869264e-03,3.64247087e-03,-4.23586450e-19,0
1,10,4.42783000e-03,1.58441681e-03,4.13464653e-03,-3.74852096e-19,0
1,11,4.93030028e-03,2.15578064e-03,4.43401293e-03,2.30525434e-19,0
1,12,5.24168674e-03,2.82686000e-03,4.41408456e-03,-7.62878585e-19,0
1,13,5.30461181e-03,3.53607210e-03,3.95412450e-03,7.44318352e-19,0
1,14,5.14491038e-03,4.17847793e-03,3.00173701e-03,4.50485622e-19,0
1,15,4.89382512e-03,4.61577455e-03,1.62608415e-03,-8.90901570e-19,0
1,16,4.78333983e-03,4.78330378e-03,1.85703815e-05,-7.75795164e-19,0
