x,y,density,Jx,Jy,Jz,state
0,0,2.61402422e-03,2.56757320e-03,4.90481001e-04,-1.09030123e-05,0
0,1,1.94917309e-02,2.63170410e-03,1.93132430e-02,-1.86858556e-05,0
0,2,8.74339039e-03,-8.73286784e-03,-4.28540933e-04,-1.57321782e-05,0
0,3,1.45046911e-02,-3.69649871e-03,-1.40257386e-02,-2.48473500e-05,0
0,4,2.59600302e-02,6.82195453e-03,2.50476101e-02,-3.65250547e-05,0
0,5,1.68417061e-02,-2.27970409e-03,1.66866962e-02,-1.35745581e-05,0
0,6,3.59398088e-02,-9.46464408e-04,-3.59273410e-02,1.52481882e-05,0
0,7,1.97786348e-02,3.22310347e-03,-1.95142401e-02,2.07316274e-05,0
0,8,1.46549359e-02,-2.70951429e-03,-1.44022717e-02,1.57853311e-05,0
0,9,9.63581184e-03,1.51027708e-03,-9.51671813e-03,2.99908878e-06,0
0,10,5.94665872e-03,-7.68415985e-04,5.89680305e-03,-7.86632750e-07,0
0,11,1.10315249e-02,-6.82678497e-04,-1.10103761e-02,-1.04682619e-05,0
0,12,1.12952079e-03,-5.30007099e-04,-9.97402966e-04,-9.84917768e-06,0
0,13,1.06544628e-02,-9.60353824e-04,-1.06110852e-02,-1.29479614e-05,0
0,14,3.40840829e-03,-9.27178140e-04,-3.27985059e-03,-1.29551755e-05,0
0,15,4.85875084e-03,-4.87523995e-04,-4.83421797e-03,-1.08016944e-05,0
0,16,9.42069089e-04,-7.59617997e-04,-5.57128308e-04,-9.09484207e-06,0
0,17,1.49476968e-03,-1.69112704e-04,1.48516012e-03,-6.05961780e-06,0
0,18,2.49369680e-03,-3.69378863e-04,2.46618635e-03,-2.80868660e-06,0
0,19,7.32483746e-03,-2.13400723e-04,7.32172699e-03,-4.22605997e-06,0
0,20,9.06941123e-04,-1.97858418e-04,8.85091910e-04,2.56098998e-06,0
0,21,8.64268368e-03,4.81839869e-04,8.62924129e-03,-2.50414593e-06,0
0,22,5.95369752e-03,-4.56430686e-04,-5.93616835e-03,9.51509229e-06,0
