x,y,density,Jx,Jy,Jz,state
0,0,2.30322640e-03,2.20361834e-03,-6.69710546e-04,2.01459981e-05,0
0,1,2.07925289e-02,6.57469875e-03,-1.97256799e-02,1.20646537e-05,0
0,2,3.79475968e-03,2.04213327e-03,3.19838660e-03,1.46935705e-05,0
0,3,7.75107485e-03,-7.55406147e-03,-1.73633014e-03,2.17748138e-05,0
0,4,3.39576937e-02,-3.76535565e-03,-3.37482863e-02,1.52047485e-05,0
0,5,1.35013531e-02,6.58704179e-03,-1.17854748e-02,-2.55427382e-07,0
0,6,1.12188581e-02,7.94899394e-04,1.11906615e-02,-2.83985287e-06,0
0,7,1.23580670e-02,-4.14473832e-03,-1.16422878e-02,-9.94285320e-06,0
0,8,9.73532014e-03,-5.33761619e-05,-9.73511767e-03,-3.30643715e-05,0
0,9,1.24462066e-02,-3.27350601e-03,-1.20079159e-02,-4.66249082e-05,0
0,10,2.25822087e-02,-2.21059688e-03,-2.24736741e-02,-5.81466391e-05,0
0,11,1.22167224e-02,-1.02920966e-03,-1.21731644e-02,-5.56897706e-05,0
0,12,1.63815280e-02,-1.29397741e-03,-1.63302697e-02,-4.87423384e-05,0
0,13,8.09724380e-03,-3.20804184e-04,-8.09075833e-03,-4.55129864e-05,0
0,14,6.80334984e-03,-4.99852202e-04,-6.78487185e-03,-3.50839215e-05,0
0,15,2.06661171e-03,-1.88580555e-04,-2.05766893e-03,-3.63306339e-05,0
0,16,9.50832311e-04,-2.03254689e-04,9.28382804e-04,-2.95801478e-05,0
0,17,4.03049442e-03,9.32077732e-05,4.02926055e-03,-3.54543050e-05,0
0,18,8.19774269e-03,9.92990007e-05,8.19706874e-03,-3.44811509e-05,0
0,19,9.78554359e-03,7.82863967e-04,9.75408583e-03,-4.23910750e-05,0
0,20,1.62853883e-02,7.14633543e-04,1.62696301e-02,-4.80429830e-05,0
0,21,1.32834453e-02,1.27738607e-03,1.32217910e-02,-4.94512552e-05,0
0,22,2.06030393e-02,1.43125134e-03,2.05531897e-02,-5.60309757e-05,0
0,23,1.17877247e-02,2.25919287e-05,1.17876312e-02,-4.11527139e-05,0
0,24,8.67109688e-03,4.37720179e-04,8.66000146e-03,-2.63975665e-05,0
0,25,9.05107056e-03,4.07539675e-05,9.05096500e-03,-1.58114218e-05,0
0,26,8.73193611e-03,-1.61318528e-03,-8.58162763e-03,2.96204653e-06,0
0,27,1.44651148e-02,1.64016302e-03,1.43718228e-02,1.11037569e-05,0
0,28,3.23595898e-02,5.08876617e-03,3.19569630e-02,5.55033258e-06,0
0,29,1.33071648e-03,1.12215576e-03,7.15184187e-04,9.18598353e-06,0
0,30,4.68953012e-03,-4.16312955e-03,-2.15859091e-03,2.30291759e-05,0
0,31,1.99027850e-02,-3.31602336e-03,1.96245777e-02,2.81037331e-05,0
1,0,1.99066598e-02,1.96414604e-02,-3.23845699e-03,2.30607139e-05,0
