backend_label,actual_backend,L,seed,tick,x,plane_loss_real,plane_loss_imag
wsl2_cuda,gpu,96,2,82,7,5.7231045069935757e-30,-2.8223228103230282e-30
wsl2_cuda,gpu,96,2,82,8,9.3261250830955183e-25,-5.3844408272213326e-25
wsl2_cuda,gpu,96,2,82,9,2.4118604272382413e-20,-1.6115536151235099e-20
wsl2_cuda,gpu,96,2,82,10,3.2944201602325921e-17,-2.5278974986884359e-17
wsl2_cuda,gpu,96,2,82,11,5.569350499191567e-15,-4.8841893019479574e-15
wsl2_cuda,gpu,96,2,82,12,7.6438554440047818e-13,-7.6438554440047818e-13
wsl2_cuda,gpu,96,2,82,13,6.7912383634385375e-11,-7.7439231838250895e-11
wsl2_cuda,gpu,96,2,82,14,1.1400576269246466e-09,-1.4857520259093312e-09
wsl2_cuda,gpu,96,2,82,15,1.1961590968937889e-08,-1.7901785974759958e-08
wsl2_cuda,gpu,96,2,82,16,1.0659869877910211e-07,-1.8463436230613526e-07
wsl2_cuda,gpu,96,2,82,17,4.8382037791267402e-07,-9.8109067300151954e-07
wsl2_cuda,gpu,96,2,82,18,1.228697881091912e-06,-2.9663390885911742e-06
wsl2_cuda,gpu,96,2,82,19,2.5828878143813524e-06,-7.6089421385663392e-06
wsl2_cuda,gpu,96,2,82,20,3.8248196457098037e-06,-1.4274421247576561e-05
wsl2_cuda,gpu,96,2,82,21,2.4666556275544912e-06,-1.240071524987916e-05
wsl2_cuda,gpu,96,2,82,22,1.1964543826024228e-06,-9.0879732973403769e-06
wsl2_cuda,gpu,96,2,82,23,2.8590850334540619e-07,-4.3621208136554893e-06
wsl2_cuda,gpu,96,2,82,24,1.8431777701618463e-22,-3.0101377335002045e-06
wsl2_cuda,gpu,96,2,82,25,-5.6950095800436009e-07,-8.6889055527892828e-06
wsl2_cuda,gpu,96,2,82,26,-1.8857055918747276e-06,-1.4323356004871302e-05
wsl2_cuda,gpu,96,2,82,27,-2.6628839874529318e-06,-1.3387221833071707e-05
wsl2_cuda,gpu,96,2,82,28,-2.2145371230545369e-06,-8.2647650584869424e-06
wsl2_cuda,gpu,96,2,82,29,-1.1428227916659259e-06,-3.3666473812776416e-06
wsl2_cuda,gpu,96,2,82,30,-4.5130672114401487e-07,-1.089550806976014e-06
wsl2_cuda,gpu,96,2,82,31,-9.9032399384126478e-08,-2.0081784024869008e-07
wsl2_cuda,gpu,96,2,82,32,-1.1367061362804452e-08,-1.9688327813130486e-08
wsl2_cuda,gpu,96,2,82,33,-1.0883407157211857e-09,-1.6288169868918095e-09
wsl2_cuda,gpu,96,2,82,34,-6.5159876062895302e-11,-8.4918003776353679e-11
wsl2_cuda,gpu,96,2,82,35,-8.3329653290804669e-13,-9.5019258563035078e-13
wsl2_cuda,gpu,96,2,82,36,-6.3829875560402398e-15,-6.3829875560402413e-15
wsl2_cuda,gpu,96,2,82,37,-3.8436001317309952e-17,-3.3707468486839388e-17
wsl2_cuda,gpu,96,2,82,38,-4.5541856423507176e-20,-3.494549551642003e-20
wsl2_cuda,gpu,96,2,82,39,-1.9056074010736865e-24,-1.2732861576583508e-24
wsl2_cuda,gpu,96,2,82,40,-1.3151782977005993e-29,-7.5931854420979507e-30
wsl2_cuda,gpu,96,2,82,41,-1.6875795361521482e-34,-8.3222212931746122e-35
wsl2_cuda,gpu,96,2,82,42,-2.1746386885631523e-41,-9.0076483806409863e-42
wsl2_cuda,gpu,96,2,82,43,-9.1673943739782233e-51,-3.1119110629270637e-51
wsl2_cuda,gpu,96,2,82,44,-3.2877913777070124e-64,-8.8096104453860449e-65
wsl2_cuda,gpu,96,2,82,45,-1.182290855091099e-80,-2.351722729174916e-81
wsl2_cuda,gpu,96,2,82,46,-2.3288291811491098e-99,-3.065961781526887e-100
wsl2_cuda,gpu,96,2,82,47,-2.1128441937591477e-116,-1.3848312484804572e-117
wsl2_cuda,gpu,96,2,82,48,2.0440964232502445e-117,2.5032961418819525e-133
wsl2_cuda,gpu,96,2,82,49,1.7285741021277404e-100,-1.1329673238619264e-101
wsl2_cuda,gpu,96,2,82,50,4.965710715898034e-81,-6.5374821804446869e-82
wsl2_cuda,gpu,96,2,82,51,1.8615635265808917e-64,-3.702880080998309e-65
wsl2_cuda,gpu,96,2,82,52,2.6390315052463768e-51,-7.0712636063105394e-52
wsl2_cuda,gpu,96,2,82,53,1.5355129345071832e-41,-5.2123640515826324e-42
wsl2_cuda,gpu,96,2,82,54,3.9674452444155077e-35,-1.6433696282095451e-35
wsl2_cuda,gpu,96,2,82,55,9.5214989057752099e-30,-4.6954836343451365e-30
wsl2_cuda,gpu,96,2,82,56,1.0840064072788567e-24,-6.2585139104572736e-25
wsl2_cuda,gpu,96,2,82,57,2.7060180226466692e-20,-1.8081034365571259e-20
wsl2_cuda,gpu,96,2,82,58,3.6257826859104945e-17,-2.7821609074459657e-17
wsl2_cuda,gpu,96,2,82,59,6.2998142418246291e-15,-5.5247888113067716e-15
wsl2_cuda,gpu,96,2,82,60,8.2543922786412976e-13,-8.2543922786412895e-13
wsl2_cuda,gpu,96,2,82,61,7.6446938289678219e-11,-8.7171026265398902e-11
wsl2_cuda,gpu,96,2,82,62,1.2266096465998907e-09,-1.5985488140207586e-09
wsl2_cuda,gpu,96,2,82,63,1.2947622356460887e-08,-1.9377486231495886e-08
wsl2_cuda,gpu,96,2,82,64,9.9711460859608647e-08,-1.7270531630575734e-07
wsl2_cuda,gpu,96,2,82,65,4.7086241750177877e-07,-9.5481452862930855e-07
wsl2_cuda,gpu,96,2,82,66,1.3373046422280515e-06,-3.228539004291454e-06
wsl2_cuda,gpu,96,2,82,67,2.4571410403458338e-06,-7.2385040876296313e-06
wsl2_cuda,gpu,96,2,82,68,3.4826950945381356e-06,-1.2997595040087168e-05
wsl2_cuda,gpu,96,2,82,69,2.6787735176268777e-06,-1.3467103895626448e-05
wsl2_cuda,gpu,96,2,82,70,1.096840512083048e-06,-8.3313308306583161e-06
wsl2_cuda,gpu,96,2,82,71,2.0056429773546326e-07,-3.0600198573706149e-06
wsl2_cuda,gpu,96,2,82,72,5.9927708155058439e-22,-3.2623124858956594e-06
wsl2_cuda,gpu,96,2,82,73,-6.0742317543524227e-07,-9.2674867842659803e-06
wsl2_cuda,gpu,96,2,82,74,-1.7785187461981617e-06,-1.3509191080993507e-05
wsl2_cuda,gpu,96,2,82,75,-2.7882446906828792e-06,-1.4017452647180324e-05
wsl2_cuda,gpu,96,2,82,76,-1.9829460559022417e-06,-7.4004554292954998e-06
wsl2_cuda,gpu,96,2,82,77,-1.0346159324025293e-06,-3.0478802530474155e-06
wsl2_cuda,gpu,96,2,82,78,-4.4508489524905398e-07,-1.0745299905176765e-06
wsl2_cuda,gpu,96,2,82,79,-1.0014318467545089e-07,-2.0307028999817591e-07
wsl2_cuda,gpu,96,2,82,80,-1.1957484278521906e-08,-2.0710970301106041e-08
wsl2_cuda,gpu,96,2,82,81,-1.3369299576732519e-09,-2.0008570789339183e-09
wsl2_cuda,gpu,96,2,82,82,-7.7960006649825307e-11,-1.0159945873292179e-10
wsl2_cuda,gpu,96,2,82,83,-8.8952807408458909e-13,-1.0143123693981462e-12
