backend_label,actual_backend,L,seed,tick,x,plane_loss_real,plane_loss_imag
wsl2_cuda,gpu,48,0,41,0,1.314903235541412e-76,0
wsl2_cuda,gpu,48,0,41,1,6.393032095235377e-62,-8.416586424941202e-63
wsl2_cuda,gpu,48,0,41,2,7.5874954217084924e-46,-2.033063270821636e-46
wsl2_cuda,gpu,48,0,41,3,1.8875126046205418e-33,-7.8183331998399487e-34
wsl2_cuda,gpu,48,0,41,4,7.9159167008573872e-25,-4.5702566381226702e-25
wsl2_cuda,gpu,48,0,41,5,4.458057095503442e-19,-3.4207875233308874e-19
wsl2_cuda,gpu,48,0,41,6,6.142182067478602e-14,-6.1421820674785994e-14
wsl2_cuda,gpu,48,0,41,7,3.9090154552356678e-10,-5.0943281240915348e-10
wsl2_cuda,gpu,48,0,41,8,7.7974815419338853e-08,-1.3505634201709975e-07
wsl2_cuda,gpu,48,0,41,9,3.1488419152715693e-06,-7.6019768576174909e-06
wsl2_cuda,gpu,48,0,41,10,1.8637866924194728e-05,-6.9557466305802102e-05
wsl2_cuda,gpu,48,0,41,11,1.3231656178939644e-05,-0.00010050440683934582
wsl2_cuda,gpu,48,0,41,12,6.4469115299924862e-21,-0.00010528605528518231
wsl2_cuda,gpu,48,0,41,13,-1.0875966072079035e-05,-8.261116402185362e-05
wsl2_cuda,gpu,48,0,41,14,-2.2720364675790701e-06,-8.4793555336544101e-06
wsl2_cuda,gpu,48,0,41,15,-6.81520370324787e-08,-1.6453357210716372e-07
wsl2_cuda,gpu,48,0,41,16,-3.0893413761237917e-10,-5.3508962253711733e-10
wsl2_cuda,gpu,48,0,41,17,-3.7207657360003356e-14,-4.8489963135538266e-14
wsl2_cuda,gpu,48,0,41,18,-3.8232314882365149e-19,-3.8232314882365149e-19
wsl2_cuda,gpu,48,0,41,19,-7.0744870736047401e-25,-5.4284448576852112e-25
wsl2_cuda,gpu,48,0,41,20,-2.6311576069852659e-33,-1.5190995526732765e-33
wsl2_cuda,gpu,48,0,41,21,-5.9489125420188817e-46,-2.4641202562756271e-46
wsl2_cuda,gpu,48,0,41,22,-3.234595649702995e-62,-8.6670729217913959e-63
wsl2_cuda,gpu,48,0,41,23,-1.4064177770411076e-77,-1.8515841299877576e-78
wsl2_cuda,gpu,48,0,41,24,1.6426335858008797e-77,2.01164596302299e-93
wsl2_cuda,gpu,48,0,41,25,2.7492107131698852e-62,-3.619404567828395e-63
wsl2_cuda,gpu,48,0,41,26,8.2088851906892909e-46,-2.1995641576049913e-46
wsl2_cuda,gpu,48,0,41,27,4.8181324030952145e-33,-1.9957357866713099e-33
wsl2_cuda,gpu,48,0,41,28,1.1476904475622566e-24,-6.6261938884643105e-25
wsl2_cuda,gpu,48,0,41,29,6.0066214961680496e-19,-4.6090427805842956e-19
wsl2_cuda,gpu,48,0,41,30,6.344300409679945e-14,-6.3443004096799362e-14
wsl2_cuda,gpu,48,0,41,31,4.7069195077094283e-10,-6.1341769303681597e-10
wsl2_cuda,gpu,48,0,41,32,8.7443803122385328e-08,-1.5145710981502146e-07
wsl2_cuda,gpu,48,0,41,33,3.0456372952022071e-06,-7.3528188641464655e-06
wsl2_cuda,gpu,48,0,41,34,2.0202970198882053e-05,-7.5398511246027458e-05
wsl2_cuda,gpu,48,0,41,35,1.3171386791163395e-05,-0.0001000466153892724
wsl2_cuda,gpu,48,0,41,36,1.7518731363131537e-20,-9.536753168521049e-05
wsl2_cuda,gpu,48,0,41,37,-9.8551187215821441e-06,-7.4857058560852407e-05
wsl2_cuda,gpu,48,0,41,38,-2.4399697854194621e-06,-9.1060912081183799e-06
wsl2_cuda,gpu,48,0,41,39,-9.0678424350093662e-08,-2.189170818806191e-07
wsl2_cuda,gpu,48,0,41,40,-4.5374922567422527e-10,-7.8591671276279745e-10
wsl2_cuda,gpu,48,0,41,41,-8.4755283959056731e-14,-1.1045523653780406e-13
wsl2_cuda,gpu,48,0,41,42,-5.079723628639155e-19,-5.0797236286391579e-19
wsl2_cuda,gpu,48,0,41,43,-6.5671605759318347e-25,-5.0391595443039569e-25
wsl2_cuda,gpu,48,0,41,44,-1.4603038605478541e-33,-8.4310682698595516e-34
wsl2_cuda,gpu,48,0,41,45,-6.1076794616678866e-46,-2.5298836676504439e-46
wsl2_cuda,gpu,48,0,41,46,-1.1079911093941322e-62,-2.9688532298302319e-63
wsl2_cuda,gpu,48,0,41,47,-5.9290728485117829e-78,-7.8057724888419676e-79
wsl2_cuda,gpu,48,1,41,0,1.6616252299570634e-78,0
wsl2_cuda,gpu,48,1,41,1,1.7214731972260363e-63,-2.2663624594456752e-64
wsl2_cuda,gpu,48,1,41,2,8.4142464634951433e-47,-2.2545905448099496e-47
wsl2_cuda,gpu,48,1,41,3,5.4848908201855763e-34,-2.2719161658565534e-34
