backend_label,actual_backend,L,seed,tick,x,plane_loss_real,plane_loss_imag
windows_msvc_cpu,cpu,48,0,41,0,1.3149032355410765e-76,0
windows_msvc_cpu,cpu,48,0,41,1,6.3930320952339347e-62,-8.4165864249392804e-63
windows_msvc_cpu,cpu,48,0,41,2,7.5874954217070082e-46,-2.0330632708212362e-46
windows_msvc_cpu,cpu,48,0,41,3,1.8875126046202472e-33,-7.8183331998387086e-34
windows_msvc_cpu,cpu,48,0,41,4,7.9159167008567132e-25,-4.5702566381222652e-25
windows_msvc_cpu,cpu,48,0,41,5,4.4580570955030626e-19,-3.4207875233305975e-19
windows_msvc_cpu,cpu,48,0,41,6,6.1421820674782056e-14,-6.1421820674782056e-14
windows_msvc_cpu,cpu,48,0,41,7,3.9090154552354605e-10,-5.0943281240912721e-10
windows_msvc_cpu,cpu,48,0,41,8,7.7974815419335174e-08,-1.3505634201709359e-07
windows_msvc_cpu,cpu,48,0,41,9,3.1488419152714808e-06,-7.6019768576172757e-06
windows_msvc_cpu,cpu,48,0,41,10,1.8637866924194525e-05,-6.9557466305801398e-05
windows_msvc_cpu,cpu,48,0,41,11,1.3231656178939605e-05,-0.00010050440683934556
windows_msvc_cpu,cpu,48,0,41,12,6.4469115299924779e-21,-0.00010528605528518219
windows_msvc_cpu,cpu,48,0,41,13,-1.0875966072078957e-05,-8.2611164021853051e-05
windows_msvc_cpu,cpu,48,0,41,14,-2.2720364675790328e-06,-8.4793555336542695e-06
windows_msvc_cpu,cpu,48,0,41,15,-6.8152037032477217e-08,-1.6453357210716051e-07
windows_msvc_cpu,cpu,48,0,41,16,-3.0893413761237364e-10,-5.3508962253710751e-10
windows_msvc_cpu,cpu,48,0,41,17,-3.7207657360003016e-14,-4.8489963135537875e-14
windows_msvc_cpu,cpu,48,0,41,18,-3.8232314882364783e-19,-3.8232314882364783e-19
windows_msvc_cpu,cpu,48,0,41,19,-7.0744870736048724e-25,-5.4284448576853178e-25
windows_msvc_cpu,cpu,48,0,41,20,-2.6311576069853347e-33,-1.5190995526733172e-33
windows_msvc_cpu,cpu,48,0,41,21,-5.9489125420189688e-46,-2.4641202562756633e-46
windows_msvc_cpu,cpu,48,0,41,22,-3.2345956497035377e-62,-8.6670729217928662e-63
windows_msvc_cpu,cpu,48,0,41,23,-1.4064177770412984e-77,-1.8515841299880093e-78
windows_msvc_cpu,cpu,48,0,41,24,1.6426335858010867e-77,2.0116459630232451e-93
windows_msvc_cpu,cpu,48,0,41,25,2.7492107131702372e-62,-3.6194045678288619e-63
windows_msvc_cpu,cpu,48,0,41,26,8.2088851906900781e-46,-2.199564157605199e-46
windows_msvc_cpu,cpu,48,0,41,27,4.8181324030954903e-33,-1.995735786671419e-33
windows_msvc_cpu,cpu,48,0,41,28,1.1476904475622983e-24,-6.6261938884645438e-25
windows_msvc_cpu,cpu,48,0,41,29,6.0066214961680554e-19,-4.6090427805843139e-19
windows_msvc_cpu,cpu,48,0,41,30,6.3443004096799236e-14,-6.3443004096799147e-14
windows_msvc_cpu,cpu,48,0,41,31,4.7069195077093663e-10,-6.1341769303680759e-10
windows_msvc_cpu,cpu,48,0,41,32,8.7443803122383673e-08,-1.5145710981501865e-07
windows_msvc_cpu,cpu,48,0,41,33,3.0456372952021596e-06,-7.3528188641463469e-06
windows_msvc_cpu,cpu,48,0,41,34,2.0202970198881948e-05,-7.5398511246027025e-05
windows_msvc_cpu,cpu,48,0,41,35,1.3171386791163383e-05,-0.00010004661538927235
