backend_label,actual_backend,L,seed,dx,dy,dz,n,tick,omega,target_transition,phase_error,initial_source_real,initial_source_imag,initial_occupancy,initial_signed_state,source_before_real,source_before_imag,expected_loss_real,expected_loss_imag,predicted_next_real,predicted_next_imag,source_after_real,source_after_imag,source_hazard,expected_removals,removal_variance,actual_removed,occupancy_before,occupancy_after,signed_state_after,eligible_sites,mean_site_probability,min_site_probability,max_site_probability,mean_local_energy,max_local_energy,history_evaporation,history_other,history_required,history_enabled,toggles_valid,structural_valid,execution_valid
wsl2_cuda,gpu,16,0,1,0,0,1,0,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.12500000000000003,-0.628417436515738,0.012073443676824412,-0.060697300202454313,0.11292655632317561,-0.56772013631328366,0.11353288490241857,-0.57093903976342286,0.09658754941459094,374.20002134494001,339.42619632644892,356,4096,3740,34,4096,0.091357427086166995,0.070982009395745213,0.10000000000000001,0.025540733975159581,0.087568230771977076,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,1,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.11353288490241857,-0.57093903976342286,0.0096178121626443683,-0.048032028446873334,0.1039150727397742,-0.52290701131654949,0.099939992726361365,-0.52219338474258103,0.084150402337175884,261.64026597828735,239.70750649623687,265,3740,3475,51,3740,0.069957290368526034,0.016991968737970611,0.10000000000000001,0.13410110234225436,0.45284126746434444,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,2,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.099939992726361365,-0.52219338474258103,0.0068482985375948142,-0.035372868042880076,0.093091694188766547,-0.48682051669970094,0.091897460610685669,-0.48470192731343847,0.067766760024616748,175.67071694519726,162.2042171618879,183,3475,3292,58,3475,0.050552724300776189,0.0013757213978078994,0.09978865344839094,0.35083186503578889,1.095087122551359,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,3,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.091897460610685669,-0.48470192731343847,0.004761036179269291,-0.024996934125562822,0.087136424431416379,-0.45970499318787567,0.087327619490260272,-0.45964108473294357,0.051579967381996467,116.44227486957283,108.21864129449447,116,3292,3176,46,3292,0.035371286412385426,4.5905921435204696e-05,0.096058517499389443,0.6917427424239726,1.9637950420035315,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,4,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.087327619490260272,-0.45964108473294357,0.0031627913602416888,-0.016517791080658737,0.084164828130018576,-0.44312329365228481,0.084398771365587835,-0.44506544367740192,0.035946079489257814,73.847555811007311,69.270774319409753,66,3176,3110,50,3176,0.023251749310770564,9.3734357824807277e-07,0.088209437343920782,1.1705232811369615,2.9579903635517866,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,5,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.084398771365587835,-0.44506544367740192,0.001846501661736328,-0.0096146585808394094,0.082552269703851502,-0.43545078509656249,0.082371790080201027,-0.43662127318359301,0.021612360630777455,41.700057299812414,39.546288042647092,37,3110,3073,51,3110,0.013408378552994345,1.1260059331334841e-08,0.071528566441862992,1.7842159752284201,4.0877211754586238,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,6,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.082371790080201027,-0.43662127318359301,0.0008080302178570184,-0.0043047907043134246,0.081563759862344015,-0.43231648247927956,0.081717790073717739,-0.43211268999814911,0.009857613595815511,18.382639066263351,17.839355935588923,19,3073,3054,60,3073,0.0059819847270625942,9.8364025676704414e-11,0.045894973939601486,2.5374501687800755,5.2988399454220882,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,7,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.081717790073717739,-0.43211268999814911,0.00030005935170435047,-0.0016433950994857646,0.081417730722013387,-0.43046929489866337,0.08087693292252493,-0.4298385406347211,0.0037986308256281335,6.9841330000929416,6.8959259721828579,10,3054,3044,60,3054,0.00228688048464078,6.9230948575179539e-13,0.024128797659097229,3.3706649694227528,6.5651590863813905,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,8,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.08087693292252493,-0.4298385406347211,0.00014557169223263056,-0.00082732183312608418,0.080731361230292301,-0.42901121880159504,0.080690075777815409,-0.42938742758173704,0.0019204593920365918,3.5085150039719557,3.4851768063671784,2,3044,3042,62,3044,0.0011526001984139146,4.2946458441815801e-15,0.013062780472738532,4.201168677691963,7.863738330566993,0,0,0,0,1,1,1
wsl2_cuda,gpu,16,0,1,0,0,1,9,0.2257499656675141,13,0.018906865755404567,0.12500000000000003,-0.628417436515738,4096,0,0.080690075777815409,-0.42938742758173704,0.00013698698466622838,-0.00078219415983399516,0.08055308879314918,-0.42860523342190304,0.080596647205460656,-0.42769702730524523,0.0018174231896919578,3.3158802079564444,3.2948503073170823,7,3042,3035,61,3042,0.0010900329414715464,1.4302426108151987e-17,0.012809867026517062,4.9439967139607894,9.3212414782559776,0,0,0,0,1,1,1
