ftd_id,verdict,one_step_forward_arms,one_step_reverse_arms,one_step_pass,repeated_run,repeated_pass,repeated_forward_steps,repeated_reverse_steps,site_hops,worst_one_step_gate,worst_one_step_inverse,worst_translation_residual,worst_rotation_residual,worst_permutation_residual,worst_pseudomomentum_defect,worst_repeated_gate,repeated_state_recovery,repeated_energy_drift,minimum_pair_distance,maximum_pair_distance
FTD-0600,CHARGED_TRIMER_COMMON_ACTION_CONSTRUCTIVE,32,32,1,1,1,64,64,24,1.982979752623848e-13,4.8031023602845835e-14,4.928349395250109e-14,1.7763568394002505e-15,1.7763568394002505e-15,0.0056923125759142396,1.590167342420401e-13,2.567723811353062e-12,1.6653345369377348e-15,1.4138139830139969,1.4145222843347827
