tag,L,A,gamma,T,thermostat,coupling,seed,n_samples,n_mean,n_min,n_max,k_mean
N,32,35.0000,0.0200,0.00500,on,on,0xE0102000,50,69.0000,69,69,0.056327
N,32,35.0000,0.0200,0.00500,on,on,0xE0102001,50,70.0000,70,70,0.057143
N,32,35.0000,0.0200,0.00500,on,on,0xE0102002,50,60.0000,60,60,0.048980
N,32,35.0000,0.0200,0.00500,on,on,0xE0102003,50,67.0000,67,67,0.054694
N,32,35.0000,0.0200,0.00500,on,on,0xE0102004,50,69.0000,69,69,0.056327
N,32,35.0000,0.0200,0.00500,on,on,0xE0102005,50,59.0000,59,59,0.048163
N,32,35.0000,0.0200,0.00500,on,on,0xE0102006,50,66.0000,66,66,0.053878
N,32,35.0000,0.0200,0.00500,on,on,0xE0102007,50,69.0000,69,69,0.056327
