y,z,J_total_mag2,J_A_mag2,J_B_mag2,classification
13,56,2.10074185e-09,3.33060249e-08,3.32978113e-08,-1
13,57,3.92322196e-11,1.36057148e-08,1.36025857e-08,1
13,58,5.19448852e-09,1.26027784e-08,1.26008824e-08,-1
13,59,1.15003788e-11,8.76393032e-08,8.76314479e-08,1
13,60,3.74374784e-08,6.52221211e-08,6.52270344e-08,-1
13,61,3.58211914e-12,8.55820827e-09,8.55812015e-09,1
13,62,2.83512242e-08,8.88198503e-09,8.88144487e-09,-1
13,63,2.95414030e-08,4.09271876e-08,4.09254129e-08,-1
14,0,1.48787578e-16,1.16633567e-08,1.16607761e-08,1
14,1,5.62813927e-10,1.05740738e-08,1.05743184e-08,1
14,2,6.17467375e-08,4.72459867e-08,4.72415345e-08,-1
14,3,4.31245470e-09,6.99264302e-09,6.99261042e-09,-1
14,4,8.95012388e-11,2.52639772e-08,2.52680008e-08,1
14,5,5.42158345e-10,1.35416732e-08,1.35431918e-08,1
14,6,2.93124234e-08,2.17812010e-08,2.17829731e-08,-1
14,7,1.63019034e-08,6.14957942e-08,6.14984623e-08,-1
14,8,5.10219173e-10,1.27347427e-08,1.27344774e-08,1
14,9,2.25505218e-10,4.67312801e-08,4.67316960e-08,1
14,10,1.75538304e-10,1.60131784e-09,1.60126089e-09,0
14,11,1.03303378e-08,3.94518885e-09,3.94515706e-09,-1
14,12,4.47949733e-09,6.12017109e-09,6.12030586e-09,-1
14,13,6.98532554e-09,4.54045796e-09,4.54224589e-09,-1
14,14,1.14480986e-08,3.59925848e-08,3.59920226e-08,-1
14,15,7.27674567e-10,7.09546652e-09,7.09731930e-09,1
14,16,1.33330842e-10,1.21792107e-08,1.21799977e-08,1
14,17,1.54294889e-08,1.24813546e-08,1.24818566e-08,-1
14,18,1.72433428e-08,1.61357802e-08,1.61371486e-08,-1
14,19,3.13795808e-08,8.75938780e-09,8.75879512e-09,-1
14,20,5.64696784e-08,1.62924886e-08,1.62955800e-08,-1
14,21,1.30378202e-07,9.73319364e-08,9.73440626e-08,-1
14,22,2.80209968e-08,1.42903610e-08,1.42885084e-08,-1
14,23,3.16878730e-08,3.03991652e-08,3.03911578e-08,-1
14,24,2.79544957e-08,5.45724772e-08,5.45629910e-08,-1
14,25,2.67731268e-08,2.70111262e-08,2.70180134e-08,-1
14,26,5.06634267e-09,6.81649168e-09,6.81885525e-09,-1
14,27,1.07667326e-08,1.54224670e-08,1.54240724e-08,-1
14,28,3.66676627e-08,2.54058004e-08,2.54039723e-08,-1
14,29,1.00143785e-08,1.84839462e-08,1.84839186e-08,-1
14,30,1.88829120e-10,6.65147548e-08,6.65148271e-08,1
14,31,1.09726649e-08,2.73421226e-07,2.73433985e-07,-1
14,32,6.85321201e-17,4.32038646e-07,4.32044798e-07,1
14,33,1.09696916e-08,2.73420381e-07,2.73441304e-07,-1
14,34,1.89163066e-10,6.65175674e-08,6.65209008e-08,1
14,35,1.00167508e-08,1.84847515e-08,1.84900027e-08,-1
14,36,3.66712546e-08,2.54088629e-08,2.54102665e-08,-1
14,37,1.07682970e-08,1.54229326e-08,1.54179918e-08,-1
14,38,5.06560580e-09,6.81513346e-09,6.81367475e-09,-1
14,39,2.67724659e-08,2.70120853e-08,2.70073633e-08,-1
14,40,2.79545623e-08,5.45746736e-08,5.45813194e-08,-1
14,41,3.16865894e-08,3.03968304e-08,3.04005631e-08,-1
14,42,2.80225460e-08,1.42919892e-08,1.42948840e-08,-1
14,43,1.30384071e-07,9.73379921e-08,9.73336194e-08,-1
14,44,5.64736288e-08,1.62948825e-08,1.62919526e-08,-1
14,45,3.13758249e-08,8.75793401e-09,8.75833314e-09,-1
14,46,1.72406905e-08,1.61355927e-08,1.61320663e-08,-1
14,47,1.54321441e-08,1.24819692e-08,1.24815566e-08,-1
14,48,1.33556769e-10,1.21803915e-08,1.21778220e-08,1
14,49,7.28145964e-10,7.09537760e-09,7.09539004e-09,1
14,50,1.14497462e-08,3.59941037e-08,3.59953127e-08,-1
14,51,6.98439404e-09,4.54040599e-09,4.53964174e-09,-1
14,52,4.47887340e-09,6.11938670e-09,6.11785806e-09,-1
14,53,1.03299138e-08,3.94537254e-09,3.94550162e-09,-1
14,54,1.75499000e-10,1.60156385e-09,1.60293998e-09,0
14,55,2.25476055e-10,4.67326866e-08,4.67249365e-08,1
14,56,5.10167518e-10,1.27347906e-08,1.27364967e-08,1
14,57,1.63011029e-08,6.14930173e-08,6.15026989e-08,-1
14,58,2.93134457e-08,2.17830620e-08,2.17767766e-08,-1
14,59,5.42350065e-10,1.35407346e-08,1.35433642e-08,1
14,60,8.94257873e-11,2.52655476e-08,2.52622172e-08,1
14,61,4.31298490e-09,6.99289719e-09,6.99260719e-09,-1
14,62,6.17445531e-08,4.72437970e-08,4.72442108e-08,-1
14,63,5.62645434e-10,1.05744349e-08,1.05749045e-08,1
15,0,1.03079122e-16,4.11682587e-10,4.11343546e-10,0
15,1,3.43640967e-10,4.82090402e-09,4.82148247e-09,1
15,2,2.63170371e-08,8.86001525e-09,8.85975073e-09,-1
15,3,1.04963980e-08,3.47787082e-08,3.47753432e-08,-1
15,4,6.07309393e-09,2.89084149e-08,2.89088812e-08,-1
15,5,1.42890360e-08,4.64170784e-09,4.64220870e-09,-1
15,6,2.31383918e-09,3.55639079e-09,3.55584788e-09,-1
15,7,5.26101904e-08,2.67681227e-08,2.67697729e-08,-1
15,8,1.22324472e-08,9.57828392e-08,9.57844555e-08,-1
15,9,6.61252614e-12,5.33396734e-09,5.33428433e-09,1
15,10,9.89813344e-09,5.16586595e-09,5.16632080e-09,-1
15,11,9.97949087e-09,1.15813637e-08,1.15820786e-08,-1
15,12,6.95537469e-09,1.61824185e-08,1.61829301e-08,-1
15,13,1.34543000e-09,2.08809846e-08,2.08839276e-08,-1
15,14,3.99247811e-09,5.79049902e-09,5.79137543e-09,-1
15,15,1.31038219e-08,9.81064059e-08,9.81010088e-08,-1
15,16,1.45448871e-08,2.02491359e-08,2.02469739e-08,-1
15,17,2.19775846e-08,2.91972156e-08,2.91975412e-08,-1
15,18,8.47740285e-09,8.15406421e-09,8.15396322e-09,-1
15,19,1.11438278e-08,7.18384339e-09,7.18610872e-09,-1
15,20,1.82319569e-10,4.75981890e-09,4.75770723e-09,1
15,21,3.01463693e-08,4.44925432e-08,4.45011125e-08,-1
15,22,3.63649175e-08,1.83344685e-08,1.83338789e-08,-1
15,23,2.62276407e-09,5.11405239e-09,5.11060251e-09,-1
15,24,1.34302003e-08,1.64481500e-08,1.64454556e-08,-1
15,25,3.79371681e-10,1.50436345e-08,1.50422770e-08,1
15,26,3.27216028e-09,6.84235687e-09,6.84363508e-09,-1
15,27,2.15500315e-09,2.31559399e-08,2.31534388e-08,-1
15,28,3.15625644e-09,9.70524906e-09,9.70437533e-09,-1
15,29,1.30971752e-08,2.19761787e-08,2.19757133e-08,-1
15,30,2.15183050e-08,5.69233021e-08,5.69296799e-08,-1
15,31,5.26976549e-09,7.41501227e-08,7.41505744e-08,-1
15,32,4.79015694e-16,1.96344835e-08,1.96377421e-08,1
15,33,5.26852753e-09,7.41484913e-08,7.41581055e-08,-1
15,34,2.15128860e-08,5.69237609e-08,5.69217662e-08,-1
15,35,1.30957484e-08,2.19764670e-08,2.19812769e-08,-1
15,36,3.15799809e-09,9.70668566e-09,9.70912992e-09,-1
15,37,2.15479875e-09,2.31577528e-08,2.31620037e-08,-1
15,38,3.27094145e-09,6.84103192e-09,6.83997905e-09,-1
15,39,3.79471021e-10,1.50448577e-08,1.50453711e-08,1
15,40,1.34312156e-08,1.64475146e-08,1.64477370e-08,-1
15,41,2.62206872e-09,5.11370557e-09,5.11606242e-09,-1
15,42,3.63658448e-08,1.83359623e-08,1.83379785e-08,-1
15,43,3.01496244e-08,4.44951806e-08,4.44886758e-08,-1
15,44,1.82550699e-10,4.75945499e-09,4.76136254e-09,1
15,45,1.11417825e-08,7.18413656e-09,7.18218166e-09,-1
15,46,8.47504505e-09,8.15246721e-09,8.15345526e-09,-1
15,47,2.19752708e-08,2.91984891e-08,2.91961781e-08,-1
15,48,1.45413997e-08,2.02488987e-08,2.02475823e-08,-1
15,49,1.31048364e-08,9.81091662e-08,9.81077698e-08,-1
15,50,3.99418993e-09,5.79214649e-09,5.79158249e-09,-1
15,51,1.34538662e-09,2.08802382e-08,2.08785454e-08,-1
15,52,6.95358406e-09,1.61808619e-08,1.61786954e-08,-1
15,53,9.97893855e-09,1.15812908e-08,1.15809654e-08,-1
15,54,9.89951656e-09,5.16651910e-09,5.16688872e-09,-1
15,55,6.58738201e-12,5.33351747e-09,5.33268162e-09,1
15,56,1.22331070e-08,9.57806063e-08,9.57946347e-08,-1
15,57,5.26128211e-08,2.67699921e-08,2.67650517e-08,-1
15,58,2.31378044e-09,3.55666974e-09,3.55503941e-09,-1
15,59,1.42878226e-08,4.64148301e-09,4.64128652e-09,-1
15,60,6.07363399e-09,2.89103150e-08,2.89062278e-08,-1
15,61,1.04956748e-08,3.47769140e-08,3.47783614e-08,-1
15,62,2.63187565e-08,8.86077846e-09,8.86027095e-09,-1
15,63,3.43560750e-10,4.82104701e-09,4.82163449e-09,1
16,0,2.49902288e-16,7.01394175e-08,7.01477030e-08,1
16,1,1.91669910e-08,1.60941260e-08,1.60943339e-08,-1
16,2,2.34708252e-08,1.58943755e-08,1.58965402e-08,-1
16,3,3.39779175e-09,9.78505420e-09,9.78593013e-09,-1
16,4,5.90944909e-09,1.04071049e-07,1.04062931e-07,-1
16,5,3.50918379e-08,1.35894931e-08,1.35884838e-08,-1
16,6,9.70961792e-09,5.24233411e-08,5.24210801e-08,-1
16,7,1.39106470e-08,1.95571116e-08,1.95566658e-08,-1
16,8,4.21545254e-12,1.59377196e-08,1.59373468e-08,1
16,9,1.02881599e-08,2.31058786e-08,2.31047023e-08,-1
16,10,1.81472864e-08,1.44741832e-07,1.44738218e-07,-1
16,11,1.05905434e-08,4.02081614e-09,4.01988931e-09,-1
16,12,5.60355192e-10,6.39393859e-10,6.39495110e-10,0
16,13,1.56236803e-09,1.40027137e-08,1.39982678e-08,-1
16,14,1.20264952e-09,6.52522060e-09,6.52535892e-09,-1
16,15,4.00677529e-08,2.43714907e-08,2.43753811e-08,-1
16,16,1.41873668e-09,2.65457067e-09,2.65450732e-09,-1
16,17,3.54677277e-09,1.82562742e-08,1.82571242e-08,-1
16,18,1.35428217e-08,9.47691025e-09,9.47579722e-09,-1
16,19,1.64832956e-08,1.42143051e-08,1.42113185e-08,-1
16,20,2.93880791e-11,2.88619998e-08,2.88573506e-08,1
16,21,1.43712552e-08,1.29768688e-08,1.29807194e-08,-1
16,22,2.25976552e-08,1.43349426e-07,1.43362747e-07,-1
16,23,4.31797646e-09,7.68036382e-09,7.68504199e-09,-1
16,24,8.20656126e-08,7.89396817e-08,7.89441825e-08,-1
16,25,1.38476632e-08,1.44583626e-08,1.44523158e-08,-1
16,26,4.58414509e-08,1.07404624e-07,1.07410166e-07,-1
16,27,6.03768620e-09,7.47476315e-08,7.47396320e-08,-1
16,28,1.76812562e-08,4.72263223e-09,4.72235934e-09,-1
16,29,5.40545771e-08,3.18948762e-07,3.18947165e-07,-1
16,30,1.44215336e-08,2.20145331e-08,2.20132912e-08,-1
16,31,6.62031035e-08,4.34666718e-08,4.34698768e-08,-1
16,32,8.09909568e-17,1.10665851e-07,1.10661878e-07,1
16,33,6.61952272e-08,4.34640126e-08,4.34718160e-08,-1
16,34,1.44185300e-08,2.20119284e-08,2.20112180e-08,-1
16,35,5.40605725e-08,3.18950501e-07,3.18979381e-07,-1
16,36,1.76838468e-08,4.72309678e-09,4.72254347e-09,-1
16,37,6.03637997e-09,7.47465791e-08,7.47614810e-08,-1
16,38,4.58390807e-08,1.07397558e-07,1.07395302e-07,-1
16,39,1.38482740e-08,1.44574071e-08,1.44623133e-08,-1
16,40,8.20659215e-08,7.89342805e-08,7.89299747e-08,-1
16,41,4.31842851e-09,7.68170285e-09,7.67906222e-09,-1
16,42,2.25989630e-08,1.43347053e-07,1.43334983e-07,-1
16,43,1.43732771e-08,1.29788605e-08,1.29774318e-08,-1
16,44,2.92999921e-11,2.88620412e-08,2.88691815e-08,1
16,45,1.64803914e-08,1.42115003e-08,1.42125923e-08,-1
16,46,1.35451765e-08,9.47714708e-09,9.48026483e-09,-1
16,47,3.54538938e-09,1.82542215e-08,1.82541045e-08,-1
16,48,1.41948757e-09,2.65459739e-09,2.65470402e-09,-1
16,49,4.00716225e-08,2.43718831e-08,2.43706481e-08,-1
16,50,1.20209212e-09,6.52515343e-09,6.52481123e-09,-1
16,51,1.56186674e-09,1.40025884e-08,1.40042087e-08,-1
16,52,5.60113961e-10,6.39538064e-10,6.39723603e-10,0
16,53,1.05900032e-08,4.02081346e-09,4.02124678e-09,-1
16,54,1.81467584e-08,1.44738986e-07,1.44722817e-07,-1
16,55,1.02880205e-08,2.31046513e-08,2.31085817e-08,-1
16,56,4.21921571e-12,1.59376347e-08,1.59314968e-08,1
16,57,1.39099189e-08,1.95578291e-08,1.95546476e-08,-1
16,58,9.70908472e-09,5.24218246e-08,5.24327515e-08,-1
16,59,3.50934411e-08,1.35913691e-08,1.35883047e-08,-1
16,60,5.91004404e-09,1.04068779e-07,1.04075850e-07,-1
16,61,3.39829986e-09,9.78425770e-09,9.78509460e-09,-1
16,62,2.34694732e-08,1.58943185e-08,1.58950708e-08,-1
16,63,1.91658909e-08,1.60936875e-08,1.60939379e-08,-1
17,0,1.17238398e-16,1.57490016e-07,1.57483346e-07,1
17,1,7.24368436e-09,5.96330597e-09,5.96271519e-09,-1
17,2,4.56067933e-09,1.21818404e-09,1.21828357e-09,-1
17,3,1.36388438e-08,7.21947017e-08,7.21979052e-08,-1
17,4,1.02478521e-09,4.08321265e-08,4.08340668e-08,-1
17,5,4.33356091e-09,1.10940423e-08,1.10935586e-08,-1
17,6,2.59299626e-09,2.24043968e-08,2.24040528e-08,-1
17,7,2.93522957e-08,6.50813608e-08,6.50800968e-08,-1
17,8,2.14833353e-08,1.90258292e-08,1.90250869e-08,-1
17,9,3.60518950e-09,2.02821675e-08,2.02830536e-08,-1
17,10,4.57541439e-13,7.62822289e-08,7.62803314e-08,1
17,11,2.66695832e-09,2.82730564e-08,2.82725952e-08,-1
17,12,8.91544571e-09,3.23529648e-08,3.23513296e-08,-1
17,13,9.86682943e-10,9.70931582e-09,9.71112902e-09,-1
17,14,2.68718474e-10,1.19558823e-08,1.19511292e-08,1
17,15,7.80597288e-09,3.39264894e-09,3.39129837e-09,-1
17,16,6.94547974e-08,1.92340582e-08,1.92355005e-08,-1
17,17,2.62961030e-08,1.68377785e-08,1.68381117e-08,-1
17,18,3.77862855e-08,7.02624763e-08,7.02588095e-08,-1
17,19,1.04703611e-08,1.66275003e-08,1.66286364e-08,-1
17,20,7.70546140e-10,1.48284655e-08,1.48264169e-08,-1
17,21,3.12343357e-09,1.19973783e-08,1.19935477e-08,-1
17,22,5.61383105e-11,2.00764846e-08,2.00818144e-08,1
17,23,2.28212479e-08,3.35959041e-08,3.36020308e-08,-1
17,24,1.12382540e-08,6.94841298e-09,6.94605406e-09,-1
17,25,9.00428053e-09,3.39657862e-09,3.39762830e-09,-1
17,26,4.83299015e-08,6.80780072e-08,6.80804798e-08,-1
17,27,1.18784033e-07,7.52864027e-08,7.52858905e-08,-1
17,28,2.90633378e-08,4.84321343e-08,4.84320479e-08,-1
17,29,7.54379955e-09,4.04166371e-08,4.04190057e-08,-1
17,30,1.36086474e-10,1.60514257e-08,1.60501625e-08,1
17,31,1.69889554e-10,4.58705788e-10,4.58775788e-10,0
17,32,6.07977275e-16,4.33955541e-09,4.33790767e-09,1
17,33,1.69580569e-10,4.58662879e-10,4.59415785e-10,0
17,34,1.36463595e-10,1.60513144e-08,1.60574280e-08,1
17,35,7.54532913e-09,4.04191591e-08,4.04207974e-08,-1
17,36,2.90584978e-08,4.84320761e-08,4.84373621e-08,-1
17,37,1.18781683e-07,7.52851020e-08,7.52882866e-08,-1
17,38,4.83251671e-08,6.80786768e-08,6.80754121e-08,-1
17,39,9.00484535e-09,3.39756320e-09,3.39608078e-09,-1
17,40,1.12395057e-08,6.94836979e-09,6.94940158e-09,-1
17,41,2.28238791e-08,3.35979003e-08,3.35924300e-08,-1
17,42,5.61361213e-11,2.00770267e-08,2.00736997e-08,1
17,43,3.12480766e-09,1.19979466e-08,1.20002799e-08,-1
17,44,7.70234596e-10,1.48273813e-08,1.48293306e-08,-1
17,45,1.04677251e-08,1.66260372e-08,1.66265695e-08,-1
17,46,3.77823410e-08,7.02575105e-08,7.02639025e-08,-1
17,47,2.62926799e-08,1.68358104e-08,1.68378785e-08,-1
17,48,6.94614646e-08,1.92378711e-08,1.92360481e-08,-1
17,49,7.80707368e-09,3.39192624e-09,3.39251585e-09,-1
17,50,2.68296028e-10,1.19552273e-08,1.19558737e-08,1
17,51,9.86605180e-10,9.70865806e-09,9.70752152e-09,-1
17,52,8.91755766e-09,3.23547162e-08,3.23579528e-08,-1
17,53,2.66728850e-09,2.82719304e-08,2.82679585e-08,-1
17,54,4.46702296e-13,7.62821386e-08,7.62921865e-08,1
17,55,3.60593108e-09,2.02834510e-08,2.02872447e-08,-1
17,56,2.14819580e-08,1.90263697e-08,1.90199483e-08,-1
17,57,2.93498067e-08,6.50785143e-08,6.50894795e-08,-1
17,58,2.59310769e-09,2.24056257e-08,2.24000664e-08,-1
17,59,4.33270139e-09,1.10925513e-08,1.10960342e-08,-1
17,60,1.02464926e-09,4.08339204e-08,4.08295131e-08,-1
17,61,1.36399404e-08,7.21979608e-08,7.21943387e-08,-1
17,62,4.56127426e-09,1.21854341e-09,1.21828222e-09,-1
17,63,7.24421354e-09,5.96314450e-09,5.96258725e-09,-1
18,0,3.82068793e-16,8.32965551e-09,8.33320416e-09,1
18,1,1.77159054e-10,1.56530236e-08,1.56533488e-08,1
18,2,1.98450905e-10,6.66201743e-09,6.66402737e-09,1
18,3,2.87956357e-08,1.08570776e-08,1.08575787e-08,-1
18,4,4.55261268e-14,1.25910850e-08,1.25918964e-08,1
18,5,2.60633404e-09,8.56433347e-10,8.56397268e-10,-1
18,6,2.19425003e-08,6.58032467e-09,6.58028443e-09,-1
18,7,2.25911104e-08,3.33635725e-08,3.33649840e-08,-1
18,8,1.88267284e-08,2.19722028e-08,2.19747016e-08,-1
18,9,1.88484093e-08,4.53300265e-08,4.53349236e-08,-1
18,10,2.07582240e-08,4.92655967e-08,4.92691138e-08,-1
18,11,3.55332969e-09,4.54085801e-09,4.54067249e-09,-1
18,12,9.11275832e-09,1.93022307e-08,1.92997983e-08,-1
18,13,6.51552732e-08,3.46735416e-08,3.46665256e-08,-1
18,14,7.74463622e-12,4.99510484e-09,4.99539160e-09,1
18,15,2.68933333e-10,4.41743008e-08,4.41673101e-08,1
18,16,2.66017976e-09,5.07359697e-09,5.07301471e-09,-1
18,17,1.78732681e-11,9.04894176e-08,9.04884377e-08,1
18,18,9.39087045e-09,5.26177698e-08,5.26143777e-08,-1
18,19,1.70922400e-08,8.61163253e-09,8.61301358e-09,-1
18,20,4.94230269e-08,2.54529150e-08,2.54531443e-08,-1
18,21,5.90172636e-10,2.57583011e-08,2.57490723e-08,1
18,22,1.03278649e-08,1.35039476e-07,1.35046338e-07,-1
18,23,1.32404999e-08,1.87794489e-08,1.87714968e-08,-1
18,24,8.09651602e-08,2.03052760e-08,2.03071744e-08,-1
18,25,1.86937125e-08,4.56560545e-07,4.56516668e-07,-1
18,26,1.42358341e-08,1.74503724e-07,1.74503286e-07,-1
18,27,9.07700586e-09,2.82240828e-08,2.82290643e-08,-1
18,28,1.07582654e-08,9.00282311e-09,9.00219079e-09,-1
18,29,3.97886998e-10,1.52270354e-08,1.52283765e-08,1
18,30,8.89282405e-10,2.18188343e-07,2.18197009e-07,-1
18,31,6.68140109e-10,3.88041193e-08,3.88010103e-08,1
18,32,1.15489323e-16,3.43814925e-08,3.43845785e-08,1
18,33,6.68942898e-10,3.88044055e-08,3.87961925e-08,1
18,34,8.90011613e-10,2.18193741e-07,2.18197333e-07,-1
18,35,3.98411402e-10,1.52269543e-08,1.52209861e-08,1
18,36,1.07563052e-08,9.00129082e-09,9.00172404e-09,-1
18,37,9.07535985e-09,2.82243382e-08,2.82173455e-08,-1
18,38,1.42345757e-08,1.74512813e-07,1.74510905e-07,-1
18,39,1.86944727e-08,4.56554264e-07,4.56595730e-07,-1
18,40,8.09649426e-08,2.03063827e-08,2.03064171e-08,-1
18,41,1.32412768e-08,1.87782440e-08,1.87840398e-08,-1
18,42,1.03269850e-08,1.35033648e-07,1.35027335e-07,-1
18,43,5.90586977e-10,2.57554386e-08,2.57599274e-08,1
18,44,4.94194969e-08,2.54507138e-08,2.54482033e-08,-1
18,45,1.70892104e-08,8.61163370e-09,8.61150489e-09,-1
18,46,9.38897961e-09,5.26157150e-08,5.26266517e-08,-1
18,47,1.79747871e-11,9.04940721e-08,9.04956297e-08,1
18,48,2.66116665e-09,5.07313128e-09,5.07568811e-09,-1
18,49,2.69261885e-10,4.41759372e-08,4.41789446e-08,1
18,50,7.78748703e-12,4.99556695e-09,4.99499682e-09,1
18,51,6.51586324e-08,3.46738999e-08,3.46773150e-08,-1
18,52,9.11183619e-09,1.93003521e-08,1.92986870e-08,-1
18,53,3.55300281e-09,4.54090095e-09,4.54060079e-09,-1
18,54,2.07587473e-08,4.92667949e-08,4.92730715e-08,-1
18,55,1.88485932e-08,4.53325989e-08,4.53266077e-08,-1
18,56,1.88265170e-08,2.19723047e-08,2.19802685e-08,-1
18,57,2.25920550e-08,3.33667182e-08,3.33607568e-08,-1
18,58,2.19432765e-08,6.58104363e-09,6.58047695e-09,-1
18,59,2.60588445e-09,8.56425946e-10,8.56372506e-10,-1
18,60,4.39558695e-14,1.25913384e-08,1.25907745e-08,1
18,61,2.87940827e-08,1.08560972e-08,1.08572527e-08,-1
18,62,1.98567629e-10,6.66217698e-09,6.66269169e-09,1
18,63,1.77045127e-10,1.56528931e-08,1.56533800e-08,1
19,0,1.20815270e-16,2.42260544e-09,2.42343996e-09,0
19,1,2.55424597e-09,3.21034967e-09,3.21083135e-09,-1
19,2,1.69443444e-09,9.20528266e-09,9.20576750e-09,-1
19,3,9.10878170e-09,1.13448478e-08,1.13443617e-08,-1
19,4,4.92138047e-09,1.67641729e-08,1.67638944e-08,-1
19,5,2.53628527e-09,1.17774375e-08,1.17777956e-08,-1
19,6,6.00002196e-09,2.95809035e-08,2.95816056e-08,-1
19,7,1.05138150e-10,5.45175326e-09,5.45211502e-09,1
19,8,7.94206276e-10,2.43789201e-08,2.43783133e-08,-1
19,9,9.18704813e-09,2.39426308e-08,2.39437319e-08,-1
19,10,1.74646351e-08,1.37643620e-07,1.37648846e-07,-1
19,11,4.64505061e-08,7.55890498e-08,7.55854764e-08,-1
19,12,5.61528961e-09,9.00762887e-09,9.01052029e-09,-1
19,13,1.45497021e-08,1.18293764e-08,1.18262283e-08,-1
19,14,7.92990006e-12,5.38943464e-10,5.37766777e-10,0
19,15,2.53887086e-08,1.18253360e-08,1.18291528e-08,-1
19,16,2.59949962e-08,1.48795067e-08,1.48791635e-08,-1
19,17,2.61295142e-09,2.19776981e-08,2.19809837e-08,-1
19,18,1.50341385e-09,3.96990840e-09,3.96951721e-09,-1
19,19,2.98093176e-08,2.01506805e-07,2.01494066e-07,-1
19,20,8.05793132e-08,9.22383344e-08,9.22405780e-08,-1
19,21,2.09549000e-08,4.37985544e-08,4.37960465e-08,-1
19,22,2.35781526e-08,4.19791954e-08,4.19875651e-08,-1
19,23,6.18292219e-08,2.01449666e-08,2.01486457e-08,-1
19,24,2.13814712e-07,1.08876374e-07,1.08879540e-07,-1
19,25,3.47825169e-09,7.98312820e-08,7.98278231e-08,-1
19,26,1.76379191e-08,3.08818476e-08,3.08807698e-08,-1
19,27,2.07759693e-08,4.29510194e-08,4.29553110e-08,-1
19,28,8.51563323e-08,7.25971820e-08,7.25973295e-08,-1
19,29,4.68296950e-09,8.19440949e-08,8.19421997e-08,-1
19,30,6.76587826e-09,3.22165875e-08,3.22173355e-08,-1
19,31,1.57170833e-08,1.47827008e-07,1.47821535e-07,-1
19,32,5.91822213e-16,6.65284284e-09,6.65078875e-09,1
19,33,1.57211604e-08,1.47826228e-07,1.47816941e-07,-1
19,34,6.76773803e-09,3.22181263e-08,3.22249052e-08,-1
19,35,4.68128034e-09,8.19412785e-08,8.19364413e-08,-1
19,36,8.51501296e-08,7.25916518e-08,7.25932691e-08,-1
19,37,2.07775355e-08,4.29489906e-08,4.29411531e-08,-1
19,38,1.76355141e-08,3.08796651e-08,3.08885270e-08,-1
19,39,3.47858575e-09,7.98296826e-08,7.98391706e-08,-1
19,40,2.13808914e-07,1.08876436e-07,1.08873485e-07,-1
19,41,6.18343856e-08,2.01475536e-08,2.01448008e-08,-1
19,42,2.35774292e-08,4.19804319e-08,4.19759462e-08,-1
19,43,2.09593369e-08,4.38022650e-08,4.38014450e-08,-1
19,44,8.05781265e-08,9.22389451e-08,9.22337301e-08,-1
19,45,2.98036146e-08,2.01500450e-07,2.01514475e-07,-1
19,46,1.50293737e-09,3.97012594e-09,3.96924899e-09,-1
19,47,2.61438007e-09,2.19764549e-08,2.19766665e-08,-1
19,48,2.59978859e-08,1.48820762e-08,1.48802677e-08,-1
19,49,2.53859057e-08,1.18247960e-08,1.18242541e-08,-1
19,50,7.87232126e-12,5.38822338e-10,5.38938399e-10,0
19,51,1.45490699e-08,1.18294366e-08,1.18303666e-08,-1
19,52,5.61383547e-09,9.00736979e-09,9.00621600e-09,-1
19,53,4.64492206e-08,7.55882511e-08,7.55962634e-08,-1
19,54,1.74625209e-08,1.37644514e-07,1.37632365e-07,-1
19,55,9.18572709e-09,2.39423388e-08,2.39372753e-08,-1
19,56,7.93900979e-10,2.43796055e-08,2.43723238e-08,-1
19,57,1.04963276e-10,5.45242983e-09,5.45014237e-09,1
19,58,6.00039235e-09,2.95793052e-08,2.95862288e-08,-1
19,59,2.53708918e-09,1.17767096e-08,1.17788608e-08,-1
19,60,4.92129503e-09,1.67628616e-08,1.67658790e-08,-1
19,61,9.10993516e-09,1.13442536e-08,1.13448920e-08,-1
19,62,1.69419782e-09,9.20510206e-09,9.20461896e-09,-1
19,63,2.55468416e-09,3.21062856e-09,3.21105054e-09,-1
20,0,5.17215928e-16,4.87304861e-09,4.87621214e-09,1
20,1,1.90309557e-09,6.20158566e-09,6.20063445e-09,-1
20,2,2.98134025e-08,1.05634294e-08,1.05626796e-08,-1
20,3,3.41066026e-09,2.14769067e-09,2.14797303e-09,-1
20,4,3.53902221e-10,6.53006107e-09,6.53067236e-09,1
20,5,1.65787430e-08,8.95787183e-09,8.95839747e-09,-1
20,6,4.49732491e-10,3.29143418e-08,3.29113780e-08,1
20,7,1.20141986e-08,1.57212941e-08,1.57198045e-08,-1
20,8,8.24438267e-09,5.93078007e-09,5.93044451e-09,-1
20,9,1.79832666e-09,4.89290644e-08,4.89186939e-08,-1
20,10,8.21648922e-09,2.90374235e-08,2.90431525e-08,-1
20,11,4.33820880e-09,3.25420805e-08,3.25502555e-08,-1
20,12,1.36717989e-09,9.76167191e-08,9.76255322e-08,-1
20,13,8.96459829e-09,6.25636332e-08,6.25771425e-08,-1
20,14,3.11344000e-08,1.49243766e-08,1.49252916e-08,-1
20,15,4.24517052e-09,1.30468981e-09,1.30519991e-09,-1
20,16,2.33637100e-09,3.93042429e-08,3.93040041e-08,-1
20,17,3.52640120e-12,4.90025911e-09,4.90014114e-09,1
20,18,7.06478137e-10,1.44178006e-08,1.44180061e-08,1
20,19,5.45593701e-10,2.28641636e-08,2.28606317e-08,1
20,20,1.25094829e-07,1.03822442e-07,1.03821971e-07,-1
