y,z,J_total_mag2,J_A_mag2,J_B_mag2,classification
30,29,1.51798866e-08,1.82963571e-08,1.82875294e-08,-1
30,30,5.58966528e-08,3.75720935e-08,3.75649979e-08,-1
30,31,8.56371230e-08,3.87680512e-08,3.87613419e-08,-1
30,32,5.75540619e-16,2.31255089e-09,2.31050015e-09,0
30,33,8.56379951e-08,3.87677813e-08,3.87642033e-08,-1
30,34,5.58963800e-08,3.75742707e-08,3.75711570e-08,-1
30,35,1.51796846e-08,1.82977758e-08,1.82993482e-08,-1
30,36,4.75264606e-08,1.17036472e-07,1.17039156e-07,-1
30,37,5.48648618e-09,1.21796544e-07,1.21814550e-07,-1
30,38,3.12066206e-08,1.33115627e-08,1.33109705e-08,-1
30,39,6.44612443e-09,2.63887892e-09,2.63597984e-09,-1
30,40,9.17221299e-08,1.44818523e-07,1.44841968e-07,-1
30,41,4.68214916e-07,6.85048465e-07,6.85126344e-07,-1
30,42,9.74081972e-09,3.65417840e-07,3.65463023e-07,-1
30,43,4.05703331e-08,1.27025536e-07,1.27050793e-07,-1
30,44,1.90529196e-10,1.17482696e-07,1.17462920e-07,1
30,45,2.48025904e-07,9.07151656e-08,9.07071357e-08,-1
30,46,2.44553371e-08,1.80605908e-07,1.80596861e-07,-1
30,47,2.77970724e-08,2.35252156e-08,2.35240833e-08,-1
30,48,4.34911595e-08,1.54519612e-08,1.54495530e-08,-1
30,49,2.70866967e-08,5.74679317e-08,5.74748236e-08,-1
30,50,6.13265068e-08,1.95895048e-08,1.95903187e-08,-1
30,51,1.24964747e-08,1.85325971e-08,1.85285459e-08,-1
30,52,5.95953405e-08,1.70114366e-08,1.70121484e-08,-1
30,53,2.79915238e-08,1.91726568e-08,1.91788126e-08,-1
30,54,7.73638507e-08,1.95130838e-08,1.95116298e-08,-1
30,55,8.79891481e-10,1.53204642e-08,1.53218910e-08,-1
30,56,5.28583434e-11,7.23505583e-09,7.23569259e-09,1
30,57,1.06373325e-08,2.76149387e-09,2.76191085e-09,-1
30,58,9.90660690e-09,2.85356068e-09,2.85377294e-09,-1
30,59,7.18634547e-09,1.53807861e-08,1.53798165e-08,-1
30,60,9.48314219e-10,8.00182007e-09,8.00386061e-09,-1
30,61,2.48413177e-08,1.08090306e-08,1.08079630e-08,-1
30,62,1.66799171e-08,4.74089571e-09,4.73996910e-09,-1
30,63,1.65571720e-10,4.65853970e-09,4.65967850e-09,1
31,0,5.31860572e-17,8.04215482e-11,8.03248198e-11,0
31,1,1.64049556e-10,7.37097551e-11,7.36775749e-11,0
31,2,1.58863021e-08,5.12418562e-09,5.12317112e-09,-1
31,3,3.04683122e-08,1.13627143e-08,1.13612958e-08,-1
31,4,4.69743796e-11,8.27638312e-10,8.27471785e-10,0
31,5,1.04178545e-08,2.66453506e-09,2.66326970e-09,-1
31,6,9.66593816e-09,1.29157848e-08,1.29145910e-08,-1
31,7,1.93348216e-08,1.05863187e-08,1.05874522e-08,-1
31,8,6.58104626e-09,8.42009562e-09,8.41912271e-09,-1
31,9,8.85211821e-09,2.45779034e-09,2.45897043e-09,-1
31,10,8.03762630e-08,3.03401352e-08,3.03425270e-08,-1
31,11,1.50214303e-08,8.31053444e-09,8.31178889e-09,-1
31,12,3.06028729e-08,9.83761322e-09,9.83711070e-09,-1
31,13,2.53033056e-08,3.40939538e-08,3.40918065e-08,-1
31,14,4.13373870e-08,5.09148028e-08,5.09120286e-08,-1
31,15,1.32767941e-08,4.18608706e-08,4.18639801e-08,-1
31,16,3.15421854e-08,1.14728873e-08,1.14722473e-08,-1
31,17,1.85365366e-09,6.04495676e-10,6.04211877e-10,-1
31,18,1.46935511e-07,4.33429784e-08,4.33404103e-08,-1
31,19,3.76796529e-08,7.29512076e-08,7.29484373e-08,-1
31,20,3.54225724e-07,1.44998198e-07,1.45001456e-07,-1
31,21,9.19835666e-09,3.52192714e-08,3.52185395e-08,-1
31,22,4.61542659e-07,4.38199962e-07,4.38208947e-07,-1
31,23,1.03225201e-07,8.54098153e-08,8.54071627e-08,-1
31,24,7.04928635e-09,2.29209325e-07,2.29220573e-07,-1
31,25,1.25340752e-10,1.61404392e-08,1.61421645e-08,1
31,26,5.71120648e-09,5.95369314e-08,5.95297608e-08,-1
31,27,6.28235197e-08,7.53829081e-08,7.53867955e-08,-1
31,28,6.37066119e-08,2.55603952e-08,2.55598289e-08,-1
31,29,5.55999783e-08,2.14538917e-08,2.14524425e-08,-1
31,30,7.26317311e-07,1.85263249e-07,1.85272195e-07,-1
31,31,2.23801752e-08,8.96350948e-08,8.96413344e-08,-1
31,32,2.87791737e-16,1.78580027e-07,1.78580819e-07,1
31,33,2.23884185e-08,8.96370791e-08,8.96347518e-08,-1
31,34,7.26362096e-07,1.85281193e-07,1.85277774e-07,-1
31,35,5.56106069e-08,2.14565531e-08,2.14586882e-08,-1
31,36,6.36960646e-08,2.55572288e-08,2.55561396e-08,-1
31,37,6.28167724e-08,7.53811250e-08,7.53775185e-08,-1
31,38,5.70929276e-09,5.95330806e-08,5.95344966e-08,-1
31,39,1.25388539e-10,1.61408069e-08,1.61399535e-08,1
31,40,7.04975670e-09,2.29218143e-07,2.29212702e-07,-1
31,41,1.03219404e-07,8.54056667e-08,8.54119969e-08,-1
31,42,4.61552129e-07,4.38217544e-07,4.38198118e-07,-1
31,43,9.20172581e-09,3.52212844e-08,3.52203135e-08,-1
31,44,3.54243333e-07,1.45005824e-07,1.44997940e-07,-1
31,45,3.76880979e-08,7.29545001e-08,7.29521684e-08,-1
31,46,1.46920769e-07,4.33352625e-08,4.33394471e-08,-1
31,47,1.85183409e-09,6.03897592e-10,6.03837681e-10,-1
31,48,3.15351706e-08,1.14699969e-08,1.14712727e-08,-1
31,49,1.32729665e-08,4.18599324e-08,4.18553408e-08,-1
31,50,4.13305274e-08,5.09108605e-08,5.09153762e-08,-1
31,51,2.53064583e-08,3.40931895e-08,3.40981035e-08,-1
31,52,3.06070138e-08,9.83854108e-09,9.83816621e-09,-1
31,53,1.50207234e-08,8.31144485e-09,8.30903706e-09,-1
31,54,8.03728180e-08,3.03398067e-08,3.03411192e-08,-1
31,55,8.85268377e-09,2.45881097e-09,2.45807524e-09,-1
31,56,6.58116995e-09,8.42057398e-09,8.41954040e-09,-1
31,57,1.93367342e-08,1.05876454e-08,1.05870668e-08,-1
31,58,9.66526972e-09,1.29159228e-08,1.29154660e-08,-1
31,59,1.04161284e-08,2.66351709e-09,2.66349291e-09,-1
31,60,4.68896094e-11,8.27449618e-10,8.27395037e-10,0
31,61,3.04654316e-08,1.13615381e-08,1.13606422e-08,-1
31,62,1.58843401e-08,5.12322769e-09,5.12276369e-09,-1
31,63,1.64243215e-10,7.37588477e-11,7.37090968e-11,0
32,0,4.20989290e-16,4.07027642e-10,4.07844917e-10,0
32,1,3.03294815e-09,1.07746375e-09,1.07738122e-09,-1
32,2,3.19597135e-08,1.06812288e-08,1.06813151e-08,-1
32,3,2.37150690e-08,9.33424200e-09,9.33578981e-09,-1
32,4,6.28748991e-10,1.58117941e-10,1.58155490e-10,0
32,5,2.79495238e-08,8.84939874e-09,8.84663987e-09,-1
32,6,2.89380944e-09,1.73465760e-08,1.73575574e-08,-1
32,7,2.17732472e-08,8.34522636e-09,8.34063130e-09,-1
32,8,1.52922788e-08,5.21644936e-09,5.22006511e-09,-1
32,9,1.59007197e-08,4.55303927e-09,4.55495831e-09,-1
32,10,5.29897673e-08,1.34334491e-08,1.34323589e-08,-1
32,11,1.83611357e-08,2.12492221e-08,2.12417536e-08,-1
32,12,7.51174523e-08,2.55858569e-08,2.55888112e-08,-1
32,13,1.93779063e-09,2.14571822e-09,2.14474549e-09,-1
32,14,2.02233803e-07,2.07868498e-07,2.07872014e-07,-1
32,15,1.44770527e-10,2.71134015e-09,2.71163813e-09,0
32,16,2.21960610e-08,4.59930847e-08,4.59846275e-08,-1
32,17,1.35548214e-08,3.39543293e-08,3.39495092e-08,-1
32,18,8.68984811e-08,2.35823329e-08,2.35793269e-08,-1
32,19,1.85192398e-08,8.45666826e-08,8.45542773e-08,-1
32,20,1.79020855e-08,2.89726181e-08,2.89826235e-08,-1
32,21,1.51320846e-08,2.11712201e-08,2.11638534e-08,-1
32,22,5.04044702e-07,1.29686676e-07,1.29689108e-07,-1
32,23,1.53617771e-07,4.04710745e-08,4.04730463e-08,-1
32,24,2.51125914e-07,2.12667025e-07,2.12649440e-07,-1
32,25,5.78346071e-12,2.01600486e-09,2.01923001e-09,0
32,26,6.26536605e-09,3.00528741e-07,3.00553666e-07,-1
32,27,1.38874662e-07,6.04020327e-07,6.04079524e-07,-1
32,28,4.46948475e-08,2.84195119e-07,2.84218989e-07,-1
32,29,2.66686736e-07,2.28281910e-07,2.28309476e-07,-1
32,30,6.01020683e-07,1.95085243e-07,1.95098753e-07,-1
32,31,1.94248971e-07,5.40695625e-07,5.40736532e-07,-1
32,32,5.02469621e-16,1.16301988e-06,1.16306375e-06,1
32,33,1.94248261e-07,5.40691371e-07,5.40716534e-07,-1
32,34,6.01022860e-07,1.95085869e-07,1.95088170e-07,-1
32,35,2.66685629e-07,2.28276271e-07,2.28275593e-07,-1
32,36,4.46938765e-08,2.84183960e-07,2.84177655e-07,-1
32,37,1.38875789e-07,6.04014118e-07,6.03977808e-07,-1
32,38,6.26485680e-09,3.00517571e-07,3.00490615e-07,-1
32,39,5.77441872e-12,2.01579975e-09,2.01205116e-09,0
32,40,2.51129515e-07,2.12673387e-07,2.12703358e-07,-1
32,41,1.53616020e-07,4.04704735e-08,4.04658402e-08,-1
32,42,5.04040381e-07,1.29685539e-07,1.29679569e-07,-1
32,43,1.51315651e-08,2.11690291e-08,2.11802582e-08,-1
32,44,1.79025116e-08,2.89744716e-08,2.89647389e-08,-1
32,45,1.85196493e-08,8.45603320e-08,8.45743135e-08,-1
32,46,8.68982792e-08,2.35808064e-08,2.35829009e-08,-1
32,47,1.35547145e-08,3.39506552e-08,3.39503179e-08,-1
32,48,2.21967043e-08,4.59891587e-08,4.59875551e-08,-1
32,49,1.44789738e-10,2.71223283e-09,2.71411929e-09,0
32,50,2.02236869e-07,2.07877551e-07,2.07884837e-07,-1
32,51,1.93795620e-09,2.14617330e-09,2.14804595e-09,-1
32,52,7.51152898e-08,2.55838997e-08,2.55833843e-08,-1
32,53,1.83604466e-08,2.12483334e-08,2.12540365e-08,-1
32,54,5.29915380e-08,1.34342706e-08,1.34335356e-08,-1
32,55,1.59000397e-08,4.55297129e-09,4.55292901e-09,-1
32,56,1.52914791e-08,5.21653533e-09,5.21690155e-09,-1
32,57,2.17725392e-08,8.34376273e-09,8.34414520e-09,-1
32,58,2.89357783e-09,1.73489591e-08,1.73482197e-08,-1
32,59,2.79501165e-08,8.84847580e-09,8.84853532e-09,-1
32,60,6.28783070e-10,1.58138884e-10,1.58119855e-10,0
32,61,2.37154021e-08,9.33552797e-09,9.33482166e-09,-1
32,62,3.19599976e-08,1.06806562e-08,1.06828535e-08,-1
32,63,3.03287718e-09,1.07766370e-09,1.07718634e-09,-1
33,0,4.08781636e-17,8.04237388e-11,8.03648876e-11,0
33,1,1.64051325e-10,7.37025008e-11,7.37055755e-11,0
33,2,1.58862895e-08,5.12415482e-09,5.12327080e-09,-1
33,3,3.04683536e-08,1.13626662e-08,1.13613934e-08,-1
33,4,4.69726053e-11,8.27616456e-10,8.27455656e-10,0
33,5,1.04178778e-08,2.66454171e-09,2.66326001e-09,-1
33,6,9.66593099e-09,1.29158128e-08,1.29147580e-08,-1
33,7,1.93348260e-08,1.05863435e-08,1.05874735e-08,-1
33,8,6.58106526e-09,8.42014348e-09,8.41923307e-09,-1
33,9,8.85214830e-09,2.45781380e-09,2.45899877e-09,-1
33,10,8.03761407e-08,3.03400558e-08,3.03427110e-08,-1
33,11,1.50214807e-08,8.31067997e-09,8.31184159e-09,-1
33,12,3.06029292e-08,9.83761492e-09,9.83699668e-09,-1
33,13,2.53032834e-08,3.40933991e-08,3.40922435e-08,-1
33,14,4.13374216e-08,5.09146609e-08,5.09130551e-08,-1
33,15,1.32767375e-08,4.18612930e-08,4.18621216e-08,-1
33,16,3.15423487e-08,1.14728146e-08,1.14725397e-08,-1
33,17,1.85359950e-09,6.04504211e-10,6.04095316e-10,-1
33,18,1.46936134e-07,4.33430887e-08,4.33406241e-08,-1
33,19,3.76800067e-08,7.29518185e-08,7.29486450e-08,-1
33,20,3.54224556e-07,1.44997003e-07,1.45001276e-07,-1
33,21,9.19853981e-09,3.52202907e-08,3.52203368e-08,-1
33,22,4.61541469e-07,4.38199126e-07,4.38204391e-07,-1
33,23,1.03224738e-07,8.54081849e-08,8.54079822e-08,-1
33,24,7.04937345e-09,2.29211007e-07,2.29216997e-07,-1
33,25,1.25334325e-10,1.61417548e-08,1.61410458e-08,1
33,26,5.71120225e-09,5.95349029e-08,5.95338218e-08,-1
33,27,6.28234127e-08,7.53831703e-08,7.53845527e-08,-1
33,28,6.37068395e-08,2.55611810e-08,2.55573288e-08,-1
33,29,5.56002754e-08,2.14531628e-08,2.14553385e-08,-1
33,30,7.26315962e-07,1.85262777e-07,1.85273406e-07,-1
33,31,2.23804358e-08,8.96354720e-08,8.96362090e-08,-1
33,32,3.14072259e-16,1.78580699e-07,1.78580220e-07,1
33,33,2.23881474e-08,8.96363901e-08,8.96399536e-08,-1
33,34,7.26363566e-07,1.85281601e-07,1.85276579e-07,-1
33,35,5.56102502e-08,2.14563967e-08,2.14563597e-08,-1
33,36,6.36957464e-08,2.55572504e-08,2.55581727e-08,-1
33,37,6.28170108e-08,7.53812174e-08,7.53793295e-08,-1
33,38,5.70924840e-09,5.95327178e-08,5.95317060e-08,-1
33,39,1.25385742e-10,1.61410839e-08,1.61404902e-08,1
33,40,7.04974247e-09,2.29218364e-07,2.29215184e-07,-1
33,41,1.03219560e-07,8.54054359e-08,8.54116183e-08,-1
33,42,4.61552727e-07,4.38217562e-07,4.38203315e-07,-1
33,43,9.20161723e-09,3.52214829e-08,3.52181751e-08,-1
33,44,3.54244184e-07,1.45006059e-07,1.44998055e-07,-1
33,45,3.76877894e-08,7.29543023e-08,7.29527899e-08,-1
33,46,1.46920113e-07,4.33351642e-08,4.33386526e-08,-1
33,47,1.85190918e-09,6.03879664e-10,6.04132475e-10,-1
33,48,3.15348769e-08,1.14701185e-08,1.14700472e-08,-1
33,49,1.32731419e-08,4.18594193e-08,4.18602523e-08,-1
33,50,4.13302777e-08,5.09108189e-08,5.09140013e-08,-1
33,51,2.53063127e-08,3.40943875e-08,3.40933778e-08,-1
33,52,3.06070981e-08,9.83874097e-09,9.83771007e-09,-1
33,53,1.50207270e-08,8.31095504e-09,8.31025905e-09,-1
33,54,8.03729402e-08,3.03395922e-08,3.03408895e-08,-1
33,55,8.85259945e-09,2.45863769e-09,2.45823390e-09,-1
33,56,6.58106719e-09,8.42045299e-09,8.42013689e-09,-1
33,57,1.93365154e-08,1.05875271e-08,1.05877224e-08,-1
33,58,9.66509603e-09,1.29157704e-08,1.29162345e-08,-1
33,59,1.04163099e-08,2.66359197e-09,2.66335508e-09,-1
33,60,4.68775178e-11,8.27457743e-10,8.27063943e-10,0
33,61,3.04656913e-08,1.13617248e-08,1.13602411e-08,-1
33,62,1.58841816e-08,5.12320415e-09,5.12280819e-09,-1
33,63,1.64232158e-10,7.37617349e-11,7.37023578e-11,0
34,0,3.46867763e-16,4.97681992e-09,4.97421077e-09,1
34,1,1.65599790e-10,4.65917218e-09,4.65989673e-09,1
34,2,1.66799304e-08,4.74062270e-09,4.74067110e-09,-1
34,3,2.48406999e-08,1.08077257e-08,1.08090431e-08,-1
34,4,9.48423898e-10,8.00361439e-09,7.99949733e-09,-1
34,5,7.18588168e-09,1.53776275e-08,1.53847718e-08,-1
34,6,9.90720321e-09,2.85415914e-09,2.85262499e-09,-1
34,7,1.06379709e-08,2.76204385e-09,2.76118519e-09,-1
34,8,5.28094429e-11,7.23406666e-09,7.24164483e-09,1
34,9,8.80062323e-10,1.53214761e-08,1.53142285e-08,-1
34,10,7.73619115e-08,1.95119236e-08,1.95126557e-08,-1
34,11,2.79922349e-08,1.91736774e-08,1.91685781e-08,-1
34,12,5.95968629e-08,1.70128027e-08,1.70146518e-08,-1
34,13,1.24962390e-08,1.85323812e-08,1.85325694e-08,-1
34,14,6.13252843e-08,1.95885033e-08,1.95887790e-08,-1
34,15,2.70867371e-08,5.74655260e-08,5.74675690e-08,-1
34,16,4.34905503e-08,1.54520649e-08,1.54505220e-08,-1
34,17,2.77966996e-08,2.35234995e-08,2.35255403e-08,-1
34,18,2.44553659e-08,1.80597453e-07,1.80622123e-07,-1
34,19,2.48024186e-07,9.07121652e-08,9.07178892e-08,-1
34,20,1.90568020e-10,1.17477748e-07,1.17499918e-07,1
34,21,4.05710930e-08,1.27030023e-07,1.27013131e-07,-1
34,22,9.74132387e-09,3.65419835e-07,3.65383604e-07,-1
34,23,4.68217229e-07,6.85053198e-07,6.85010366e-07,-1
34,24,9.17203081e-08,1.44814334e-07,1.44795412e-07,-1
34,25,6.44591818e-09,2.63884957e-09,2.64109234e-09,-1
34,26,3.12056782e-08,1.33111473e-08,1.33129159e-08,-1
34,27,5.48660626e-09,1.21794569e-07,1.21769889e-07,-1
34,28,4.75272557e-08,1.17030788e-07,1.17013274e-07,-1
34,29,1.51795824e-08,1.82964201e-08,1.82891504e-08,-1
34,30,5.58959166e-08,3.75713419e-08,3.75657128e-08,-1
34,31,8.56381357e-08,3.87688602e-08,3.87599651e-08,-1
34,32,3.89166458e-16,2.31239763e-09,2.31060343e-09,0
34,33,8.56369143e-08,3.87677056e-08,3.87650264e-08,-1
34,34,5.58971389e-08,3.75740929e-08,3.75709129e-08,-1
34,35,1.51800807e-08,1.82980904e-08,1.82976241e-08,-1
34,36,4.75259741e-08,1.17035914e-07,1.17042620e-07,-1
34,37,5.48632524e-09,1.21796855e-07,1.21811826e-07,-1
34,38,3.12067820e-08,1.33114877e-08,1.33099593e-08,-1
34,39,6.44618343e-09,2.63889919e-09,2.63637910e-09,-1
34,40,9.17219863e-08,1.44818443e-07,1.44846105e-07,-1
34,41,4.68215496e-07,6.85048659e-07,6.85116302e-07,-1
34,42,9.74098899e-09,3.65418112e-07,3.65468292e-07,-1
34,43,4.05708025e-08,1.27025410e-07,1.27050773e-07,-1
34,44,1.90565833e-10,1.17482808e-07,1.17460697e-07,1
34,45,2.48024211e-07,9.07144196e-08,9.07093651e-08,-1
34,46,2.44548487e-08,1.80606319e-07,1.80594426e-07,-1
34,47,2.77964466e-08,2.35246906e-08,2.35265240e-08,-1
34,48,4.34917965e-08,1.54517752e-08,1.54516502e-08,-1
34,49,2.70872268e-08,5.74686877e-08,5.74684242e-08,-1
34,50,6.13270863e-08,1.95898591e-08,1.95887858e-08,-1
34,51,1.24966839e-08,1.85318313e-08,1.85319530e-08,-1
34,52,5.95950951e-08,1.70116497e-08,1.70111521e-08,-1
34,53,2.79915174e-08,1.91733199e-08,1.91763949e-08,-1
34,54,7.73636505e-08,1.95125931e-08,1.95118820e-08,-1
34,55,8.79944519e-10,1.53200671e-08,1.53208417e-08,-1
34,56,5.28409936e-11,7.23504296e-09,7.23457552e-09,1
34,57,1.06376521e-08,2.76173655e-09,2.76173258e-09,-1
34,58,9.90694858e-09,2.85372635e-09,2.85393236e-09,-1
34,59,7.18604821e-09,1.53803235e-08,1.53806551e-08,-1
34,60,9.48420687e-10,8.00162507e-09,8.00405918e-09,-1
34,61,2.48408482e-08,1.08087041e-08,1.08084175e-08,-1
34,62,1.66802276e-08,4.74101105e-09,4.74037665e-09,-1
34,63,1.65595263e-10,4.65856596e-09,4.66043974e-09,1
35,0,3.23256703e-17,3.53103077e-08,3.53106945e-08,1
35,1,6.58093758e-09,2.18213104e-08,2.18218385e-08,-1
35,2,4.51130952e-08,1.26707950e-08,1.26696568e-08,-1
35,3,1.31625509e-08,1.11693958e-08,1.11688102e-08,-1
35,4,6.10708771e-11,2.00183592e-08,2.00184597e-08,1
35,5,3.30254872e-08,3.11466604e-08,3.11454532e-08,-1
35,6,4.03539535e-10,8.35031771e-09,8.35002884e-09,1
35,7,1.03019909e-09,1.05286075e-08,1.05307528e-08,-1
35,8,3.06777322e-10,4.11162919e-09,4.11088869e-09,1
35,9,8.90081802e-09,9.49458775e-09,9.49411132e-09,-1
35,10,3.66034049e-08,1.77973185e-08,1.78000861e-08,-1
35,11,4.29999447e-08,6.30161546e-08,6.30177089e-08,-1
35,12,2.78990199e-08,3.56191256e-08,3.56189366e-08,-1
35,13,1.87364937e-08,1.86237327e-08,1.86212656e-08,-1
35,14,4.77316193e-11,2.08469248e-09,2.08409276e-09,0
35,15,3.46220503e-10,5.99746168e-09,5.99815870e-09,1
35,16,1.12866841e-07,1.69772247e-07,1.69769447e-07,-1
35,17,3.72346668e-08,2.97083974e-08,2.97091034e-08,-1
35,18,2.06033784e-07,7.44381937e-08,7.44332556e-08,-1
35,19,3.20724149e-09,3.15010067e-08,3.14980440e-08,-1
35,20,1.65157617e-07,1.11970690e-07,1.11976223e-07,-1
35,21,6.28675796e-10,1.04159397e-08,1.04141461e-08,1
35,22,8.11825671e-07,2.13314056e-07,2.13318345e-07,-1
35,23,2.37868910e-11,1.09404581e-07,1.09402894e-07,1
35,24,1.87448761e-09,8.67726053e-08,8.67717961e-08,-1
35,25,1.45118543e-08,2.23415884e-08,2.23410788e-08,-1
35,26,2.69362029e-08,2.57004468e-07,2.57001083e-07,-1
35,27,1.29442975e-08,4.39161925e-09,4.39124653e-09,-1
35,28,2.35547210e-07,8.67701805e-08,8.67680240e-08,-1
35,29,2.83954489e-08,9.93582446e-08,9.93549437e-08,-1
35,30,5.05437872e-09,2.73172788e-09,2.73187665e-09,-1
35,31,1.51499769e-07,1.09652988e-07,1.09649858e-07,-1
35,32,2.89226073e-16,2.38068006e-08,2.38064215e-08,1
35,33,1.51481367e-07,1.09649086e-07,1.09647047e-07,-1
35,34,5.05825698e-09,2.73315951e-09,2.73365813e-09,-1
35,35,2.83889165e-08,9.93567532e-08,9.93540439e-08,-1
35,36,2.35526834e-07,8.67652242e-08,8.67611620e-08,-1
35,37,1.29416410e-08,4.39145402e-09,4.39035992e-09,-1
35,38,2.69400046e-08,2.56997970e-07,2.57004308e-07,-1
35,39,1.45123493e-08,2.23401707e-08,2.23421279e-08,-1
35,40,1.87443187e-09,8.67755408e-08,8.67700248e-08,-1
35,41,2.37144626e-11,1.09402957e-07,1.09400144e-07,1
35,42,8.11843216e-07,2.13326139e-07,2.13312745e-07,-1
35,43,6.29414963e-10,1.04154307e-08,1.04165758e-08,1
35,44,1.65171830e-07,1.11976349e-07,1.11970289e-07,-1
35,45,3.20932344e-09,3.15004727e-08,3.15016906e-08,-1
35,46,2.06014553e-07,7.44298983e-08,7.44357689e-08,-1
35,47,3.72277277e-08,2.97072610e-08,2.97063866e-08,-1
35,48,1.12853043e-07,1.69765604e-07,1.69770545e-07,-1
35,49,3.46752087e-10,5.99708681e-09,5.99711716e-09,1
35,50,4.79585731e-11,2.08446755e-09,2.08521825e-09,0
35,51,1.87388770e-08,1.86244270e-08,1.86250690e-08,-1
35,52,2.79024730e-08,3.56211250e-08,3.56194786e-08,-1
35,53,4.29987842e-08,6.30159369e-08,6.30145280e-08,-1
35,54,3.66018908e-08,1.77991252e-08,1.77985787e-08,-1
35,55,8.90123656e-09,9.49511787e-09,9.49540717e-09,-1
35,56,3.06829499e-10,4.11145651e-09,4.11093361e-09,1
35,57,1.03055757e-09,1.05294146e-08,1.05283533e-08,-1
35,58,4.03753277e-10,8.34998107e-09,8.34913486e-09,1
35,59,3.30229248e-08,3.11458485e-08,3.11439895e-08,-1
35,60,6.11872788e-11,2.00179867e-08,2.00176383e-08,1
35,61,1.31609487e-08,1.11690284e-08,1.11676532e-08,-1
35,62,4.51095626e-08,1.26694262e-08,1.26695280e-08,-1
35,63,6.58198187e-09,2.18214330e-08,2.18228805e-08,-1
36,0,3.00197769e-16,2.02345462e-08,2.02296252e-08,1
36,1,7.16122227e-10,7.25334017e-09,7.25485294e-09,1
36,2,1.61362332e-08,8.45598125e-09,8.45589714e-09,-1
36,3,3.03141293e-08,1.56480797e-08,1.56495099e-08,-1
36,4,1.84003722e-09,8.06576397e-09,8.06302606e-09,-1
36,5,3.21761773e-08,8.17453195e-09,8.17506395e-09,-1
36,6,1.56804316e-10,2.52206105e-09,2.52574240e-09,0
36,7,1.84508800e-09,3.36261941e-09,3.36254146e-09,-1
36,8,3.42565922e-10,1.48486165e-08,1.48413793e-08,1
36,9,1.06688808e-08,1.80209060e-08,1.80305978e-08,-1
36,10,1.05769123e-08,1.18326400e-08,1.18278414e-08,-1
36,11,3.72548646e-08,1.95824514e-08,1.95791741e-08,-1
36,12,1.90819398e-08,1.34519972e-08,1.34518831e-08,-1
36,13,1.94889717e-11,5.47967414e-08,5.47950467e-08,1
36,14,5.22448374e-09,1.50819964e-08,1.50812979e-08,-1
36,15,1.03397434e-09,2.79891083e-08,2.79902847e-08,-1
36,16,1.67971555e-07,4.31596436e-08,4.31590191e-08,-1
36,17,2.09999610e-09,2.88709844e-08,2.88760402e-08,-1
36,18,9.71370788e-08,1.14549787e-07,1.14533508e-07,-1
36,19,1.23916633e-08,4.32029121e-08,4.31944099e-08,-1
36,20,7.61548544e-08,2.99774061e-08,2.99827600e-08,-1
36,21,4.93056823e-09,4.16465065e-08,4.16558132e-08,-1
36,22,4.39988529e-07,1.46533016e-07,1.46521519e-07,-1
36,23,6.22904413e-08,2.85587324e-08,2.85526359e-08,-1
36,24,1.18712408e-07,3.50904837e-07,3.50870650e-07,-1
36,25,1.97817869e-07,2.32667562e-07,2.32645056e-07,-1
36,26,1.46319409e-07,4.24715869e-08,4.24763435e-08,-1
36,27,1.25078468e-09,2.22713207e-08,2.22690745e-08,-1
36,28,8.21436001e-09,2.57200753e-08,2.57120139e-08,-1
36,29,2.15426565e-08,1.22050480e-07,1.22029114e-07,-1
36,30,2.81849934e-08,8.13248364e-08,8.13114559e-08,-1
36,31,1.20397208e-07,5.01545655e-08,5.01506060e-08,-1
36,32,2.75126671e-16,1.33036040e-07,1.33047969e-07,1
36,33,1.20398804e-07,5.01568924e-08,5.01521532e-08,-1
36,34,2.81840238e-08,8.13268199e-08,8.13252361e-08,-1
36,35,2.15432586e-08,1.22052333e-07,1.22053699e-07,-1
36,36,8.21384459e-09,2.57218991e-08,2.57261549e-08,-1
36,37,1.25067080e-09,2.22723596e-08,2.22734507e-08,-1
36,38,1.46321339e-07,4.24713593e-08,4.24666140e-08,-1
36,39,1.97816968e-07,2.32667308e-07,2.32695538e-07,-1
36,40,1.18713611e-07,3.50907620e-07,3.50954836e-07,-1
36,41,6.22902543e-08,2.85580224e-08,2.85675594e-08,-1
36,42,4.39987869e-07,1.46532220e-07,1.46546076e-07,-1
36,43,4.93053613e-09,4.16493490e-08,4.16369656e-08,-1
36,44,7.61543116e-08,2.99783064e-08,2.99734637e-08,-1
36,45,1.23914928e-08,4.31986368e-08,4.32057428e-08,-1
36,46,9.71356465e-08,1.14542212e-07,1.14550163e-07,-1
36,47,2.10010452e-09,2.88745367e-08,2.88748881e-08,-1
36,48,1.67974077e-07,4.31600867e-08,4.31589215e-08,-1
36,49,1.03406824e-09,2.79913700e-08,2.79972373e-08,-1
36,50,5.22494587e-09,1.50839749e-08,1.50873963e-08,-1
36,51,1.94757185e-11,5.47956734e-08,5.47984846e-08,1
36,52,1.90811692e-08,1.34517747e-08,1.34520894e-08,-1
36,53,3.72543246e-08,1.95823436e-08,1.95842788e-08,-1
36,54,1.05773432e-08,1.18325093e-08,1.18338431e-08,-1
36,55,1.06686519e-08,1.80223120e-08,1.80220940e-08,-1
36,56,3.42612224e-10,1.48475039e-08,1.48488456e-08,1
