y,z,Jx,Jy,Jz,mag,phase,state
0,0,2.78722002e-10,-5.13373750e-10,3.76914409e-04,3.76914409e-04,-1.07340337e+00,0
0,1,9.74339523e-05,-6.78208954e-10,-1.39864471e-04,1.70456579e-04,-6.96070453e-06,0
0,2,-1.19841557e-04,-4.60515236e-10,-3.81977833e-04,4.00336188e-04,-3.14158881e+00,0
0,3,-1.12102985e-04,-5.35991260e-10,9.71350290e-05,1.48331700e-04,-3.14158787e+00,0
0,4,1.42535371e-04,-3.19911153e-10,1.58030851e-05,1.43408750e-04,-2.24443344e-06,0
0,5,5.02279553e-05,-2.92890680e-10,-2.72071573e-04,2.76669095e-04,-5.83122841e-06,0
0,6,-1.30474387e-04,-1.95326742e-10,-2.57112842e-04,2.88323740e-04,-3.14159116e+00,0
0,7,-4.62710858e-05,-2.50118930e-11,-1.14633731e-04,1.23620005e-04,-3.14159211e+00,0
0,8,-5.19490902e-05,-1.88204412e-11,3.40879231e-04,3.44814962e-04,-3.14159229e+00,0
0,9,-8.65244959e-05,2.96201343e-10,3.58719454e-04,3.69006958e-04,3.14158923e+00,0
0,10,3.24853946e-05,2.86808689e-10,-2.57744516e-04,2.59783634e-04,8.82885038e-06,0
0,11,3.96641879e-05,6.61576445e-10,-2.01247983e-04,2.05119473e-04,1.66794401e-05,0
0,12,3.43670584e-05,6.54077360e-10,1.48828387e-04,1.52744831e-04,1.90321020e-05,0
0,13,1.32956184e-04,9.23312445e-10,4.07378293e-05,1.39057245e-04,6.94448667e-06,0
0,14,7.56731516e-05,8.39548723e-10,1.97202017e-04,2.11222777e-04,1.10944067e-05,0
0,15,-4.87344387e-05,8.25194509e-10,3.19812271e-04,3.23504149e-04,3.14157572e+00,0
0,16,-2.57991732e-05,5.54206756e-10,-3.47927864e-05,4.33143778e-05,3.14157117e+00,0
0,17,4.54284879e-05,1.74118906e-10,-1.52620083e-04,1.59237675e-04,3.83281317e-06,0
0,18,9.24835229e-05,-3.17364791e-10,2.58695519e-05,9.60335135e-05,-3.43158199e-06,0
0,19,7.65430457e-05,-9.77802162e-10,9.69085278e-05,1.23491298e-04,-1.27745395e-05,0
0,20,-5.48142824e-05,-1.58950628e-09,6.31317937e-05,8.36075890e-05,-3.14156366e+00,0
0,21,-1.92017849e-04,-2.30389998e-09,-9.51281514e-05,2.14290036e-04,-3.14158066e+00,0
0,22,-2.35125871e-04,-2.84445329e-09,-1.08980140e-04,2.59154097e-04,-3.14158056e+00,0
0,23,-1.59624544e-04,-3.35321910e-09,1.63983018e-04,2.28845855e-04,-3.14157165e+00,0
0,24,4.57454759e-05,-3.64090655e-09,1.32928853e-04,1.40579972e-04,-7.95905271e-05,0
0,25,2.22949691e-04,-3.77015985e-09,-1.56305730e-04,2.72283026e-04,-1.69103614e-05,0
0,26,2.23896792e-04,-3.71954500e-09,-7.05722595e-05,2.34755654e-04,-1.66127659e-05,0
0,27,1.59409221e-04,-3.44722693e-09,8.61198541e-05,1.81184792e-04,-2.16250158e-05,0
0,28,1.12509212e-04,-3.09517768e-09,-1.29922449e-04,1.71866709e-04,-2.75104378e-05,0
0,29,2.46630512e-05,-2.54352668e-09,-2.49407837e-04,2.50624291e-04,-1.03131062e-04,0
0,30,-5.37033209e-05,-2.01470947e-09,-1.43721809e-04,1.53427523e-04,-3.14155514e+00,0
0,31,-4.70496127e-05,-1.38801531e-09,-2.61827821e-04,2.66021567e-04,-3.14156315e+00,0
0,32,-8.44499878e-11,-8.31264577e-10,-4.27572017e-04,4.27572017e-04,-1.67204115e+00,0
0,33,4.70494729e-05,-3.34103263e-10,-2.61827884e-04,2.66021604e-04,-7.10110535e-06,0
0,34,5.37034098e-05,1.34144048e-10,-1.43722632e-04,1.53428325e-04,2.49786836e-06,0
0,35,-2.46627102e-05,3.67303391e-10,-2.49408115e-04,2.50624534e-04,3.14157776e+00,0
0,36,-1.12508452e-04,6.90503458e-10,-1.29924092e-04,1.71867453e-04,3.14158652e+00,0
0,37,-1.59408105e-04,6.35783189e-10,8.61191503e-05,1.81183476e-04,3.14158867e+00,0
0,38,-2.23895218e-04,8.14022080e-10,-7.05746407e-05,2.34754869e-04,3.14158902e+00,0
0,39,-2.22947815e-04,5.61456330e-10,-1.56307046e-04,2.72282245e-04,3.14159014e+00,0
0,40,-4.57432846e-05,6.31564187e-10,1.32925988e-04,1.40576550e-04,3.14157885e+00,0
0,41,1.59626848e-04,3.51858954e-10,1.63981087e-04,2.28846078e-04,2.20425924e-06,0
0,42,2.35128202e-04,3.68986522e-10,-1.08983035e-04,2.59157430e-04,1.56929929e-06,0
0,43,1.92020042e-04,2.50377350e-10,-9.51304392e-05,2.14293016e-04,1.30391259e-06,0
0,44,5.48161695e-05,2.78798481e-10,6.31294294e-05,8.36070410e-05,5.08606280e-06,0
0,45,-7.65415162e-05,4.49007351e-10,9.69063379e-05,1.23488631e-04,3.14158679e+00,0
0,46,-9.24825628e-05,5.53313616e-10,2.58681952e-05,9.60322235e-05,3.14158667e+00,0
0,47,-4.54280018e-05,1.01427342e-09,-1.52621697e-04,1.59239084e-04,3.14157033e+00,0
0,48,2.57989807e-05,1.23495974e-09,-3.47929236e-05,4.33143734e-05,4.78685475e-05,0
0,49,4.87337815e-05,1.84630135e-09,3.19811549e-04,3.23503336e-04,3.78854523e-05,0
0,50,-7.56744238e-05,2.15907178e-09,1.97202987e-04,2.11224138e-04,3.14156412e+00,0
0,51,-1.32957805e-04,2.69202954e-09,4.07380789e-05,1.39058869e-04,3.14157241e+00,0
0,52,-3.43691003e-05,2.98126192e-09,1.48830122e-04,1.52746982e-04,3.14150591e+00,0
0,53,-3.96663931e-05,3.22410326e-09,-2.01246873e-04,2.05118811e-04,3.14151137e+00,0
0,54,-3.24877574e-05,3.31606044e-09,-2.57742418e-04,2.59781848e-04,3.14149058e+00,0
0,55,8.65221931e-05,3.17414787e-09,3.58721208e-04,3.69008124e-04,3.66859387e-05,0
0,56,5.19469036e-05,2.94014409e-09,3.40881339e-04,3.44816717e-04,5.65990248e-05,0
0,57,4.62691768e-05,2.47887433e-09,-1.14631616e-04,1.23617330e-04,5.35750687e-05,0
0,58,1.30472826e-04,1.93825377e-09,-2.57110988e-04,2.88321380e-04,1.48556127e-05,0
0,59,-5.02290959e-05,1.35141770e-09,-2.72069479e-04,2.76667243e-04,3.14156575e+00,0
0,60,-1.42536034e-04,7.08188287e-10,1.58045061e-05,1.43409566e-04,3.14158769e+00,0
0,61,1.12102726e-04,1.92190936e-10,9.71366201e-05,1.48332546e-04,1.71441804e-06,0
0,62,1.19841732e-04,-2.42894317e-10,-3.81977026e-04,4.00335471e-04,-2.02679244e-06,0
0,63,-9.74335920e-05,-5.67152707e-10,-1.39863900e-04,1.70455905e-04,-3.14158683e+00,0
1,0,-3.21118663e-10,3.10271133e-10,-8.08918090e-05,8.08918090e-05,2.37337320e+00,0
1,1,-6.07973105e-05,2.28837147e-04,2.31746604e-05,2.37907162e-04,1.83047675e+00,0
1,2,2.32189965e-05,-1.50663043e-04,5.34709335e-05,1.61547563e-04,-1.41788722e+00,0
1,3,-3.66345057e-06,-1.56416061e-04,-1.03868517e-04,1.87797961e-04,-1.59421324e+00,0
1,4,-7.22013127e-05,1.26410242e-04,-2.12813378e-04,2.57841254e-04,2.08974496e+00,0
1,5,1.42753720e-05,3.91897960e-05,-1.39223371e-04,1.45336758e-04,1.22147245e+00,0
1,6,8.03900684e-05,-5.93755583e-05,2.77201738e-05,1.03713201e-04,-6.36160701e-01,0
1,7,-2.80973148e-05,-1.50934032e-04,-2.33478645e-05,1.55292189e-04,-1.75484586e+00,0
1,8,-1.74278694e-04,-1.65163237e-04,-1.27210892e-04,2.71725172e-04,-2.38304228e+00,0
1,9,-1.26123855e-04,1.85376966e-04,-6.39841801e-05,2.33164795e-04,2.16822200e+00,0
1,10,7.36195683e-05,1.97850071e-04,-1.75444446e-07,2.11103108e-04,1.21457251e+00,0
1,11,1.55488435e-04,-1.25916163e-04,9.33374502e-05,2.20779105e-04,-6.80694376e-01,0
1,12,9.03594651e-05,-2.59785185e-05,8.63376744e-05,1.27647602e-04,-2.79951584e-01,0
1,13,2.12725511e-05,3.43700636e-05,-7.29405595e-05,8.33915339e-05,1.01657623e+00,0
1,14,-3.03728593e-05,-9.17193131e-05,-4.99866347e-05,1.08782382e-04,-1.89058068e+00,0
1,15,-4.94113433e-05,8.48849964e-05,7.85605242e-05,1.25772411e-04,2.09794820e+00,0
1,16,-1.42393609e-05,1.49708446e-04,7.27497283e-05,1.67056581e-04,1.66562500e+00,0
1,17,1.57540443e-05,-2.97431083e-05,7.31359001e-05,8.05090199e-05,-1.08369509e+00,0
1,18,2.21395691e-05,-4.95186220e-05,1.06474631e-04,1.19495194e-04,-1.15036014e+00,0
1,19,2.08666452e-05,-2.13495228e-05,8.39667557e-05,8.91158519e-05,-7.96835879e-01,0
1,20,7.48903473e-06,5.25540225e-06,7.94911225e-05,8.00158950e-05,6.11897002e-01,0
1,21,4.59016472e-06,6.20532162e-05,8.15686338e-05,1.02591975e-04,1.49695938e+00,0
1,22,4.74868656e-06,-4.80959174e-05,1.54826150e-04,1.62194032e-04,-1.47238162e+00,0
1,23,-4.92577112e-06,-7.91663686e-05,2.54785102e-04,2.66846445e-04,-1.63293672e+00,0
1,24,9.95513997e-06,1.07935840e-04,4.38941030e-05,1.16944186e-04,1.47882452e+00,0
1,25,1.86617432e-05,7.47898873e-05,-3.26624165e-04,3.35596682e-04,1.32626733e+00,0
1,26,-2.74543665e-05,-8.54355905e-05,-3.51162365e-04,3.62447222e-04,-1.88171957e+00,0
1,27,-5.83933474e-05,3.09349076e-05,-1.85603532e-04,1.97016300e-04,2.65441547e+00,0
1,28,-3.41100263e-05,1.11829018e-04,-1.70784507e-04,2.06969975e-04,1.86685174e+00,0
1,29,-2.06559702e-05,-5.02708434e-05,-9.60689763e-05,1.10376968e-04,-1.96065836e+00,0
1,30,-2.93646582e-05,-5.12425507e-05,7.96479357e-05,9.91558158e-05,-2.09116558e+00,0
1,31,-2.08249810e-05,8.56466735e-05,5.84172568e-05,1.05743125e-04,1.80931753e+00,0
1,32,2.95486021e-10,7.25135564e-10,-3.34964396e-05,3.34964396e-05,1.18384915e+00,0
1,33,2.08271785e-05,-8.56438222e-05,5.84174481e-05,1.05741354e-04,-1.33224326e+00,0
1,34,2.93649047e-05,5.12442703e-05,7.96483500e-05,9.91571103e-05,1.05043793e+00,0
1,35,2.06573425e-05,5.02742065e-05,-9.60682876e-05,1.10378157e-04,1.18093445e+00,0
1,36,3.41093717e-05,-1.11826632e-04,-1.70783452e-04,2.06967709e-04,-1.27474031e+00,0
1,37,5.83933256e-05,-3.09308393e-05,-1.85602088e-04,1.97014295e-04,-4.87122932e-01,0
1,38,2.74526042e-05,8.54386738e-05,-3.51160396e-04,3.62445907e-04,1.25990229e+00,0
1,39,-1.86632931e-05,-7.47854125e-05,-3.26621782e-04,3.35593451e-04,-1.81535889e+00,0
1,40,-9.95777545e-06,-1.07932449e-04,4.38970542e-05,1.16942388e-04,-1.66279522e+00,0
1,41,4.92303495e-06,7.91705137e-05,2.54788323e-04,2.66850700e-04,1.50869361e+00,0
1,42,-4.75159539e-06,4.80989333e-05,1.54829769e-04,1.62198466e-04,1.66926479e+00,0
1,43,-4.59338707e-06,-6.20503098e-05,8.15722255e-05,1.02593217e-04,-1.64468837e+00,0
1,44,-7.49146858e-06,-5.25347625e-06,7.94947432e-05,8.00195932e-05,-2.53002075e+00,0
1,45,-2.08695312e-05,2.13504631e-05,8.39700104e-05,8.91198197e-05,2.34480389e+00,0
1,46,-2.21408975e-05,4.95189778e-05,1.06477474e-04,1.19498121e-04,1.99125219e+00,0
1,47,-1.57559097e-05,2.97418114e-05,7.31381415e-05,8.05109420e-05,2.05796457e+00,0
1,48,1.42394519e-05,-1.49709753e-04,7.27512190e-05,1.67058409e-04,-1.47596788e+00,0
1,49,4.94108615e-05,-8.48882736e-05,7.85613608e-05,1.25774956e-04,-1.04366548e+00,0
1,50,3.03743104e-05,9.17166268e-05,-4.99866683e-05,1.08780538e-04,1.25098897e+00,0
1,51,-2.12716607e-05,-3.43746658e-05,-7.29411485e-05,8.33937188e-05,-2.12493778e+00,0
1,52,-9.03570167e-05,2.59749939e-05,8.63363112e-05,1.27644230e-04,2.86166990e+00,0
1,53,-1.55486504e-04,1.25911080e-04,9.33356864e-05,2.20774101e-04,2.46091195e+00,0
1,54,-7.36166703e-05,-1.97853777e-04,-1.77761244e-07,2.11105573e-04,-1.92700115e+00,0
1,55,1.26126283e-04,-1.85381664e-04,-6.39867435e-05,2.33170547e-04,-9.73373488e-01,0
1,56,1.74281421e-04,1.65160005e-04,-1.27213745e-04,2.71726292e-04,7.58532786e-01,0
1,57,2.80996185e-05,1.50930481e-04,-2.33507931e-05,1.55289595e-04,1.38672781e+00,0
1,58,-8.03880833e-05,5.93733360e-05,2.77172315e-05,1.03709604e-04,2.50543804e+00,0
1,59,-1.42737138e-05,-3.91916907e-05,-1.39226155e-04,1.45339773e-04,-1.92006730e+00,0
1,60,7.22021983e-05,-1.26411203e-04,-2.12815906e-04,2.57844060e-04,-1.05184569e+00,0
1,61,3.66423732e-06,1.56415884e-04,-1.03870584e-04,1.87798972e-04,1.54737436e+00,0
1,62,-2.32191555e-05,1.50663182e-04,5.34694318e-05,1.61547218e-04,1.72370632e+00,0
1,63,6.07974482e-05,-2.28836188e-04,2.31739080e-05,2.37906201e-04,-1.31111430e+00,0
2,0,2.17197355e-11,-1.71436035e-10,-2.81882127e-04,2.81882127e-04,-1.44477479e+00,0
2,1,-1.34420938e-04,-1.50664089e-04,1.67455845e-04,2.62316824e-04,-2.29927951e+00,0
2,2,2.37918942e-05,3.91911278e-05,2.74292233e-04,2.78097515e-04,1.02519197e+00,0
2,3,9.17526989e-05,1.09149622e-04,-2.03645325e-04,2.48603331e-04,8.71776627e-01,0
2,4,-4.48800090e-05,-2.81619276e-05,-1.16180043e-04,1.27691471e-04,-2.58120205e+00,0
2,5,-3.32705181e-05,-1.45000577e-04,-1.35179189e-05,1.49381488e-04,-1.79634317e+00,0
2,6,-1.48172550e-05,-4.94739157e-05,-7.56589279e-05,9.16050913e-05,-1.86179095e+00,0
2,7,-8.77603232e-05,9.78829169e-05,3.29530619e-06,1.31505889e-04,2.30172130e+00,0
2,8,3.84391095e-05,-3.29469351e-06,-2.59577336e-04,2.62428683e-04,-8.55030388e-02,0
2,9,1.09079788e-04,-6.89658698e-05,-3.68092142e-04,3.90059632e-04,-5.63796959e-01,0
2,10,-3.05097941e-05,-5.50221874e-05,3.82908315e-07,6.29160970e-05,-2.07708774e+00,0
2,11,-1.96338650e-05,-3.22700204e-05,-5.04713537e-05,6.30412596e-05,-2.11738716e+00,0
2,12,3.03520709e-05,1.51588614e-04,-1.51924653e-04,2.16752062e-04,1.37318290e+00,0
2,13,-4.03058240e-05,1.51767321e-04,9.06501690e-05,1.81315560e-04,1.83038059e+00,0
2,14,-1.82452113e-05,-4.52234700e-05,-1.13376772e-05,5.00658856e-05,-1.95426954e+00,0
2,15,5.04602977e-05,-3.26269375e-05,-6.86707900e-05,9.12493074e-05,-5.73971692e-01,0
2,16,3.13094256e-05,-9.26074250e-07,2.27974524e-04,2.30116321e-04,-2.95695085e-02,0
2,17,-1.06411059e-05,-7.12016446e-05,2.94954992e-04,3.03613825e-04,-1.71914861e+00,0
2,18,-4.71693237e-05,-4.09987154e-05,1.06363165e-04,1.23365160e-04,-2.42606746e+00,0
2,19,-5.53701736e-05,-3.16156243e-05,-6.20529320e-05,8.89717382e-05,-2.62277982e+00,0
2,20,2.03561846e-07,-3.52733903e-05,-1.61149011e-04,1.64964412e-04,-1.56502542e+00,0
2,21,5.47723921e-05,8.73872774e-06,-9.48899251e-05,1.09911229e-04,1.58212771e-01,0
2,22,6.31524170e-05,-5.86622503e-05,5.48628245e-05,1.02173465e-04,-7.48554203e-01,0
2,23,3.50353960e-05,1.82953617e-05,1.01200045e-04,1.08644597e-04,4.81246732e-01,0
2,24,-1.24113028e-05,2.84718141e-04,1.78507954e-04,3.36278976e-04,1.61436029e+00,0
2,25,-2.52010309e-05,1.85906471e-04,2.98480118e-04,3.52543173e-04,1.70553261e+00,0
2,26,-4.86440296e-06,-1.09261755e-04,3.63790708e-04,3.79875602e-04,-1.61528758e+00,0
2,27,-1.25986568e-05,-3.33414312e-05,4.31987075e-04,4.33454969e-04,-1.93207895e+00,0
2,28,-2.43844192e-05,5.85255514e-05,5.16156606e-04,5.20036039e-04,1.96556958e+00,0
2,29,-1.47047988e-06,-1.18846297e-04,4.66262445e-04,4.81172809e-04,-1.58316865e+00,0
2,30,5.94243567e-06,-8.60460557e-05,3.26924238e-04,3.38110476e-04,-1.50184470e+00,0
2,31,-9.70987165e-06,1.09672840e-04,2.25678861e-04,2.51104284e-04,1.65910096e+00,0
2,32,-1.35537680e-09,3.65210601e-10,2.04855121e-04,2.04855121e-04,2.87839055e+00,0
2,33,9.70739301e-06,-1.09671918e-04,2.25679067e-04,2.51103972e-04,-1.48251338e+00,0
2,34,-5.94462335e-06,8.60463553e-05,3.26923927e-04,3.38110290e-04,1.63977301e+00,0
2,35,1.46896611e-06,1.18846279e-04,4.66262833e-04,4.81173176e-04,1.55843674e+00,0
2,36,2.43836388e-05,-5.85263772e-05,5.16155669e-04,5.20035165e-04,-1.17603944e+00,0
2,37,1.25987747e-05,3.33398920e-05,4.31987069e-04,4.33454848e-04,1.20949534e+00,0
2,38,4.86547581e-06,1.09259548e-04,3.63788733e-04,3.79873090e-04,1.52629437e+00,0
2,39,2.52029402e-05,-1.85909523e-04,2.98479110e-04,3.52544066e-04,-1.43605214e+00,0
2,40,1.24140930e-05,-2.84721441e-04,1.78504759e-04,3.36280177e-04,-1.52722309e+00,0
2,41,-3.50320920e-05,-1.82993220e-05,1.01197740e-04,1.08642051e-04,-2.66021841e+00,0
2,42,-6.31485813e-05,5.86585893e-05,5.48586909e-05,1.02166772e-04,2.39303928e+00,0
2,43,-5.47685122e-05,-8.74260890e-06,-9.48933029e-05,1.09912520e-04,-2.98329976e+00,0
2,44,-1.99659395e-07,3.52702765e-05,-1.61153342e-04,1.64967972e-04,1.57645711e+00,0
2,45,5.53736625e-05,3.16128278e-05,-6.20566921e-05,8.89755383e-05,5.18747614e-01,0
2,46,4.71723339e-05,4.09969194e-05,1.06359571e-04,1.23362615e-04,7.15471905e-01,0
2,47,1.06433954e-05,7.12006140e-05,2.94951714e-04,3.03610479e-04,1.42241047e+00,0
2,48,-3.13079566e-05,9.25998662e-07,2.27972406e-04,2.30114023e-04,3.11202417e+00,0
2,49,-5.04596410e-05,3.26278525e-05,-6.86728909e-05,9.12508525e-05,2.56760224e+00,0
2,50,1.82449414e-05,4.52250781e-05,-1.13380324e-05,5.00673202e-05,1.18734058e+00,0
2,51,4.03048528e-05,-1.51764752e-04,9.06495803e-05,1.81312900e-04,-1.31121384e+00,0
2,52,-3.03538484e-05,-1.51585730e-04,-1.51923398e-04,2.16749414e-04,-1.76842469e+00,0
2,53,1.96316462e-05,3.22736293e-05,-5.04704261e-05,6.30416734e-05,1.02430533e+00,0
2,54,3.05070540e-05,5.50256960e-05,3.85391126e-07,6.29178520e-05,1.06457004e+00,0
2,55,-1.09082624e-04,6.89697370e-05,-3.68089913e-04,3.90059005e-04,2.57778211e+00,0
2,56,-3.84420946e-05,3.29807173e-06,-2.59574081e-04,2.62425943e-04,3.05600898e+00,0
2,57,8.77575920e-05,-9.78796012e-05,3.29843018e-06,1.31501676e-04,-8.39869984e-01,0
2,58,1.48147482e-05,4.94764778e-05,-7.56554181e-05,9.16031708e-05,1.27986243e+00,0
2,59,3.32685090e-05,1.45002677e-04,-1.35145642e-05,1.49382775e-04,1.34526580e+00,0
2,60,4.48784944e-05,2.81632770e-05,-1.16176904e-04,1.27688381e-04,5.60427370e-01,0
2,61,-9.17537048e-05,-1.09149009e-04,-2.03642634e-04,2.48601229e-04,-2.26982419e+00,0
2,62,-2.37923631e-05,-3.91909244e-05,2.74294176e-04,2.78099443e-04,-2.11641173e+00,0
2,63,1.34420696e-04,1.50663613e-04,1.67456898e-04,2.62317099e-04,8.42312467e-01,0
3,0,7.36939647e-11,-2.33591755e-10,2.19945223e-04,2.19945223e-04,-1.26519719e+00,0
3,1,8.28362567e-05,-1.56416122e-04,-1.49836054e-05,1.77629831e-04,-1.08375867e+00,0
3,2,-1.20386788e-04,1.09150643e-04,-1.20387932e-04,2.02237721e-04,2.40510670e+00,0
3,3,-1.69387549e-05,5.66748810e-05,7.18988340e-05,9.31042743e-05,1.86122150e+00,0
3,4,1.42922041e-04,-4.27724646e-06,1.44473659e-04,2.03267417e-04,-2.99181999e-02,0
3,5,-4.69198578e-05,1.19731856e-04,-1.01169308e-05,1.28994351e-04,1.94427837e+00,0
3,6,-1.86858837e-04,-7.57879049e-05,-2.71473965e-04,3.38168812e-04,-2.75627740e+00,0
3,7,-2.57553157e-05,-1.15944001e-04,-1.41535147e-04,1.84766191e-04,-1.78938293e+00,0
3,8,2.13632544e-04,1.10263965e-04,-5.47992389e-05,2.46576484e-04,4.76474838e-01,0
3,9,1.51598105e-04,4.50062157e-05,-2.07555011e-04,2.60934144e-04,2.88590565e-01,0
3,10,-9.11964355e-05,-6.86835220e-06,-1.65368313e-04,1.88972599e-04,-3.06642075e+00,0
3,11,-8.98327457e-05,3.15687790e-05,-2.81922240e-04,2.97567907e-04,2.80365578e+00,0
3,12,1.85590602e-05,-1.13943721e-04,-1.82794832e-04,2.16197967e-04,-1.40933502e+00,0
3,13,-2.20063299e-06,-5.64305527e-05,2.38718167e-04,2.45307182e-04,-1.60977377e+00,0
3,14,-2.21190286e-05,6.22603497e-05,1.84386680e-04,1.95867431e-04,1.91215535e+00,0
3,15,-2.87488050e-05,-5.63017775e-05,-3.08077663e-05,7.03242661e-05,-2.04290367e+00,0
3,16,-7.53636792e-05,-5.77244424e-05,8.54396295e-05,1.27717366e-04,-2.48796453e+00,0
3,17,-5.03694103e-05,5.64387807e-05,1.65774489e-04,1.82218535e-04,2.29943058e+00,0
3,18,2.70920631e-05,7.82818813e-05,1.35208805e-04,1.58566875e-04,1.23761490e+00,0
3,19,7.48430292e-05,7.00899548e-05,1.41689015e-04,1.74899565e-04,7.52614932e-01,0
3,20,7.88977102e-05,4.46896953e-05,3.97926953e-05,9.90226042e-05,5.15366636e-01,0
3,21,1.03984791e-05,-5.62531293e-05,1.42713140e-05,5.89594210e-05,-1.38800808e+00,0
3,22,-5.28509429e-05,-1.65260248e-04,-3.03407185e-05,1.76138386e-04,-1.88032177e+00,0
3,23,-3.56044829e-05,-1.47758557e-04,-1.56902988e-04,2.18446373e-04,-1.80725254e+00,0
3,24,9.54534293e-06,-4.08326000e-05,8.42413791e-05,9.41011411e-05,-1.34115250e+00,0
3,25,8.35292316e-05,-6.65126021e-05,4.84092185e-04,4.95728052e-04,-6.72468131e-01,0
3,26,1.54955660e-04,-1.51426808e-04,4.38719022e-04,4.89301252e-04,-7.73880870e-01,0
3,27,9.22514546e-05,-3.24307304e-05,2.49575923e-04,2.68048922e-04,-3.38052408e-01,0
3,28,-3.59361220e-05,1.13537069e-04,3.04719117e-04,3.27163279e-04,1.87733429e+00,0
3,29,-6.99044322e-05,7.67864927e-05,2.34823234e-04,2.56758148e-04,2.30931349e+00,0
3,30,-6.37056912e-05,8.25960684e-05,2.06796308e-05,1.06339893e-04,2.22778567e+00,0
3,31,-6.25222616e-05,1.35748038e-04,4.05945159e-05,1.54869228e-04,2.00241020e+00,0
3,32,1.94522104e-09,-1.48652551e-09,1.50291820e-04,1.50291820e-04,-6.52523311e-01,0
3,33,6.25270684e-05,-1.35748448e-04,4.05942764e-05,1.54871465e-04,-1.13915438e+00,0
3,34,6.37089239e-05,-8.25985520e-05,2.06791051e-05,1.06343656e-04,-9.13796985e-01,0
3,35,6.99079973e-05,-7.67857617e-05,2.34822797e-04,2.56758500e-04,-8.32249041e-01,0
3,36,3.59375761e-05,-1.13538233e-04,3.04718651e-04,3.27163408e-04,-1.26424967e+00,0
3,37,-9.22500445e-05,3.24332986e-05,2.49575985e-04,2.68048805e-04,2.80351069e+00,0
3,38,-1.54956576e-04,1.51427398e-04,4.38719478e-04,4.89302133e-04,2.36771279e+00,0
3,39,-8.35303156e-05,6.65169734e-05,4.84093475e-04,4.95730081e-04,2.46909882e+00,0
3,40,-9.54850780e-06,4.08348549e-05,8.42434230e-05,9.41042703e-05,1.80050141e+00,0
3,41,3.56012290e-05,1.47763952e-04,-1.56900128e-04,2.18447438e-04,1.33436924e+00,0
3,42,5.28463168e-05,1.65263603e-04,-3.03370201e-05,1.76139508e-04,1.26130217e+00,0
3,43,-1.04030246e-05,5.62582935e-05,1.42754529e-05,5.89661519e-05,1.75364629e+00,0
3,44,-7.89026056e-05,-4.46860852e-05,3.97974006e-05,9.90267664e-05,-2.62628727e+00,0
3,45,-7.48477154e-05,-7.00863029e-05,1.41693588e-04,1.74903811e-04,-2.38903496e+00,0
3,46,-2.70960238e-05,-7.82788640e-05,1.35213414e-04,1.58569992e-04,-1.90403486e+00,0
3,47,5.03656564e-05,-5.64375141e-05,1.65778450e-04,1.82220709e-04,-8.42187946e-01,0
3,48,7.53615098e-05,5.77262552e-05,8.54430657e-05,1.27719204e-04,6.53657185e-01,0
3,49,2.87466947e-05,5.63004301e-05,-3.08052460e-05,7.03212206e-05,1.09870902e+00,0
3,50,2.21189679e-05,-6.22599925e-05,1.84388300e-04,1.95868836e-04,-1.22943636e+00,0
3,51,2.20038854e-06,5.64269820e-05,2.38718854e-04,2.45307027e-04,1.53182075e+00,0
3,52,-1.85572282e-05,1.13942728e-04,-1.82795155e-04,2.16197559e-04,1.73224336e+00,0
3,53,8.98341272e-05,-3.15737500e-05,-2.81923379e-04,2.97569930e-04,-3.37981311e-01,0
3,54,9.11995399e-05,6.86639241e-06,-1.65370371e-04,1.88975827e-04,7.51479910e-02,0
3,55,-1.51595681e-04,-4.50115408e-05,-2.07557705e-04,2.60935797e-04,-2.85296544e+00,0
3,56,-2.13629020e-04,-1.10266336e-04,-5.48026432e-05,2.46575247e-04,-2.66510233e+00,0
3,57,2.57580246e-05,1.15939395e-04,-1.41538892e-04,1.84766547e-04,1.35217904e+00,0
3,58,1.86861899e-04,7.57857047e-05,-2.71478124e-04,3.38173349e-04,3.85299431e-01,0
3,59,4.69221416e-05,-1.19734877e-04,-1.01209277e-05,1.28998300e-04,-1.19730632e+00,0
3,60,-1.42920087e-04,4.27564475e-06,1.44469644e-04,2.03263156e-04,3.11168524e+00,0
3,61,1.69402092e-05,-5.66759873e-05,7.18956210e-05,9.31027311e-05,-1.28035295e+00,0
3,62,1.20387537e-04,-1.09151526e-04,-1.20390522e-04,2.02240185e-04,-7.36486883e-01,0
3,63,-8.28355009e-05,1.56416401e-04,-1.49849041e-05,1.77629834e-04,2.05782947e+00,0
4,0,-3.99842927e-10,2.64499126e-10,1.33433983e-04,1.33433983e-04,2.55717024e+00,0
4,1,6.94344676e-05,1.26409589e-04,-2.46809547e-04,2.85859199e-04,1.06850480e+00,0
4,2,1.05166452e-05,-2.81618780e-05,-1.53580392e-04,1.56494818e-04,-1.21339797e+00,0
4,3,-8.08956297e-05,-4.27847863e-06,2.04620329e-04,2.20072459e-04,-3.08875301e+00,0
4,4,-8.10958971e-05,8.44997936e-05,-8.44339807e-05,1.44380943e-04,2.33564192e+00,0
4,5,-3.39760156e-05,1.20702690e-04,8.02422675e-06,1.25649899e-04,1.84518168e+00,0
4,6,6.76448781e-05,3.89229128e-05,6.34103498e-05,1.00556925e-04,5.22135393e-01,0
4,7,1.00258024e-04,-2.74747066e-05,-2.22119097e-04,2.45241563e-04,-2.67473468e-01,0
