x,y,z,winding,filament_id,J_mag
19,2,7,-6.283185,0,1.62644881e-04
19,5,7,6.283185,0,1.54683634e-04
19,7,7,6.283185,0,1.77435975e-04
19,11,7,6.283185,0,2.86699155e-04
19,20,7,6.283185,0,2.25512835e-04
19,25,7,6.283185,0,2.70756302e-04
19,29,7,-6.283185,0,2.22554309e-04
19,30,7,6.283185,0,1.72813421e-04
19,31,7,-6.283185,0,1.78981658e-04
19,32,7,-6.283185,0,1.78981282e-04
19,33,7,6.283185,0,1.72812744e-04
19,34,7,-6.283185,0,2.22553940e-04
19,38,7,6.283185,0,2.70755989e-04
19,43,7,6.283185,0,2.25512241e-04
19,52,7,6.283185,0,2.86698732e-04
19,56,7,6.283185,0,1.77435740e-04
19,58,7,6.283185,0,1.54684234e-04
19,61,7,-6.283185,0,1.62645017e-04
19,62,7,6.283185,0,9.48645825e-05
20,2,7,6.283185,0,1.52674592e-04
20,10,7,-6.283185,0,6.06487434e-04
20,13,7,6.283185,0,2.04257296e-04
20,15,7,-6.283185,0,3.14369407e-04
20,17,7,6.283185,0,3.28553473e-04
20,18,7,-6.283185,0,2.89750314e-04
20,24,7,-6.283185,0,2.21752704e-04
20,27,7,6.283185,0,3.31693505e-04
20,32,7,6.283185,0,2.21541690e-04
20,36,7,6.283185,0,3.31692924e-04
20,39,7,-6.283185,0,2.21752725e-04
20,45,7,-6.283185,0,2.89749824e-04
20,46,7,6.283185,0,3.28553050e-04
20,48,7,-6.283185,0,3.14369011e-04
20,50,7,6.283185,0,2.04257626e-04
20,53,7,-6.283185,0,6.06487085e-04
20,61,7,6.283185,0,1.52674786e-04
21,1,7,-6.283185,0,1.62003046e-04
21,3,7,-6.283185,0,1.62215610e-04
21,6,7,-6.283185,0,4.70651026e-04
21,11,7,-6.283185,0,5.11838298e-04
21,13,7,-6.283185,0,2.71956384e-04
21,14,7,6.283185,0,1.96419637e-04
21,17,7,-6.283185,0,4.46063649e-04
21,22,7,6.283185,0,2.82726775e-04
21,30,7,-6.283185,0,3.65409945e-04
21,31,7,6.283185,0,3.88717494e-04
21,33,7,-6.283185,0,3.65410013e-04
21,41,7,6.283185,0,2.82726977e-04
21,46,7,-6.283185,0,4.46063424e-04
21,49,7,6.283185,0,1.96419683e-04
21,50,7,-6.283185,0,2.71956619e-04
21,52,7,-6.283185,0,5.11838002e-04
21,57,7,-6.283185,0,4.70651274e-04
21,60,7,-6.283185,0,1.62215676e-04
21,62,7,-6.283185,0,1.62003155e-04
22,3,7,6.283185,0,1.74691067e-04
22,7,7,-6.283185,0,5.72362771e-04
22,9,7,-6.283185,0,7.92682809e-04
22,10,7,6.283185,0,6.54392443e-04
22,15,7,6.283185,0,2.52565128e-04
22,16,7,-6.283185,0,4.89610180e-04
22,17,7,6.283185,0,4.19560033e-04
22,21,7,-6.283185,0,2.77789164e-04
22,25,7,-6.283185,0,2.72343927e-04
22,29,7,6.283185,0,3.47175823e-04
22,31,7,-6.283185,0,3.84525521e-04
22,32,7,-6.283185,0,3.84525385e-04
22,34,7,6.283185,0,3.47176163e-04
22,38,7,-6.283185,0,2.72343642e-04
22,42,7,-6.283185,0,2.77789084e-04
22,46,7,6.283185,0,4.19559858e-04
22,47,7,-6.283185,0,4.89609986e-04
22,48,7,6.283185,0,2.52564981e-04
22,53,7,6.283185,0,6.54392219e-04
22,54,7,-6.283185,0,7.92682535e-04
22,56,7,-6.283185,0,5.72362925e-04
22,60,7,6.283185,0,1.74690764e-04
23,10,7,-6.283185,0,5.07485137e-04
23,12,7,6.283185,0,1.93288794e-04
23,19,7,6.283185,0,2.32144788e-04
23,23,7,6.283185,0,3.25981671e-04
23,28,7,-6.283185,0,2.99428702e-04
23,30,7,6.283185,0,2.85394605e-04
23,33,7,6.283185,0,2.85394892e-04
23,35,7,-6.283185,0,2.99428243e-04
23,40,7,6.283185,0,3.25981607e-04
23,44,7,6.283185,0,2.32144921e-04
23,51,7,6.283185,0,1.93288942e-04
23,53,7,-6.283185,0,5.07484981e-04
24,2,7,-6.283185,0,1.82066991e-04
24,6,7,6.283185,0,2.76938778e-04
24,8,7,6.283185,0,3.78277669e-04
24,11,7,6.283185,0,2.00273014e-04
24,13,7,-6.283185,0,1.91369936e-04
24,17,7,-6.283185,0,3.13686962e-04
24,18,7,6.283185,0,1.51361816e-04
24,19,7,-6.283185,0,2.10346477e-04
24,22,7,-6.283185,0,1.92512929e-04
24,41,7,-6.283185,0,1.92512851e-04
24,44,7,-6.283185,0,2.10346343e-04
24,45,7,6.283185,0,1.51361933e-04
24,46,7,-6.283185,0,3.13686790e-04
24,50,7,-6.283185,0,1.91370238e-04
24,52,7,6.283185,0,2.00272961e-04
24,55,7,6.283185,0,3.78277430e-04
24,57,7,6.283185,0,2.76939001e-04
24,61,7,-6.283185,0,1.82067068e-04
25,1,7,6.283185,0,1.39479611e-04
25,10,7,6.283185,0,2.27332607e-04
25,20,7,6.283185,0,1.34344492e-04
25,27,7,6.283185,0,2.53422610e-04
25,29,7,-6.283185,0,1.64382680e-04
25,31,7,6.283185,0,1.34624970e-04
25,34,7,-6.283185,0,1.64382032e-04
25,36,7,6.283185,0,2.53422360e-04
25,43,7,6.283185,0,1.34344214e-04
25,53,7,6.283185,0,2.27332685e-04
25,62,7,6.283185,0,1.39480158e-04
26,6,7,6.283185,0,2.41238856e-04
26,8,7,-6.283185,0,9.99069097e-05
26,11,7,-6.283185,0,3.47791424e-04
26,17,7,6.283185,0,2.62192769e-04
26,24,7,-6.283185,0,1.59725720e-04
26,39,7,-6.283185,0,1.59725644e-04
26,46,7,6.283185,0,2.62192654e-04
26,52,7,-6.283185,0,3.47791503e-04
26,55,7,-6.283185,0,9.99069034e-05
26,57,7,6.283185,0,2.41238919e-04
27,2,7,-6.283185,0,1.51301686e-04
27,7,7,-6.283185,0,1.29161056e-04
27,8,7,6.283185,0,1.39439178e-04
27,12,7,6.283185,0,3.05820772e-04
27,14,7,6.283185,0,1.32860792e-04
27,15,7,-6.283185,0,1.53498117e-04
27,18,7,-6.283185,0,2.17738059e-04
27,27,7,6.283185,0,2.45869806e-04
27,30,7,-6.283185,0,3.12842823e-04
27,31,7,6.283185,0,3.45115536e-04
27,33,7,-6.283185,0,3.12842900e-04
27,36,7,6.283185,0,2.45869792e-04
27,45,7,-6.283185,0,2.17738080e-04
27,48,7,-6.283185,0,1.53498109e-04
27,49,7,6.283185,0,1.32861175e-04
27,51,7,6.283185,0,3.05820812e-04
27,55,7,6.283185,0,1.39439280e-04
27,56,7,-6.283185,0,1.29161233e-04
27,61,7,-6.283185,0,1.51301700e-04
28,1,7,6.283185,0,1.84972525e-04
28,3,7,6.283185,0,1.34540540e-04
28,5,7,-6.283185,0,3.26122655e-04
28,10,7,-6.283185,0,2.36325087e-04
28,13,7,-6.283185,0,1.18586471e-04
28,17,7,6.283185,0,2.14852259e-04
28,24,7,6.283185,0,3.07741567e-04
28,27,7,-6.283185,0,2.55398304e-04
28,29,7,6.283185,0,3.50264919e-04
28,32,7,-6.283185,0,3.46880588e-04
28,34,7,6.283185,0,3.50264965e-04
28,36,7,-6.283185,0,2.55398308e-04
28,39,7,6.283185,0,3.07741678e-04
28,46,7,6.283185,0,2.14852493e-04
28,50,7,-6.283185,0,1.18586483e-04
28,53,7,-6.283185,0,2.36325075e-04
28,58,7,-6.283185,0,3.26122610e-04
28,60,7,6.283185,0,1.34540767e-04
28,62,7,6.283185,0,1.84972748e-04
29,0,7,-6.283185,0,3.40997327e-04
29,2,7,-6.283185,0,2.16749286e-04
29,4,7,6.283185,0,2.09711018e-04
29,6,7,6.283185,0,1.75451360e-04
29,8,7,-6.283185,0,1.96096276e-04
29,9,7,6.283185,0,2.06399952e-04
29,11,7,6.283185,0,1.85348125e-04
29,12,7,-6.283185,0,2.14601747e-04
29,20,7,6.283185,0,1.29578474e-04
29,22,7,-6.283185,0,1.15827582e-04
29,41,7,-6.283185,0,1.15827307e-04
29,43,7,6.283185,0,1.29578151e-04
29,51,7,-6.283185,0,2.14601736e-04
29,52,7,6.283185,0,1.85348154e-04
29,54,7,6.283185,0,2.06399975e-04
29,55,7,-6.283185,0,1.96096243e-04
29,57,7,6.283185,0,1.75451360e-04
29,59,7,6.283185,0,2.09711105e-04
29,61,7,-6.283185,0,2.16749126e-04
30,8,7,6.283185,0,1.37805749e-04
30,9,7,-6.283185,0,1.09776734e-04
30,13,7,6.283185,0,1.84415525e-04
30,18,7,6.283185,0,1.32776457e-04
30,26,7,-6.283185,0,1.28006414e-04
30,29,7,6.283185,0,1.56290091e-04
30,34,7,6.283185,0,1.56289821e-04
30,37,7,-6.283185,0,1.28006132e-04
30,45,7,6.283185,0,1.32776756e-04
30,50,7,6.283185,0,1.84415250e-04
30,54,7,-6.283185,0,1.09776692e-04
30,55,7,6.283185,0,1.37805678e-04
31,0,7,6.283185,0,2.23236467e-04
31,1,7,6.283185,0,2.24234613e-04
31,5,7,-6.283185,0,1.56828622e-04
31,7,7,-6.283185,0,2.11390111e-04
31,15,7,-6.283185,0,1.59057189e-04
31,18,7,-6.283185,0,1.90443470e-04
31,20,7,-6.283185,0,1.71094832e-04
31,26,7,6.283185,0,1.32148543e-04
31,30,7,-6.283185,0,8.54181005e-05
31,33,7,-6.283185,0,8.54179288e-05
31,37,7,6.283185,0,1.32148311e-04
31,43,7,-6.283185,0,1.71094654e-04
31,45,7,-6.283185,0,1.90443742e-04
31,48,7,-6.283185,0,1.59057216e-04
31,56,7,-6.283185,0,2.11390135e-04
31,58,7,-6.283185,0,1.56828652e-04
31,62,7,6.283185,0,2.24234627e-04
32,6,7,6.283185,0,1.72994480e-04
32,11,7,-6.283185,0,1.96939304e-04
32,13,7,6.283185,0,3.07345338e-04
32,19,7,6.283185,0,2.62924073e-04
32,28,7,-6.283185,0,1.36249934e-04
32,31,7,6.283185,0,1.00176639e-04
32,35,7,-6.283185,0,1.36249796e-04
32,44,7,6.283185,0,2.62924344e-04
32,50,7,6.283185,0,3.07345906e-04
32,52,7,-6.283185,0,1.96938736e-04
32,57,7,6.283185,0,1.72994703e-04
33,0,7,-6.283185,0,4.12113732e-04
33,2,7,-6.283185,0,2.94343588e-04
33,6,7,-6.283185,0,1.95761981e-04
33,8,7,6.283185,0,1.58940112e-04
33,10,7,-6.283185,0,1.39336365e-04
33,13,7,-6.283185,0,1.93323153e-04
33,18,7,-6.283185,0,1.80651626e-04
33,21,7,-6.283185,0,1.86899671e-04
33,29,7,6.283185,0,1.13090122e-04
33,34,7,6.283185,0,1.13090118e-04
33,42,7,-6.283185,0,1.86899457e-04
33,45,7,-6.283185,0,1.80651613e-04
33,50,7,-6.283185,0,1.93323458e-04
33,53,7,-6.283185,0,1.39335806e-04
33,55,7,6.283185,0,1.58940280e-04
33,57,7,-6.283185,0,1.95762053e-04
33,61,7,-6.283185,0,2.94343810e-04
34,4,7,-6.283185,0,8.76067776e-05
34,5,7,6.283185,0,1.34360922e-04
34,8,7,6.283185,0,1.76931894e-04
34,16,7,6.283185,0,1.31262335e-04
34,27,7,6.283185,0,1.40974282e-04
34,29,7,-6.283185,0,1.40592342e-04
34,34,7,-6.283185,0,1.40592387e-04
34,36,7,6.283185,0,1.40974218e-04
34,47,7,6.283185,0,1.31262515e-04
34,55,7,6.283185,0,1.76932266e-04
34,58,7,6.283185,0,1.34360959e-04
34,59,7,-6.283185,0,8.76067790e-05
35,3,7,6.283185,0,1.67309982e-04
35,10,7,6.283185,0,2.01708653e-04
35,17,7,-6.283185,0,1.63501045e-04
35,20,7,6.283185,0,1.17849610e-04
35,22,7,6.283185,0,1.71890831e-04
35,32,7,6.283185,0,2.32427128e-04
35,41,7,6.283185,0,1.71890457e-04
35,43,7,6.283185,0,1.17849483e-04
35,46,7,-6.283185,0,1.63500778e-04
35,53,7,6.283185,0,2.01708891e-04
35,60,7,6.283185,0,1.67309736e-04
36,1,7,6.283185,0,1.47114822e-04
36,4,7,-6.283185,0,1.83395723e-04
36,9,7,-6.283185,0,2.00170790e-04
36,12,7,6.283185,0,2.42031673e-04
36,18,7,6.283185,0,1.47776985e-04
36,21,7,-6.283185,0,1.70784167e-04
36,24,7,-6.283185,0,1.34363687e-04
36,32,7,-6.283185,0,2.68883122e-04
36,39,7,-6.283185,0,1.34364131e-04
36,42,7,-6.283185,0,1.70784144e-04
36,45,7,6.283185,0,1.47777279e-04
36,51,7,6.283185,0,2.42032086e-04
36,54,7,-6.283185,0,2.00170448e-04
36,59,7,-6.283185,0,1.83395655e-04
36,62,7,6.283185,0,1.47115009e-04
37,0,7,-6.283185,0,3.47119869e-04
37,2,7,-6.283185,0,2.40357924e-04
37,4,7,6.283185,0,1.89518295e-04
37,9,7,6.283185,0,2.01664910e-04
37,11,7,-6.283185,0,2.21364517e-04
37,26,7,6.283185,0,1.86438215e-04
37,28,7,-6.283185,0,2.32793706e-04
37,31,7,6.283185,0,4.84936900e-04
37,35,7,-6.283185,0,2.32793631e-04
37,37,7,6.283185,0,1.86437905e-04
37,52,7,-6.283185,0,2.21364972e-04
37,54,7,6.283185,0,2.01664442e-04
37,59,7,6.283185,0,1.89518162e-04
37,61,7,-6.283185,0,2.40357766e-04
38,1,7,6.283185,0,1.05642195e-04
38,3,7,6.283185,0,1.80149645e-04
38,13,7,6.283185,0,1.77038641e-04
38,15,7,-6.283185,0,1.48664092e-04
38,20,7,-6.283185,0,1.77495423e-04
38,23,7,6.283185,0,1.70794622e-04
38,27,7,-6.283185,0,1.60254354e-04
38,29,7,6.283185,0,3.71067807e-04
38,30,7,-6.283185,0,4.15827850e-04
38,32,7,6.283185,0,4.20640532e-04
38,33,7,-6.283185,0,4.15827771e-04
38,34,7,6.283185,0,3.71067655e-04
38,36,7,-6.283185,0,1.60254262e-04
38,40,7,6.283185,0,1.70794137e-04
38,43,7,-6.283185,0,1.77495617e-04
38,48,7,-6.283185,0,1.48664050e-04
38,50,7,6.283185,0,1.77038663e-04
38,60,7,6.283185,0,1.80149405e-04
38,62,7,6.283185,0,1.05642265e-04
39,4,7,-6.283185,0,2.92779919e-04
39,9,7,-6.283185,0,3.07823562e-04
39,10,7,6.283185,0,1.16117681e-04
39,13,7,-6.283185,0,1.57583555e-04
39,17,7,6.283185,0,1.22090014e-04
39,18,7,-6.283185,0,1.81969493e-04
39,21,7,6.283185,0,1.22856064e-04
39,22,7,-6.283185,0,1.30556212e-04
39,25,7,-6.283185,0,1.80128245e-04
39,29,7,6.283185,0,3.44417300e-04
39,32,7,-6.283185,0,2.73250801e-04
39,34,7,6.283185,0,3.44417228e-04
39,38,7,-6.283185,0,1.80128229e-04
39,41,7,-6.283185,0,1.30556201e-04
39,42,7,6.283185,0,1.22855799e-04
39,45,7,-6.283185,0,1.81969253e-04
39,46,7,6.283185,0,1.22089865e-04
39,50,7,-6.283185,0,1.57584100e-04
39,53,7,6.283185,0,1.16117918e-04
39,54,7,-6.283185,0,3.07823420e-04
39,59,7,-6.283185,0,2.92779632e-04
40,0,7,6.283185,0,2.59546315e-04
40,3,7,-6.283185,0,2.41584498e-04
40,23,7,6.283185,0,1.57013309e-04
40,26,7,6.283185,0,2.05237651e-04
40,27,7,-6.283185,0,1.99594131e-04
40,32,7,6.283185,0,2.58641019e-04
40,36,7,-6.283185,0,1.99593830e-04
40,37,7,6.283185,0,2.05237206e-04
40,40,7,6.283185,0,1.57013712e-04
40,60,7,-6.283185,0,2.41584204e-04
41,1,7,-6.283185,0,1.84072170e-04
41,4,7,6.283185,0,3.00941866e-04
41,15,7,6.283185,0,1.68044196e-04
41,25,7,-6.283185,0,1.58127341e-04
41,28,7,6.283185,0,2.66482261e-04
41,30,7,-6.283185,0,2.70424081e-04
41,33,7,-6.283185,0,2.70423971e-04
41,35,7,6.283185,0,2.66482349e-04
41,38,7,-6.283185,0,1.58126747e-04
41,48,7,6.283185,0,1.68044423e-04
41,59,7,6.283185,0,3.00941812e-04
41,62,7,-6.283185,0,1.84072208e-04
42,3,7,6.283185,0,1.95235126e-04
42,5,7,-6.283185,0,5.85547829e-04
42,7,7,-6.283185,0,3.34363923e-04
42,9,7,6.283185,0,2.16632895e-04
42,10,7,-6.283185,0,1.56412086e-04
42,14,7,-6.283185,0,1.56437830e-04
42,17,7,-6.283185,0,2.05667037e-04
42,18,7,6.283185,0,1.69942497e-04
42,20,7,-6.283185,0,1.14225271e-04
42,27,7,6.283185,0,3.09796557e-04
42,29,7,-6.283185,0,3.17214015e-04
42,31,7,6.283185,0,4.49170797e-04
42,34,7,-6.283185,0,3.17213934e-04
42,36,7,6.283185,0,3.09796574e-04
42,43,7,-6.283185,0,1.14225124e-04
42,45,7,6.283185,0,1.69942401e-04
42,46,7,-6.283185,0,2.05666957e-04
42,49,7,-6.283185,0,1.56438296e-04
42,53,7,-6.283185,0,1.56411881e-04
42,54,7,6.283185,0,2.16632769e-04
42,56,7,-6.283185,0,3.34363969e-04
42,58,7,-6.283185,0,5.85547654e-04
42,60,7,6.283185,0,1.95234885e-04
43,1,7,6.283185,0,1.22215506e-04
43,2,7,-6.283185,0,1.75059496e-04
43,4,7,-6.283185,0,3.72695592e-04
43,8,7,6.283185,0,2.37188919e-04
43,11,7,6.283185,0,1.58405762e-04
43,15,7,6.283185,0,2.03724479e-04
43,19,7,6.283185,0,1.68243333e-04
43,25,7,6.283185,0,1.70135288e-04
43,28,7,-6.283185,0,2.31689638e-04
43,30,7,6.283185,0,6.16993283e-04
43,31,7,-6.283185,0,7.40658069e-04
43,33,7,6.283185,0,6.16993298e-04
43,35,7,-6.283185,0,2.31689748e-04
43,38,7,6.283185,0,1.70135419e-04
43,44,7,6.283185,0,1.68243313e-04
43,48,7,6.283185,0,2.03724114e-04
43,52,7,6.283185,0,1.58406058e-04
43,55,7,6.283185,0,2.37188935e-04
43,59,7,-6.283185,0,3.72695269e-04
43,61,7,-6.283185,0,1.75059455e-04
43,62,7,6.283185,0,1.22215518e-04
44,3,7,6.283185,0,1.93724621e-04
44,6,7,6.283185,0,1.97530510e-04
44,9,7,-6.283185,0,2.20742972e-04
44,12,7,6.283185,0,1.11059718e-04
44,13,7,-6.283185,0,1.73513342e-04
44,22,7,6.283185,0,2.25061382e-04
44,23,7,-6.283185,0,1.92880740e-04
44,31,7,6.283185,0,8.20551293e-04
44,40,7,-6.283185,0,1.92880546e-04
44,41,7,6.283185,0,2.25061173e-04
44,50,7,-6.283185,0,1.73513438e-04
44,51,7,6.283185,0,1.11059630e-04
44,54,7,-6.283185,0,2.20742897e-04
44,57,7,6.283185,0,1.97530665e-04
44,60,7,6.283185,0,1.93724714e-04
45,0,7,-6.283185,0,3.43564518e-04
45,2,7,-6.283185,0,2.78343933e-04
45,8,7,-6.283185,0,1.84337214e-04
45,9,7,6.283185,0,2.30047280e-04
45,16,7,-6.283185,0,1.50592622e-04
45,18,7,6.283185,0,1.90230731e-04
45,20,7,-6.283185,0,2.34628328e-04
45,29,7,-6.283185,0,3.33363818e-04
45,34,7,-6.283185,0,3.33364162e-04
45,43,7,-6.283185,0,2.34628450e-04
45,45,7,6.283185,0,1.90230590e-04
45,47,7,-6.283185,0,1.50592824e-04
45,54,7,6.283185,0,2.30047222e-04
45,55,7,-6.283185,0,1.84337238e-04
45,61,7,-6.283185,0,2.78343625e-04
46,3,7,-6.283185,0,2.87179209e-04
46,4,7,6.283185,0,1.71297491e-04
46,6,7,-6.283185,0,1.41770134e-04
46,10,7,-6.283185,0,2.50263570e-04
46,18,7,-6.283185,0,1.45495400e-04
46,22,7,6.283185,0,2.42061289e-04
46,27,7,-6.283185,0,1.24286251e-04
46,32,7,6.283185,0,7.41558980e-04
46,36,7,-6.283185,0,1.24286648e-04
46,41,7,6.283185,0,2.42061291e-04
46,45,7,-6.283185,0,1.45495319e-04
46,53,7,-6.283185,0,2.50263489e-04
46,57,7,-6.283185,0,1.41770058e-04
46,59,7,6.283185,0,1.71297309e-04
46,60,7,-6.283185,0,2.87178931e-04
47,1,7,6.283185,0,1.70849437e-04
47,6,7,6.283185,0,1.28019266e-04
47,8,7,6.283185,0,1.95580090e-04
47,15,7,6.283185,0,1.05842914e-04
47,18,7,6.283185,0,1.77516037e-04
47,19,7,6.283185,0,1.11108609e-04
47,21,7,-6.283185,0,2.49988041e-04
47,24,7,-6.283185,0,1.59113521e-04
47,26,7,6.283185,0,1.64219124e-04
47,30,7,6.283185,0,4.80446610e-04
47,32,7,-6.283185,0,5.30624205e-04
47,33,7,6.283185,0,4.80446418e-04
47,37,7,6.283185,0,1.64219060e-04
47,39,7,-6.283185,0,1.59113595e-04
47,42,7,-6.283185,0,2.49988152e-04
47,44,7,6.283185,0,1.11108520e-04
47,45,7,6.283185,0,1.77516228e-04
47,48,7,6.283185,0,1.05843240e-04
47,55,7,6.283185,0,1.95580151e-04
47,57,7,6.283185,0,1.28019180e-04
47,62,7,6.283185,0,1.70849420e-04
48,2,7,6.283185,0,1.76986085e-04
48,7,7,-6.283185,0,2.16804903e-04
48,9,7,-6.283185,0,2.27830121e-04
48,12,7,6.283185,0,1.30360990e-04
48,14,7,-6.283185,0,1.30835017e-04
48,16,7,-6.283185,0,1.50681246e-04
48,17,7,-6.283185,0,1.37524047e-04
48,19,7,-6.283185,0,1.67328333e-04
48,20,7,6.283185,0,1.29328436e-04
48,25,7,6.283185,0,3.02827564e-04
48,27,7,-6.283185,0,2.35053745e-04
48,36,7,-6.283185,0,2.35053846e-04
48,38,7,6.283185,0,3.02827659e-04
48,43,7,6.283185,0,1.29328321e-04
48,44,7,-6.283185,0,1.67328262e-04
48,46,7,-6.283185,0,1.37524090e-04
48,47,7,-6.283185,0,1.50680960e-04
48,49,7,-6.283185,0,1.30835098e-04
48,51,7,6.283185,0,1.30360854e-04
48,54,7,-6.283185,0,2.27830151e-04
48,56,7,-6.283185,0,2.16804888e-04
48,61,7,6.283185,0,1.76986082e-04
49,3,7,-6.283185,0,2.06626937e-04
49,8,7,6.283185,0,2.32489574e-04
49,10,7,6.283185,0,1.47645322e-04
49,15,7,6.283185,0,1.59287098e-04
49,17,7,6.283185,0,9.34999463e-05
49,23,7,6.283185,0,2.04653930e-04
49,24,7,-6.283185,0,2.95554445e-04
49,39,7,-6.283185,0,2.95554512e-04
49,40,7,6.283185,0,2.04654067e-04
49,46,7,6.283185,0,9.35000147e-05
49,48,7,6.283185,0,1.59286775e-04
49,53,7,6.283185,0,1.47645352e-04
49,55,7,6.283185,0,2.32489511e-04
49,60,7,-6.283185,0,2.06627039e-04
50,0,7,-6.283185,0,1.86624612e-04
50,4,7,6.283185,0,1.89976762e-04
50,13,7,-6.283185,0,2.78603956e-04
50,16,7,-6.283185,0,1.02288479e-04
50,19,7,6.283185,0,1.75561249e-04
50,22,7,-6.283185,0,1.40654148e-04
50,23,7,6.283185,0,1.72407933e-04
50,29,7,6.283185,0,3.16091140e-04
50,31,7,-6.283185,0,1.56809416e-04
50,34,7,6.283185,0,3.16091096e-04
50,40,7,6.283185,0,1.72408027e-04
50,41,7,-6.283185,0,1.40654137e-04
50,44,7,6.283185,0,1.75561303e-04
50,47,7,-6.283185,0,1.02288542e-04
50,50,7,-6.283185,0,2.78603979e-04
50,59,7,6.283185,0,1.89976735e-04
51,2,7,-6.283185,0,2.00765988e-04
51,5,7,-6.283185,0,2.14102346e-04
51,8,7,6.283185,0,2.06403975e-04
51,10,7,-6.283185,0,1.18818848e-04
51,11,7,-6.283185,0,2.14481228e-04
51,14,7,6.283185,0,2.55636764e-04
51,17,7,6.283185,0,1.31423019e-04
51,18,7,-6.283185,0,1.31155568e-04
51,20,7,-6.283185,0,1.85281970e-04
51,24,7,6.283185,0,1.44903811e-04
51,25,7,-6.283185,0,1.16417708e-04
51,38,7,-6.283185,0,1.16417711e-04
51,39,7,6.283185,0,1.44903927e-04
51,43,7,-6.283185,0,1.85282126e-04
51,45,7,-6.283185,0,1.31155391e-04
51,46,7,6.283185,0,1.31422758e-04
51,49,7,6.283185,0,2.55636867e-04
51,52,7,-6.283185,0,2.14481200e-04
51,53,7,-6.283185,0,1.18818874e-04
51,55,7,6.283185,0,2.06404002e-04
51,58,7,-6.283185,0,2.14102393e-04
51,61,7,-6.283185,0,2.00766072e-04
52,0,7,6.283185,0,1.78131994e-04
52,1,7,6.283185,0,1.65976836e-04
52,4,7,6.283185,0,2.33370635e-04
52,8,7,-6.283185,0,1.72180143e-04
52,9,7,6.283185,0,1.23806416e-04
52,12,7,6.283185,0,2.21025544e-04
52,16,7,-6.283185,0,1.30667557e-04
52,17,7,-6.283185,0,1.52870469e-04
52,18,7,6.283185,0,1.85244331e-04
52,24,7,-6.283185,0,9.36388671e-05
52,26,7,-6.283185,0,1.24890176e-04
52,29,7,6.283185,0,2.26142817e-04
52,32,7,-6.283185,0,1.74080486e-04
52,34,7,6.283185,0,2.26142837e-04
52,37,7,-6.283185,0,1.24890095e-04
52,39,7,-6.283185,0,9.36389771e-05
52,45,7,6.283185,0,1.85244166e-04
52,46,7,-6.283185,0,1.52870310e-04
52,47,7,-6.283185,0,1.30667513e-04
52,51,7,6.283185,0,2.21025557e-04
52,54,7,6.283185,0,1.23806292e-04
52,55,7,-6.283185,0,1.72180033e-04
52,59,7,6.283185,0,2.33370688e-04
52,62,7,6.283185,0,1.65976818e-04
53,2,7,-6.283185,0,1.62924673e-04
53,16,7,6.283185,0,1.38821319e-04
53,20,7,6.283185,0,2.87870673e-04
53,25,7,6.283185,0,3.36024264e-04
53,38,7,6.283185,0,3.36024321e-04
53,43,7,6.283185,0,2.87870567e-04
53,47,7,6.283185,0,1.38821366e-04
53,61,7,-6.283185,0,1.62924671e-04
54,1,7,-6.283185,0,1.91311046e-04
54,5,7,-6.283185,0,1.14857787e-04
54,14,7,-6.283185,0,2.16477686e-04
54,16,7,-6.283185,0,1.55323457e-04
54,20,7,6.283185,0,1.97265169e-04
54,22,7,-6.283185,0,2.09544803e-04
54,41,7,-6.283185,0,2.09544902e-04
54,43,7,6.283185,0,1.97265025e-04
54,47,7,-6.283185,0,1.55323513e-04
54,49,7,-6.283185,0,2.16477699e-04
54,58,7,-6.283185,0,1.14857756e-04
54,62,7,-6.283185,0,1.91311015e-04
55,2,7,6.283185,0,1.37965538e-04
55,3,7,6.283185,0,1.14294667e-04
55,9,7,6.283185,0,1.19631084e-04
55,12,7,-6.283185,0,7.64674441e-05
55,13,7,6.283185,0,1.51437106e-04
55,17,7,6.283185,0,1.80515042e-04
55,19,7,-6.283185,0,1.80471356e-04
55,24,7,6.283185,0,1.26913873e-04
55,25,7,-6.283185,0,1.94121570e-04
55,27,7,6.283185,0,3.20687416e-04
55,28,7,-6.283185,0,3.75556316e-04
55,29,7,6.283185,0,4.00336016e-04
55,31,7,-6.283185,0,3.61377099e-04
55,34,7,6.283185,0,4.00336018e-04
55,35,7,-6.283185,0,3.75556309e-04
55,36,7,6.283185,0,3.20687405e-04
55,38,7,-6.283185,0,1.94121542e-04
55,39,7,6.283185,0,1.26913886e-04
55,44,7,-6.283185,0,1.80471303e-04
55,46,7,6.283185,0,1.80515122e-04
55,50,7,6.283185,0,1.51437134e-04
55,51,7,-6.283185,0,7.64674463e-05
55,54,7,6.283185,0,1.19631072e-04
55,60,7,6.283185,0,1.14294715e-04
55,61,7,6.283185,0,1.37965563e-04
56,1,7,-6.283185,0,2.22956301e-04
56,3,7,-6.283185,0,1.43885707e-04
56,7,7,6.283185,0,1.52240278e-04
56,8,7,-6.283185,0,1.12421304e-04
56,11,7,6.283185,0,1.27910978e-04
56,14,7,6.283185,0,1.77156491e-04
56,18,7,-6.283185,0,2.17973724e-04
56,32,7,6.283185,0,1.99924865e-04
56,45,7,-6.283185,0,2.17973700e-04
56,49,7,6.283185,0,1.77156467e-04
56,52,7,6.283185,0,1.27910931e-04
56,55,7,-6.283185,0,1.12421303e-04
