backend_label,actual_backend,L,profile,orientation,dx,dy,dz,n,delta_source_real,delta_source_imag,delta_source_abs,omega,final_tau,samples,z_real,z_imag,z_exact,z_relative_error,fit_residual,residue_ratio,residue_exact,residue_relative_error,tau0_max_abs,tau1_max_abs,max_outside_cone,final_support_radius,movement_events,reaction_events,exact_hop,states_frozen,toggles_valid,backend_valid,execution_valid,causal_pass,mode_pass,advance
wsl2_cuda,gpu,48,full,1,1,0,0,1,-2.0695126627412333e-06,-7.0250488713920149e-07,2.1854966890161998e-06,0.075538987083082362,167,18,0.25517740109607384,-1.1720656550584877e-15,0.25517740109607312,2.8280128369778942e-15,2.7230118225788767e-14,1.0007136915258492,1.0007136915258428,6.4347011511430066e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,0,0,2,2.6484123518288204e-06,2.0321982728550792e-06,3.3382507104042727e-06,0.15086168617564061,167,18,0.25190747322726859,2.3184080955411086e-15,0.25190747322726531,1.3001432155565457e-14,1.9887481478506207e-14,1.0028516662618738,1.0028516662618716,2.2141320834885015e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,0,0,3,1.5002050875321095e-06,2.2452155791806204e-06,2.7002978172143517e-06,0.2257499656675141,167,18,0.24651979507456473,3.6318653845759364e-15,0.24651979507456417,2.251792851542308e-15,3.2626031470568073e-14,1.0064043751317071,1.006404375131702,5.0745267404142544e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,1,0,1,2.0695126627412324e-06,7.025048871391981e-07,2.1854966890161981e-06,0.10677741119984822,167,18,0.25554176696960995,-1.9689534864094595e-16,0.25554176696960984,4.3445853794898007e-16,7.1865880454796103e-15,1.0014268715148282,1.0014268715148289,6.651846817006747e-16,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,1,0,2,2.6484123518288136e-06,2.0321982728550792e-06,3.3382507104042672e-06,0.21294438626678536,167,18,0.25334623382398902,-7.649869822182216e-17,0.25334623382398863,1.5337826529079882e-15,1.0497303159241331e-14,1.0056950613556681,1.005695061355671,2.8702337069591595e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,1,0,3,-1.5002050875321086e-06,-2.2452155791806382e-06,2.7002978172143661e-06,0.31789065382480303,167,18,0.2496875168257085,1.990523075613689e-16,0.24968751682570897,1.8897411911667833e-15,1.1689749064373751e-14,1.0127661575370093,1.0127661575370208,1.1400775361788846e-14,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,1,1,1,-2.0695126627412333e-06,-7.0250488713920149e-07,2.1854966890161998e-06,0.13071264989119702,167,18,0.25590717488159281,-9.1034464870780252e-16,0.25590717488159165,4.5553008679643313e-15,1.2849551818735824e-14,1.0021395323190325,1.0021395323190327,2.2157054757754337e-16,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,1,1,2,2.6484123518288204e-06,2.0321982728550792e-06,3.3382507104042727e-06,0.26029987471541993,167,18,0.25480152368724374,5.0403783750437364e-16,0.25480152368724379,2.1786035824257867e-16,5.6875200357857013e-15,1.0085296947896802,1.0085296947896782,1.9814998553334953e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,1,1,1,1,3,1.5002050875321095e-06,2.2452155791806204e-06,2.7002978172143517e-06,0.38762082949186993,167,18,0.25293770724831988,1.2136317837821351e-15,0.25293770724831927,2.414122711029253e-15,1.3692142785420036e-14,1.0190797437773009,1.0190797437773023,1.3073242184287062e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,-1,1,0,0,1,2.0695126627412333e-06,7.0250488713920149e-07,2.1854966890161998e-06,0.075538987083082362,167,18,0.25517740109607384,-1.1720656550584877e-15,0.25517740109607312,2.8280128369778942e-15,2.7230118225788767e-14,1.0007136915258492,1.0007136915258428,6.4347011511430066e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
wsl2_cuda,gpu,48,full,-1,1,0,0,2,-2.6484123518288204e-06,-2.0321982728550792e-06,3.3382507104042727e-06,0.15086168617564061,167,18,0.25190747322726859,2.3184080955411086e-15,0.25190747322726531,1.3001432155565457e-14,1.9887481478506207e-14,1.0028516662618738,1.0028516662618716,2.2141320834885015e-15,0,0.12813681465428156,0,24,0,0,1,1,1,1,1,1,1,1
