backend_label,actual_backend,L,profile,orientation,dx,dy,dz,n,delta_source_real,delta_source_imag,delta_source_abs,omega,final_tau,samples,z_real,z_imag,z_exact,z_relative_error,fit_residual,residue_ratio,residue_exact,residue_relative_error,tau0_max_abs,tau1_max_abs,max_outside_cone,final_support_radius,movement_events,reaction_events,exact_hop,states_frozen,toggles_valid,backend_valid,execution_valid,causal_pass,mode_pass,advance
windows_msvc,cpu,32,full,1,1,0,0,1,-1.0578212591036171e-05,-3.2088657079842626e-06,1.1054202854707956e-05,0.11324094111196269,111,18,0.25381151634495691,-3.5056376210524181e-16,0.25381151634495458,9.1858257075464458e-15,9.9135282895548137e-15,1.0016050828155647,1.0016050828155723,7.5374183867247548e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,0,0,2,1.4001583857843092e-05,9.3555592308464701e-06,1.6839561723812436e-05,0.2257499656675141,111,18,0.24651979507456484,-1.1042748460777532e-15,0.24651979507456417,2.7021514218507695e-15,1.1005347732690435e-14,1.0064043751317011,1.006404375131702,8.8252638963726157e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,0,0,3,8.6026530091222496e-06,1.0482363021025518e-05,1.3560441486173056e-05,0.3367812122369585,111,18,0.23467868225656108,-6.5705738813978044e-16,0.23467868225655983,5.3221745183392705e-15,1.2831103602695788e-14,1.0143471580587871,1.0143471580587864,6.5671186583685208e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,1,0,1,1.0578212591036188e-05,3.2088657079842626e-06,1.1054202854707973e-05,0.15997535317849593,111,18,0.25462694724380175,9.0584657194695715e-17,0.25462694724380225,1.962087542144387e-15,7.1262155893308756e-15,1.0032075645262477,1.0032075645262442,3.5413545555532552e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,1,0,2,1.4001583857843088e-05,9.3555592308464701e-06,1.6839561723812432e-05,0.31789065382480303,111,18,0.24968751682570939,2.1488727105414595e-16,0.24968751682570897,1.6674186980883382e-15,7.3487881274936646e-15,1.0127661575370219,1.0127661575370208,1.0962284001720044e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,1,0,3,-8.6026530091222903e-06,-1.0482363021025559e-05,1.3560441486173112e-05,0.47168867280700144,111,18,0.24146093303286295,6.1929898268958619e-17,0.24146093303286295,0,6.4071834277176577e-15,1.0284707475111363,1.0284707475111365,2.1589783225470586e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,1,1,1,-1.0578212591036171e-05,-3.2088657079842626e-06,1.1054202854707956e-05,0.19571770908907202,111,18,0.25544763456825342,-1.1053160848419152e-17,0.25544763456825281,2.3904024970749313e-15,5.5907571475742755e-15,1.0048073579388346,1.0048073579388339,6.6294679225034479e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,1,1,2,1.4001583857843092e-05,9.3555592308464701e-06,1.6839561723812436e-05,0.38762082949186993,111,18,0.25293770724831988,-2.7468338555606306e-16,0.25293770724831927,2.414122711029253e-15,5.1593907976031631e-15,1.0190797437773023,1.0190797437773023,0,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,1,1,1,1,3,8.6026530091222496e-06,1.0482363021025518e-05,1.3560441486173056e-05,0.57178367265481389,111,18,0.24864686652849471,1.2218782038321134e-16,0.24864686652849494,8.9301187674361862e-16,7.5764900310857741e-15,1.0423066813847088,1.0423066813847057,2.9824470325956529e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,0,0,1,1.0578212591036171e-05,3.2088657079842626e-06,1.1054202854707956e-05,0.11324094111196269,111,18,0.25381151634495691,-3.5056376210524181e-16,0.25381151634495458,9.1858257075464458e-15,9.9135282895548137e-15,1.0016050828155647,1.0016050828155723,7.5374183867247548e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,0,0,2,-1.4001583857843092e-05,-9.3555592308464701e-06,1.6839561723812436e-05,0.2257499656675141,111,18,0.24651979507456484,-1.1042748460777532e-15,0.24651979507456417,2.7021514218507695e-15,1.1005347732690435e-14,1.0064043751317011,1.006404375131702,8.8252638963726157e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,0,0,3,-8.6026530091222496e-06,-1.0482363021025518e-05,1.3560441486173056e-05,0.3367812122369585,111,18,0.23467868225656108,-6.5705738813978044e-16,0.23467868225655983,5.3221745183392705e-15,1.2831103602695788e-14,1.0143471580587871,1.0143471580587864,6.5671186583685208e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,1,0,1,-1.0578212591036188e-05,-3.2088657079842626e-06,1.1054202854707973e-05,0.15997535317849593,111,18,0.25462694724380175,9.0584657194695715e-17,0.25462694724380225,1.962087542144387e-15,7.1262155893308756e-15,1.0032075645262477,1.0032075645262442,3.5413545555532552e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,1,0,2,-1.4001583857843088e-05,-9.3555592308464701e-06,1.6839561723812432e-05,0.31789065382480303,111,18,0.24968751682570939,2.1488727105414595e-16,0.24968751682570897,1.6674186980883382e-15,7.3487881274936646e-15,1.0127661575370219,1.0127661575370208,1.0962284001720044e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,1,0,3,8.6026530091222903e-06,1.0482363021025559e-05,1.3560441486173112e-05,0.47168867280700144,111,18,0.24146093303286295,6.1929898268958619e-17,0.24146093303286295,0,6.4071834277176577e-15,1.0284707475111363,1.0284707475111365,2.1589783225470586e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,1,1,1,1.0578212591036171e-05,3.2088657079842626e-06,1.1054202854707956e-05,0.19571770908907202,111,18,0.25544763456825342,-1.1053160848419152e-17,0.25544763456825281,2.3904024970749313e-15,5.5907571475742755e-15,1.0048073579388346,1.0048073579388339,6.6294679225034479e-16,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,1,1,2,-1.4001583857843092e-05,-9.3555592308464701e-06,1.6839561723812436e-05,0.38762082949186993,111,18,0.25293770724831988,-2.7468338555606306e-16,0.25293770724831927,2.414122711029253e-15,5.1593907976031631e-15,1.0190797437773023,1.0190797437773023,0,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
windows_msvc,cpu,32,full,-1,1,1,1,3,-8.6026530091222496e-06,-1.0482363021025518e-05,1.3560441486173056e-05,0.57178367265481389,111,18,0.24864686652849471,1.2218782038321134e-16,0.24864686652849494,8.9301187674361862e-16,7.5764900310857741e-15,1.0423066813847088,1.0423066813847057,2.9824470325956529e-15,0,0.12813681465428156,0,16,2,0,1,1,1,1,1,1,1,1
