ftd_id,verdict,common_one_step_pass,momentum_pass,inward_response_pass,one_step_forward_arms,one_step_reverse_arms,repeated_forward_steps,repeated_reverse_steps,site_hops,worst_one_step_gate,worst_one_step_inverse,worst_pseudomomentum_defect,worst_cumulative_pseudomomentum_drift,worst_repeated_gate,repeated_state_recovery,repeated_energy_drift,rest_inward_impulse,rest_separation_before,rest_separation_after_one_step,rest_separation_after_repeated,minimum_internal_pair_distance,maximum_internal_pair_distance
FTD-0601,NEUTRAL_TRIMER_PAIR_NONATTRACTIVE_SELECTED_DYNAMICS,1,0,0,20,20,48,48,9,6.0880120389406045e-15,1.7763568394002505e-15,0.010257910834695126,0.011274160531201052,6.1064434758728581e-15,8.5118729518539291e-15,1.3322676295501878e-15,-0.0017265171091662502,6.6413803786060415,6.6425067244222342,6.5730302380854306,1.4133298698462007,1.4152288928636878
