FTD-0454 paired J/W recoil capacity v1
protocol,L,11,directions,26,work,0.0001,speed,0.14999999999999999,gate,9.9999999999999998e-13,positive_gate,1e-08
event,W_event=W_control+S,J_event=J_control+S
direction,dx,-1,dy,-1,dz,-1,shell,3,scale,-0.0011706237618338356,work_residual,-1.3552527156068805e-20,recoil_mag,0.00066407771907017873,minimum_energy,0.021540825946699614,direct_minimum_residual,1.7347234759768071e-17,momentum_residual,1.1588797589976552e-18,null_norm,0.10273166123344755,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,-1,dz,0,shell,2,scale,-0.00150508769378636,work_residual,-4.0657581468206416e-20,recoil_mag,0.00066407771907021451,minimum_energy,0.019028735820376237,direct_minimum_residual,-3.4694469519536142e-17,momentum_residual,6.1331736667334967e-19,null_norm,0.10301324896320833,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,-1,dz,1,shell,3,scale,-0.0011706237618338356,work_residual,-1.3552527156068805e-20,recoil_mag,0.00066407771907017873,minimum_energy,0.021540825946699614,direct_minimum_residual,1.0408340855860843e-17,momentum_residual,9.0872701151261981e-19,null_norm,0.10273166123344755,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,0,dz,-1,shell,2,scale,-0.00150508769378636,work_residual,-4.0657581468206416e-20,recoil_mag,0.00066407771907021451,minimum_energy,0.019028735820376237,direct_minimum_residual,-3.4694469519536142e-17,momentum_residual,6.9422864573289529e-19,null_norm,0.10301324896320833,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,0,dz,0,shell,1,scale,-0.0026339034641261303,work_residual,-1.3552527156068805e-20,recoil_mag,0.00066407771907020519,minimum_energy,0.010562417576577769,direct_minimum_residual,-5.2041704279304213e-18,momentum_residual,1.3010426072518698e-18,null_norm,0.10324307683287261,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,0,dz,1,shell,2,scale,-0.00150508769378636,work_residual,-4.0657581468206416e-20,recoil_mag,0.00066407771907021451,minimum_energy,0.019028735820376237,direct_minimum_residual,-2.0816681711721685e-17,momentum_residual,3.9091487843448928e-19,null_norm,0.10301324896320833,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,1,dz,-1,shell,3,scale,-0.0011706237618338356,work_residual,-1.3552527156068805e-20,recoil_mag,0.00066407771907017873,minimum_energy,0.021540825946699614,direct_minimum_residual,-1.0408340855860843e-17,momentum_residual,7.8370644906409011e-19,null_norm,0.10273166123344757,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,1,dz,0,shell,2,scale,-0.00150508769378636,work_residual,-4.0657581468206416e-20,recoil_mag,0.00066407771907021451,minimum_energy,0.019028735820376237,direct_minimum_residual,-6.9388939039072284e-18,momentum_residual,3.4285483091569348e-19,null_norm,0.10301324896320833,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,-1,dy,1,dz,1,shell,3,scale,-0.0011706237618338356,work_residual,-1.3552527156068805e-20,recoil_mag,0.00066407771907017873,minimum_energy,0.021540825946699614,direct_minimum_residual,-3.4694469519536142e-18,momentum_residual,8.9897295075565139e-19,null_norm,0.10273166123344757,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
direction,dx,0,dy,-1,dz,-1,shell,2,scale,-0.00150508769378636,work_residual,-4.0657581468206416e-20,recoil_mag,0.00066407771907021451,minimum_energy,0.019028735820376237,direct_minimum_residual,-1.3877787807814457e-17,momentum_residual,4.8487157340374736e-19,null_norm,0.10301324896320833,zero_solution,false,zero_energy_residual,0,zero_momentum_residual,0
