tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,76834.9,0,0,0,0,0,0
300,77213.6,0,0,0,0,0,0
350,77606.5,0,0,0,0,0,0
400,78370.2,0,0,0,0,0,0
450,79096.1,0,0,0,0,0,0
500,79971.1,0,0,0,0,0,0
550,81232.2,0,0,0,0,0,0
600,81806.7,0,0,0,0,0,0
650,83076,0,0,0,0,0,0
700,81963.8,0,0,0,0,0,0
750,81938.2,0,0,0,0,0,0
800,83963.5,0,0,0,0,0,0
850,83341,0,0,0,0,0,0
900,81936.2,0,0,0,0,0,0
950,83173.3,0,0,0,0,0,0
1000,84905.4,0,0,0,0,0,0
1050,88935.4,0,0,0,0,0,0
1100,96114,0,0,0,0,0,0
1150,104996,0,0,0,0,0,0
1200,110880,0,0,0,0,0,0
1250,115710,0,0,0,0,0,0
1300,118504,0,0,0,0,0,0
1350,114325,0,0,0,0,0,0
1400,118155,0,0,0,0,0,0
1450,122326,0,0,0,0,0,0
1500,129591,1,1,0,1,1,0.524351
1550,136022,1,1,0,1,1,0.353172
1600,136403,2,1,1,2,1,1.53464
1650,135208,3,2,1,3,1,1.58846
1700,141486,3,2,1,3,1,0.622494
1750,146495,7,2,5,7,1,3.31686
1800,148628,12,6,6,12,1,6.18963
1850,143045,15,8,7,15,1,6.02328
1900,136548,18,10,8,18,1,7.35996
1950,138297,21,11,10,21,1,7.77677
2000,142577,22,11,11,22,1,8.173
2050,142119,25,14,11,25,1,9.89995
2100,144317,28,16,12,28,1,11.9591
2150,145080,31,18,13,31,1,12.9478
2200,148403,34,20,14,34,1,13.4811
2250,153689,39,23,16,39,1,16.8941
2300,158024,48,26,22,47,2,23.9676
2350,162933,61,30,31,60,2,30.4337
2400,163305,76,36,40,75,2,37.7087
2450,162775,91,48,43,88,2,41.912
2500,168449,113,56,57,108,2,58.5392
2550,166449,137,65,72,128,2,67.4848
2600,157122,154,71,83,145,2,67.0754
2650,156150,163,77,86,154,2,67.964
2700,156003,175,83,92,162,2,79.4357
