cluster_id,max_age_ticks,max_total_energy
126,100,1.31154
125,150,0.692997
124,150,0.55806
123,150,1.05709
122,150,0.728032
121,150,1.31197
120,150,1.5428
119,150,2.27581
118,150,1.26738
117,150,2.33644
116,150,1.90295
115,150,0.936381
114,150,0.618829
113,150,0.657788
112,150,1.57147
111,150,1.13609
110,150,0.666874
109,150,0.996932
108,150,1.72926
107,150,1.59269
106,150,2.39315
105,150,1.26653
104,150,0.605842
103,150,1.83376
102,150,1.06936
101,150,1.56453
100,150,0.832351
99,150,0.904762
98,150,1.43895
97,150,0.998724
96,200,1.91198
95,200,0.971875
94,200,4.83311
93,200,1.3448
92,200,0.958304
91,200,0.821113
90,200,1.32563
89,200,0.967208
88,200,1.44347
87,200,1.6533
86,150,1.23391
85,200,1.17253
84,200,1.18306
83,200,0.914729
82,200,1.38559
81,200,1.13457
80,200,1.26688
79,200,2.6673
78,200,1.88496
77,200,0.824999
76,250,2.77394
75,250,1.02008
74,200,1.14705
73,250,0.797463
72,250,1.26031
71,250,1.05254
70,250,1.52163
69,250,2.47652
68,250,0.725805
67,250,1.58074
66,250,1.11159
65,250,1.78198
64,250,0.660424
63,250,1.06428
62,250,1.03342
61,250,1.57364
60,300,1.61455
59,300,0.742476
28,350,1.54778
27,350,1.42586
26,400,0.903208
25,400,1.2506
24,400,1.23268
23,400,1.63196
22,400,1.25332
21,400,1.31465
20,400,4.05651
19,400,0.985902
18,400,2.26858
17,450,1.06104
16,450,2.32048
15,450,1.43213
14,500,2.21449
13,500,0.963035
0,1450,1.64333
1,1000,2.47963
2,850,1.53674
3,800,1.49011
4,750,0.964874
5,650,1.03617
6,650,0.80654
7,650,2.63337
8,650,1.42618
9,600,0.842993
10,600,3.13296
11,600,0.845015
12,550,1.46243
29,350,0.672579
30,350,0.75481
31,350,2.1089
32,350,2.60748
33,350,1.2868
34,350,1.14472
35,350,0.969287
36,350,1.27701
37,350,1.43182
38,350,1.77428
39,350,1.15238
40,350,1.22874
41,350,2.63777
42,350,1.88393
43,350,0.595194
44,300,2.2682
45,300,1.07523
46,300,1.50254
47,300,0.970101
48,300,2.04508
49,300,1.59827
50,300,1.61404
51,300,0.825543
52,300,1.02793
53,300,1.38697
54,300,1.50551
55,300,1.03366
56,300,1.95123
57,300,1.05598
58,300,2.15995
127,150,0.417677
128,150,1.07899
129,150,1.15125
130,100,4.26084
131,100,1.64589
132,100,0.808908
133,100,2.69214
134,100,1.14115
135,100,0.750913
136,100,1.00142
137,100,0.825552
138,100,1.41894
139,100,1.5032
140,100,1.60834
141,100,0.74898
142,100,1.53682
143,100,1.13484
144,100,1.51462
145,100,1.15108
146,100,0.777014
147,100,0.955013
148,100,1.14866
149,100,0.94384
150,100,0.593504
151,100,0.90976
152,100,0.760008
153,100,4.4655
154,100,1.09022
155,100,1.00691
156,100,1.26321
157,100,1.03205
158,100,0.934797
159,100,0.995846
160,100,0.603617
161,100,1.03591
162,100,1.14422
163,100,0.268927
164,100,1.18801
165,100,2.18913
166,100,1.01299
167,100,0.736855
168,100,1.74479
169,100,0.813545
170,100,0.937681
171,100,1.97249
172,100,1.15912
173,100,1.56755
174,100,2.5049
175,100,1.23777
176,100,0.738878
177,100,1.21348
178,100,1.62091
179,100,0.719364
180,100,0.783569
181,100,1.19804
182,100,0.700971
183,100,1.05086
184,100,0.892466
185,100,1.83152
186,100,2.86329
187,100,1.55777
188,100,0.805375
189,100,1.68627
190,100,1.59935
191,100,1.21799
192,100,0.714969
193,100,0.809809
194,100,0.637256
195,100,1.22187
196,100,0.627999
198,100,2.38213
