tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
1250,0,1,0.839256,0.70435,42,37,28,-1,0,1250
1300,0,1,0.260561,0.067892,42,37,28,-1,50,1250
1350,0,1,0.568938,0.32369,42,37,28,-1,100,1250
1400,0,1,0.875217,0.766004,42,37,28,-1,150,1250
1450,0,1,0.264454,0.0699359,42,37,28,-1,200,1250
1500,0,1,0.307913,0.0948102,42,37,28,-1,250,1250
1550,0,1,0.457307,0.20913,42,37,28,-1,300,1250
1600,0,1,0.378352,0.14315,42,37,28,-1,350,1250
1650,0,1,0.145769,0.0212486,42,37,28,-1,400,1250
1700,1,1,0.153579,0.0235866,50,21,14,-1,0,1700
1700,0,1,0.464909,0.216141,42,37,28,-1,450,1250
1750,1,1,0.465675,0.216853,50,21,14,-1,50,1700
1750,0,1,0.796115,0.633799,42,37,28,-1,500,1250
1800,1,1,0.275397,0.0758434,50,21,14,-1,100,1700
1800,0,1,0.241461,0.0583032,42,37,28,-1,550,1250
1850,1,1,0.639561,0.409038,50,21,14,-1,150,1700
1850,0,1,0.693712,0.481237,42,37,28,-1,600,1250
1850,2,1,0.834974,0.697182,2,54,58,-1,0,1850
1900,1,1,0.808138,0.653087,50,21,14,-1,200,1700
1900,0,1,0.73265,0.536776,42,37,28,-1,650,1250
1900,3,1,0.201258,0.0405047,26,30,38,1,0,1900
1900,2,1,0.259026,0.0670947,2,54,58,-1,50,1850
1950,1,1,0.550189,0.302708,50,21,14,-1,250,1700
1950,0,1,0.567604,0.322174,42,37,28,-1,700,1250
1950,3,1,0.0677549,0.00459073,26,30,38,1,50,1900
1950,4,1,0.779414,0.607487,43,2,55,-1,0,1950
1950,2,1,0.747074,0.55812,2,54,58,-1,100,1850
2000,1,1,0.322117,0.103759,50,21,14,-1,300,1700
2000,0,1,0.416943,0.173841,42,37,28,-1,750,1250
2000,3,1,0.487081,0.237248,26,30,38,1,100,1900
2000,4,1,0.709314,0.503126,43,2,55,-1,50,1950
2000,2,1,0.822025,0.675725,2,54,58,-1,150,1850
2050,5,1,0.586289,0.343734,4,43,11,1,0,2050
