tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,76924.7,0,0,0,0,0,0
300,77773.5,0,0,0,0,0,0
350,78058.2,0,0,0,0,0,0
400,78298.6,0,0,0,0,0,0
450,78438.5,0,0,0,0,0,0
500,79104.5,0,0,0,0,0,0
550,79799.6,0,0,0,0,0,0
600,80708.2,0,0,0,0,0,0
650,81073.3,0,0,0,0,0,0
700,81496.6,0,0,0,0,0,0
750,82395.3,0,0,0,0,0,0
800,85740.2,0,0,0,0,0,0
850,88944.9,0,0,0,0,0,0
900,91703.3,0,0,0,0,0,0
950,94431,0,0,0,0,0,0
1000,96793,0,0,0,0,0,0
1050,99334.1,0,0,0,0,0,0
1100,104062,0,0,0,0,0,0
1150,105748,0,0,0,0,0,0
1200,106211,0,0,0,0,0,0
1250,106352,1,0,1,1,1,0.70435
1300,104914,1,0,1,1,1,0.067892
1350,107238,1,0,1,1,1,0.32369
1400,109071,1,0,1,1,1,0.766004
1450,109297,1,0,1,1,1,0.0699359
1500,110144,1,0,1,1,1,0.0948102
1550,108429,1,0,1,1,1,0.20913
1600,111679,1,0,1,1,1,0.14315
1650,114045,1,0,1,1,1,0.0212486
1700,113755,2,0,2,2,1,0.239727
1750,113951,2,0,2,2,1,0.850652
1800,118622,2,0,2,2,1,0.134147
1850,124849,3,0,3,3,1,1.58746
1900,128337,4,1,3,4,1,1.29746
1950,133085,5,1,4,5,1,1.79508
2000,137272,5,1,4,5,1,1.6937
2050,140978,9,3,6,9,1,4.27376
2100,146865,13,5,8,12,2,6.33837
2150,146150,14,6,8,13,2,7.93128
2200,150825,16,7,9,15,2,7.97417
2250,149707,19,9,10,18,2,7.31285
2300,162339,28,12,16,27,2,12.8421
2350,170026,48,22,26,44,3,25.6575
2400,172809,67,30,37,61,3,30.9216
2450,173581,89,45,44,77,3,46.5961
2500,176273,111,56,55,97,3,58.3342
2550,186700,152,78,74,130,3,92.477
2600,199410,240,130,110,199,3,154.217
2650,206254,388,209,179,325,3,273.062
2700,214609,649,349,300,491,7,448.523
