tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
1500,0,1,0.626744,0.392808,26,13,30,-1,0,1500
1550,0,1,0.157318,0.0247488,26,13,30,-1,50,1500
1600,0,1,0.42328,0.179166,26,13,30,-1,100,1500
1650,0,1,0.497465,0.247471,26,13,30,-1,150,1500
1700,0,1,0.755433,0.570679,26,13,30,-1,200,1500
1750,0,1,0.751667,0.565004,26,13,30,-1,250,1500
1800,1,1,0.737711,0.544218,32,20,2,-1,0,1800
1800,0,1,0.860979,0.741285,26,13,30,-1,300,1500
1850,1,1,0.416703,0.173641,32,20,2,-1,50,1800
1850,0,1,0.462596,0.213995,26,13,30,-1,350,1500
1900,1,1,0.336903,0.113504,32,20,2,-1,100,1800
1900,0,1,0.693502,0.480945,26,13,30,-1,400,1500
1950,1,1,0.67628,0.457354,32,20,2,-1,150,1800
1950,0,1,0.765283,0.585659,26,13,30,-1,450,1500
2000,1,1,0.325491,0.105944,32,20,2,-1,200,1800
2000,0,1,0.448524,0.201174,26,13,30,-1,500,1500
2000,2,1,0.77494,0.600532,39,27,37,1,0,2000
2050,1,1,0.485776,0.235979,32,20,2,-1,250,1800
2050,3,1,0.502208,0.252213,9,5,12,1,0,2050
2050,0,2,1.13539,0.648325,25.5,13,29.5,0,550,1500
2050,2,1,0.861809,0.742714,39,27,37,1,50,2000
2100,1,1,0.890572,0.793118,32,20,2,-1,300,1800
2100,3,1,0.366192,0.134097,9,5,12,1,50,2050
2100,4,1,0.479841,0.230247,21,44,16,1,0,2100
2100,0,2,0.930053,0.440655,25.5,13,29.5,0,600,1500
2100,2,1,0.400861,0.160689,39,27,37,1,100,2000
2150,1,1,0.557643,0.310965,32,20,2,-1,350,1800
2150,5,1,0.796274,0.634052,39,10,3,-1,0,2150
2150,3,1,0.309084,0.0955327,9,5,12,1,100,2050
2150,4,1,0.555478,0.308555,21,44,16,1,50,2100
2150,0,2,1.24208,0.821884,25.5,13,29.5,0,650,1500
2150,2,1,0.723003,0.522733,39,27,37,1,150,2000
2200,1,1,0.457611,0.209408,32,20,2,-1,400,1800
2200,5,1,0.414341,0.171678,39,10,3,-1,50,2150
2200,3,1,0.794331,0.630962,9,5,12,1,150,2050
2200,4,1,0.319163,0.101865,21,44,16,1,100,2100
2200,0,2,1.38206,0.957486,25.5,13,29.5,0,700,1500
2200,6,1,0.791771,0.626901,5,53,36,1,0,2200
2200,2,1,0.534059,0.285219,39,27,37,1,200,2000
2250,1,1,0.472694,0.22344,32,20,2,-1,450,1800
2250,5,1,0.616795,0.380436,39,10,3,-1,100,2150
2250,3,1,0.848142,0.719345,9,5,12,1,200,2050
2250,4,1,0.619107,0.383293,21,44,16,1,150,2100
2250,0,2,1.48192,1.22063,25.5,13,29.5,0,750,1500
2250,6,1,0.525663,0.276322,5,53,36,1,50,2200
2250,2,1,0.814612,0.663592,39,27,37,1,250,2000
2300,1,1,0.467811,0.218847,32,20,2,-1,500,1800
2300,5,1,0.535538,0.286801,39,10,3,-1,150,2150
2300,3,1,0.500814,0.250815,9,5,12,1,250,2050
2300,4,1,0.789957,0.624031,21,44,16,1,200,2100
2300,0,2,1.04565,0.558985,25.5,13,29.5,0,800,1500
2300,6,1,0.3428,0.117512,5,53,36,1,100,2200
2300,2,1,0.530767,0.281714,39,27,37,1,300,2000
2350,1,1,0.192628,0.0371056,32,20,2,-1,550,1800
2350,5,1,0.18228,0.0332261,39,10,3,-1,200,2150
2350,3,1,0.55657,0.30977,9,5,12,1,300,2050
2350,4,1,0.287942,0.0829104,21,44,16,1,250,2100
2350,0,2,1.1764,0.693767,25.5,13,29.5,0,850,1500
2350,7,1,0.568636,0.323347,50,35,32,1,0,2350
2350,6,1,0.967349,0.935764,5,53,36,1,150,2200
2350,2,1,0.384485,0.147829,39,27,37,1,350,2000
2400,1,1,0.136908,0.0187438,32,20,2,-1,600,1800
2400,5,1,0.473867,0.224549,39,10,3,-1,250,2150
2400,3,1,0.503039,0.253048,9,5,12,1,350,2050
2400,4,1,0.287185,0.0824754,21,44,16,1,300,2100
2400,0,2,1.42456,1.02382,25.5,13,29.5,0,900,1500
2400,7,1,0.592627,0.351207,50,35,32,1,50,2350
2400,6,1,0.52775,0.27852,5,53,36,1,200,2200
2400,2,1,0.548368,0.300708,39,27,37,1,400,2000
2450,1,1,0.687312,0.472398,32,20,2,-1,650,1800
2450,5,1,0.668441,0.446813,39,10,3,-1,300,2150
2450,3,1,0.587336,0.344964,9,5,12,1,400,2050
2450,4,1,0.586492,0.343973,21,44,16,1,350,2100
2450,8,1,0.40295,0.162369,23,22,24,1,0,2450
2450,9,1,0.576912,0.332828,30,41,25,1,0,2450
2450,0,2,1.55837,1.21729,25.5,13,29.5,0,950,1500
2450,7,1,0.179101,0.0320772,50,35,32,1,100,2350
2450,6,1,0.36523,0.133393,5,53,36,1,250,2200
2450,2,1,0.320893,0.102972,39,27,37,1,450,2000
2500,1,1,0.410267,0.168319,32,20,2,-1,700,1800
2500,5,1,0.614903,0.378106,39,10,3,-1,350,2150
2500,3,1,0.624357,0.389822,9,5,12,1,450,2050
2500,4,1,0.711466,0.506184,21,44,16,1,400,2100
2500,8,1,0.671669,0.451139,23,22,24,1,50,2450
2500,9,1,0.518165,0.268495,30,41,25,1,50,2450
2500,0,2,0.801224,0.355099,25.5,13,29.5,0,1000,1500
2500,7,1,0.823231,0.67771,50,35,32,1,150,2350
2500,6,1,0.485368,0.235582,5,53,36,1,300,2200
2500,2,1,0.551891,0.304584,39,27,37,1,500,2000
2550,1,1,0.486882,0.237054,32,20,2,-1,750,1800
2550,5,1,0.80492,0.647897,39,10,3,-1,400,2150
2550,10,1,1.03326,1.06763,36,47,5,-1,0,2550
2550,3,1,0.722442,0.521922,9,5,12,1,500,2050
2550,4,1,0.539605,0.291174,21,44,16,1,450,2100
2550,8,1,0.422452,0.178466,23,22,24,1,100,2450
2550,9,1,0.287764,0.082808,30,41,25,1,100,2450
2550,0,2,0.997272,0.522913,25.5,13,29.5,0,1050,1500
2550,7,1,0.761722,0.580221,50,35,32,1,200,2350
2550,6,1,0.667241,0.44521,5,53,36,1,350,2200
2550,2,1,0.775887,0.602001,39,27,37,1,550,2000
2600,1,1,0.636979,0.405743,32,20,2,-1,800,1800
2600,5,1,0.990874,0.981831,39,10,3,-1,450,2150
