tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,78314.9,0,0,0,0,0,0
300,80254.4,0,0,0,0,0,0
350,82251.2,0,0,0,0,0,0
400,82679.3,0,0,0,0,0,0
450,80847.9,0,0,0,0,0,0
500,80787.1,0,0,0,0,0,0
550,83485.7,0,0,0,0,0,0
600,85962.4,0,0,0,0,0,0
650,87707.5,0,0,0,0,0,0
700,90307.6,0,0,0,0,0,0
750,89689.9,0,0,0,0,0,0
800,90830.6,0,0,0,0,0,0
850,93323.6,0,0,0,0,0,0
900,96566.5,0,0,0,0,0,0
950,101683,0,0,0,0,0,0
1000,102920,0,0,0,0,0,0
1050,102947,0,0,0,0,0,0
1100,101333,0,0,0,0,0,0
1150,99179.6,0,0,0,0,0,0
1200,96570.9,0,0,0,0,0,0
1250,96874.7,0,0,0,0,0,0
1300,99308.9,0,0,0,0,0,0
1350,102400,0,0,0,0,0,0
1400,108172,0,0,0,0,0,0
1450,113473,0,0,0,0,0,0
1500,117020,1,0,1,1,1,0.392808
1550,117299,1,0,1,1,1,0.0247488
1600,116504,1,0,1,1,1,0.179166
1650,115406,1,0,1,1,1,0.247471
1700,115338,1,0,1,1,1,0.570679
1750,116738,1,0,1,1,1,0.565004
1800,117163,2,0,2,2,1,1.2855
1850,115980,2,0,2,2,1,0.387637
1900,114135,2,0,2,2,1,0.594448
1950,116309,2,0,2,2,1,1.04301
2000,121706,3,1,2,3,1,0.90765
2050,130493,5,3,2,4,2,1.87923
2100,130549,6,4,2,5,2,1.75881
2150,131230,7,4,3,6,2,2.69372
2200,127751,8,5,3,7,2,2.98352
2250,123564,8,5,3,7,2,3.86706
2300,119411,8,5,3,7,2,2.3387
2350,112867,9,6,3,8,2,2.56372
2400,116927,9,6,3,8,2,2.53307
2450,124557,11,8,3,10,2,3.58908
2500,129176,11,8,3,10,2,3.73504
2550,132378,12,8,4,11,2,5.17729
2600,141696,15,10,5,13,2,7.93276
2650,156399,18,12,6,16,2,9.98574
2700,161527,21,12,9,19,2,9.41386
