x,z,density,Jx,Jy,Jz,state
4,41,1.36936419e-03,0.00000000e+00,0.00000000e+00,1.36936419e-03,0
4,42,1.85770255e-05,0.00000000e+00,0.00000000e+00,-1.85770255e-05,0
4,43,9.36862096e-05,0.00000000e+00,0.00000000e+00,-9.36862096e-05,0
4,44,1.38724951e-04,0.00000000e+00,0.00000000e+00,1.38724951e-04,0
4,45,4.38865958e-04,0.00000000e+00,0.00000000e+00,-4.38865958e-04,0
4,46,3.09994032e-04,0.00000000e+00,0.00000000e+00,3.09994032e-04,0
4,47,9.70312933e-04,0.00000000e+00,0.00000000e+00,-9.70312933e-04,0
4,48,2.04394977e-04,0.00000000e+00,0.00000000e+00,-2.04394977e-04,0
4,49,1.67932662e-03,0.00000000e+00,0.00000000e+00,-1.67932662e-03,0
4,50,1.34851560e-03,0.00000000e+00,0.00000000e+00,-1.34851560e-03,0
4,51,2.50543397e-04,0.00000000e+00,0.00000000e+00,-2.50543397e-04,0
4,52,1.17904048e-04,0.00000000e+00,0.00000000e+00,1.17904048e-04,0
4,53,1.54135502e-03,0.00000000e+00,0.00000000e+00,1.54135502e-03,0
4,54,1.53727074e-04,0.00000000e+00,0.00000000e+00,-1.53727074e-04,0
4,55,4.14759327e-04,0.00000000e+00,0.00000000e+00,4.14759327e-04,0
4,56,2.05070976e-03,0.00000000e+00,0.00000000e+00,2.05070976e-03,0
4,57,1.67678023e-04,0.00000000e+00,0.00000000e+00,1.67678023e-04,0
4,58,5.04311088e-04,0.00000000e+00,0.00000000e+00,-5.04311088e-04,0
4,59,8.64875167e-04,0.00000000e+00,0.00000000e+00,8.64875167e-04,0
4,60,4.32978784e-04,0.00000000e+00,0.00000000e+00,4.32978784e-04,0
4,61,3.12279915e-04,0.00000000e+00,0.00000000e+00,3.12279915e-04,0
4,62,2.19372281e-03,0.00000000e+00,0.00000000e+00,2.19372281e-03,0
4,63,1.28684240e-03,0.00000000e+00,0.00000000e+00,-1.28684240e-03,0
5,0,5.67573997e-04,0.00000000e+00,0.00000000e+00,-5.67573997e-04,0
5,1,1.68361865e-03,0.00000000e+00,0.00000000e+00,1.68361865e-03,0
5,2,1.06241985e-03,0.00000000e+00,0.00000000e+00,-1.06241985e-03,0
5,3,5.02636554e-03,0.00000000e+00,0.00000000e+00,-5.02636554e-03,0
5,4,2.11072392e-04,0.00000000e+00,0.00000000e+00,2.11072392e-04,0
5,5,3.11014356e-03,0.00000000e+00,0.00000000e+00,3.11014356e-03,0
5,6,2.83393302e-03,0.00000000e+00,0.00000000e+00,2.83393302e-03,0
