x,y,density,Jx,Jy,Jz,state
0,0,1.60011594e-05,0.00000000e+00,0.00000000e+00,1.60011594e-05,0
0,1,3.32843745e-05,0.00000000e+00,0.00000000e+00,3.32843745e-05,0
0,2,1.04773854e-04,0.00000000e+00,0.00000000e+00,1.04773854e-04,0
0,3,2.86014594e-04,0.00000000e+00,0.00000000e+00,2.86014594e-04,0
0,4,6.35565518e-04,0.00000000e+00,0.00000000e+00,6.35565518e-04,0
0,5,1.11609199e-03,0.00000000e+00,0.00000000e+00,1.11609199e-03,0
0,6,1.48225212e-03,0.00000000e+00,0.00000000e+00,1.48225212e-03,0
0,7,1.35927919e-03,0.00000000e+00,0.00000000e+00,1.35927919e-03,0
0,8,6.03911887e-04,0.00000000e+00,0.00000000e+00,6.03911887e-04,0
0,9,4.63672929e-04,0.00000000e+00,0.00000000e+00,-4.63672929e-04,0
0,10,1.39446319e-03,0.00000000e+00,0.00000000e+00,-1.39446319e-03,0
0,11,2.00888953e-03,0.00000000e+00,0.00000000e+00,-2.00888953e-03,0
0,12,2.26768432e-03,0.00000000e+00,0.00000000e+00,-2.26768432e-03,0
0,13,2.16970466e-03,0.00000000e+00,0.00000000e+00,-2.16970466e-03,0
0,14,1.82137848e-03,0.00000000e+00,0.00000000e+00,-1.82137848e-03,0
0,15,1.31971520e-03,0.00000000e+00,0.00000000e+00,-1.31971520e-03,0
0,16,9.15404020e-04,0.00000000e+00,0.00000000e+00,-9.15404020e-04,0
0,17,9.92333747e-04,0.00000000e+00,0.00000000e+00,-9.92333747e-04,0
0,18,1.67943377e-03,0.00000000e+00,0.00000000e+00,-1.67943377e-03,0
0,19,2.51750346e-03,0.00000000e+00,0.00000000e+00,-2.51750346e-03,0
0,20,2.72205945e-03,0.00000000e+00,0.00000000e+00,-2.72205945e-03,0
0,21,2.26163387e-03,0.00000000e+00,0.00000000e+00,-2.26163387e-03,0
0,22,1.69784982e-03,0.00000000e+00,0.00000000e+00,-1.69784982e-03,0
0,23,1.29901358e-03,0.00000000e+00,0.00000000e+00,-1.29901358e-03,0
0,24,1.09407845e-03,0.00000000e+00,0.00000000e+00,-1.09407845e-03,0
0,25,1.23858077e-03,0.00000000e+00,0.00000000e+00,-1.23858077e-03,0
0,26,1.44276134e-03,0.00000000e+00,0.00000000e+00,-1.44276134e-03,0
0,27,1.49383582e-03,0.00000000e+00,0.00000000e+00,-1.49383582e-03,0
0,28,1.18540274e-03,0.00000000e+00,0.00000000e+00,-1.18540274e-03,0
0,29,2.73332323e-04,0.00000000e+00,0.00000000e+00,-2.73332323e-04,0
0,30,8.94293119e-04,0.00000000e+00,0.00000000e+00,8.94293119e-04,0
0,31,1.93209703e-03,0.00000000e+00,0.00000000e+00,1.93209703e-03,0
0,32,2.29755516e-03,0.00000000e+00,0.00000000e+00,2.29755516e-03,0
