tick,manifested,positive,negative,total_flux,total_energy,avg_drag,max_bandwidth,total_entropy,field_energy,wave_energy,particle_ke,gauss_violation,charge_total
200,0,0,0,2.45182644e+02,1.33955584e+05,0.00000000e+00,0.00000000e+00,1.13433001e+01,4.35352318e-01,4.55779881e-01,0.00000000e+00,2.15859288e-01,0
