FTD-0439 existing-force-branch reciprocity v1
protocol,L,33,ticks,200,separation,8,seed,4390,particle_momentum_gate,1e-10,common_motion_gate,1e-08,total_momentum_gate,1e-10
arm,mode,magnitude_gradient,axis,x,orientation,1,common_x,0.62838125446909165,common_y,-4.6899346985866938e-16,common_z,1.7381126573641135e-16,final_particle_x,0.0063909175449189609,final_particle_y,-7.4232906385380501e-18,final_particle_z,1.3290607693452354e-18,final_field_x,-4.9543238326312295e-19,final_field_y,-4.0969593995261418e-19,final_field_z,3.6091213614668682e-19,final_total_x,0.0063909175449189601,final_total_y,-7.8329865784906642e-18,final_total_z,1.6899729054919222e-18,max_particle_momentum,0.006405037769942507,max_field_momentum,2.2215318525141937e-18,max_total_residual,0.006405037769942507,minimum_separation,7.9999999999999982,plus_present,true,minus_present,true,finite,true
arm,mode,magnitude_gradient,axis,x,orientation,-1,common_x,-0.62838125446909121,common_y,2.9086083270636582e-16,common_z,2.720471553109471e-16,final_particle_x,-0.006390917544918954,final_particle_y,4.6818133721534426e-18,final_particle_z,4.2881891024867304e-18,final_field_x,8.8539758406450976e-20,final_field_y,-1.2378261558488527e-19,final_field_z,1.730759626481453e-19,final_total_x,-0.006390917544918954,final_total_y,4.5580307565685574e-18,final_total_z,4.4612650651348757e-18,max_particle_momentum,0.0064050377699425001,max_field_momentum,2.5036552054287059e-18,max_total_residual,0.0064050377699425001,minimum_separation,7.9999999999999982,plus_present,true,minus_present,true,finite,true
arm,mode,magnitude_gradient,axis,y,orientation,1,common_x,-3.3687387748511684e-16,common_y,0.62838125446909165,common_z,-2.1851941703532105e-17,final_particle_x,-4.0844306570122008e-18,final_particle_y,0.0063909175449189583,final_particle_z,-1.5328192148197729e-18,final_field_x,-4.840396246864301e-19,final_field_y,-1.5834387593857588e-19,final_field_z,-4.5660038940682106e-19,final_total_x,-4.5684702816986309e-18,final_total_y,0.0063909175449189583,final_total_z,-1.989419604226594e-18,max_particle_momentum,0.0064050377699425044,max_field_momentum,4.9048892271784861e-18,max_total_residual,0.0064050377699425044,minimum_separation,7.9999999999999982,plus_present,true,minus_present,true,finite,true
arm,mode,magnitude_gradient,axis,y,orientation,-1,common_x,3.3062603883699155e-17,common_y,-0.62838125446909188,common_z,-1.3358889609400672e-16,final_particle_x,1.1808728090001278e-18,final_particle_y,-0.0063909175449189566,final_particle_z,-1.1808728090001245e-18,final_field_x,-1.4692382040166878e-19,final_field_y,1.8635221147962139e-19,final_field_z,-8.5464300888978819e-21,final_total_x,1.033948988598459e-18,final_total_y,-0.0063909175449189566,final_total_z,-1.1894192390890224e-18,max_particle_momentum,0.0064050377699425027,max_field_momentum,2.9691192977317171e-18,max_total_residual,0.0064050377699425027,minimum_separation,7.9999999999999982,plus_present,true,minus_present,true,finite,true
arm,mode,magnitude_gradient,axis,z,orientation,1,common_x,-2.1382900050369784e-16,common_y,1.0500656747911199e-16,common_z,0.62838125446909154,final_particle_x,-2.4358395981728084e-18,final_particle_y,1.7041615439688089e-18,final_particle_z,0.0063909175449189583,final_field_x,-4.7074848660392805e-19,final_field_y,-1.0806287522392754e-19,final_field_z,1.5455538873308301e-19,final_total_x,-2.9065880847767365e-18,final_total_y,1.5960986687448814e-18,final_total_z,0.0063909175449189583,max_particle_momentum,0.0064050377699425044,max_field_momentum,3.5280363913740151e-18,max_total_residual,0.0064050377699425053,minimum_separation,7.9999999999999982,plus_present,true,minus_present,true,finite,true
arm,mode,magnitude_gradient,axis,z,orientation,-1,common_x,9.8072556461619523e-17,common_y,-4.6216018217191765e-16,common_z,-0.62838125446909143,final_particle_x,2.8387256153610898e-18,final_particle_y,-7.5112772399929606e-18,final_particle_z,-0.0063909175449189549,final_field_x,-2.383173519214277e-19,final_field_y,-4.2063788509546563e-19,final_field_z,1.5979475073299389e-19,final_total_x,2.6004082634396621e-18,final_total_y,-7.9319151250884263e-18,final_total_z,-0.0063909175449189549,max_particle_momentum,0.006405037769942501,max_field_momentum,2.4383807649517998e-18,max_total_residual,0.006405037769942501,minimum_separation,7.9999999999999982,plus_present,true,minus_present,true,finite,true
arm,mode,divergence_gradient,axis,x,orientation,1,common_x,-1.3335686721571705e-17,common_y,-1.7933941900157241e-17,common_z,1.011658260802367e-17,final_particle_x,-6.9456701674852628e-20,final_particle_y,-7.7535693935680705e-20,final_particle_z,1.5348902677063203e-19,final_field_x,-3.5539566864157068e-19,final_field_y,-1.8639357051024904e-19,final_field_z,2.3491929396505986e-21,final_total_x,-4.2485237031642331e-19,final_total_y,-2.6392926444592974e-19,final_total_z,1.5583821971028263e-19,max_particle_momentum,2.5985291491109944e-19,max_field_momentum,3.0137433016770458e-18,max_total_residual,3.0394465223431961e-18,minimum_separation,8,plus_present,true,minus_present,true,finite,true
arm,mode,divergence_gradient,axis,x,orientation,-1,common_x,-1.3335686721571705e-17,common_y,-1.7933941900157241e-17,common_z,1.011658260802367e-17,final_particle_x,-6.9456701674852628e-20,final_particle_y,-7.7535693935680705e-20,final_particle_z,1.5348902677063203e-19,final_field_x,-3.5539566864157068e-19,final_field_y,-1.8639357051024904e-19,final_field_z,2.3491929396505986e-21,final_total_x,-4.2485237031642331e-19,final_total_y,-2.6392926444592974e-19,final_total_z,1.5583821971028263e-19,max_particle_momentum,2.5985291491109944e-19,max_field_momentum,3.0137433016770458e-18,max_total_residual,3.0394465223431961e-18,minimum_separation,8,plus_present,true,minus_present,true,finite,true
arm,mode,divergence_gradient,axis,y,orientation,1,common_x,-9.3997203901629312e-18,common_y,-2.1684043449710089e-18,common_z,7.5882111070412452e-18,final_particle_x,1.5823611007276985e-21,final_particle_y,-8.1315162936412833e-20,final_particle_z,5.3800277424757751e-20,final_field_x,2.0225889465901611e-19,final_field_y,-2.512552838823696e-19,final_field_z,-2.3648101096155998e-19,final_total_x,2.0384125575974381e-19,final_total_y,-3.3257044681878244e-19,final_total_z,-1.8268073353680223e-19,max_particle_momentum,1.7749894318499273e-19,max_field_momentum,3.4935796487853394e-18,max_total_residual,3.5023368257748967e-18,minimum_separation,8,plus_present,true,minus_present,true,finite,true
arm,mode,divergence_gradient,axis,y,orientation,-1,common_x,-9.3997203901629312e-18,common_y,-2.1684043449710089e-18,common_z,7.5882111070412452e-18,final_particle_x,1.5823611007276985e-21,final_particle_y,-8.1315162936412833e-20,final_particle_z,5.3800277424757751e-20,final_field_x,2.0225889465901611e-19,final_field_y,-2.512552838823696e-19,final_field_z,-2.3648101096155998e-19,final_total_x,2.0384125575974381e-19,final_total_y,-3.3257044681878244e-19,final_total_z,-1.8268073353680223e-19,max_particle_momentum,1.7749894318499273e-19,max_field_momentum,3.4935796487853394e-18,max_total_residual,3.5023368257748967e-18,minimum_separation,8,plus_present,true,minus_present,true,finite,true
arm,mode,divergence_gradient,axis,z,orientation,1,common_x,-1.7614992402285857e-17,common_y,5.5274257593010765e-18,common_z,-1.5720931501039814e-17,final_particle_x,-1.2184180475606914e-19,final_particle_y,6.6459166230582853e-20,final_particle_z,-1.0926725019580474e-19,final_field_x,1.9838438066981773e-19,final_field_y,-7.1630532324641985e-20,final_field_z,5.7357530855039492e-19,final_total_x,7.6542575913748591e-20,final_total_y,-5.1713660940591314e-21,final_total_z,4.6430805835459018e-19,max_particle_momentum,2.4779027321197968e-19,max_field_momentum,3.1333910808455917e-18,max_total_residual,3.2059397463155068e-18,minimum_separation,8,plus_present,true,minus_present,true,finite,true
arm,mode,divergence_gradient,axis,z,orientation,-1,common_x,-1.7614992402285857e-17,common_y,5.5274257593010765e-18,common_z,-1.5720931501039814e-17,final_particle_x,-1.2184180475606914e-19,final_particle_y,6.6459166230582853e-20,final_particle_z,-1.0926725019580474e-19,final_field_x,1.9838438066981773e-19,final_field_y,-7.1630532324641985e-20,final_field_z,5.7357530855039492e-19,final_total_x,7.6542575913748591e-20,final_total_y,-5.1713660940591314e-21,final_total_z,4.6430805835459018e-19,max_particle_momentum,2.4779027321197968e-19,max_field_momentum,3.1333910808455917e-18,max_total_residual,3.2059397463155068e-18,minimum_separation,8,plus_present,true,minus_present,true,finite,true
arm,mode,poisson,axis,x,orientation,1,common_x,1.4801933679864376e-06,common_y,-2.9634287148164729e-07,common_z,-3.9372734506986044e-07,final_particle_x,7.696758563173825e-09,final_particle_y,-1.5372999266355913e-09,final_particle_z,-2.0421811938412181e-09,final_field_x,1.0194112856261531e-15,final_field_y,2.1329385791611038e-16,final_field_z,3.0482292132487489e-16,final_total_x,7.6967595825851106e-09,final_total_y,-1.5372997133417334e-09,final_total_z,-2.0421808890182968e-09,max_particle_momentum,8.1101102068157216e-09,max_field_momentum,3.1515751212079601e-15,max_total_residual,8.1101117431151272e-09,minimum_separation,7.3241394529563397,plus_present,true,minus_present,true,finite,true
arm,mode,poisson,axis,x,orientation,-1,common_x,1.4801933679864376e-06,common_y,-2.9634287148164729e-07,common_z,-3.9372734506986044e-07,final_particle_x,7.696758563173825e-09,final_particle_y,-1.5372999266355913e-09,final_particle_z,-2.0421811938412181e-09,final_field_x,1.0194112856261531e-15,final_field_y,2.1329385791611038e-16,final_field_z,3.0482292132487489e-16,final_total_x,7.6967595825851106e-09,final_total_y,-1.5372997133417334e-09,final_total_z,-2.0421808890182968e-09,max_particle_momentum,8.1101102068157216e-09,max_field_momentum,3.1515751212079601e-15,max_total_residual,8.1101117431151272e-09,minimum_separation,7.3241394529563397,plus_present,true,minus_present,true,finite,true
arm,mode,poisson,axis,y,orientation,1,common_x,-2.2951449941278751e-07,common_y,1.342288483308085e-06,common_z,-3.945219659184168e-07,final_particle_x,-1.1906102105686306e-09,final_particle_y,6.9815822240169162e-09,final_particle_z,-2.0462311688972379e-09,final_field_x,1.6433580355106505e-16,final_field_y,7.0400885826998424e-16,final_field_z,3.0797166373589679e-16,final_total_x,-1.1906100462328271e-09,final_total_y,6.9815829280257745e-09,final_total_z,-2.0462308609255741e-09,max_particle_momentum,7.3720489026635915e-09,max_field_momentum,2.5716977567439872e-15,max_total_residual,7.3720501471583683e-09,minimum_separation,7.3248081424788616,plus_present,true,minus_present,true,finite,true
