backend_label,actual_backend,L,arm,seed,dx,dy,dz,n,tick,source_before_real,source_before_imag,expected_loss_real,expected_loss_imag,predicted_next_real,predicted_next_imag,source_after_real,source_after_imag,source_hazard,expected_removals,removal_variance,actual_removed,occupancy_before,occupancy_after,eligible_sites,mean_site_probability,min_site_probability,max_site_probability,mean_local_energy,max_local_energy,history_evaporation,history_other,history_required,history_enabled,toggles_valid,structural_valid,execution_valid
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,0,0.0625,-0.63457314922559527,0.0062499999999997766,-0.063457314922570437,0.056250000000000223,-0.57111583430302482,0.057531877738941972,-0.57208831785605307,0.10000000000001699,3276.7999999981153,2949.1200000006443,3228,32768,29540,32768,0.099999999999942482,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,1,0.057531877738941972,-0.57208831785605307,0.0057531877738940494,-0.057208831785614617,0.051778689965047919,-0.51487948607043843,0.051295264518842365,-0.51371539326821114,0.10000000000001609,2953.9999999984088,2658.6000000001745,2998,29540,26542,29540,0.099999999999946132,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,2,0.051295264518842365,-0.51371539326821114,0.0051295264518841548,-0.051371539326816526,0.046165738066958208,-0.4623438539413946,0.046864373889280928,-0.4620799251752073,0.099999999999991138,2654.1999999986815,2388.7799999997383,2679,26542,23863,26542,0.099999999999950323,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,3,0.046864373889280928,-0.4620799251752073,0.0046864373889279401,-0.046207992517521487,0.042177936500352987,-0.41587193265768579,0.042725387198388684,-0.41494573315003436,0.10000000000000159,2386.2999999989252,2147.6699999993484,2405,23863,21458,23863,0.099999999999954958,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,4,0.042725387198388684,-0.41494573315003436,0.0042725387198386819,-0.041494573315007638,0.038452848478550003,-0.37345115983502675,0.03882953483143517,-0.37363118357422437,0.10000000000001,2145.7999999991439,1931.2199999992933,2165,21458,19293,21458,0.099999999999960107,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,5,0.03882953483143517,-0.37363118357422437,0.0038829534831434096,-0.037363118357428213,0.034946581348291761,-0.33626806521679614,0.03506919729694162,-0.33597775510921646,0.10000000000001527,1929.2999999993408,1736.3699999994706,1949,19293,17344,19293,0.099999999999965838,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,6,0.03506919729694162,-0.33597775510921646,0.0035069197296940992,-0.033597775510921732,0.031562277567247519,-0.30237997959829471,0.032432358499611333,-0.30236414296390685,0.10000000000000023,1734.3999999995181,1560.9599999996301,1718,17344,15626,17344,0.099999999999972208,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,7,0.032432358499611333,-0.30236414296390685,0.0032432358499611185,-0.030236414296386769,0.029189122649650213,-0.27212772866752005,0.028795837248997903,-0.27234288747449903,0.099999999999987196,1562.5999999996743,1406.3399999997707,1540,15626,14086,15626,0.099999999999979161,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,8,0.028795837248997903,-0.27234288747449903,0.0028795837248997798,-0.027234288747447148,0.025916253524098123,-0.24510859872705187,0.025399104596009928,-0.24542392817324979,0.099999999999989986,1408.5999999998144,1267.7399999998968,1383,14086,12703,14086,0.099999999999986822,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,9,0.025399104596009928,-0.24542392817324979,0.0025399104596009942,-0.024542392817323073,0.022859194136408932,-0.22088153535592672,0.02193944650986273,-0.21992658809904453,0.099999999999992317,1270.2999999999402,1143.27000000001,1314,12703,11389,12703,0.099999999999995287,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,10,0.02193944650986273,-0.21992658809904453,0.002193944650986285,-0.021992658809903046,0.019745501858876444,-0.1979339292891415,0.019063436869045793,-0.19761353409540702,0.099999999999993663,1138.9000000000597,1025.0100000001175,1184,11389,10205,11389,0.10000000000000524,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,11,0.019063436869045793,-0.19761353409540702,0.001906343686904581,-0.019761353409539547,0.017157093182141214,-0.17785218068586747,0.017571228142005506,-0.17862145007142716,0.099999999999994232,1020.5000000001635,918.4500000000811,984,10205,9221,10205,0.10000000000001602,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,12,0.017571228142005506,-0.17862145007142716,0.0017571228142005311,-0.017862145007141821,0.015814105327804976,-0.16075930506428535,0.015820773380312552,-0.1592645816827612,0.099999999999995023,922.10000000014111,829.89000000004978,969,9221,8252,9221,0.1000000000000153,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
wsl2_cuda,gpu,32,isolated,0,1,0,0,1,13,0.015820773380312552,-0.1592645816827612,0.0015820773380312366,-0.015926458168275256,0.014238696042281316,-0.14333812351448594,0.015054490295126489,-0.14449884708270488,0.099999999999994621,825.20000000011908,742.68000000001894,779,8252,7473,8252,0.10000000000001442,0.10000000000000001,0.10000000000000001,0,0,0,0,0,0,1,1,1
