tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1353.64,25,11,14,1,25,0.625985
300,1616.37,25,11,14,1,25,0.618943
350,1728.9,25,11,14,1,25,0.851573
400,2026.33,25,11,14,1,25,1.25954
450,2252.79,25,11,14,1,25,1.17035
500,2593.98,25,11,14,1,25,1.6234
550,3376.04,25,11,14,1,25,2.42424
600,3686.18,25,11,14,1,25,2.34139
650,4053.67,25,11,14,1,25,2.80542
700,4042.63,25,11,14,1,25,2.52537
750,4129.92,25,11,14,1,25,2.52163
800,3714.3,25,11,14,1,25,2.97035
850,3495.65,25,11,14,1,25,2.15089
900,3600.12,25,11,14,1,25,1.96954
950,3610.6,25,11,14,1,25,2.801
1000,3405.87,25,11,14,1,25,2.25201
1050,3237.5,25,11,14,1,25,2.32047
1100,3646.17,25,11,14,1,25,2.28051
1150,4416.83,25,11,14,1,25,2.57482
1200,4878.32,25,11,14,1,25,4.15105
1250,5303.81,25,11,14,1,25,4.38633
1300,5408.52,25,11,14,1,25,4.1755
1350,5048.34,25,11,14,1,25,3.14969
1400,5007.23,25,11,14,1,25,3.05817
1450,4963.96,25,11,14,1,25,3.06908
1500,4437.41,25,11,14,1,25,2.12103
1550,4044.73,25,11,14,1,25,2.4888
1600,4347.43,25,11,14,1,25,3.00308
1650,4455.27,25,11,14,1,25,3.08453
1700,4923.11,25,11,14,1,25,3.49968
1750,5350.33,25,11,14,1,25,3.68928
1800,5779.74,25,11,14,1,25,3.2862
1850,6159.52,25,11,14,1,25,4.91132
1900,6336.81,25,11,14,1,25,4.55728
1950,6393.25,25,11,14,1,25,4.27197
2000,6781.21,25,11,14,1,25,4.79647
2050,7261.66,25,11,14,1,25,5.16081
2100,7554.65,25,11,14,1,25,5.37582
2150,7699.68,25,11,14,1,25,5.27269
2200,7965.88,25,11,14,1,25,6.33632
2250,7887.05,25,11,14,1,25,5.25334
2300,7995.07,25,11,14,1,25,5.93505
2350,7963.13,25,11,14,1,25,5.51273
2400,8752.43,25,11,14,1,25,5.79441
2450,9728.73,25,11,14,1,25,6.89501
2500,9106.56,25,11,14,1,25,6.34347
2550,8975.62,25,11,14,1,25,6.62225
2600,8357.68,25,11,14,1,25,5.88857
2650,8566.07,25,11,14,1,25,5.42647
2700,7849.07,25,11,14,1,25,6.57336
2750,7618.06,25,11,14,1,25,4.57639
2800,7763.68,25,11,14,1,25,5.68961
2850,7837.71,25,11,14,1,25,5.35795
2900,7877.41,25,11,14,1,25,5.36698
2950,7973.19,25,11,14,1,25,4.9426
3000,8287.04,25,11,14,1,25,6.34574
3050,8780.22,25,11,14,1,25,6.2196
3100,10136.3,25,11,14,1,25,7.49709
3150,10634.7,25,11,14,1,25,7.22923
3200,10454.4,25,11,14,1,25,7.61788
3250,10425.2,25,11,14,1,25,6.74346
3300,10336.1,25,11,14,1,25,9.0092
3350,10108.1,25,11,14,1,25,7.13795
3400,9894.58,25,11,14,1,25,7.35995
3450,9345.96,25,11,14,1,25,6.60255
3500,9328.69,25,11,14,1,25,6.45556
3550,9610.91,25,11,14,1,25,7.63142
3600,10004.9,25,11,14,1,25,7.28188
3650,9316.1,25,11,14,1,25,6.28953
3700,8936.96,25,11,14,1,25,7.51948
3750,8956.45,25,11,14,1,25,7.37893
3800,9259.51,25,11,14,1,25,7.3958
3850,10329.1,25,11,14,1,25,9.54762
3900,11406.6,25,11,14,1,25,9.24356
3950,12195.6,25,11,14,1,25,9.97386
4000,11523.9,25,11,14,1,25,7.49441
4050,12133.3,25,11,14,1,25,10.547
4100,12520.8,25,11,14,1,25,8.33283
4150,12855.9,25,11,14,1,25,8.68269
4200,13018.6,25,11,14,1,25,9.31201
4250,13975.2,25,11,14,1,25,10.3427
4300,14495,25,11,14,1,25,10.6316
4350,14102.9,25,11,14,1,25,11.0938
4400,13663.1,25,11,14,1,25,10.2454
4450,13184.9,25,11,14,1,25,9.00983
4500,13667.8,25,11,14,1,25,11.0839
4550,14775.5,25,11,14,1,25,10.4349
4600,15603.7,25,11,14,1,25,10.1074
4650,15192.3,25,11,14,1,25,11.8587
4700,15033.2,25,11,14,1,25,9.93167
4750,15148.5,25,11,14,1,25,10.9552
4800,16372.9,25,11,14,1,25,12.0882
4850,16719.3,25,11,14,1,25,12.4996
4900,16139.9,25,11,14,1,25,11.8292
4950,16566.2,25,11,14,1,25,13.0122
5000,17916.9,25,11,14,1,25,13.9715
5050,18044,25,11,14,1,25,12.1429
5100,17836.6,25,11,14,1,25,12.7644
5150,17715.5,25,11,14,1,25,13.5994
5200,17988.7,25,11,14,1,25,12.3873
