tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1132.42,25,11,14,1,25,0.650249
300,1139.23,25,11,14,1,25,0.373467
350,1108.58,25,11,14,1,25,0.451342
400,1052.69,25,11,14,1,25,0.512043
450,1063.07,25,11,14,1,25,0.502059
500,1112.64,25,11,14,1,25,0.565201
550,1116.36,25,11,14,1,25,0.474168
600,1173.01,25,11,14,1,25,0.558021
650,1186.59,25,11,14,1,25,0.576275
700,1169.99,25,11,14,1,25,0.471876
750,1198.75,25,11,14,1,25,0.386822
800,1238.79,25,11,14,1,25,0.52192
850,1316.06,25,11,14,1,25,0.815885
900,1475.58,25,11,14,1,25,0.671757
950,1692.4,25,11,14,1,25,0.654034
1000,1769.54,25,11,14,1,25,0.816365
1050,2430.95,25,11,14,1,25,1.46363
1100,2668.21,25,11,14,1,25,2.33771
1150,2707.89,25,11,14,1,25,2.28225
1200,2930.9,25,11,14,1,25,1.64831
1250,3113.23,25,11,14,1,25,2.49465
1300,2909.16,25,11,14,1,25,1.84227
1350,2730.58,25,11,14,1,25,1.74104
1400,2312.17,25,11,14,1,25,1.54522
1450,2481.34,25,11,14,1,25,1.4565
1500,2461.2,25,11,14,1,25,1.76206
1550,2767.07,25,11,14,1,25,1.92647
1600,2955.53,25,11,14,1,25,2.15966
1650,2996.7,25,11,14,1,25,1.8887
1700,3595.88,25,11,14,1,25,2.40832
1750,4200.02,25,11,14,1,25,2.77928
1800,4729.57,25,11,14,1,25,3.43727
1850,5156.12,25,11,14,1,25,3.5218
1900,6053.64,25,11,14,1,25,4.05257
1950,6806.98,25,11,14,1,25,4.90963
2000,7141.16,25,11,14,1,25,4.95805
2050,7667.2,25,11,14,1,25,5.77709
2100,8383.71,25,11,14,1,25,7.37394
2150,9687.02,25,11,14,1,25,7.03182
2200,10233.4,25,11,14,1,25,6.88854
2250,10698,25,11,14,1,25,8.11192
2300,10370.9,25,11,14,1,25,7.58457
2350,11383.4,25,11,14,1,25,8.38677
2400,12297.9,25,11,14,1,25,8.76996
2450,14330.7,25,11,14,1,25,10.891
2500,14391.4,25,11,14,1,25,10.4971
2550,13681.8,25,11,14,1,25,10.0922
2600,13421.4,25,11,14,1,25,10.0476
2650,14141.8,25,11,14,1,25,10.2371
2700,15096.6,25,11,14,1,25,10.3259
