tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,26,2.81093,0.344661,16,15.9231,16,-4,0,250
300,0,26,3.07489,0.444588,16,15.9231,16,-4,50,250
350,0,26,3.55236,0.546375,16,15.9231,16,-4,100,250
400,0,26,3.34828,0.492635,16,15.9231,16,-4,150,250
450,0,26,3.71635,0.574004,16,15.9231,16,-4,200,250
500,0,26,3.66363,0.64721,16,15.9231,16,-4,250,250
550,0,26,3.47178,0.508788,16,15.9231,16,-4,300,250
600,0,26,3.65836,0.615968,16,15.9231,16,-4,350,250
650,0,26,3.22064,0.445125,16,15.9231,16,-4,400,250
700,0,26,3.51648,0.577184,16,15.9231,16,-4,450,250
750,0,26,3.62992,0.578698,16,15.9231,16,-4,500,250
800,0,26,4.47702,0.912625,16,15.9231,16,-4,550,250
850,0,26,4.71957,0.948661,16,15.9231,16,-4,600,250
900,0,26,4.34881,0.838125,16,15.9231,16,-4,650,250
950,0,26,4.95137,1.01657,16,15.9231,16,-4,700,250
1000,0,26,4.10866,0.728733,16,15.9231,16,-4,750,250
1050,0,26,4.99354,1.04341,16,15.9231,16,-4,800,250
1100,0,26,5.59901,1.35525,16,15.9231,16,-4,850,250
1150,0,26,6.32431,1.65484,16,15.9231,16,-4,900,250
1200,0,26,6.7183,1.8004,16,15.9231,16,-4,950,250
1250,0,26,6.47618,1.7096,16,15.9231,16,-4,1000,250
1300,0,26,5.63435,1.29128,16,15.9231,16,-4,1050,250
1350,0,26,5.40618,1.22464,16,15.9231,16,-4,1100,250
1400,0,26,5.79878,1.37931,16,15.9231,16,-4,1150,250
1450,0,26,5.418,1.20343,16,15.9231,16,-4,1200,250
1500,0,26,5.72544,1.36193,16,15.9231,16,-4,1250,250
1550,0,26,6.59286,1.78357,16,15.9231,16,-4,1300,250
1600,0,26,6.08002,1.48731,16,15.9231,16,-4,1350,250
1650,0,26,6.65947,1.81359,16,15.9231,16,-4,1400,250
1700,0,26,6.9285,1.95988,16,15.9231,16,-4,1450,250
1750,0,26,6.97722,1.96015,16,15.9231,16,-4,1500,250
1800,0,26,7.23655,2.1414,16,15.9231,16,-4,1550,250
1850,0,26,6.54766,1.7814,16,15.9231,16,-4,1600,250
1900,0,26,6.68777,1.83419,16,15.9231,16,-4,1650,250
1950,0,26,6.15976,1.53349,16,15.9231,16,-4,1700,250
2000,0,26,6.81339,1.93031,16,15.9231,16,-4,1750,250
2050,0,26,7.71201,2.40572,16,15.9231,16,-4,1800,250
2100,0,26,7.7755,2.39493,16,15.9231,16,-4,1850,250
2150,0,26,8.43546,2.83194,16,15.9231,16,-4,1900,250
2200,0,26,7.76877,2.45119,16,15.9231,16,-4,1950,250
2250,0,26,7.12297,2.08813,16,15.9231,16,-4,2000,250
2300,0,26,7.61059,2.38672,16,15.9231,16,-4,2050,250
2350,0,26,7.82548,2.51248,16,15.9231,16,-4,2100,250
2400,0,26,7.5122,2.27685,16,15.9231,16,-4,2150,250
2450,0,26,8.86857,3.11965,16,15.9231,16,-4,2200,250
2500,0,26,8.51718,2.90174,16,15.9231,16,-4,2250,250
2550,0,26,9.48033,3.54481,16,15.9231,16,-4,2300,250
2600,0,26,10.1205,4.04986,16,15.9231,16,-4,2350,250
2650,0,26,10.4763,4.28972,16,15.9231,16,-4,2400,250
2700,0,26,9.80591,3.8082,16,15.9231,16,-4,2450,250
2750,0,26,9.12738,3.31859,16,15.9231,16,-4,2500,250
2800,0,26,12.3693,5.97169,16,15.9231,16,-4,2550,250
2850,0,26,10.3933,4.26228,16,15.9231,16,-4,2600,250
2900,0,26,10.1399,4.02738,16,15.9231,16,-4,2650,250
2950,0,26,9.88549,3.87043,16,15.9231,16,-4,2700,250
3000,0,26,11.092,4.80312,16,15.9231,16,-4,2750,250
3050,0,26,9.92903,3.90971,16,15.9231,16,-4,2800,250
3100,0,26,8.87189,3.21093,16,15.9231,16,-4,2850,250
3150,0,26,8.07889,2.71698,16,15.9231,16,-4,2900,250
3200,0,26,8.89811,3.13121,16,15.9231,16,-4,2950,250
3250,0,26,9.93092,3.87046,16,15.9231,16,-4,3000,250
3300,0,26,10.206,4.10858,16,15.9231,16,-4,3050,250
3350,0,26,10.7845,4.60529,16,15.9231,16,-4,3100,250
3400,0,26,10.5811,4.42231,16,15.9231,16,-4,3150,250
3450,0,26,10.3612,4.21415,16,15.9231,16,-4,3200,250
3500,0,26,11.1171,4.93738,16,15.9231,16,-4,3250,250
3550,0,26,9.06802,3.25593,16,15.9231,16,-4,3300,250
3600,0,26,11.0779,4.80466,16,15.9231,16,-4,3350,250
3650,0,26,11.1974,4.94628,16,15.9231,16,-4,3400,250
3700,0,26,10.7446,4.51614,16,15.9231,16,-4,3450,250
3750,0,26,10.1147,4.05703,16,15.9231,16,-4,3500,250
3800,0,26,10.1225,4.02193,16,15.9231,16,-4,3550,250
3850,0,26,9.85176,3.8368,16,15.9231,16,-4,3600,250
3900,0,26,9.75583,3.73288,16,15.9231,16,-4,3650,250
3950,0,26,9.9112,3.87739,16,15.9231,16,-4,3700,250
4000,0,26,10.5296,4.35004,16,15.9231,16,-4,3750,250
4050,0,26,11.0857,4.8678,16,15.9231,16,-4,3800,250
4100,0,26,11.7874,5.47111,16,15.9231,16,-4,3850,250
4150,0,26,12.51,6.18052,16,15.9231,16,-4,3900,250
4200,0,26,12.1096,5.75088,16,15.9231,16,-4,3950,250
4250,0,26,14.1828,7.81425,16,15.9231,16,-4,4000,250
4300,0,26,15.6133,9.477,16,15.9231,16,-4,4050,250
4350,0,26,15.092,8.84591,16,15.9231,16,-4,4100,250
4400,0,26,16.4344,10.5048,16,15.9231,16,-4,4150,250
4450,0,26,16.7494,10.9627,16,15.9231,16,-4,4200,250
4500,0,26,16.4204,10.5055,16,15.9231,16,-4,4250,250
4550,0,26,16.3596,10.4603,16,15.9231,16,-4,4300,250
4600,0,26,15.2667,9.03846,16,15.9231,16,-4,4350,250
4650,0,26,16.9367,11.1535,16,15.9231,16,-4,4400,250
4700,0,26,16.1318,10.1405,16,15.9231,16,-4,4450,250
4750,0,26,16.7093,10.8384,16,15.9231,16,-4,4500,250
4800,0,26,17.37,11.7369,16,15.9231,16,-4,4550,250
4850,0,26,17.6366,12.0711,16,15.9231,16,-4,4600,250
4900,0,26,18.3856,13.163,16,15.9231,16,-4,4650,250
4950,0,26,17.9644,12.497,16,15.9231,16,-4,4700,250
5000,0,26,18.4613,13.2084,16,15.9231,16,-4,4750,250
5050,0,26,18.8574,13.8097,16,15.9231,16,-4,4800,250
5100,0,27,21.429,17.4275,16,15.8889,16.037,-3,4850,250
5150,0,27,21.24,16.774,16,15.8889,16.037,-3,4900,250
5200,0,27,20.7633,16.1121,16,15.8889,16.037,-3,4950,250
