tick,cluster_id,voxel_count,total_density,total_energy,cx,cy,cz,charge_sum,age_ticks,birth_tick
250,0,25,3.2671,0.525478,15.96,16.08,16.04,-1,0,250
300,0,25,2.96487,0.401579,15.96,16.08,16.04,-1,50,250
350,0,25,2.53967,0.307363,15.96,16.08,16.04,-1,100,250
400,0,25,3.06501,0.417269,15.96,16.08,16.04,-1,150,250
450,0,25,3.04748,0.420051,15.96,16.08,16.04,-1,200,250
500,0,25,2.80111,0.377222,15.96,16.08,16.04,-1,250,250
550,0,25,3.00055,0.416396,15.96,16.08,16.04,-1,300,250
600,0,25,3.24305,0.483399,15.96,16.08,16.04,-1,350,250
650,0,25,3.35376,0.521301,15.96,16.08,16.04,-1,400,250
700,0,25,4.1153,0.753822,15.96,16.08,16.04,-1,450,250
750,0,25,4.1936,0.791336,15.96,16.08,16.04,-1,500,250
800,0,25,4.60185,0.948588,15.96,16.08,16.04,-1,550,250
850,0,25,5.86099,1.47969,15.96,16.08,16.04,-1,600,250
900,0,25,5.04753,1.07649,15.96,16.08,16.04,-1,650,250
950,0,25,7.27996,2.22218,15.96,16.08,16.04,-1,700,250
1000,0,25,6.90548,2.03407,15.96,16.08,16.04,-1,750,250
1050,0,25,8.12114,2.7299,15.96,16.08,16.04,-1,800,250
1100,0,25,8.71036,3.15336,15.96,16.08,16.04,-1,850,250
1150,0,25,8.55916,3.02574,15.96,16.08,16.04,-1,900,250
1200,0,25,8.34942,2.84932,15.96,16.08,16.04,-1,950,250
1250,0,25,7.75339,2.53318,15.96,16.08,16.04,-1,1000,250
1300,0,25,8.20555,2.76496,15.96,16.08,16.04,-1,1050,250
1350,0,25,8.28459,2.88742,15.96,16.08,16.04,-1,1100,250
1400,0,25,6.95306,1.99682,15.96,16.08,16.04,-1,1150,250
1450,0,25,8.48798,3.02866,15.96,16.08,16.04,-1,1200,250
1500,0,25,8.59696,3.04687,15.96,16.08,16.04,-1,1250,250
1550,0,25,8.69476,3.12193,15.96,16.08,16.04,-1,1300,250
1600,0,25,8.73569,3.12086,15.96,16.08,16.04,-1,1350,250
1650,0,25,8.50909,2.9604,15.96,16.08,16.04,-1,1400,250
1700,0,25,6.97866,2.07844,15.96,16.08,16.04,-1,1450,250
1750,0,25,7.28679,2.20691,15.96,16.08,16.04,-1,1500,250
1800,0,25,6.63324,1.8364,15.96,16.08,16.04,-1,1550,250
1850,0,25,7.41701,2.29008,15.96,16.08,16.04,-1,1600,250
1900,0,25,5.97495,1.51683,15.96,16.08,16.04,-1,1650,250
1950,0,25,6.4953,1.7784,15.96,16.08,16.04,-1,1700,250
2000,0,25,5.95826,1.52015,15.96,16.08,16.04,-1,1750,250
2050,0,25,7.05578,2.10698,15.96,16.08,16.04,-1,1800,250
2100,0,25,7.00669,2.06498,15.96,16.08,16.04,-1,1850,250
2150,0,25,7.32834,2.26651,15.96,16.08,16.04,-1,1900,250
2200,0,25,8.19735,2.78751,15.96,16.08,16.04,-1,1950,250
2250,0,25,8.25295,2.85812,15.96,16.08,16.04,-1,2000,250
2300,0,25,8.09097,2.67883,15.96,16.08,16.04,-1,2050,250
2350,0,25,8.46164,2.93203,15.96,16.08,16.04,-1,2100,250
2400,0,25,7.67879,2.4489,15.96,16.08,16.04,-1,2150,250
2450,0,25,9.87659,4.02158,15.96,16.08,16.04,-1,2200,250
2500,0,25,10.3302,4.38084,15.96,16.08,16.04,-1,2250,250
2550,0,25,11.7249,5.65452,15.96,16.08,16.04,-1,2300,250
2600,0,25,11.5925,5.45004,15.96,16.08,16.04,-1,2350,250
2650,0,25,10.56,4.54239,15.96,16.08,16.04,-1,2400,250
2700,0,25,11.8148,5.70909,15.96,16.08,16.04,-1,2450,250
