tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1168.63,25,15,10,1,25,0.703988
300,1527.06,25,15,10,1,25,1.10489
350,1765.6,25,15,10,1,25,0.990858
400,1760.1,25,15,10,1,25,0.542387
450,1913.5,25,15,10,1,25,1.18301
500,2000.32,25,15,10,1,25,0.960755
550,2307.75,25,15,10,1,25,1.274
600,2584.35,25,15,10,1,25,2.0232
650,2815.11,25,15,10,1,25,1.84913
700,3313.12,25,15,10,1,25,1.72764
750,3579.65,25,15,10,1,25,2.10959
800,3425.29,25,15,10,1,25,1.96959
850,3596.63,25,15,10,1,25,2.14487
900,4198.15,25,15,10,1,25,2.41765
950,4911.48,25,15,10,1,25,2.40185
1000,5884.21,25,15,10,1,25,4.17322
1050,5887.7,25,15,10,1,25,3.42201
1100,5494.69,25,15,10,1,25,3.84903
1150,5269.97,25,15,10,1,25,2.91323
1200,5234.72,25,15,10,1,25,3.95404
1250,5490.62,25,15,10,1,25,4.26871
1300,5196.61,25,15,10,1,25,2.81872
1350,5033.98,25,15,10,1,25,3.94625
1400,4767.77,25,15,10,1,25,3.60556
1450,4201.89,25,15,10,1,25,2.27799
1500,4100.33,25,15,10,1,25,2.92152
1550,3936.34,25,15,10,1,25,2.62759
1600,4427,25,15,10,1,25,3.01747
1650,4811.56,25,15,10,1,25,3.62821
1700,5124.89,25,15,10,1,25,3.23143
1750,5798.55,25,15,10,1,25,4.0878
1800,6907.58,25,15,10,1,25,4.49114
1850,7411.9,25,15,10,1,25,5.01758
1900,7619.8,25,15,10,1,25,5.48016
1950,8226.75,25,15,10,1,25,4.82686
2000,8940.35,25,15,10,1,25,6.68892
2050,9487.59,25,15,10,1,25,6.66801
2100,9381.31,25,15,10,1,25,6.26535
2150,9969.33,25,15,10,1,25,7.02965
2200,10604,25,15,10,1,25,8.67561
2250,11330.8,25,15,10,1,25,8.14344
2300,11094.4,25,15,10,1,25,7.75319
2350,11678,25,15,10,1,25,9.74401
2400,12677.3,25,15,10,1,25,9.17437
2450,13753.6,25,15,10,1,25,10.2618
2500,14010,25,15,10,1,25,10.4976
2550,15535.4,25,15,10,1,25,12.618
2600,16922.9,27,15,12,1,27,12.5431
2650,17774.3,27,15,12,1,27,13.0729
2700,18060.6,27,15,12,1,27,14.5071
2750,19066.9,27,15,12,1,27,15.4179
2800,20678.8,27,15,12,1,27,17.0751
2850,21322.1,27,15,12,1,27,17.1419
2900,21524.6,27,15,12,1,27,17.0902
2950,21517.3,27,15,12,1,27,16.8999
3000,21960,27,15,12,1,27,17.2018
3050,23237.8,27,15,12,1,27,17.8381
3100,24173,27,15,12,1,27,19.0112
3150,25657,27,15,12,1,27,21.5877
3200,25944.3,27,15,12,1,27,21.7122
3250,26408.7,27,15,12,1,27,19.4118
3300,27166.4,27,15,12,1,27,23.4855
3350,29101,27,15,12,1,27,23.7723
3400,30302.1,27,15,12,1,27,23.0182
3450,31467.3,27,15,12,1,27,26.4163
3500,32864.7,27,15,12,1,27,26.7523
3550,35412.1,27,15,12,1,27,28.536
3600,37237,27,15,12,1,27,31.2782
3650,39149.6,27,15,12,1,27,31.9895
3700,41324,27,15,12,1,27,31.7845
3750,42183.1,27,15,12,1,27,31.7927
3800,44770,29,15,14,1,29,37.6936
3850,47898.4,33,16,17,1,33,44.6103
3900,49492.2,37,17,20,1,37,57.6682
3950,50599.2,40,19,21,1,40,61.4493
4000,52922.9,65,34,31,1,65,108.736
4050,60581.3,312,163,149,33,240,673.108
4100,122650,31951,15278,16673,1,31951,99855.5
4150,112069,32758,15606,17152,1,32758,103291
4200,92718.8,32766,15612,17154,1,32766,89040.4
4250,83087,32766,15612,17154,1,32766,81282.2
4300,78886.8,32766,15612,17154,1,32766,77737.3
4350,78277.2,32766,15612,17154,1,32766,77380
4400,77849.1,32766,15612,17154,1,32766,77043.8
4450,78377.8,32766,15612,17154,1,32766,77598.4
4500,82439,32766,15612,17154,1,32766,81671.7
4550,83964.6,32766,15612,17154,1,32766,83205.3
4600,87069.3,32766,15612,17154,1,32766,86308
4650,87253.5,32766,15612,17154,1,32766,86499.4
4700,87696.2,32766,15612,17154,1,32766,86941.8
4750,88946.7,32766,15612,17154,1,32766,88189.6
4800,91059.8,32766,15612,17154,1,32766,90296
4850,91557.7,32766,15612,17154,1,32766,90798.1
4900,91017.4,32766,15612,17154,1,32766,90254.4
4950,93751.4,32766,15612,17154,1,32766,92993.3
5000,96309.8,32766,15612,17154,1,32766,95552.5
5050,98675.6,32766,15612,17154,1,32766,97908.1
5100,101197,32766,15612,17154,1,32766,100432
5150,103151,32766,15612,17154,1,32766,102389
5200,103471,32766,15612,17154,1,32766,102710
