FTD-0473 matched-face momentum transaction v1
wave,L,16,axis,0,initial,0.44334784523974607,absolute_drift,5.1902926401226068e-14,relative_drift,1.1707043793831656e-13,valid,true
wave,L,16,axis,1,initial,0.44334784523974552,absolute_drift,4.9071857688431919e-14,relative_drift,1.106847776871358e-13,valid,true
wave,L,16,axis,2,initial,0.44334784523974546,absolute_drift,4.9127368839663177e-14,relative_drift,1.1080998671166877e-13,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,012,work,-1.2911498341085754,field_delta,-8.0123445265981518e-18:-1.6024689053196399e-17:2.0030861316495557e-18,recoil,1.8027775184845928e-17,source_free,3.6151508622975804e-34,formula,4.6891549410608126e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,021,work,-1.2911498341085754,field_delta,-2.0030861316495368e-18:-8.0123445265981548e-18:4.0061722632990959e-18,recoil,9.1792938218002982e-18,source_free,3.6151508622975804e-34,formula,2.9478684112135147e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,102,work,-1.2911498341085754,field_delta,-5.404923025080878e-35:2.8043205843093691e-17:1.1153237337395717e-34,recoil,2.8043205843093691e-17,source_free,4.4824094952158323e-34,formula,5.5466920866546901e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,120,work,-1.2911498341085756,field_delta,-5.404923025080878e-35:2.8043205843093691e-17:1.1153237337395717e-34,recoil,2.8043205843093691e-17,source_free,4.4824094952158323e-34,formula,5.5466920866546901e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,201,work,-1.2911498341085754,field_delta,-5.404923025080878e-35:-6.0092583949486385e-18:4.0061722632990959e-18,recoil,7.2222297568332508e-18,source_free,5.0172499265997571e-34,formula,4.8725599723030811e-33,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,order,210,work,-1.2911498341085754,field_delta,-5.404923025080878e-35:-1.2018516789897248e-17:-2.0030861316495349e-18,recoil,1.2184297266557835e-17,source_free,5.0172499265997571e-34,formula,2.8326284539910874e-32,valid,true
group,arm,electrostatic,L,16,charge,-1,delta,-1:-1:-1,components,3,routes,6,impulse_span,4.4067894896290087e-17
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:0,order,012,work,-0.80267573611362797,field_delta,-8.0123445265981518e-18:-1.6024689053196399e-17:2.0030861316495557e-18,recoil,1.8027775184845928e-17,source_free,3.6151508622975804e-34,formula,4.6891549410608126e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:0,order,102,work,-0.80267573611362797,field_delta,-5.404923025080878e-35:2.8043205843093691e-17:1.1153237337395717e-34,recoil,2.8043205843093691e-17,source_free,4.4824094952158323e-34,formula,5.5466920866546901e-32,valid,true
group,arm,electrostatic,L,16,charge,-1,delta,-1:-1:0,components,2,routes,2,impulse_span,4.4067894896290087e-17
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,012,work,-1.2909641361227941,field_delta,-8.0123445265981518e-18:-1.8027775184845946e-17:2.0030861316495557e-18,recoil,1.9829541017861744e-17,source_free,3.6151508622975804e-34,formula,4.6891549410608126e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,021,work,-1.2909641361227939,field_delta,-6.0092583949486485e-18:-8.0123445265981548e-18:2.0030861316495557e-18,recoil,1.0213775272688107e-17,source_free,3.6151508622975804e-34,formula,3.1669691238562442e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,102,work,-1.2909641361227941,field_delta,-5.404923025080878e-35:2.6040119711444061e-17:1.1153237337395717e-34,recoil,2.6040119711444061e-17,source_free,3.6151508622975804e-34,formula,3.0815128352249015e-32,valid,true
route,arm,electrostatic,L,16,charge,-1,delta,-1:-1:1,order,120,work,-1.2909641361227941,field_delta,-5.404923025080878e-35:2.6040119711444061e-17:1.1153237337395717e-34,recoil,2.6040119711444061e-17,source_free,4.4824094952158323e-34,formula,3.3896593605059149e-32,valid,true
