FTD-0456 local-support recoil threshold v1
protocol,lengths,11|17|33,signs,-1|1,phase,0,mode,1,radii,1|2|3|global,work,0.0001,speed,0.14999999999999999,bracket,0|1,bisection_iterations,80,gate,1e-10
arm,L,11,sign,-1,radius,1,support_sites,36,bracketed,true,threshold,0.002291614678944618,threshold_wave_energy,0.00036007988981332742,participation_sites,11.904910544677232,direct_energy_residual,-3.3175231225340829e-16,momentum_residual,1.160121366605474e-17,outside_max,0,valid,true
arm,L,11,sign,-1,radius,2,support_sites,150,bracketed,true,threshold,0.0012176490883033016,threshold_wave_energy,0.00010166230960731837,participation_sites,15.062318942326209,direct_energy_residual,8.11118750290718e-17,momentum_residual,1.7350094580058406e-18,outside_max,0,valid,true
arm,L,11,sign,-1,radius,3,support_sites,392,bracketed,true,threshold,0.00081964744964081076,threshold_wave_energy,4.6064871063906746e-05,participation_sites,16.286761858072818,direct_energy_residual,7.0703534173210958e-17,momentum_residual,1.290201414637467e-17,outside_max,0,valid,true
arm,L,11,sign,-1,radius,-1,support_sites,1331,bracketed,true,threshold,0.00039061549976362087,threshold_wave_energy,1.0461997709804502e-05,participation_sites,17.159522640932543,direct_energy_residual,-1.5307579422779716e-16,momentum_residual,1.8431906413994723e-18,outside_max,0,valid,true
arm,L,11,sign,1,radius,1,support_sites,36,bracketed,true,threshold,0.0021277666571061496,threshold_wave_energy,0.00031042999236547493,participation_sites,12.395853818422113,direct_energy_residual,1.2101051497653836e-16,momentum_residual,7.6985786368085419e-18,outside_max,0,valid,true
arm,L,11,sign,1,radius,2,support_sites,150,bracketed,true,threshold,0.0011307067031472661,threshold_wave_energy,8.766285481289934e-05,participation_sites,15.662378089315881,direct_energy_residual,-2.4706257005513432e-17,momentum_residual,8.8904709056021085e-18,outside_max,0,valid,true
arm,L,11,sign,1,radius,3,support_sites,392,bracketed,true,threshold,0.00076112311373536189,threshold_wave_energy,3.9721486946815879e-05,participation_sites,17.022873707487285,direct_energy_residual,-2.1726056283893902e-16,momentum_residual,2.3859978603783425e-18,outside_max,0,valid,true
arm,L,11,sign,1,radius,-1,support_sites,1331,bracketed,true,threshold,0.00036272483441956798,threshold_wave_energy,9.0213235350447655e-06,participation_sites,17.999264758008756,direct_energy_residual,-9.4095196044585716e-17,momentum_residual,5.529448809354281e-18,outside_max,0,valid,true
arm,L,17,sign,-1,radius,1,support_sites,36,bracketed,true,threshold,0.00306354807757996,threshold_wave_energy,0.0010262230979503945,participation_sites,12.578008031266476,direct_energy_residual,-1.7042302898756523e-16,momentum_residual,1.1058895216147868e-17,outside_max,0,valid,true
arm,L,17,sign,-1,radius,2,support_sites,150,bracketed,true,threshold,0.0014878288227770167,threshold_wave_energy,0.00024204622872158981,participation_sites,15.638059540823816,direct_energy_residual,7.9408322365553952e-16,momentum_residual,2.5370330907481382e-17,outside_max,0,valid,true
arm,L,17,sign,-1,radius,3,support_sites,392,bracketed,true,threshold,0.0010438593113174972,threshold_wave_energy,0.00011914513778783855,participation_sites,16.50986796480403,direct_energy_residual,4.228523997965028e-16,momentum_residual,1.2793615713504175e-17,outside_max,0,valid,true
arm,L,17,sign,-1,radius,-1,support_sites,4913,bracketed,true,threshold,0.0003040865671515272,threshold_wave_energy,1.0110831121559316e-05,participation_sites,17.362177034825837,direct_energy_residual,1.8661829893906745e-17,momentum_residual,2.5261911520659478e-17,outside_max,0,valid,true
arm,L,17,sign,1,radius,1,support_sites,36,bracketed,true,threshold,0.0028479589586642242,threshold_wave_energy,0.00088686974158187911,participation_sites,13.138221193826597,direct_energy_residual,-8.8686382456598656e-16,momentum_residual,2.9382548567117359e-17,outside_max,0,valid,true
arm,L,17,sign,1,radius,2,support_sites,150,bracketed,true,threshold,0.00138326830575839,threshold_wave_energy,0.00020922098255521439,participation_sites,16.285714630245266,direct_energy_residual,6.674484099092326e-16,momentum_residual,2.4069312699008593e-17,outside_max,0,valid,true
arm,L,17,sign,1,radius,3,support_sites,392,bracketed,true,threshold,0.00097049975031482068,threshold_wave_energy,0.00010298719763703138,participation_sites,17.256582823715519,direct_energy_residual,2.6325784000663655e-16,momentum_residual,1.1384146688558175e-17,outside_max,0,valid,true
arm,L,17,sign,1,radius,-1,support_sites,4913,bracketed,true,threshold,0.00028271619967843749,threshold_wave_energy,8.7396446243974442e-06,participation_sites,18.212049061784267,direct_energy_residual,7.1949011418853681e-16,momentum_residual,1.9624059327146799e-17,outside_max,0,valid,true
arm,L,33,sign,-1,radius,1,support_sites,36,bracketed,true,threshold,0.0054950474439614122,threshold_wave_energy,0.0065169276707982386,participation_sites,12.907750599906709,direct_energy_residual,1.5920560226048708e-15,momentum_residual,8.6741357636934357e-18,outside_max,0,valid,true
arm,L,33,sign,-1,radius,2,support_sites,150,bracketed,true,threshold,0.0024744318553620148,threshold_wave_energy,0.0013214508180679455,participation_sites,15.926338289761425,direct_energy_residual,-3.9972230169924017e-15,momentum_residual,2.3548871187756325e-16,outside_max,0,valid,true
arm,L,33,sign,-1,radius,3,support_sites,392,bracketed,true,threshold,0.0015944954548749739,threshold_wave_energy,0.00054871468006306321,participation_sites,16.788024633903284,direct_energy_residual,-2.9928181244018304e-15,momentum_residual,1.7932703952881206e-16,outside_max,0,valid,true
arm,L,33,sign,-1,radius,-1,support_sites,35937,bracketed,true,threshold,0.00021454415392418248,threshold_wave_energy,9.9342109543517112e-06,participation_sites,17.437437730679243,direct_energy_residual,-9.2502774103747631e-16,momentum_residual,1.627387460986182e-16,outside_max,0,valid,true
arm,L,33,sign,1,radius,1,support_sites,36,bracketed,true,threshold,0.0051115078032954132,threshold_wave_energy,0.0056389476697324649,participation_sites,13.499799873028463,direct_energy_residual,1.7048130485433632e-15,momentum_residual,9.7664931976158092e-16,outside_max,0,valid,true
arm,L,33,sign,1,radius,2,support_sites,150,bracketed,true,threshold,0.0023019559848258386,threshold_wave_energy,0.0011436523815308419,participation_sites,16.594689629332933,direct_energy_residual,-6.1798168578958146e-16,momentum_residual,3.0856394241754028e-16,outside_max,0,valid,true
arm,L,33,sign,1,radius,3,support_sites,392,bracketed,true,threshold,0.001483353985753664,threshold_wave_energy,0.00047488627049516256,participation_sites,17.558488362981137,direct_energy_residual,2.6936054298501433e-15,momentum_residual,1.5178846706945971e-17,outside_max,0,valid,true
arm,L,33,sign,1,radius,-1,support_sites,35937,bracketed,true,threshold,0.00019958973534259036,threshold_wave_energy,8.5975837021134423e-06,participation_sites,18.288959515028168,direct_energy_residual,-3.2963947326977716e-15,momentum_residual,3.6819505777635227e-16,outside_max,0,valid,true
summary,arms,24,r1_bracketed,6,r2_bracketed,6,r3_bracketed,6,global_bracketed,6,worst_energy_residual,3.9972230169924017e-15,worst_momentum_residual,9.7664931976158092e-16,worst_outside,0,valid,true
verdict,R1_LOCAL_TRAVELLING_WAVE_RECOIL_THRESHOLD_CONSTRUCTED
