arm,actual_backend,L,tick,occupancy,signed_state,flux_x2,flux_y2,flux_z2,wave_x2,wave_y2,wave_z2,total_quadratic,centroid_x,displacement_x,width_x,divergence_normalized,j_dot_curl_normalized,best_shift,best_shift_overlap,right_moving_residual,wave_fraction_x,wave_fraction_y,wave_fraction_z,dispatched,toggles_valid,translating_clause,nontranslating_clause,projection_dominated_clause,execution_valid
dashboard,cpu,33,13,0,0,1486.9555306582436,83.041330578343548,113.40818011393813,77.809909307541744,39.313816339738111,41.317160293760772,1841.8459272915661,10.297600049399621,2.2976000493996214,6.8538834661642607,0.057277063756498027,2.2390844487553626e-07,2,0.75028663917615812,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,14,0,0,1399.3513502934293,73.14321086569889,105.24201290978363,83.117135568967143,39.211836013851254,41.133534298042605,1741.1990799497728,10.573892024035381,2.5738920240353806,7.0931915782326129,0.057822663470363411,-5.8765441847297932e-07,2,0.73286127143115931,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,15,0,0,1321.4430095805812,69.229198739016709,103.44020964794201,89.292591469131196,37.819813875221051,39.636453508186094,1660.8612768200785,10.762100672214443,2.7621006722144426,7.2884450744054554,0.05795605516499288,-2.2133050142638684e-06,2,0.71682750993294531,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,16,0,0,1254.1397089570225,70.856324457132274,107.17359279366971,96.052243920458238,35.403648600982116,37.058284485804371,1600.6838032150692,10.845729140370295,2.8457291403702953,7.4420403575552125,0.057720293891815606,-4.235372279652434e-06,2,0.70444418176276202,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,17,0,0,1196.5672185598178,77.071441028028715,115.04621396278573,103.00835051866548,32.31698823490968,33.885132762262863,1557.8953450664703,10.834271067364789,2.8342710673647886,7.5474975969096603,0.057207161647855019,-5.7393778329851058e-06,2,0.69718567718862856,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,18,0,0,1146.7639225122573,86.591765813167029,125.54465526140815,109.80292813024923,28.841983908778669,30.38800629633274,1527.9332619221934,10.765432591235847,2.7654325912358466,7.6037571076574766,0.056601848380897345,-5.9036116144333019e-06,2,0.69520357571413882,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,19,0,0,1102.0971828261086,97.922164305613862,137.00020147928896,115.99476726074302,25.260825331725822,26.8284057121727,1505.1035469156529,10.687609887763884,2.6876098877638839,7.6136443731958785,0.055871181099029443,-4.6122591169536543e-06,2,0.6975027434386466,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,20,0,0,1059.5093255079012,109.56297310352834,147.93049962736444,121.29909613270921,21.783634507794577,23.450022966693872,1483.5355518459917,10.637754371144796,2.6377543711447959,7.5818419939717989,0.055039951124568026,-2.4887590048836728e-06,2,0.70251228007559863,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,21,0,0,1015.8347195980093,120.007613938426,156.95376531760806,125.44786788903428,18.550050981107926,20.315748513033142,1457.1097662372188,10.631529670088046,2.6315296700880459,7.5143152582907424,0.054127369966949494,-3.9049226607503522e-07,2,0.70867993393439521,1,1,0,0,1,1,0,0,0,1
dashboard,cpu,33,22,0,0,967.77076350691686,127.83235239608609,162.80536499946845,128.25844439583545,15.710196018279461,17.616222766224251,1419.9933440828106,10.668122961554801,2.6681229615548006,7.4179212229377738,0.053094062246059059,1.1948323450950402e-06,2,0.71475823407022776,1,1,0,0,1,1,0,0,0,1
