#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,15.9108,65.0701,-7.0366,-22.6302,1.4395,nan
divJ2,-0.00111016,2.07754,-0.0949653,2.85524,-0.0246972,nan
curlJ2,-0.259507,171.127,11.5772,159.689,1.91398,nan
JdotDivJ,-0.009038,-2.35207,-0.17007,-0.900803,0.326761,nan
J4,-3.88643,48.4605,-2.78007,-37.2243,262.279,nan
stateSq,nan,nan,nan,nan,nan,nan
