snapshot,fine_JJ,fine_divJ2,fine_curlJ2,fine_JdotDivJ,fine_J4,fine_stateSq,coarse_JJ,coarse_divJ2,coarse_curlJ2,coarse_JdotDivJ,coarse_J4,coarse_stateSq
0,0.0104,0.000229465,0.00731425,-0.000106348,0.000169588,3.05176e-05,0.0993194,0.000922851,0.0399595,-0.000239721,0.013735,0.000244141
1,0.0107762,0.000229146,0.0073044,-0.000107395,0.000179668,3.05176e-05,0.105818,0.000898687,0.0407291,-0.000278987,0.0153162,0.000244141
2,0.0110903,0.000229239,0.00724223,-0.000105605,0.000188838,3.05176e-05,0.1106,0.000906482,0.038506,-0.000219645,0.016518,0.000244141
3,0.0115146,0.000230557,0.00738894,-0.000109021,0.000203538,3.05176e-05,0.116996,0.000864219,0.0404853,-0.000267151,0.0184788,0.000244141
4,0.0117093,0.00023108,0.00733036,-0.000107757,0.000209963,3.05176e-05,0.119985,0.000912384,0.040126,-0.000243285,0.0193791,0.000244141
5,0.0118622,0.00023429,0.00730074,-0.000108235,0.000213586,3.05176e-05,0.122712,0.000917471,0.0399012,-0.000317545,0.019902,0.000244141
6,0.0121713,0.000232152,0.00728007,-0.000107339,0.000223118,3.05176e-05,0.128284,0.000899815,0.0406031,-0.000220623,0.021413,0.000244141
7,0.0125211,0.000230714,0.00728048,-0.000103734,0.000235548,3.05176e-05,0.133353,0.000903094,0.039831,-0.000284152,0.0230975,0.000244141
8,0.0131315,0.000232634,0.00735238,-0.000107279,0.000257754,3.05176e-05,0.142791,0.000916505,0.0407572,-0.000267884,0.0265025,0.000244141
9,0.013366,0.000230489,0.00723466,-0.00010534,0.00026563,3.05176e-05,0.147689,0.000917958,0.0398064,-0.000282238,0.0279296,0.000244141
10,0.0148292,0.000229849,0.0072506,-0.00010722,0.000319385,3.05176e-05,0.17046,0.000894257,0.0381377,-0.000219907,0.0362055,0.000244141
11,0.0150835,0.000233947,0.00732111,-0.000108955,0.00032917,3.05176e-05,0.174611,0.000893019,0.0400053,-0.000242744,0.0377896,0.000244141
12,0.015557,0.000230432,0.00742212,-0.000110758,0.000347235,3.05176e-05,0.181083,0.000882585,0.0400088,-0.000302532,0.0406174,0.000244141
13,0.0161163,0.000228625,0.00741278,-0.000104751,0.00037104,3.05176e-05,0.189813,0.000898188,0.0402843,-0.000241362,0.0439619,0.000244141
14,0.0169367,0.000231296,0.00744634,-0.000107876,0.000402333,3.05176e-05,0.202757,0.000878006,0.0403331,-0.000248258,0.0493483,0.000244141
15,0.0174656,0.000234214,0.00737069,-0.000106837,0.000429191,3.05176e-05,0.21224,0.000885546,0.0400537,-0.000236902,0.0545282,0.000244141
16,0.0179909,0.000228276,0.00731961,-0.000106358,0.000453353,3.05176e-05,0.220073,0.000899916,0.0382438,-0.000223271,0.0584211,0.000244141
17,0.0187203,0.000227191,0.0074095,-0.000104792,0.000485289,3.05176e-05,0.231434,0.000866747,0.0401375,-0.000268604,0.0639541,0.000244141
18,0.0191912,0.000231647,0.00735836,-0.000104254,0.000506067,3.05176e-05,0.239613,0.000896613,0.0400243,-0.000252425,0.0682135,0.000244141
