target_name,target_value,polynomial_value,polynomial_string,residual,degree,coefficient
alpha_s_MZ,1.179000000000000e-01,1.179675971669331e-01,"+1 * 4 * 7 * alpha * 1/sqrt(3)",5.733432309846897e-04,4,+1
alpha_s_MZ,1.179000000000000e-01,1.179423152293438e-01,"+3 * 5 * 47 * alpha^2 * pi",3.589077976574125e-04,4,+3
alpha_s_MZ,1.179000000000000e-01,1.179423152293438e-01,"+1 * 5 * 141 * alpha^2 * pi",3.589077976575302e-04,4,+1
alpha_s_MZ,1.179000000000000e-01,1.180089117370536e-01,"+2 * 59 * 59 * alpha^2 * 1/pi",9.237636730583049e-04,4,+2
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+3 * 2 * 16 * alpha * 1/pi",4.067685692466793e-04,4,+3
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+2 * 3 * 16 * alpha * 1/pi",4.067685692466793e-04,4,+2
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+3 * 4 * 8 * alpha * 1/pi",4.067685692466793e-04,4,+3
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+2 * 4 * 12 * alpha * 1/pi",4.067685692466793e-04,4,+2
sin2_theta_W,2.229000000000000e-01,2.229192298440387e-01,"+2 * 5 * 1/Gstar * 1/Gstar^2 * 1/sqrt(3)",8.627117110220627e-05,4,+2
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+2 * 6 * 8 * alpha * 1/pi",4.067685692466793e-04,4,+2
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+1 * 6 * 16 * alpha * 1/pi",4.067685692466793e-04,4,+1
sin2_theta_W,2.229000000000000e-01,2.229906687140851e-01,"+1 * 8 * 12 * alpha * 1/pi",4.067685692466793e-04,4,+1
sin2_theta_W,2.229000000000000e-01,2.230956960787008e-01,"+3 * 8 * 59 * Gstar * alpha^2",8.779545926459897e-04,4,+3
sin2_theta_W,2.229000000000000e-01,2.229192298440387e-01,"+1 * 10 * 1/Gstar * 1/Gstar^2 * 1/sqrt(3)",8.627117110220627e-05,4,+1
sin2_theta_W,2.229000000000000e-01,2.230956960787008e-01,"+2 * 12 * 59 * Gstar * alpha^2",8.779545926458651e-04,4,+2
sin2_theta_W,2.229000000000000e-01,2.229529188679067e-01,"+3 * 17 * 1/Gstar * alpha * sqrt(pi)",2.374108026323884e-04,4,+3
sin2_theta_W,2.229000000000000e-01,2.228872531442486e-01,"+2 * 1/Gstar^2 * 1/Gstar^2 * pi * e",5.718643226274824e-05,4,+2
sin2_theta_W,2.229000000000000e-01,2.230854544678278e-01,"+3 * 1/Gstar^2 * 1/Gstar^2 * pi^2 * 1/sqrt(3)",8.320074824037947e-04,4,+3
sin2_theta_W,2.229000000000000e-01,2.228872531442486e-01,"+1 * 1/Gstar^2 * 1/Gstar^2 * 2pi * e",5.718643226274824e-05,4,+1
Vud_squared,9.488799999999999e-01,9.486558340068942e-01,"+2 * 5 * 13 * alpha",2.362427210034011e-04,3,+2
Vud_squared,9.488799999999999e-01,9.486558340068942e-01,"+1 * 10 * 13 * alpha",2.362427210034011e-04,3,+1
Vud_squared,9.488799999999999e-01,9.486558340068942e-01,"+2 * 1 * 5 * 13 * alpha",2.362427210034011e-04,4,+2
Vud_squared,9.488799999999999e-01,9.486558340068942e-01,"+1 * 1 * 10 * 13 * alpha",2.362427210034011e-04,4,+1
Vud_squared,9.488799999999999e-01,9.486558340068942e-01,"+1 * 2 * 5 * 13 * alpha",2.362427210034011e-04,4,+1
Vud_squared,9.488799999999999e-01,9.489391375541143e-01,"+3 * 4 * 27 * 55 * alpha^2",6.232353312784799e-05,4,+3
Vud_squared,9.488799999999999e-01,9.489391375541142e-01,"+2 * 6 * 27 * 55 * alpha^2",6.232353312773099e-05,4,+2
Vud_squared,9.488799999999999e-01,9.495739227849763e-01,"+1 * 7 * 55 * 1/Gstar * alpha",7.313072095274167e-04,4,+1
Vud_squared,9.488799999999999e-01,9.495995879408352e-01,"+2 * 7 * Gstar * alpha * pi",7.583550510446680e-04,4,+2
Vud_squared,9.488799999999999e-01,9.495995879408352e-01,"+1 * 7 * Gstar * alpha * 2pi",7.583550510446680e-04,4,+1
Vud_squared,9.488799999999999e-01,9.489391375541143e-01,"+3 * 9 * 12 * 55 * alpha^2",6.232353312784799e-05,4,+3
Vud_squared,9.488799999999999e-01,9.492891388132632e-01,"+3 * 9 * alpha * sqrt(pi) * e",4.311807744532608e-04,4,+3
Vud_squared,9.488799999999999e-01,9.489391375541142e-01,"+1 * 12 * 27 * 55 * alpha^2",6.232353312773099e-05,4,+1
Vud_squared,9.488799999999999e-01,9.493632200822164e-01,"+3 * 13 * 1/Gstar * alpha * pi^2",5.092531007255526e-04,4,+3
Vud_squared,9.488799999999999e-01,9.492891388132633e-01,"+1 * 27 * alpha * sqrt(pi) * e",4.311807744533778e-04,4,+1
m_W_over_m_Z,8.814700000000000e-01,8.809904091860419e-01,"+2 * 11 * 16 * 47 * alpha^2",5.440806992388820e-04,4,+2
m_W_over_m_Z,8.814700000000000e-01,8.817710459450614e-01,"+1 * 13 * Gstar * alpha * pi",3.415271592469600e-04,4,+1
m_W_over_m_Z,8.814700000000000e-01,8.811739422111050e-01,"+2 * 59 * alpha * sqrt(pi) * 1/sqrt(3)",3.358682529127090e-04,4,+2
m_b_over_m_c,4.180000000000000e+00,4.176003558564491e+00,"+1 * 5 * 64 * 1/Gstar^2 * 1/Gstar^2",9.560864678249952e-04,4,+1
m_b_over_m_c,4.180000000000000e+00,4.177713791051668e+00,"+1 * 5 * sqrt(2pi) * 1/sqrt(3) * 1/sqrt(3)",5.469399397921805e-04,4,+1
m_b_over_m_c,4.180000000000000e+00,4.176003558564491e+00,"+2 * 10 * 16 * 1/Gstar^2 * 1/Gstar^2",9.560864678249952e-04,4,+2
m_b_over_m_c,4.180000000000000e+00,4.181777544678144e+00,"+3 * 17 * 1/Gstar^2 * 1/Gstar^2 * 2pi",4.252499230009715e-04,4,+3
m_t_over_v_higgs,9.910000000000000e-01,9.919413579296550e-01,"+3 * 2 * 1/Gstar^2 * sqrt(2pi) * 1/sqrt(3)",9.499070934964639e-04,4,+3
m_t_over_v_higgs,9.910000000000000e-01,9.919413579296551e-01,"+2 * 3 * 1/Gstar^2 * sqrt(2pi) * 1/sqrt(3)",9.499070934965759e-04,4,+2
m_t_over_v_higgs,9.910000000000000e-01,9.911142103342970e-01,"+3 * 4 * 11 * 141 * alpha^2",1.152475623582623e-04,4,+3
m_t_over_v_higgs,9.910000000000000e-01,9.918130442471541e-01,"+2 * 5 * 5 * alpha * e",8.204281000546070e-04,4,+2
m_t_over_v_higgs,9.910000000000000e-01,9.918130442471541e-01,"+1 * 5 * 10 * alpha * e",8.204281000546070e-04,4,+1
m_t_over_v_higgs,9.910000000000000e-01,9.900851905081884e-01,"+1 * 5 * 47 * alpha * 1/sqrt(3)",9.231175497593869e-04,4,+1
m_t_over_v_higgs,9.910000000000000e-01,9.911142103342970e-01,"+2 * 6 * 11 * 141 * alpha^2",1.152475623582623e-04,4,+2
m_t_over_v_higgs,9.910000000000000e-01,9.919413579296551e-01,"+1 * 6 * 1/Gstar^2 * sqrt(2pi) * 1/sqrt(3)",9.499070934965759e-04,4,+1
m_t_over_v_higgs,9.910000000000000e-01,9.907154479264879e-01,"+3 * 7 * 141 * alpha^2 * 2pi",2.871363002140048e-04,4,+3
m_t_over_v_higgs,9.910000000000000e-01,9.911142103342970e-01,"+3 * 11 * 12 * 47 * alpha^2",1.152475623582623e-04,4,+3
m_t_over_v_higgs,9.910000000000000e-01,9.911142103342970e-01,"+1 * 11 * 12 * 141 * alpha^2",1.152475623582623e-04,4,+1
m_t_over_v_higgs,9.910000000000000e-01,9.901015277791836e-01,"+3 * 12 * 59 * Gstar^2 * alpha^2",9.066319079882989e-04,4,+3
m_t_over_v_higgs,9.910000000000000e-01,9.900509255963381e-01,"+2 * 13 * 1/Gstar^2 * 1/sqrt(3) * 1/sqrt(3)",9.576936464801977e-04,4,+2
m_t_over_v_higgs,9.910000000000000e-01,9.918086515903911e-01,"+2 * 64 * 1/Gstar * alpha * pi",8.159955503442164e-04,4,+2
m_t_over_v_higgs,9.910000000000000e-01,9.918086515903911e-01,"+1 * 64 * 1/Gstar * alpha * 2pi",8.159955503442164e-04,4,+1
m_t_over_v_higgs,9.910000000000000e-01,9.911271755554534e-01,"+1 * Gstar * Gstar^3 * alpha * sqrt(pi)",1.283305302254136e-04,4,+1
m_t_over_v_higgs,9.910000000000000e-01,9.911271755554536e-01,"+1 * Gstar^2 * Gstar^2 * alpha * sqrt(pi)",1.283305302256377e-04,4,+1
Omega_b,4.930000000000000e-02,4.932851546934942e-02,"+2 * 10 * 1/Gstar * alpha",5.784070861952773e-04,3,+2
Omega_b,4.930000000000000e-02,4.932851546934942e-02,"+2 * 1 * 10 * 1/Gstar * alpha",5.784070861952773e-04,4,+2
Omega_b,4.930000000000000e-02,4.932851546934942e-02,"+2 * 2 * 5 * 1/Gstar * alpha",5.784070861952773e-04,4,+2
Omega_b,4.930000000000000e-02,4.932851546934942e-02,"+1 * 2 * 10 * 1/Gstar * alpha",5.784070861952773e-04,4,+1
Omega_b,4.930000000000000e-02,4.932851546934942e-02,"+1 * 4 * 5 * 1/Gstar * alpha",5.784070861952773e-04,4,+1
Omega_b,4.930000000000000e-02,4.932851546934942e-02,"+2 * 10 * Gstar * 1/Gstar^2 * alpha",5.784070861952773e-04,4,+2
Omega_b,4.930000000000000e-02,4.926078247901990e-02,"+3 * 64 * alpha^2 * sqrt(pi) * e",7.954872409755277e-04,4,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+3 * 64 * Gstar^3 * alpha^2",7.414968260343110e-04,3,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+3 * 1 * 64 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+1 * 3 * 64 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+1
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+3 * 4 * 16 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+2 * 6 * 16 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+2
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+3 * 8 * 8 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+2 * 8 * 12 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+2
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+1 * 12 * 16 * Gstar^3 * alpha^2",7.414968260343110e-04,4,+1
Omega_dm,2.650000000000000e-01,2.647515193218216e-01,"+3 * 17 * 55 * alpha^2 * sqrt(pi)",9.376629365224649e-04,4,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+3 * 64 * Gstar * Gstar^2 * alpha^2",7.414968260343110e-04,4,+3
Omega_dm,2.650000000000000e-01,2.648035033411009e-01,"+3 * 64 * Gstar^3 * alpha * alpha",7.414968260343110e-04,4,+3
h_Hubble,6.740000000000000e-01,6.744328700880649e-01,"+2 * 17 * alpha * e",6.422404867430376e-04,3,+2
h_Hubble,6.740000000000000e-01,6.744328700880649e-01,"+2 * 1 * 17 * alpha * e",6.422404867430376e-04,4,+2
h_Hubble,6.740000000000000e-01,6.744328700880649e-01,"+1 * 2 * 17 * alpha * e",6.422404867430376e-04,4,+1
h_Hubble,6.740000000000000e-01,6.741005552396178e-01,"+2 * 5 * 16 * alpha * 1/sqrt(3)",1.491917501746539e-04,4,+2
h_Hubble,6.740000000000000e-01,6.733342361566197e-01,"+3 * 7 * 13 * 1/Gstar * alpha",9.877801830569012e-04,4,+3
h_Hubble,6.740000000000000e-01,6.741005552396178e-01,"+2 * 8 * 10 * alpha * 1/sqrt(3)",1.491917501746539e-04,4,+2
h_Hubble,6.740000000000000e-01,6.741005552396178e-01,"+1 * 10 * 16 * alpha * 1/sqrt(3)",1.491917501746539e-04,4,+1
h_Hubble,6.740000000000000e-01,6.735319369698139e-01,"+3 * 11 * 141 * alpha^2 * e",6.944555344007335e-04,4,+3
h_Hubble,6.740000000000000e-01,6.739831009032927e-01,"+2 * 141 * 141 * alpha^2 * 1/pi",2.507284377941169e-05,4,+2
Theta_13,1.500000000000000e-01,1.499558143295390e-01,"+2 * 2 * 11 * 64 * alpha^2",2.945711364064444e-04,4,+2
Theta_13,1.500000000000000e-01,1.499558143295390e-01,"+1 * 4 * 11 * 64 * alpha^2",2.945711364064444e-04,4,+1
Theta_13,1.500000000000000e-01,1.500525138244619e-01,"+3 * 5 * 12 * 1/Gstar^2 * alpha",3.500921630796480e-04,4,+3
Theta_13,1.500000000000000e-01,1.500525138244619e-01,"+3 * 6 * 10 * 1/Gstar^2 * alpha",3.500921630796480e-04,4,+3
Theta_13,1.500000000000000e-01,1.498954814829674e-01,"+2 * 7 * 64 * alpha^2 * pi",6.967901135503570e-04,4,+2
Theta_13,1.500000000000000e-01,1.498954814829674e-01,"+1 * 7 * 64 * alpha^2 * 2pi",6.967901135503570e-04,4,+1
Theta_13,1.500000000000000e-01,1.499558143295390e-01,"+2 * 8 * 11 * 16 * alpha^2",2.945711364064444e-04,4,+2
Theta_13,1.500000000000000e-01,1.500525138244619e-01,"+2 * 9 * 10 * 1/Gstar^2 * alpha",3.500921630796480e-04,4,+2
Theta_13,1.500000000000000e-01,1.499558143295390e-01,"+1 * 11 * 16 * 16 * alpha^2",2.945711364064444e-04,4,+1
Theta_13,1.500000000000000e-01,1.499659003517607e-01,"+2 * 17 * 1/Gstar * 1/Gstar^2 * 1/Gstar^2",2.273309882618498e-04,4,+2
Theta_13,1.500000000000000e-01,1.500682968186149e-01,"+3 * 55 * alpha^2 * 2pi * e",4.553121240996605e-04,4,+3
delta_CP,1.360000000000000e+00,1.360201215409298e+00,"+3 * 3 * 7 * Gstar * alpha",1.479525068368178e-04,4,+3
delta_CP,1.360000000000000e+00,1.358676522750961e+00,"+3 * 4 * Gstar^2 * alpha * sqrt(pi)",9.731450360580278e-04,4,+3
delta_CP,1.360000000000000e+00,1.358676522750961e+00,"+2 * 6 * Gstar^2 * alpha * sqrt(pi)",9.731450360580278e-04,4,+2
delta_CP,1.360000000000000e+00,1.360201215409298e+00,"+1 * 7 * 9 * Gstar * alpha",1.479525068368178e-04,4,+1
delta_CP,1.360000000000000e+00,1.361255509362847e+00,"+3 * 7 * 47 * Gstar^3 * alpha^2",9.231686491522192e-04,4,+3
delta_CP,1.360000000000000e+00,1.361255509362847e+00,"+1 * 7 * 141 * Gstar^3 * alpha^2",9.231686491520559e-04,4,+1
delta_CP,1.360000000000000e+00,1.358676522750961e+00,"+1 * 12 * Gstar^2 * alpha * sqrt(pi)",9.731450360580278e-04,4,+1
