seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15888,-1,0,0,SC,3.4032599999999995
3759153152,1,16879,0,-1,-1,FCC,1.7016299999999998
3759153152,1,16880,0,-1,0,SC,3.4032599999999995
3759153152,1,16911,0,0,-1,SC,3.4032599999999995
3759153152,1,16912,0,0,0,center,10.209779999999999
3759153152,1,16913,0,0,1,SC,3.4032599999999995
3759153152,1,16944,0,1,0,SC,3.4032599999999995
3759153152,1,17936,1,0,0,SC,3.4032599999999995
3759153152,1,17968,1,1,0,FCC,1.7016299999999998
3759153152,4,15856,-1,-1,0,FCC,2.2727416610021702
3759153152,4,15887,-1,0,-1,FCC,2.265132379476697
3759153152,4,15889,-1,0,1,FCC,2.257230150889875
3759153152,4,15920,-1,1,0,FCC,2.204938780324137
3759153152,4,17935,1,0,-1,FCC,2.337777300230828
3759153152,4,17937,1,0,1,FCC,2.3095858761118486
3759153152,5,17903,1,-1,-1,BCC,2.0905206753497203
3759153152,5,17905,1,-1,1,BCC,1.998265054422626
3759153152,6,17904,1,-1,0,FCC,2.53730106002766
3759153152,6,18960,2,0,0,SC2,2.6745975068321974
3759153152,7,15857,-1,-1,1,BCC,1.9181711286002125
3759153152,7,15919,-1,1,-1,BCC,2.0617763500678628
3759153152,8,14864,-2,0,0,SC2,2.8350634913095174
3759153152,8,15855,-1,-1,-1,BCC,2.679365703279291
3759153152,8,15921,-1,1,1,BCC,2.5912604674769866
3759153152,8,17967,1,1,-1,BCC,2.465966959562104
3759153152,8,17969,1,1,1,BCC,2.399565752586534
3759153153,1,15856,-1,-1,0,FCC,1.7016299999999998
3759153153,1,15888,-1,0,0,SC,3.4032599999999995
3759153153,1,16879,0,-1,-1,FCC,1.7016299999999998
3759153153,1,16880,0,-1,0,SC,3.4032599999999995
3759153153,1,16911,0,0,-1,SC,3.4032599999999995
3759153153,1,16912,0,0,0,center,10.209779999999999
3759153153,1,16913,0,0,1,SC,3.4032599999999995
3759153153,1,16943,0,1,-1,FCC,1.7016299999999998
3759153153,1,16944,0,1,0,SC,3.4032599999999995
3759153153,1,17904,1,-1,0,FCC,1.7016299999999998
3759153153,2,17936,1,0,0,SC,2.4761897851405394
3759153153,3,18960,2,0,0,SC2,1.9891821771751594
3759153153,4,15889,-1,0,1,FCC,2.2891068661246523
3759153153,4,15920,-1,1,0,FCC,2.267098505054925
3759153153,4,16881,0,-1,1,FCC,1.6978423402724392
3759153153,4,17935,1,0,-1,FCC,2.3958762830606837
3759153153,4,17937,1,0,1,FCC,2.3478502060799467
3759153153,4,17968,1,1,0,FCC,2.351832618342278
3759153153,6,15887,-1,0,-1,FCC,2.437252181972293
3759153153,7,15919,-1,1,-1,BCC,1.991437821668975
3759153153,7,15921,-1,1,1,BCC,1.9491890131810172
3759153153,8,14864,-2,0,0,SC2,2.9690842045816495
3759153153,8,15855,-1,-1,-1,BCC,2.6773338177593633
3759153153,8,15857,-1,-1,1,BCC,1.9783403666657953
3759153153,8,17903,1,-1,-1,BCC,1.9117704522848804
3759153153,8,17905,1,-1,1,BCC,2.3905265935617983
3759153153,8,17969,1,1,1,BCC,2.322842805064073
3759153153,10,17967,1,1,-1,BCC,2.8823568324551414
3759153154,1,15888,-1,0,0,SC,3.4032599999999995
3759153154,1,16880,0,-1,0,SC,3.4032599999999995
3759153154,1,16881,0,-1,1,FCC,1.7016299999999998
3759153154,1,16911,0,0,-1,SC,3.4032599999999995
3759153154,1,16912,0,0,0,center,10.209779999999999
3759153154,1,16913,0,0,1,SC,3.4032599999999995
3759153154,1,16944,0,1,0,SC,3.4032599999999995
3759153154,1,16945,0,1,1,FCC,1.7016299999999998
3759153154,1,17904,1,-1,0,FCC,1.7016299999999998
3759153154,1,17936,1,0,0,SC,3.4032599999999995
