seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15856,-1,-1,0,FCC,5.955704999999999
3759153152,1,15887,-1,0,-1,FCC,5.955704999999999
3759153152,1,15888,-1,0,0,SC,11.911409999999998
3759153152,1,15889,-1,0,1,FCC,5.955704999999999
3759153152,1,15920,-1,1,0,FCC,5.955704999999999
3759153152,1,16879,0,-1,-1,FCC,5.955704999999999
3759153152,1,16880,0,-1,0,SC,11.911409999999998
3759153152,1,16881,0,-1,1,FCC,5.955704999999999
3759153152,1,16911,0,0,-1,SC,11.911409999999998
3759153152,1,16912,0,0,0,center,35.73423
3759153152,1,16913,0,0,1,SC,11.911409999999998
3759153152,1,16943,0,1,-1,FCC,5.955704999999999
3759153152,1,16944,0,1,0,SC,11.911409999999998
3759153152,1,16945,0,1,1,FCC,5.955704999999999
3759153152,1,17904,1,-1,0,FCC,5.955704999999999
3759153152,1,17935,1,0,-1,FCC,5.955704999999999
3759153152,1,17936,1,0,0,SC,11.911409999999998
3759153152,1,17937,1,0,1,FCC,5.955704999999999
3759153152,1,17968,1,1,0,FCC,5.955704999999999
3759153152,2,14864,-2,0,0,SC2,3.208356576851006
3759153152,2,15855,-1,-1,-1,BCC,3.325519213648454
3759153152,2,15857,-1,-1,1,BCC,3.325519213648454
3759153152,2,15919,-1,1,-1,BCC,3.3255192136484544
3759153152,2,15921,-1,1,1,BCC,3.325519213648454
3759153152,2,16848,0,-2,0,SC2,2.0454250690223703
3759153152,2,16910,0,0,-2,SC2,2.045425069022371
3759153152,2,16914,0,0,2,SC2,2.045425069022371
3759153152,2,17903,1,-1,-1,BCC,3.2646768002188513
3759153152,2,17905,1,-1,1,BCC,3.2646768002188513
3759153152,2,17967,1,1,-1,BCC,3.2646768002188513
3759153152,2,17969,1,1,1,BCC,3.2646768002188513
3759153152,2,18960,2,0,0,SC2,3.3391485245120807
3759153152,3,15952,-1,2,0,outer,1.988634446418365
3759153152,3,16849,0,-2,1,outer,1.864963573833727
3759153152,3,16976,0,2,0,SC2,3.194621308700817
3759153152,3,17872,1,-2,0,outer,1.8798979671816436
