seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15888,-1,0,0,SC,2.722608
3759153152,1,16880,0,-1,0,SC,2.722608
3759153152,1,16911,0,0,-1,SC,2.722608
3759153152,1,16912,0,0,0,center,8.167823999999994
3759153152,1,16913,0,0,1,SC,2.722608
3759153152,1,16944,0,1,0,SC,2.722608
3759153152,1,17936,1,0,0,SC,2.722608
3759153152,4,15856,-1,-1,0,FCC,1.8082667567332251
3759153152,6,15889,-1,0,1,FCC,1.8262179215584524
3759153152,6,15920,-1,1,0,FCC,1.7563857465182555
3759153152,6,17935,1,0,-1,FCC,1.69537603233194
3759153152,6,18960,2,0,0,SC2,2.0968855679190455
3759153152,8,14864,-2,0,0,SC2,2.1008753748744193
3759153152,8,15855,-1,-1,-1,BCC,2.017626039467929
3759153152,8,15919,-1,1,-1,BCC,1.926292499539961
3759153152,8,15921,-1,1,1,BCC,1.7489637220435792
3759153152,8,17905,1,-1,1,BCC,2.094235823319298
3759153152,8,17967,1,1,-1,BCC,1.9886651148073593
3759153152,8,17969,1,1,1,BCC,2.0744723840492685
3759153152,9,15887,-1,0,-1,FCC,2.009114143602498
3759153152,10,15857,-1,-1,1,BCC,2.0269117623029884
3759153152,10,17903,1,-1,-1,BCC,2.1088052507995085
3759153152,11,17937,1,0,1,FCC,1.7271328030064517
3759153152,11,17968,1,1,0,FCC,1.7615617769286258
3759153153,1,15888,-1,0,0,SC,2.722608
3759153153,1,16880,0,-1,0,SC,2.722608
3759153153,1,16911,0,0,-1,SC,2.722608
3759153153,1,16912,0,0,0,center,8.167823999999994
3759153153,1,16913,0,0,1,SC,2.722608
3759153153,1,16944,0,1,0,SC,2.722608
3759153153,2,17936,1,0,0,SC,2.0756151990440386
3759153153,3,18960,2,0,0,SC2,1.6252751354483819
3759153153,4,15856,-1,-1,0,FCC,1.800892312199492
3759153153,6,15920,-1,1,0,FCC,1.7791212990005443
3759153153,8,14864,-2,0,0,SC2,2.1503154017610977
3759153153,8,15855,-1,-1,-1,BCC,2.0440286379487325
3759153153,8,15857,-1,-1,1,BCC,2.0440286379487325
3759153153,8,17903,1,-1,-1,BCC,2.151421469562658
3759153153,8,17905,1,-1,1,BCC,2.1514214695626577
3759153153,8,17967,1,1,-1,BCC,2.135023187041419
3759153153,9,15887,-1,0,-1,FCC,1.9731131487221754
3759153153,9,17935,1,0,-1,FCC,1.8349113226688178
3759153153,9,17968,1,1,0,FCC,1.6445306039565528
3759153153,10,15921,-1,1,1,BCC,2.2111354446235083
3759153153,10,17969,1,1,1,BCC,2.154871703540992
3759153153,11,17904,1,-1,0,FCC,1.8999519569089613
3759153153,11,17937,1,0,1,FCC,2.0692458165035017
3759153153,13,15889,-1,0,1,FCC,1.9034666287097852
3759153153,13,15919,-1,1,-1,BCC,1.8712724525264972
3759153154,1,15888,-1,0,0,SC,2.722608
3759153154,1,16880,0,-1,0,SC,2.722608
3759153154,1,16911,0,0,-1,SC,2.722608
3759153154,1,16912,0,0,0,center,8.167823999999994
3759153154,1,16913,0,0,1,SC,2.722608
3759153154,1,16944,0,1,0,SC,2.722608
3759153154,1,17936,1,0,0,SC,2.722608
3759153154,4,15856,-1,-1,0,FCC,1.8082667567332251
3759153154,4,15887,-1,0,-1,FCC,1.8082667567332251
3759153154,4,17937,1,0,1,FCC,1.8300979827841461
3759153154,6,17935,1,0,-1,FCC,1.6766324390036644
3759153154,6,17968,1,1,0,FCC,1.8033587101601183
3759153154,6,18960,2,0,0,SC2,2.0908748679764884
3759153154,8,15855,-1,-1,-1,BCC,1.886207068790542
3759153154,8,15921,-1,1,1,BCC,2.2169511202673813
3759153154,8,17903,1,-1,-1,BCC,2.076352124532974
3759153154,8,17905,1,-1,1,BCC,1.7875881653737213
3759153154,9,17904,1,-1,0,FCC,2.0437887303893474
3759153154,10,15857,-1,-1,1,BCC,2.153690692046389
3759153154,10,15919,-1,1,-1,BCC,2.064607020304491
3759153154,10,17967,1,1,-1,BCC,1.9843020981011381
3759153154,10,17969,1,1,1,BCC,1.9486403693248453
3759153154,13,14864,-2,0,0,SC2,2.8883478568466634
3759153154,13,15889,-1,0,1,FCC,1.8728869370015642
3759153155,1,15888,-1,0,0,SC,2.722608
3759153155,1,16911,0,0,-1,SC,2.722608
3759153155,1,16912,0,0,0,center,8.167823999999994
3759153155,1,16913,0,0,1,SC,2.722608
3759153155,1,16944,0,1,0,SC,2.722608
3759153155,1,17936,1,0,0,SC,2.722608
3759153155,2,16880,0,-1,0,SC,1.9435691836002094
3759153155,4,15856,-1,-1,0,FCC,1.8556595685771715
3759153155,4,15887,-1,0,-1,FCC,1.7525516846894749
3759153155,4,15889,-1,0,1,FCC,1.7525516846894749
3759153155,4,17937,1,0,1,FCC,1.758856004134051
3759153155,6,15920,-1,1,0,FCC,2.0680602466491482
3759153155,6,17904,1,-1,0,FCC,1.8012027554062378
3759153155,6,17968,1,1,0,FCC,1.8359688104935783
3759153155,8,14864,-2,0,0,SC2,2.2019654424886355
3759153155,8,15855,-1,-1,-1,BCC,1.8861075664500928
3759153155,8,15857,-1,-1,1,BCC,1.8458394089664765
3759153155,8,15919,-1,1,-1,BCC,1.9619059715463294
3759153155,8,17905,1,-1,1,BCC,1.644408785509349
3759153155,9,17935,1,0,-1,FCC,1.699037666590013
3759153155,10,17969,1,1,1,BCC,2.052201612240905
3759153155,11,18960,2,0,0,SC2,2.3747072990864795
3759153155,13,15921,-1,1,1,BCC,2.0472369069583554
3759153155,15,17903,1,-1,-1,BCC,2.03283881331905
3759153155,17,17967,1,1,-1,BCC,1.6950098069628605
3759153156,1,15888,-1,0,0,SC,2.722608
3759153156,1,16911,0,0,-1,SC,2.722608
3759153156,1,16912,0,0,0,center,8.167823999999994
3759153156,1,16944,0,1,0,SC,2.722608
3759153156,2,16880,0,-1,0,SC,2.0560368591079317
3759153156,2,16913,0,0,1,SC,2.0560368591079317
