seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15856,-1,-1,0,FCC,2.1270374999999997
3759153152,1,15888,-1,0,0,SC,4.254074999999999
3759153152,1,16879,0,-1,-1,FCC,2.1270374999999997
3759153152,1,16880,0,-1,0,SC,4.254074999999999
3759153152,1,16911,0,0,-1,SC,4.254074999999999
3759153152,1,16912,0,0,0,center,12.762224999999999
3759153152,1,16913,0,0,1,SC,4.254074999999999
3759153152,1,16943,0,1,-1,FCC,2.1270374999999997
3759153152,1,16944,0,1,0,SC,4.254074999999999
3759153152,1,17904,1,-1,0,FCC,2.1270374999999997
3759153152,1,17935,1,0,-1,FCC,2.1270374999999997
3759153152,1,17936,1,0,0,SC,4.254074999999999
3759153152,1,17937,1,0,1,FCC,2.1270374999999997
3759153152,1,17968,1,1,0,FCC,2.1270374999999997
3759153152,2,15889,-1,0,1,FCC,1.8140997509597527
3759153152,3,14864,-2,0,0,SC2,2.426143306092252
3759153152,3,15887,-1,0,-1,FCC,1.6436720557104016
3759153152,4,15920,-1,1,0,FCC,2.7774067618306018
3759153152,4,16881,0,-1,1,FCC,2.386880807242982
3759153152,4,16945,0,1,1,FCC,2.297368640899971
3759153152,5,15857,-1,-1,1,BCC,2.5172437665742846
3759153152,5,15921,-1,1,1,BCC,2.451567355343267
3759153152,5,17903,1,-1,-1,BCC,2.55392103886048
3759153152,5,17905,1,-1,1,BCC,2.215099234254768
3759153152,5,17967,1,1,-1,BCC,2.5209419469540433
3759153152,6,18960,2,0,0,SC2,3.6664318799367632
3759153152,7,15855,-1,-1,-1,BCC,2.42091708765203
3759153152,7,15919,-1,1,-1,BCC,2.4559901596936315
3759153152,7,17969,1,1,1,BCC,2.515112850862575
3759153153,1,15856,-1,-1,0,FCC,2.1270374999999997
3759153153,1,15887,-1,0,-1,FCC,2.1270374999999997
3759153153,1,15888,-1,0,0,SC,4.254074999999999
3759153153,1,15889,-1,0,1,FCC,2.1270374999999997
3759153153,1,15920,-1,1,0,FCC,2.1270374999999997
3759153153,1,16879,0,-1,-1,FCC,2.1270374999999997
3759153153,1,16880,0,-1,0,SC,4.254074999999999
3759153153,1,16881,0,-1,1,FCC,2.1270374999999997
3759153153,1,16911,0,0,-1,SC,4.254074999999999
3759153153,1,16912,0,0,0,center,12.762224999999999
3759153153,1,16913,0,0,1,SC,4.254074999999999
3759153153,1,16943,0,1,-1,FCC,2.1270374999999997
3759153153,1,16944,0,1,0,SC,4.254074999999999
3759153153,1,16945,0,1,1,FCC,2.1270374999999997
3759153153,1,17904,1,-1,0,FCC,2.1270374999999997
3759153153,1,17935,1,0,-1,FCC,2.1270374999999997
3759153153,1,17936,1,0,0,SC,4.254074999999999
3759153153,1,17937,1,0,1,FCC,2.1270374999999997
3759153153,1,17968,1,1,0,FCC,2.1270374999999997
3759153153,3,18960,2,0,0,SC2,1.7814501510869913
3759153153,5,15857,-1,-1,1,BCC,2.332933369973147
3759153153,5,15919,-1,1,-1,BCC,2.332933369973147
3759153153,5,15921,-1,1,1,BCC,2.332933369973147
3759153153,5,17903,1,-1,-1,BCC,2.7655005352301947
3759153153,5,17969,1,1,1,BCC,2.7655005352301942
3759153153,6,14864,-2,0,0,SC2,2.923584530865165
3759153153,6,17905,1,-1,1,BCC,1.9148662364673856
3759153153,6,17967,1,1,-1,BCC,1.9148662364673856
3759153153,8,15855,-1,-1,-1,BCC,3.681282542513926
3759153153,8,16914,0,0,2,SC2,1.9412075727973157
3759153154,1,15856,-1,-1,0,FCC,2.1270374999999997
3759153154,1,15887,-1,0,-1,FCC,2.1270374999999997
3759153154,1,15888,-1,0,0,SC,4.254074999999999
3759153154,1,15889,-1,0,1,FCC,2.1270374999999997
3759153154,1,16879,0,-1,-1,FCC,2.1270374999999997
3759153154,1,16880,0,-1,0,SC,4.254074999999999
3759153154,1,16881,0,-1,1,FCC,2.1270374999999997
3759153154,1,16911,0,0,-1,SC,4.254074999999999
3759153154,1,16912,0,0,0,center,12.762224999999999
3759153154,1,16913,0,0,1,SC,4.254074999999999
3759153154,1,16943,0,1,-1,FCC,2.1270374999999997
3759153154,1,16944,0,1,0,SC,4.254074999999999
3759153154,1,16945,0,1,1,FCC,2.1270374999999997
3759153154,1,17904,1,-1,0,FCC,2.1270374999999997
3759153154,1,17935,1,0,-1,FCC,2.1270374999999997
3759153154,1,17936,1,0,0,SC,4.254074999999999
3759153154,1,17937,1,0,1,FCC,2.1270374999999997
3759153154,1,17968,1,1,0,FCC,2.1270374999999997
3759153154,2,15920,-1,1,0,FCC,1.5897272327706846
3759153154,3,14864,-2,0,0,SC2,2.107579074038375
3759153154,5,15857,-1,-1,1,BCC,2.3448094974037432
3759153154,5,17905,1,-1,1,BCC,2.72027436668678
3759153154,5,17967,1,1,-1,BCC,2.718757607567024
3759153154,5,17969,1,1,1,BCC,2.7187576075670234
3759153154,6,17903,1,-1,-1,BCC,1.7308203000351103
3759153154,6,18960,2,0,0,SC2,3.808300572761889
3759153154,7,15855,-1,-1,-1,BCC,2.362724709739356
3759153154,7,15919,-1,1,-1,BCC,2.307136615537944
3759153154,7,15921,-1,1,1,BCC,2.345323589727343
3759153154,8,16910,0,0,-2,SC2,1.6262834550001781
3759153154,8,16914,0,0,2,SC2,1.8066270711201524
3759153154,11,17938,1,0,2,outer,1.5570243878802594
3759153154,12,18961,2,0,1,outer,1.5998599489130179
3759153154,12,18992,2,1,0,outer,1.6800244498555053
3759153154,14,14831,-2,-1,-1,outer,1.6734922059929194
3759153154,15,14832,-2,-1,0,outer,1.979920682436834
3759153154,15,14863,-2,0,-1,outer,1.8745322923483636
3759153154,15,15886,-1,0,-2,outer,1.854653544581852
3759153154,15,15890,-1,0,2,outer,1.8533015449247
3759153154,17,18959,2,0,-1,outer,1.8890630662127155
3759153154,19,13840,-3,0,0,outer,1.6904183510439121
3759153154,19,14895,-2,1,-1,outer,2.1698550754193477
3759153154,19,14897,-2,1,1,outer,1.8156013178392043
3759153154,19,15858,-1,-1,2,outer,1.5633379390289108
3759153154,20,14862,-2,0,-2,outer,1.7501962655387573
3759153154,20,14896,-2,1,0,outer,2.1601727356340814
3759153154,20,15824,-1,-2,0,outer,2.321329475846915
3759153154,20,15952,-1,2,0,outer,2.3906621110159056
3759153154,21,13871,-3,1,-1,outer,1.7314656862162816
3759153154,23,18958,2,0,-2,outer,2.011029346844124
3759153154,23,18962,2,0,2,outer,1.7218424276686095
3759153154,23,19024,2,2,0,outer,2.0287452964567136
3759153154,24,14833,-2,-1,1,outer,1.7842254538040694
3759153154,24,14865,-2,0,1,outer,2.124615248291519
3759153154,25,14866,-2,0,2,outer,2.0265358822158563
3759153154,26,14834,-2,-1,2,outer,1.5832227386058686
3759153154,26,14894,-2,1,-2,outer,1.7720159781973106
3759153154,26,14927,-2,2,-1,outer,1.8368354678207601
3759153154,26,15854,-1,-1,-2,outer,1.821107642843793
3759153154,26,15951,-1,2,-1,outer,1.8919323935589647
3759153154,26,17871,1,-2,-1,outer,1.799292191718191
3759153154,26,17934,1,0,-2,outer,2.0393509528917995
3759153154,26,18991,2,1,-1,outer,1.737133630227588
3759153154,27,13841,-3,0,1,outer,1.797728760588424
3759153154,27,14800,-2,-2,0,outer,1.8272635124766248
3759153154,27,18000,1,2,0,outer,2.0416283159759483
3759153154,27,18896,2,-2,0,outer,1.7214075193846896
3759153154,28,14926,-2,2,-2,outer,1.6466603467105438
3759153154,28,16976,0,2,0,SC2,1.9595571834548944
3759153154,30,12816,-4,0,0,outer,1.8539470587062579
3759153154,30,13807,-3,-1,-1,outer,2.1400769774735084
3759153154,30,13873,-3,1,1,outer,2.139220510135513
3759153154,30,14928,-2,2,0,outer,1.7438062696041765
3759153154,30,14929,-2,2,1,outer,1.5874268554698228
3759153154,31,14898,-2,1,2,outer,1.8877249085253283
3759153154,31,15918,-1,1,-2,outer,2.022390069778271
3759153154,31,17966,1,1,-2,outer,1.911417480737744
3759153154,32,13838,-3,0,-2,outer,1.917368826509684
3759153154,32,17872,1,-2,0,outer,1.712988904897414
3759153154,34,14930,-2,2,2,outer,1.9375821668384117
3759153154,34,16909,0,0,-3,outer,1.761034046419945
3759153154,34,16942,0,1,-2,outer,1.6461688182635594
