seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15856,-1,-1,0,FCC,4.254074999999999
3759153152,1,15887,-1,0,-1,FCC,4.254074999999999
3759153152,1,15888,-1,0,0,SC,8.508149999999999
3759153152,1,15889,-1,0,1,FCC,4.254074999999999
3759153152,1,15920,-1,1,0,FCC,4.254074999999999
3759153152,1,16879,0,-1,-1,FCC,4.254074999999999
3759153152,1,16880,0,-1,0,SC,8.508149999999999
3759153152,1,16881,0,-1,1,FCC,4.254074999999999
3759153152,1,16911,0,0,-1,SC,8.508149999999999
3759153152,1,16912,0,0,0,center,25.524449999999998
3759153152,1,16913,0,0,1,SC,8.508149999999999
3759153152,1,16943,0,1,-1,FCC,4.254074999999999
3759153152,1,16944,0,1,0,SC,8.508149999999999
3759153152,1,16945,0,1,1,FCC,4.254074999999999
3759153152,1,17904,1,-1,0,FCC,4.254074999999999
3759153152,1,17935,1,0,-1,FCC,4.254074999999999
3759153152,1,17936,1,0,0,SC,8.508149999999999
3759153152,1,17937,1,0,1,FCC,4.254074999999999
3759153152,1,17968,1,1,0,FCC,4.254074999999999
3759153152,2,14864,-2,0,0,SC2,2.0851478956045493
3759153152,2,15855,-1,-1,-1,BCC,2.1585822598847493
3759153152,2,15857,-1,-1,1,BCC,2.1585822598847497
3759153152,2,15919,-1,1,-1,BCC,2.15858225988475
3759153152,2,15921,-1,1,1,BCC,2.15858225988475
3759153152,2,17903,1,-1,-1,BCC,2.0980566823735196
3759153152,2,17905,1,-1,1,BCC,2.09805668237352
3759153152,2,17967,1,1,-1,BCC,2.09805668237352
3759153152,2,17969,1,1,1,BCC,2.09805668237352
3759153152,2,18960,2,0,0,SC2,2.215939843265626
3759153152,3,16848,0,-2,0,SC2,2.1135051143932064
3759153152,3,16976,0,2,0,SC2,2.1135051143932064
3759153152,5,15886,-1,0,-2,outer,1.8386472724623257
3759153152,5,16849,0,-2,1,outer,1.7100391562672312
3759153152,5,16910,0,0,-2,SC2,3.7268912118647384
3759153152,5,16914,0,0,2,SC2,3.726891211864737
3759153152,5,16975,0,2,-1,outer,1.710039156267231
3759153152,5,17872,1,-2,0,outer,2.209698514598765
3759153152,5,18000,1,2,0,outer,2.209698514598765
3759153152,6,14832,-2,-1,0,outer,1.9983720324680057
3759153152,6,14863,-2,0,-1,outer,1.9389679607675125
3759153152,6,14865,-2,0,1,outer,1.9992788675247888
3759153152,6,15823,-1,-2,-1,outer,2.165517324998727
3759153152,6,15824,-1,-2,0,outer,2.3976317282940425
3759153152,6,15825,-1,-2,1,outer,2.124376364144345
3759153152,6,15854,-1,-1,-2,outer,1.958075835975688
3759153152,6,15918,-1,1,-2,outer,1.9623841781252067
3759153152,6,15951,-1,2,-1,outer,2.1284333314042816
3759153152,6,15952,-1,2,0,outer,2.3971942160785367
3759153152,6,15953,-1,2,1,outer,2.160980333895926
3759153152,6,16847,0,-2,-1,outer,2.7566309911868747
3759153152,6,16878,0,-1,-2,outer,2.617591859706601
3759153152,6,16882,0,-1,2,outer,2.635979627672787
3759153152,6,16942,0,1,-2,outer,2.558241670709003
3759153152,6,16946,0,1,2,outer,2.6950688209574856
3759153152,6,16977,0,2,1,outer,2.754542809585189
3759153152,6,17871,1,-2,-1,outer,2.1130093977817137
3759153152,6,17902,1,-1,-2,outer,2.1274198322157623
3759153152,6,17906,1,-1,2,outer,2.140141493573755
3759153152,6,17934,1,0,-2,outer,2.6721777911021043
3759153152,6,17966,1,1,-2,outer,2.1357127127243443
3759153152,6,17999,1,2,-1,outer,1.8976090300301889
3759153152,6,18001,1,2,1,outer,2.111538216146607
3759153152,6,18928,2,-1,0,outer,2.230187437620757
3759153152,6,18929,2,-1,1,outer,2.0602720851614533
3759153152,6,18959,2,0,-1,outer,2.2697322785103577
3759153152,6,18991,2,1,-1,outer,2.0599957011174084
3759153152,6,18992,2,1,0,outer,2.2301874377571647
3759153152,6,18993,2,1,1,outer,2.062355918115001
3759153152,7,15858,-1,-1,2,outer,2.1738398369871907
3759153152,7,15922,-1,1,2,outer,2.17350373216879
3759153152,7,17970,1,1,2,outer,2.092989239280574
3759153152,7,18927,2,-1,-1,outer,2.117969498080776
3759153152,7,18961,2,0,1,outer,2.1174373082270947
3759153152,7,19984,3,0,0,outer,1.9494696877770912
3759153152,8,14896,-2,1,0,outer,1.6946612745640244
3759153152,8,17938,1,0,2,outer,3.0895637194023493
3759153152,9,14831,-2,-1,-1,outer,3.4651328617454036
3759153152,9,14833,-2,-1,1,outer,3.4314924028384994
3759153152,9,14895,-2,1,-1,outer,3.296830926408189
3759153152,9,14897,-2,1,1,outer,3.332852898386586
3759153152,9,15890,-1,0,2,outer,3.1169961441517935
3759153152,9,17873,1,-2,1,outer,2.4948491612521457
3759153152,10,13840,-3,0,0,outer,3.155065628896717
3759153152,11,13809,-3,-1,1,outer,2.117857546528308
3759153152,11,13871,-3,1,-1,outer,2.2043870919355135
3759153152,11,13873,-3,1,1,outer,2.2079430485126745
3759153152,11,14800,-2,-2,0,outer,1.887186753955106
3759153152,11,14862,-2,0,-2,outer,2.1495362434689134
3759153152,11,14928,-2,2,0,outer,2.120475533950129
3759153152,11,16850,0,-2,2,outer,1.7621568532928544
3759153152,11,17841,1,-3,1,outer,1.6153590075933875
3759153152,11,18896,2,-2,0,outer,1.947467579613541
3759153152,11,18958,2,0,-2,outer,1.985364880745533
3759153152,11,19024,2,2,0,outer,2.1224326991790425
3759153152,11,20015,3,1,-1,outer,1.724647252023036
3759153152,12,14894,-2,1,-2,outer,1.5937211176744235
3759153152,12,14927,-2,2,-1,outer,1.6009704661795934
3759153152,12,14929,-2,2,1,outer,1.5895066569662366
3759153152,13,14866,-2,0,2,outer,1.9887062041531003
3759153152,13,16974,0,2,-2,outer,1.844074226984477
3759153152,14,13807,-3,-1,-1,outer,2.233854773166665
3759153152,14,19951,3,-1,-1,outer,2.0097697589465477
3759153152,14,19953,3,-1,1,outer,2.0496235081869685
3759153152,16,14830,-2,-1,-2,outer,1.5748892774925007
3759153152,16,14834,-2,-1,2,outer,1.6739260763830108
3759153152,16,14898,-2,1,2,outer,1.7404316189803584
3759153152,16,16978,0,2,2,outer,1.7130383983780648
3759153152,16,18962,2,0,2,outer,2.204430223886861
3759153152,16,19022,2,2,-2,outer,1.6916727050694214
3759153152,16,20017,3,1,1,outer,2.178820493739432
3759153152,17,13872,-3,1,0,outer,2.0311650214173333
3759153152,17,14799,-2,-2,-1,outer,2.1650675060929174
3759153152,17,14801,-2,-2,1,outer,2.1548566720995717
3759153152,18,14798,-2,-2,-2,outer,1.9097132474261664
3759153152,18,16846,0,-2,-2,outer,2.944897991143701
3759153152,19,17939,1,0,3,outer,1.799005667703267
3759153152,19,18897,2,-2,1,outer,1.7976188430596514
3759153152,19,18898,2,-2,2,outer,1.8325838244956145
3759153152,19,18926,2,-1,-2,outer,1.7185732970996834
3759153152,19,18990,2,1,-2,outer,1.6723954265031462
3759153152,19,19023,2,2,-1,outer,1.689875405915019
3759153152,21,15792,-1,-3,0,outer,1.7741632177710966
3759153152,21,17933,1,0,-3,outer,2.0812289222094322
3759153152,21,18895,2,-2,-1,outer,2.242214373568053
3759153152,21,19025,2,2,1,outer,1.9879592790813263
3759153152,22,13839,-3,0,-1,outer,1.7487756689931415
3759153152,22,17874,1,-2,2,outer,1.923879783965097
3759153152,25,12816,-4,0,0,outer,1.7490818367113308
3759153152,25,19987,3,0,3,outer,1.728355871641928
3759153152,26,18032,1,3,0,outer,1.6794571827326994
3759153152,26,18930,2,-1,2,outer,2.331650143443927
3759153152,26,18994,2,1,2,outer,1.9510443509268718
3759153152,27,13838,-3,0,-2,outer,2.087618545900376
3759153152,27,13904,-3,2,0,outer,1.9440761867560736
3759153152,27,14768,-2,-3,0,outer,2.008401176540488
3759153152,27,20048,3,2,0,outer,1.707090868426342
3759153152,29,13903,-3,2,-1,outer,1.6918334835857756
3759153152,29,13905,-3,2,1,outer,1.9264498698785233
3759153152,29,14861,-2,0,-3,outer,1.8463836555862536
3759153152,29,15917,-1,1,-3,outer,1.60088142016646
3759153152,29,17965,1,1,-3,outer,1.8108337325862944
3759153152,29,19056,2,3,0,outer,1.7412926378690026
3759153152,29,19985,3,0,1,outer,1.6566237689975378
3759153152,29,19986,3,0,2,outer,2.0449782893818185
3759153152,30,13808,-3,-1,0,outer,1.6770669854729279
3759153152,30,14960,-2,3,0,outer,1.7104139450762987
3759153152,31,15853,-1,-1,-3,outer,1.9494081643616161
3759153152,31,15983,-1,3,-1,outer,1.8734449120577394
3759153152,31,17971,1,1,3,outer,1.8940496806782154
3759153152,31,19952,3,-1,0,outer,1.9042027425663428
3759153152,31,20016,3,1,0,outer,2.3913505896880167
3759153152,32,13776,-3,-2,0,outer,2.1346402070298174
3759153152,32,14867,-2,0,3,outer,1.7068410513192063
3759153152,32,15821,-1,-2,-3,outer,1.6078009443247985
3759153152,32,16909,0,0,-3,outer,1.7869535428514083
3759153152,32,19982,3,0,-2,outer,1.7243623533096148
3759153152,33,17839,1,-3,-1,outer,1.6991288423674302
3759153152,33,19949,3,-1,-3,outer,1.656025828425688
3759153152,34,13777,-3,-2,1,outer,1.7758465144650035
3759153152,34,13842,-3,0,2,outer,2.465776336674774
3759153152,34,15859,-1,-1,3,outer,1.6927896453228566
3759153152,34,16816,0,-3,0,outer,1.7818911184142463
3759153152,34,17838,1,-3,-2,outer,1.7927125444246568
3759153152,34,17901,1,-1,-3,outer,1.696039300572678
3759153152,34,17907,1,-1,3,outer,1.7229871583755947
3759153152,34,18033,1,3,1,outer,1.7579773789979765
3759153152,34,18957,2,0,-3,outer,2.145875149950211
3759153152,35,19983,3,0,-1,outer,1.6970134983147753
3759153152,36,14926,-2,2,-2,outer,1.7926522509047522
3759153152,36,15923,-1,1,3,outer,1.866342476660779
3759153152,36,15955,-1,2,3,outer,1.6820132214840562
3759153152,36,16877,0,-1,-3,outer,1.7324028258813928
3759153152,36,19950,3,-1,-2,outer,1.857667633543609
3759153152,37,17008,0,3,0,outer,2.0854989389616723
3759153152,38,12880,-4,2,0,outer,1.9473814374359582
3759153152,38,13841,-3,0,1,outer,1.921265357458165
3759153152,38,15985,-1,3,1,outer,2.0890033924413753
3759153152,38,18031,1,3,-1,outer,2.297778097903796
3759153152,38,18894,2,-2,-2,outer,1.9513356505862214
3759153152,38,20079,3,3,-1,outer,1.7276985508107718
3759153152,38,21010,4,0,2,outer,1.7311846040015728
3759153152,39,15822,-1,-2,-2,outer,1.780325237347639
3759153152,39,17842,1,-3,2,outer,1.7067037666617806
3759153152,39,17875,1,-2,3,outer,1.9297145307301
3759153152,39,18030,1,3,-2,outer,1.7900584673841338
3759153152,39,18963,2,0,3,outer,1.8874101644362007
3759153152,40,13805,-3,-1,-3,outer,1.69249999575131
3759153152,40,13811,-3,-1,3,outer,1.5918762160310909
3759153152,40,13935,-3,3,-1,outer,1.9414461844045232
3759153152,40,13937,-3,3,1,outer,1.944328973558324
3759153152,40,14802,-2,-2,2,outer,1.7568151328567951
3759153152,40,15793,-1,-3,1,outer,2.3620001438034586
3759153152,40,15885,-1,0,-3,outer,1.6654468384906815
3759153152,40,15984,-1,3,0,outer,1.6053630209219094
3759153152,40,17007,0,3,-1,outer,1.6758679129402172
3759153152,40,19889,3,-3,1,outer,1.7767225203739487
3759153152,41,15949,-1,2,-3,outer,1.8894003406961124
3759153152,42,20019,3,1,3,outer,1.6105340454915957
3759153152,43,12814,-4,0,-2,outer,1.633802295160023
3759153152,43,13936,-3,3,0,outer,2.0535115197178215
3759153152,43,15791,-1,-3,-1,outer,2.0714448510460324
3759153152,43,21008,4,0,0,outer,2.043936926009421
3759153152,44,15950,-1,2,-2,outer,1.9523908176602798
3759153152,44,15954,-1,2,2,outer,1.8977527517782131
3759153152,44,16915,0,0,3,outer,1.8401419913743207
3759153152,45,17840,1,-3,0,outer,1.6169614060562405
3759153152,45,21006,4,0,-2,outer,1.9997669542524075
3759153152,46,18003,1,2,3,outer,1.6203796831334671
3759153152,47,12752,-4,-2,0,outer,1.9208553317368304
3759153152,47,14930,-2,2,2,outer,1.7519796025049763
3759153152,47,15891,-1,0,3,outer,1.819848268709301
3759153152,48,13744,-3,-3,0,outer,1.9433808158431032
3759153152,48,19920,3,-2,0,outer,1.9504402879857046
3759153152,49,20081,3,3,1,outer,1.7110262789632351
3759153152,49,21072,4,2,0,outer,1.9266498756996726
3759153152,51,16908,0,0,-4,outer,1.9032250184372546
3759153152,51,17998,1,2,-2,outer,1.810204539731318
3759153152,51,20944,4,-2,0,outer,2.0490398658814946
3759153152,52,18865,2,-3,1,outer,1.6367443245216369
3759153152,53,16916,0,0,4,outer,2.026815426828512
3759153152,54,12847,-4,1,-1,outer,1.9176841000282496
3759153152,55,16784,0,-4,0,outer,1.8045718752284678
3759153152,56,12782,-4,-1,-2,outer,1.728808777752685
3759153152,56,12817,-4,0,1,outer,1.604386287827098
3759153152,56,19057,2,3,1,outer,1.8240603019006416
3759153152,58,15790,-1,-3,-2,outer,1.6958310423215346
3759153152,58,15826,-1,-2,2,outer,1.9814208687114012
3759153152,58,17870,1,-2,-2,outer,1.668790458682047
3759153152,58,18832,2,-4,0,outer,1.791687372383103
3759153152,58,20942,4,-2,-2,outer,1.773775104489187
3759153152,59,18995,2,1,3,outer,1.6362524785556574
3759153152,60,11823,-5,1,-1,outer,1.8182975245511588
3759153152,60,17040,0,4,0,outer,2.069183926062339
3759153153,1,15856,-1,-1,0,FCC,4.254074999999999
3759153153,1,15887,-1,0,-1,FCC,4.254074999999999
3759153153,1,15888,-1,0,0,SC,8.508149999999999
3759153153,1,15889,-1,0,1,FCC,4.254074999999999
3759153153,1,15920,-1,1,0,FCC,4.254074999999999
3759153153,1,16879,0,-1,-1,FCC,4.254074999999999
3759153153,1,16880,0,-1,0,SC,8.508149999999999
3759153153,1,16881,0,-1,1,FCC,4.254074999999999
3759153153,1,16911,0,0,-1,SC,8.508149999999999
3759153153,1,16912,0,0,0,center,25.524449999999998
3759153153,1,16913,0,0,1,SC,8.508149999999999
3759153153,1,16943,0,1,-1,FCC,4.254074999999999
3759153153,1,16944,0,1,0,SC,8.508149999999999
3759153153,1,16945,0,1,1,FCC,4.254074999999999
3759153153,1,17904,1,-1,0,FCC,4.254074999999999
3759153153,1,17935,1,0,-1,FCC,4.254074999999999
3759153153,1,17936,1,0,0,SC,8.508149999999999
3759153153,1,17937,1,0,1,FCC,4.254074999999999
3759153153,1,17968,1,1,0,FCC,4.254074999999999
3759153153,2,14864,-2,0,0,SC2,2.0851478956045493
3759153153,2,15855,-1,-1,-1,BCC,2.1585822598847493
3759153153,2,15857,-1,-1,1,BCC,2.1585822598847497
3759153153,2,15919,-1,1,-1,BCC,2.15858225988475
3759153153,2,15921,-1,1,1,BCC,2.15858225988475
3759153153,2,17905,1,-1,1,BCC,2.09805668237352
3759153153,2,17967,1,1,-1,BCC,2.09805668237352
3759153153,2,17969,1,1,1,BCC,2.09805668237352
3759153153,2,18960,2,0,0,SC2,2.215939843265626
3759153153,3,16910,0,0,-2,SC2,2.1127496710949374
3759153153,3,16914,0,0,2,SC2,2.1133963516138263
3759153153,3,17903,1,-1,-1,BCC,2.7952490487565482
3759153153,5,15824,-1,-2,0,outer,1.8190747723559237
3759153153,5,15890,-1,0,2,outer,1.8315737039170867
3759153153,5,15952,-1,2,0,outer,1.8379392733236808
3759153153,5,16848,0,-2,0,SC2,3.6496082544242956
3759153153,5,16878,0,-1,-2,outer,1.7752909510506136
3759153153,5,16942,0,1,-2,outer,1.6817405930530103
3759153153,5,16946,0,1,2,outer,1.7095762866852422
3759153153,5,16976,0,2,0,SC2,3.723755416108431
3759153153,5,17934,1,0,-2,outer,2.236510830395058
3759153153,5,17938,1,0,2,outer,2.205582375274453
3759153153,6,14865,-2,0,1,outer,1.9227649469138084
3759153153,6,14896,-2,1,0,outer,1.9279390025855245
3759153153,6,15823,-1,-2,-1,outer,1.949167853274653
3759153153,6,15825,-1,-2,1,outer,1.9458375120889824
3759153153,6,15886,-1,0,-2,outer,2.315491277180309
3759153153,6,15918,-1,1,-2,outer,2.108170910392157
3759153153,6,15922,-1,1,2,outer,1.950693183942018
3759153153,6,16847,0,-2,-1,outer,2.655533799163629
3759153153,6,16849,0,-2,1,outer,2.588494685315235
3759153153,6,16882,0,-1,2,outer,2.6624636948672102
3759153153,6,16975,0,2,-1,outer,2.543735185091446
3759153153,6,16977,0,2,1,outer,2.5583164674095236
3759153153,6,17871,1,-2,-1,outer,2.261650661179197
3759153153,6,17872,1,-2,0,outer,2.7250370918912394
3759153153,6,17873,1,-2,1,outer,2.104452925661171
3759153153,6,17906,1,-1,2,outer,2.0966504444772145
3759153153,6,17966,1,1,-2,outer,1.8711853160885266
3759153153,6,17999,1,2,-1,outer,2.120996177164328
3759153153,6,18001,1,2,1,outer,2.1377145005911258
3759153153,6,18927,2,-1,-1,outer,2.2631537568731637
3759153153,6,18928,2,-1,0,outer,2.319586260884875
3759153153,6,18929,2,-1,1,outer,2.0401052681895617
3759153153,6,18959,2,0,-1,outer,2.2761415952389044
3759153153,6,18961,2,0,1,outer,2.203116803509707
3759153153,6,18991,2,1,-1,outer,2.041034659321792
3759153153,6,18992,2,1,0,outer,2.2437792627082116
3759153153,6,18993,2,1,1,outer,2.043187760430794
3759153153,7,15854,-1,-1,-2,outer,1.9743764575916496
3759153153,7,15951,-1,2,-1,outer,1.8202510650705952
3759153153,7,19984,3,0,0,outer,1.9222747421599948
3759153153,8,18000,1,2,0,outer,3.1818240633237656
3759153153,9,14831,-2,-1,-1,outer,3.1842757560855635
3759153153,9,14832,-2,-1,0,outer,3.8102531663504466
3759153153,9,14833,-2,-1,1,outer,3.225413890130778
3759153153,9,14863,-2,0,-1,outer,3.9511459936696256
3759153153,9,14895,-2,1,-1,outer,3.3223720254988462
3759153153,9,14897,-2,1,1,outer,3.278473637622005
3759153153,9,15953,-1,2,1,outer,2.6030282668472906
