seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15856,-1,-1,0,FCC,2.5524449999999996
3759153152,1,15887,-1,0,-1,FCC,2.5524449999999996
3759153152,1,15888,-1,0,0,SC,5.104889999999999
3759153152,1,15889,-1,0,1,FCC,2.5524449999999996
3759153152,1,15920,-1,1,0,FCC,2.5524449999999996
3759153152,1,16879,0,-1,-1,FCC,2.5524449999999996
3759153152,1,16880,0,-1,0,SC,5.104889999999999
3759153152,1,16881,0,-1,1,FCC,2.5524449999999996
3759153152,1,16911,0,0,-1,SC,5.104889999999999
3759153152,1,16912,0,0,0,center,15.314669999999998
3759153152,1,16913,0,0,1,SC,5.104889999999999
3759153152,1,16943,0,1,-1,FCC,2.5524449999999996
3759153152,1,16944,0,1,0,SC,5.104889999999999
3759153152,1,16945,0,1,1,FCC,2.5524449999999996
3759153152,1,17904,1,-1,0,FCC,2.5524449999999996
3759153152,1,17935,1,0,-1,FCC,2.5524449999999996
3759153152,1,17936,1,0,0,SC,5.104889999999999
3759153152,1,17937,1,0,1,FCC,2.5524449999999996
3759153152,1,17968,1,1,0,FCC,2.5524449999999996
3759153152,3,14864,-2,0,0,SC2,2.5879710941856016
3759153152,3,18960,2,0,0,SC2,2.306212666253075
3759153152,5,15855,-1,-1,-1,BCC,3.0617252118513854
3759153152,5,15857,-1,-1,1,BCC,3.0617252118513854
3759153152,5,15919,-1,1,-1,BCC,3.0617252118513862
3759153152,5,15921,-1,1,1,BCC,3.0617252118513862
3759153152,5,16910,0,0,-2,SC2,1.7251688115937736
3759153152,5,17903,1,-1,-1,BCC,3.4799714099711454
3759153152,5,17905,1,-1,1,BCC,3.4799714099711454
3759153152,5,17967,1,1,-1,BCC,3.479971409971145
3759153152,5,17969,1,1,1,BCC,3.4799714099711454
3759153152,8,16914,0,0,2,SC2,2.1406434549093474
3759153152,8,16976,0,2,0,SC2,2.1567948563000945
3759153152,9,14832,-2,-1,0,outer,1.8172058342031425
3759153152,10,13840,-3,0,0,outer,1.8980900284883313
3759153152,12,18992,2,1,0,outer,1.8022452584000421
3759153152,13,17934,1,0,-2,outer,1.7164743821661879
3759153152,14,14896,-2,1,0,outer,1.9214069252181698
3759153152,15,14865,-2,0,1,outer,2.1721534142775165
3759153152,15,15824,-1,-2,0,outer,1.9916010797652466
3759153152,17,17872,1,-2,0,outer,1.6490752448750825
3759153152,17,18928,2,-1,0,outer,1.9832536273145578
3759153152,18,14866,-2,0,2,outer,1.6755274229218793
3759153152,18,15890,-1,0,2,outer,1.7669512403660466
3759153152,18,18962,2,0,2,outer,1.9251672946487062
3759153152,18,19024,2,2,0,outer,1.8493909932664416
3759153152,19,14833,-2,-1,1,outer,1.8625079973716023
3759153152,19,14863,-2,0,-1,outer,2.0146937692592664
3759153152,19,15854,-1,-1,-2,outer,1.7538780068181692
3759153152,19,15858,-1,-1,2,outer,1.7465229907732758
3759153152,19,15922,-1,1,2,outer,1.7347382767675537
3759153152,20,15886,-1,0,-2,outer,2.406238302040064
3759153152,20,15952,-1,2,0,outer,2.380945012455818
3759153152,21,13809,-3,-1,1,outer,1.8333184301685383
3759153152,21,13873,-3,1,1,outer,1.685582618865087
3759153152,21,17873,1,-2,1,outer,1.804696069914407
3759153152,21,17902,1,-1,-2,outer,1.675137654980531
3759153152,21,17906,1,-1,2,outer,1.82207613079161
3759153152,21,17938,1,0,2,outer,1.9988458433779168
3759153152,21,17970,1,1,2,outer,1.6641697651045342
3759153152,21,18000,1,2,0,outer,1.973035066293947
3759153152,22,18959,2,0,-1,outer,2.3706563754251158
3759153152,22,18961,2,0,1,outer,2.5314254513438073
3759153152,23,14800,-2,-2,0,outer,2.282035350693257
3759153152,23,14862,-2,0,-2,outer,2.185518813104431
3759153152,23,18958,2,0,-2,outer,2.205856456911322
3759153152,24,14831,-2,-1,-1,outer,1.7470378090105476
3759153152,24,14895,-2,1,-1,outer,1.6824654523821347
3759153152,25,12816,-4,0,0,outer,1.6073527176173668
3759153152,25,16946,0,1,2,outer,2.1219953892576875
3759153152,25,16974,0,2,-2,outer,1.65201917236231
3759153152,25,18896,2,-2,0,outer,2.2794732112371885
3759153152,26,14799,-2,-2,-1,outer,1.745068372719926
3759153152,26,14801,-2,-2,1,outer,1.8982449132477113
3759153152,26,14830,-2,-1,-2,outer,1.8131083532753016
3759153152,26,14834,-2,-1,2,outer,1.9461803485445248
3759153152,26,15825,-1,-2,1,outer,1.6853625912398214
3759153152,26,15953,-1,2,1,outer,1.8246878314924155
3759153152,26,17871,1,-2,-1,outer,1.9657236046483044
3759153152,26,18927,2,-1,-1,outer,1.7327252985491983
3759153152,27,14928,-2,2,0,outer,2.1168214300087147
3759153152,28,15951,-1,2,-1,outer,1.643196782055802
3759153152,30,13807,-3,-1,-1,outer,1.6330377147014667
3759153152,30,16878,0,-1,-2,outer,1.8943081662143135
3759153152,31,14897,-2,1,1,outer,1.7558935807686904
3759153152,31,14927,-2,2,-1,outer,1.7103197226110631
3759153152,31,17999,1,2,-1,outer,1.8439563698377652
3759153152,32,16846,0,-2,-2,outer,1.975815826385839
3759153152,33,16848,0,-2,0,SC2,1.9585593786998503
3759153152,35,16975,0,2,-1,outer,1.9671069223462763
3759153152,36,14894,-2,1,-2,outer,1.5976559640188914
3759153152,36,15823,-1,-2,-1,outer,1.9771095696547405
3759153152,39,16882,0,-1,2,outer,1.94269847857414
3759153153,1,15856,-1,-1,0,FCC,2.5524449999999996
3759153153,1,15887,-1,0,-1,FCC,2.5524449999999996
3759153153,1,15888,-1,0,0,SC,5.104889999999999
3759153153,1,15889,-1,0,1,FCC,2.5524449999999996
3759153153,1,15920,-1,1,0,FCC,2.5524449999999996
3759153153,1,16879,0,-1,-1,FCC,2.5524449999999996
3759153153,1,16880,0,-1,0,SC,5.104889999999999
3759153153,1,16881,0,-1,1,FCC,2.5524449999999996
3759153153,1,16911,0,0,-1,SC,5.104889999999999
3759153153,1,16912,0,0,0,center,15.314669999999998
3759153153,1,16913,0,0,1,SC,5.104889999999999
3759153153,1,16943,0,1,-1,FCC,2.5524449999999996
3759153153,1,16944,0,1,0,SC,5.104889999999999
3759153153,1,16945,0,1,1,FCC,2.5524449999999996
3759153153,1,17904,1,-1,0,FCC,2.5524449999999996
3759153153,1,17935,1,0,-1,FCC,2.5524449999999996
3759153153,1,17936,1,0,0,SC,5.104889999999999
3759153153,1,17937,1,0,1,FCC,2.5524449999999996
3759153153,1,17968,1,1,0,FCC,2.5524449999999996
3759153153,3,14864,-2,0,0,SC2,2.5879710941856016
3759153153,3,18960,2,0,0,SC2,2.306212666253075
3759153153,5,15855,-1,-1,-1,BCC,3.0617252118513854
3759153153,5,15857,-1,-1,1,BCC,3.0617252118513854
3759153153,5,15919,-1,1,-1,BCC,3.0617252118513862
3759153153,5,15921,-1,1,1,BCC,3.0617252118513862
3759153153,5,16976,0,2,0,SC2,1.7251688115937729
3759153153,5,17903,1,-1,-1,BCC,3.4799714099711454
3759153153,5,17967,1,1,-1,BCC,3.479971409971145
3759153153,5,17969,1,1,1,BCC,3.4799714099711454
3759153153,6,17905,1,-1,1,BCC,2.269106790625749
3759153153,8,16914,0,0,2,SC2,2.11277929697048
3759153153,9,14863,-2,0,-1,outer,1.8139104949626272
3759153153,9,14896,-2,1,0,outer,1.7937113166128709
3759153153,9,15823,-1,-2,-1,outer,1.55188815626854
3759153153,9,15825,-1,-2,1,outer,1.565462903079478
3759153153,9,15886,-1,0,-2,outer,1.6759621636625504
3759153153,10,13840,-3,0,0,outer,1.8132681839993892
3759153153,12,18959,2,0,-1,outer,1.7839499242205932
3759153153,12,18992,2,1,0,outer,1.7534417127188262
3759153153,14,14832,-2,-1,0,outer,2.112623518160399
3759153153,14,14865,-2,0,1,outer,1.9149470391608057
3759153153,15,15824,-1,-2,0,outer,1.971788426651213
3759153153,15,15952,-1,2,0,outer,2.041981475856085
3759153153,17,18928,2,-1,0,outer,2.045283812769155
3759153153,17,18961,2,0,1,outer,2.102965104603962
3759153153,18,14928,-2,2,0,outer,1.9373741168575103
3759153153,18,17872,1,-2,0,outer,1.8004348654673963
3759153153,19,14833,-2,-1,1,outer,1.6276639353044924
3759153153,20,15890,-1,0,2,outer,2.256341316721518
3759153153,21,13807,-3,-1,-1,outer,1.8911158250008144
3759153153,21,13809,-3,-1,1,outer,1.853281264444724
3759153153,21,13871,-3,1,-1,outer,1.9528790927820534
3759153153,21,13873,-3,1,1,outer,1.7876984570904688
3759153153,21,15854,-1,-1,-2,outer,1.9091226002082546
3759153153,21,15918,-1,1,-2,outer,1.8070268320708542
3759153153,21,17970,1,1,2,outer,1.7655657066441899
3759153153,21,18927,2,-1,-1,outer,1.8181943291288574
3759153153,22,14895,-2,1,-1,outer,1.6047400641346832
3759153153,22,17934,1,0,-2,outer,2.173338211078492
3759153153,22,18000,1,2,0,outer,2.155582925002847
3759153153,23,14800,-2,-2,0,outer,2.099210683744467
3759153153,23,14866,-2,0,2,outer,2.271519026245172
3759153153,23,16910,0,0,-2,SC2,1.7523741605969034
3759153153,23,18958,2,0,-2,outer,2.2069925476382495
3759153153,23,18962,2,0,2,outer,2.217150999775293
3759153153,23,19024,2,2,0,outer,2.325091110671506
3759153153,24,15951,-1,2,-1,outer,1.717183279139746
3759153153,24,15953,-1,2,1,outer,1.6630642103050104
3759153153,26,14801,-2,-2,1,outer,1.9406626603548505
3759153153,26,14834,-2,-1,2,outer,1.790258905967761
3759153153,26,14897,-2,1,1,outer,1.686518904654822
3759153153,26,15858,-1,-1,2,outer,1.5862700599511053
3759153153,26,17938,1,0,2,outer,1.751803378842333
3759153153,26,18991,2,1,-1,outer,1.6144999292289774
3759153153,27,18896,2,-2,0,outer,2.2649959063312153
3759153153,30,16848,0,-2,0,SC2,2.0275247284044426
3759153153,32,14862,-2,0,-2,outer,2.175514100675229
3759153154,1,15856,-1,-1,0,FCC,2.5524449999999996
3759153154,1,15887,-1,0,-1,FCC,2.5524449999999996
3759153154,1,15888,-1,0,0,SC,5.104889999999999
3759153154,1,15889,-1,0,1,FCC,2.5524449999999996
3759153154,1,15920,-1,1,0,FCC,2.5524449999999996
3759153154,1,16879,0,-1,-1,FCC,2.5524449999999996
3759153154,1,16880,0,-1,0,SC,5.104889999999999
3759153154,1,16881,0,-1,1,FCC,2.5524449999999996
3759153154,1,16911,0,0,-1,SC,5.104889999999999
3759153154,1,16912,0,0,0,center,15.314669999999998
3759153154,1,16913,0,0,1,SC,5.104889999999999
3759153154,1,16943,0,1,-1,FCC,2.5524449999999996
3759153154,1,16944,0,1,0,SC,5.104889999999999
3759153154,1,16945,0,1,1,FCC,2.5524449999999996
3759153154,1,17904,1,-1,0,FCC,2.5524449999999996
3759153154,1,17935,1,0,-1,FCC,2.5524449999999996
3759153154,1,17936,1,0,0,SC,5.104889999999999
3759153154,1,17937,1,0,1,FCC,2.5524449999999996
3759153154,1,17968,1,1,0,FCC,2.5524449999999996
3759153154,3,14864,-2,0,0,SC2,2.5879710941856016
3759153154,3,15919,-1,1,-1,BCC,1.6360684066253701
3759153154,5,15855,-1,-1,-1,BCC,3.0973741745290364
3759153154,5,15857,-1,-1,1,BCC,3.0704430865396457
3759153154,5,15921,-1,1,1,BCC,3.097374174529037
3759153154,5,16976,0,2,0,SC2,1.7826736379184933
3759153154,5,17903,1,-1,-1,BCC,3.4636327569052483
3759153154,5,17905,1,-1,1,BCC,3.4570211192727176
3759153154,5,17967,1,1,-1,BCC,3.396910398286727
3759153154,5,17969,1,1,1,BCC,3.463632756905248
3759153154,5,18960,2,0,0,SC2,2.542875530390546
3759153154,8,16848,0,-2,0,SC2,2.13666491097438
3759153154,8,16910,0,0,-2,SC2,2.06883527638999
3759153154,8,16914,0,0,2,SC2,2.1525294906001613
3759153154,9,14832,-2,-1,0,outer,1.7449708811041842
3759153154,9,14863,-2,0,-1,outer,1.9486732565849672
3759153154,9,14865,-2,0,1,outer,1.7680728157694943
3759153154,9,15890,-1,0,2,outer,1.5813931961604595
3759153154,10,13840,-3,0,0,outer,1.7650970158359436
3759153154,12,18959,2,0,-1,outer,1.6044221165547625
3759153154,12,18961,2,0,1,outer,1.5895719067862448
3759153154,14,14896,-2,1,0,outer,1.9990773010788285
3759153154,15,15886,-1,0,-2,outer,2.171884127521697
3759153154,16,14800,-2,-2,0,outer,1.7342429244490976
3759153154,16,17938,1,0,2,outer,1.7513217506732548
3759153154,17,17934,1,0,-2,outer,1.6917233587202851
3759153154,17,18992,2,1,0,outer,1.9748243825077725
3759153154,18,18000,1,2,0,outer,1.9250412111290995
3759153154,18,18896,2,-2,0,outer,2.039582513523373
3759153154,18,18958,2,0,-2,outer,1.8612099718347244
3759153154,19,14895,-2,1,-1,outer,2.158438240838638
3759153154,19,14897,-2,1,1,outer,1.7029120554151185
3759153154,19,15825,-1,-2,1,outer,1.594578461748155
3759153154,19,15858,-1,-1,2,outer,1.5558879636020986
3759153154,20,14862,-2,0,-2,outer,1.5858993395587928
3759153154,20,14866,-2,0,2,outer,1.7604456972653526
3759153154,20,15824,-1,-2,0,outer,2.4625229316147244
3759153154,20,15952,-1,2,0,outer,2.6716925654059027
3759153154,21,13809,-3,-1,1,outer,1.8970933261895517
3759153154,21,13871,-3,1,-1,outer,1.9560240151130046
3759153154,21,15922,-1,1,2,outer,2.028457069002208
3759153154,21,17871,1,-2,-1,outer,1.8671355088539956
3759153154,21,17906,1,-1,2,outer,1.7911770731695154
3759153154,21,17966,1,1,-2,outer,2.019512409114747
3759153154,21,17999,1,2,-1,outer,1.781427703954443
3759153154,21,18001,1,2,1,outer,1.700325284970539
3759153154,21,18993,2,1,1,outer,1.893112528096478
3759153154,22,18928,2,-1,0,outer,2.4764822392622916
3759153154,23,14928,-2,2,0,outer,2.3238363971600013
3759153154,23,18962,2,0,2,outer,1.873977291499699
3759153154,23,19024,2,2,0,outer,2.0679542383137512
3759153154,25,16942,0,1,-2,outer,1.8048803360657881
3759153154,26,14834,-2,-1,2,outer,1.5768504854936323
3759153154,26,14894,-2,1,-2,outer,1.8401942457008853
3759153154,26,14927,-2,2,-1,outer,2.0868296481400495
3759153154,26,14929,-2,2,1,outer,1.9234588114106106
3759153154,26,15854,-1,-1,-2,outer,1.7832206698043427
3759153154,26,15951,-1,2,-1,outer,1.912191799027864
3759153154,26,17872,1,-2,0,outer,1.777913290289078
3759153154,26,17970,1,1,2,outer,1.9965692754796196
3759153154,26,18991,2,1,-1,outer,1.75102131648633
3759153154,27,16846,0,-2,-2,outer,1.5773717089176054
3759153154,29,12816,-4,0,0,outer,1.626306481487373
3759153154,30,13807,-3,-1,-1,outer,1.6569144301475387
3759153154,30,13873,-3,1,1,outer,1.7341792836334582
3759153154,30,16847,0,-2,-1,outer,1.86916646508628
3759153154,30,16882,0,-1,2,outer,2.206026349219008
