seed,tick,idx,dx,dy,dz,shell,jmag
3759153152,1,15888,-1,0,0,SC,1.7016299999999998
3759153152,1,16912,0,0,0,center,5.104889999999999
3759153152,1,16913,0,0,1,SC,1.7016299999999998
3759153152,1,17936,1,0,0,SC,1.7016299999999998
3759153153,1,16911,0,0,-1,SC,1.7016299999999998
3759153153,1,16912,0,0,0,center,5.104889999999999
3759153153,4,15888,-1,0,0,SC,1.867290844220413
3759153153,6,16944,0,1,0,SC,1.6474038796969719
3759153154,1,15888,-1,0,0,SC,1.7016299999999998
3759153154,1,16912,0,0,0,center,5.104889999999999
3759153155,1,15888,-1,0,0,SC,1.7016299999999998
3759153155,1,16911,0,0,-1,SC,1.7016299999999998
3759153155,1,16912,0,0,0,center,5.104889999999999
3759153155,1,17936,1,0,0,SC,1.7016299999999998
3759153156,1,16911,0,0,-1,SC,1.7016299999999998
3759153156,1,16912,0,0,0,center,5.104889999999999
3759153156,4,15888,-1,0,0,SC,1.867290844220413
3759153157,1,15888,-1,0,0,SC,1.7016299999999998
3759153157,1,16912,0,0,0,center,5.104889999999999
3759153157,1,16944,0,1,0,SC,1.7016299999999998
3759153157,4,16911,0,0,-1,SC,1.573952110863532
3759153157,6,16913,0,0,1,SC,1.5736090802837035
3759153157,6,17936,1,0,0,SC,2.011025781075068
3759153158,1,16912,0,0,0,center,5.104889999999999
3759153158,4,15888,-1,0,0,SC,1.8338050010799414
3759153158,6,16880,0,-1,0,SC,1.6107777488827453
3759153158,6,16911,0,0,-1,SC,1.610777748882745
3759153158,6,17936,1,0,0,SC,2.080796061619949
3759153159,1,16912,0,0,0,center,5.104889999999999
3759153159,4,15888,-1,0,0,SC,1.8338050010799414
3759153159,6,17936,1,0,0,SC,2.080796061619949
