#,M_ab(b=2)
row\col,JJ,divJ2,curlJ2,JdotDivJ,J4,stateSq
JJ,16.846,44.4165,-9.1198,102.119,-32.4657,nan
divJ2,0.0121418,5.44236,-0.0308694,4.62487,-0.269964,nan
curlJ2,-1.35755,-101.822,6.55549,-37.2966,62.0865,nan
JdotDivJ,0.0372275,5.30042,-0.0143439,11.1633,-1.13507,nan
J4,-0.215928,-37.2089,-1.33647,100.956,140.772,nan
stateSq,nan,nan,nan,nan,nan,nan
