ftd_id,axis,resolution,phase_index,phase,initializer_gate,common_gate,inward_impulse,separation_decrease,matter_parallel,pseudomomentum_parallel,matter_norm,pseudomomentum_norm
FTD-0603,0,32,9,0.28125,6.8936138033027355e-14,6.8933113340705066e-14,-6.0617441526758655e-05,-3.9571435792140619e-05,0.00052411174839896873,0.00052411174839896873,0.00052660962634311142,0.00052660962634311142
FTD-0603,0,32,10,0.3125,6.8622654700353265e-14,6.8617773138837657e-14,-0.00014537251265435766,-9.4858301070921414e-05,0.00045353049221036812,0.00045353049221036812,0.00045602024447859076,0.00045602024447859076
FTD-0603,0,32,11,0.34375,6.7847311970015145e-14,6.7847311970015145e-14,-0.0002347409947075668,-0.00015315466938936595,0.00035303655287725606,0.00035303655287725606,0.00035539533360084524,0.00035539533360084524
FTD-0603,0,32,12,0.375,6.6660701004550462e-14,6.665975822543746e-14,-0.00030826093265938135,-0.00020111285715529448,0.00026175429839769609,0.00026175429839769609,0.00026377234486120004,0.00026377234486120004
FTD-0603,0,32,13,0.40625,6.4932569954559427e-14,6.4932624164668051e-14,-0.00036300454965093598,-0.00023682299351346359,0.00018207627948717509,0.00018207627948717509,0.00018404390378102181,0.00018404390378102181
FTD-0603,0,32,14,0.4375,6.2665855577598295e-14,6.2665855577598295e-14,-0.0003989110618910119,-0.00026024540202396196,0.00011041682025463457,0.00011041682025463457,0.00011442034631148992,0.00011442034631148992
FTD-0603,0,32,15,0.46875,5.9875027974309696e-14,5.9873601302579127e-14,-0.00041592951053705696,-0.00027134682473306526,4.3189128261896664e-05,4.3189128261896664e-05,6.0255266653616171e-05,6.0255266653616171e-05
FTD-0603,0,32,16,0.5,5.9730300459827057e-14,5.9727396639619457e-14,-0.00041401877258487709,-0.00027010042854502814,-2.319415073307211e-05,-2.319415073307211e-05,6.2505060577132014e-05,6.2505060577132014e-05
FTD-0603,0,32,17,0.53125,6.1820362495574859e-14,6.1819473151647486e-14,-0.0003931475709857198,-0.00025648581147663663,-9.2320379109195382e-05,-9.2320379109195382e-05,0.00011899455178580897,0.00011899455178580897
FTD-0603,0,32,18,0.5625,6.3517831632115982e-14,6.3514297987676827e-14,-0.00035329448401655409,-0.00023048900878475109,-0.00016777637431447965,-0.00016777637431447965,0.00019109539230916149,0.00019109539230916149
FTD-0603,0,32,19,0.59375,6.4730335213842422e-14,6.4728496000643343e-14,-0.00029444795391045419,-0.00019210249900947218,-0.000253147855919361,-0.000253147855919361,0.00027447711853319961,0.00027447711853319961
FTD-0603,0,32,20,0.625,6.5676630800481917e-14,6.5676630800481917e-14,-0.00021660629473496773,-0.00014132520994269981,-0.00035201889231348488,-0.00035201889231348488,0.00037123892274478864,0.00037123892274478864
FTD-0603,0,32,21,0.65625,6.6448697378664277e-14,6.6448149066422602e-14,-0.00012503960432864644,-8.1594946332863572e-05,-0.00045696435205459188,-0.00045696435205459188,0.00047403709118674838,0.00047403709118674838
FTD-0603,0,32,22,0.6875,6.6748151035973639e-14,6.6745545722335375e-14,-4.0479169607397073e-05,-2.6435073062991421e-05,-0.00052814891411386044,-0.00052814891411386044,0.00054401496357659915,0.00054401496357659915
FTD-0603,0,32,23,0.71875,6.7755913726874617e-14,6.7755913726874617e-14,3.5196339394082669e-05,2.2928948189893106e-05,-0.00056506144706405781,-0.00056506144706405781,0.00058011040684755706,0.00058011040684755706
FTD-0603,0,32,24,0.75,6.842438455892612e-14,6.8419770717087491e-14,0.0001020640229312905,6.6547439818265275e-05,-0.00057129103000067884,-0.00057129103000067884,0.00058566896228074241,0.00058566896228074241
FTD-0603,0,32,25,0.78125,6.875641549164424e-14,6.8756632332078738e-14,0.00016019558108912503,0.00010446720052215142,-0.00055043180592529795,-0.00055043180592529795,0.0005642006082077944,0.0005642006082077944
FTD-0603,0,32,26,0.8125,6.8934007807497366e-14,6.8934007807497366e-14,0.00020965728229637028,0.00013673148368731347,-0.00050608238506838564,-0.00050608238506838564,0.00051929017112367778,0.00051929017112367778
FTD-0603,0,32,27,0.84375,6.8816531192275799e-14,6.881105928113751e-14,0.00025050993467808124,0.00016337997794746428,-0.00044184525125481362,-0.00044184525125481362,0.0004545769624058269,0.0004545769624058269
FTD-0603,0,32,28,0.875,6.8636502731367344e-14,6.8636502731367344e-14,0.00028280886018769208,0.00018444878978751689,-0.00036132617088609301,-0.00036132617088609301,0.00037377407138406159,0.00037377407138406159
FTD-0603,0,32,29,0.90625,6.8312326281794178e-14,6.8312326281794178e-14,0.00030660387147285522,0.00019997042810526722,-0.00026813360410673186,-0.00026813360410673186,0.00028076917851045392,0.00028076917851045392
FTD-0603,0,32,30,0.9375,6.7797274430625887e-14,6.7794728164649598e-14,0.00032193925144145125,0.00020997379069154221,-0.00016587811771702748,-0.00016587811771702748,0.00018011124618848434,0.00018011124618848434
FTD-0603,0,32,31,0.96875,6.7237773508643794e-14,6.7237773508643794e-14,0.00032885373550661616,0.00021448415252400821,-5.8171799390146562e-05,-5.8171799390146562e-05,8.1380102469358665e-05,8.1380102469358665e-05
FTD-0603,1,32,0,0,6.7960688104637411e-14,6.7959526894867395e-14,0.00032738049650214793,0.00021352315587197523,-2.0344019886782264e-05,-2.0344019886782264e-05,6.7816324166733634e-05,6.7816324166733634e-05
FTD-0603,1,32,1,0.03125,6.7917676691009454e-14,6.7917785111226703e-14,0.00032789890813006092,0.00021386131749601134,5.7948389841554811e-05,5.7948389841554811e-05,9.8920535898900175e-05,9.8920535898900175e-05
FTD-0603,1,32,2,0.0625,6.7494731425748267e-14,6.7493753641567622e-14,0.00033099924384120483,0.00021588413366924186,0.00013377540288185579,0.00013377540288185579,0.00016426814165408629,0.00016426814165408629
FTD-0603,1,32,3,0.09375,6.7655496740455115e-14,6.764575878615009e-14,0.00033670431865519306,0.00021960645987562089,0.00020342931521494088,0.00020342931521494088,0.00023113940471065249,0.00023113940471065249
FTD-0603,1,32,4,0.125,6.8648478354457494e-14,6.8643441625271251e-14,0.00034506573078699708,0.00022506189854087921,0.00026320353990231691,0.00026320353990231691,0.00029050375586348021,0.00029050375586348021
FTD-0603,1,32,5,0.15625,6.9544630471041202e-14,6.9544630471041202e-14,0.00035616385713729164,0.00023230279609176563,0.00030939323330378583,0.00030939323330378583,0.00033738118876408757,0.00033738118876408757
FTD-0603,1,32,6,0.1875,7.0115788175506566e-14,7.011584238561519e-14,0.00037010784799250645,0.00024140023958363344,0.00033829592177339639,0.00033829592177339639,0.00036770735889330721,0.00036770735889330721
FTD-0603,1,32,7,0.21875,7.0859536782376654e-14,7.0858195613116015e-14,0.00038703562085183678,0.00025244405288127325,0.00034621212916628171,0.00034621212916628171,0.00037778886129977862,0.00037778886129977862
FTD-0603,1,32,8,0.25,7.2625933045245006e-14,7.2625933045245006e-14,0.00040711385324143943,0.0002655427922224618,0.00032944600548585087,0.00032944600548585087,0.00036427355178587776,0.00036427355178587776
FTD-0603,1,32,9,0.28125,7.4137419293907048e-14,7.4137419293907048e-14,0.00043053797431912911,0.00028082374104165808,0.00028430595699686679,0.00028430595699686679,0.00032448652823335297,0.00032448652823335297
FTD-0603,1,32,10,0.3125,7.5287649378696919e-14,7.5287649378696919e-14,0.00045750345634196942,0.00029841418294918043,0.00020731884947938013,0.00020731884947938013,0.00025807746047422538,0.00025807746047422538
FTD-0603,1,32,11,0.34375,7.6070272588422784e-14,7.6067949682234737e-14,0.00048340477803086315,0.00031530973636240134,0.00013105148758285048,0.00013105148758285048,0.0001970468228338184,0.0001970468228338184
FTD-0603,1,32,12,0.375,7.6324038235375813e-14,7.6324038235375813e-14,0.0005050418957354355,0.00032942321923368212,7.5497959899043768e-05,7.5497959899043768e-05,0.00015663342044469142,0.00015663342044469142
FTD-0603,1,32,13,0.40625,7.6161299489285739e-14,7.6161299489285739e-14,0.00052229693297188313,0.00034067802093851185,3.6971124153486763e-05,3.6971124153486763e-05,0.00012994290515913224,0.00012994290515913224
FTD-0603,1,32,14,0.4375,7.5635444371598679e-14,7.5634594073892281e-14,0.00053508207855681826,0.00034901708509860185,1.1781038203944987e-05,1.1781038203944987e-05,0.00011040241937140134,0.00011040241937140134
