ftd_id,verdict,N,max_mean_matter,max_mean_pseudomomentum,minimum_inward_impulse,worst_common_gate
FTD-0603,TRANSLATION_PHASE_ATTRACTION_NOT_ROBUST,8,3.1244721972887766e-06,3.1244721972887766e-06,-0.00041592951053705555,7.6455172488137935e-14
FTD-0603,TRANSLATION_PHASE_ATTRACTION_NOT_ROBUST,16,2.4714360310875355e-07,2.4714360310875355e-07,-0.00041592951053705555,7.6455172488137935e-14
FTD-0603,TRANSLATION_PHASE_ATTRACTION_NOT_ROBUST,32,2.574247958066656e-08,2.574247958066656e-08,-0.00041592951053705555,7.6455172488137935e-14
