# L=64 A=14.0000 dir=axial thermostat=on coupling=on gamma=0.0200 T=0.00500 seed=0xE0102003 backend=cpu
tick,manifested_count,cluster_size,positive_count,negative_count,genesis_events,evap_events
204,15,15,7,8,0,0
205,15,15,7,8,0,0
206,15,15,7,8,0,0
207,15,15,7,8,0,0
208,15,15,7,8,0,0
209,15,15,7,8,0,0
210,15,15,7,8,0,0
211,15,15,7,8,0,0
212,15,15,7,8,0,0
213,15,15,7,8,0,0
214,15,15,7,8,0,0
215,15,15,7,8,0,0
216,15,15,7,8,0,0
217,15,15,7,8,0,0
218,15,15,7,8,0,0
219,15,15,7,8,0,0
220,15,15,7,8,0,0
221,15,15,7,8,0,0
222,15,15,7,8,0,0
223,15,15,7,8,0,0
224,15,15,7,8,0,0
225,15,15,7,8,0,0
226,15,15,7,8,0,0
227,15,15,7,8,0,0
228,15,15,7,8,0,0
229,15,15,7,8,0,0
230,15,15,7,8,0,0
231,15,15,7,8,0,0
232,15,15,7,8,0,0
233,15,15,7,8,0,0
234,15,15,7,8,0,0
235,15,15,7,8,0,0
236,15,15,7,8,0,0
237,15,15,7,8,0,0
238,15,15,7,8,0,0
239,15,15,7,8,0,0
240,15,15,7,8,0,0
241,15,15,7,8,0,0
242,15,15,7,8,0,0
243,15,15,7,8,0,0
244,15,15,7,8,0,0
245,15,15,7,8,0,0
246,15,15,7,8,0,0
247,15,15,7,8,0,0
248,15,15,7,8,0,0
249,15,15,7,8,0,0
250,15,15,7,8,0,0
251,15,15,7,8,0,0
252,15,15,7,8,0,0
253,15,15,7,8,0,0
254,15,15,7,8,0,0
255,15,15,7,8,0,0
256,15,15,7,8,0,0
257,15,15,7,8,0,0
258,15,15,7,8,0,0
259,15,15,7,8,0,0
260,15,15,7,8,0,0
261,15,15,7,8,0,0
262,15,15,7,8,0,0
263,15,15,7,8,0,0
264,15,15,7,8,0,0
265,15,15,7,8,0,0
266,15,15,7,8,0,0
267,15,15,7,8,0,0
268,15,15,7,8,0,0
269,15,15,7,8,0,0
270,15,15,7,8,0,0
271,15,15,7,8,0,0
272,15,15,7,8,0,0
273,15,15,7,8,0,0
274,15,15,7,8,0,0
275,15,15,7,8,0,0
276,15,15,7,8,0,0
277,15,15,7,8,0,0
278,15,15,7,8,0,0
279,15,15,7,8,0,0
280,15,15,7,8,0,0
281,15,15,7,8,0,0
282,15,15,7,8,0,0
283,15,15,7,8,0,0
284,15,15,7,8,0,0
285,15,15,7,8,0,0
286,15,15,7,8,0,0
287,15,15,7,8,0,0
288,15,15,7,8,0,0
289,15,15,7,8,0,0
290,15,15,7,8,0,0
291,15,15,7,8,0,0
292,15,15,7,8,0,0
293,15,15,7,8,0,0
294,15,15,7,8,0,0
295,15,15,7,8,0,0
296,15,15,7,8,0,0
297,15,15,7,8,0,0
298,15,15,7,8,0,0
299,15,15,7,8,0,0
