# L=64 A=30.0000 dir=axial thermostat=on coupling=on gamma=0.0200 T=0.00500 seed=0xE0102000 backend=cpu
tick,manifested_count,cluster_size,positive_count,negative_count,genesis_events,evap_events
88,46,46,23,23,0,0
89,46,46,23,23,0,0
90,46,46,23,23,0,0
91,45,45,22,23,0,1
92,45,45,22,23,0,0
93,45,45,22,23,0,0
94,45,45,22,23,0,0
95,45,45,22,23,0,0
96,45,45,22,23,0,0
97,45,45,22,23,0,0
98,45,45,22,23,0,0
99,44,44,21,23,0,1
100,44,44,21,23,0,0
101,44,44,21,23,0,0
102,43,43,21,22,0,1
103,43,43,21,22,0,0
104,43,43,21,22,0,0
105,43,43,21,22,0,0
106,43,43,21,22,0,0
107,42,42,21,21,0,1
108,42,42,21,21,0,0
109,42,42,21,21,0,0
110,42,42,21,21,0,0
111,42,42,21,21,0,0
112,42,42,21,21,0,0
113,42,42,21,21,0,0
114,42,42,21,21,0,0
115,42,42,21,21,0,0
116,42,42,21,21,0,0
117,41,41,20,21,0,1
118,40,40,19,21,0,1
119,40,40,19,21,0,0
120,40,40,19,21,0,0
121,40,40,19,21,0,0
122,40,40,19,21,0,0
123,40,40,19,21,0,0
124,40,40,19,21,0,0
125,39,39,19,20,0,1
126,38,38,19,19,0,1
127,38,38,19,19,0,0
128,38,38,19,19,0,0
129,38,38,19,19,0,0
130,38,38,19,19,0,0
131,38,38,19,19,0,0
132,38,38,19,19,0,0
133,38,38,19,19,0,0
134,37,37,19,18,0,1
135,37,37,19,18,0,0
136,37,37,19,18,0,0
137,37,37,19,18,0,0
138,37,37,19,18,0,0
139,37,37,19,18,0,0
140,37,37,19,18,0,0
141,37,37,19,18,0,0
142,37,37,19,18,0,0
143,37,37,19,18,0,0
144,37,37,19,18,0,0
145,37,37,19,18,0,0
146,37,37,19,18,0,0
147,37,37,19,18,0,0
148,37,37,19,18,0,0
149,37,37,19,18,0,0
150,37,37,19,18,0,0
151,37,37,19,18,0,0
152,37,37,19,18,0,0
153,37,37,19,18,0,0
154,37,37,19,18,0,0
155,37,37,19,18,0,0
156,37,37,19,18,0,0
157,37,37,19,18,0,0
158,37,37,19,18,0,0
159,37,37,19,18,0,0
160,37,37,19,18,0,0
161,37,37,19,18,0,0
162,37,37,19,18,0,0
163,37,37,19,18,0,0
164,37,37,19,18,0,0
165,37,37,19,18,0,0
166,37,37,19,18,0,0
167,36,36,19,17,0,1
168,36,36,19,17,0,0
169,36,36,19,17,0,0
170,36,36,19,17,0,0
171,36,36,19,17,0,0
172,36,36,19,17,0,0
173,36,36,19,17,0,0
174,36,36,19,17,0,0
175,36,36,19,17,0,0
176,36,36,19,17,0,0
177,36,36,19,17,0,0
178,36,36,19,17,0,0
179,36,36,19,17,0,0
180,36,36,19,17,0,0
181,36,36,19,17,0,0
182,36,36,19,17,0,0
183,36,36,19,17,0,0
184,36,36,19,17,0,0
185,36,36,19,17,0,0
186,36,36,19,17,0,0
187,36,36,19,17,0,0
188,36,36,19,17,0,0
189,36,36,19,17,0,0
190,36,36,19,17,0,0
191,36,36,19,17,0,0
192,36,36,19,17,0,0
193,36,36,19,17,0,0
194,36,36,19,17,0,0
195,36,36,19,17,0,0
196,36,36,19,17,0,0
197,36,36,19,17,0,0
198,36,36,19,17,0,0
199,36,36,19,17,0,0
200,36,36,19,17,0,0
201,36,36,19,17,0,0
202,36,36,19,17,0,0
203,36,36,19,17,0,0
204,36,36,19,17,0,0
205,36,36,19,17,0,0
206,36,36,19,17,0,0
207,36,36,19,17,0,0
208,36,36,19,17,0,0
209,35,35,19,16,0,1
210,35,35,19,16,0,0
211,35,35,19,16,0,0
212,35,35,19,16,0,0
213,35,35,19,16,0,0
214,35,35,19,16,0,0
215,35,35,19,16,0,0
216,34,34,18,16,0,1
217,34,34,18,16,0,0
218,34,34,18,16,0,0
219,34,34,18,16,0,0
220,34,34,18,16,0,0
221,34,34,18,16,0,0
222,34,34,18,16,0,0
223,34,34,18,16,0,0
224,34,34,18,16,0,0
225,34,34,18,16,0,0
226,34,34,18,16,0,0
227,34,34,18,16,0,0
228,34,34,18,16,0,0
229,34,34,18,16,0,0
230,34,34,18,16,0,0
231,34,34,18,16,0,0
232,34,34,18,16,0,0
233,34,34,18,16,0,0
234,34,34,18,16,0,0
235,34,34,18,16,0,0
236,34,34,18,16,0,0
237,34,34,18,16,0,0
238,34,34,18,16,0,0
239,34,34,18,16,0,0
240,34,34,18,16,0,0
241,34,34,18,16,0,0
242,34,34,18,16,0,0
243,34,34,18,16,0,0
244,34,34,18,16,0,0
245,34,34,18,16,0,0
246,34,34,18,16,0,0
247,34,34,18,16,0,0
248,34,34,18,16,0,0
249,34,34,18,16,0,0
250,34,34,18,16,0,0
251,34,34,18,16,0,0
252,33,33,17,16,0,1
253,33,33,17,16,0,0
254,33,33,17,16,0,0
255,33,33,17,16,0,0
256,33,33,17,16,0,0
257,33,33,17,16,0,0
258,33,33,17,16,0,0
259,33,33,17,16,0,0
260,33,33,17,16,0,0
261,33,33,17,16,0,0
262,33,33,17,16,0,0
263,33,33,17,16,0,0
264,33,33,17,16,0,0
265,33,33,17,16,0,0
266,33,33,17,16,0,0
267,33,33,17,16,0,0
268,33,33,17,16,0,0
269,33,33,17,16,0,0
270,33,33,17,16,0,0
271,33,33,17,16,0,0
272,33,33,17,16,0,0
273,33,33,17,16,0,0
274,33,33,17,16,0,0
275,33,33,17,16,0,0
276,33,33,17,16,0,0
277,33,33,17,16,0,0
278,33,33,17,16,0,0
279,33,33,17,16,0,0
280,33,33,17,16,0,0
281,33,33,17,16,0,0
282,32,32,16,16,0,1
283,32,32,16,16,0,0
284,32,32,16,16,0,0
285,32,32,16,16,0,0
286,32,32,16,16,0,0
287,32,32,16,16,0,0
288,32,32,16,16,0,0
289,32,32,16,16,0,0
290,32,32,16,16,0,0
291,31,31,16,15,0,1
292,31,31,16,15,0,0
293,31,31,16,15,0,0
294,31,31,16,15,0,0
295,31,31,16,15,0,0
296,31,31,16,15,0,0
297,31,31,16,15,0,0
298,31,31,16,15,0,0
299,31,31,16,15,0,0
