# L=64 A=14.0000 dir=axial thermostat=on coupling=on gamma=0.0200 T=0.00500 seed=0xE0102001 backend=cpu
tick,manifested_count,cluster_size,positive_count,negative_count,genesis_events,evap_events
0,7,7,1,6,7,0
1,7,7,1,6,0,0
2,7,7,1,6,0,0
3,7,7,1,6,0,0
4,7,7,1,6,0,0
5,9,9,2,7,2,0
6,9,9,2,7,0,0
7,9,9,2,7,0,0
8,9,9,2,7,0,0
9,12,12,5,7,3,0
10,14,14,5,9,2,0
11,16,16,7,9,2,0
12,17,17,8,9,1,0
13,17,17,8,9,0,0
14,17,17,8,9,0,0
15,17,17,8,9,0,0
16,18,18,9,9,1,0
17,18,18,9,9,0,0
18,18,18,9,9,0,0
19,18,18,9,9,0,0
20,18,18,9,9,0,0
21,18,18,9,9,0,0
22,18,18,9,9,0,0
23,18,18,9,9,0,0
24,18,18,9,9,0,0
25,18,18,9,9,0,0
26,18,18,9,9,0,0
27,18,18,9,9,0,0
28,18,18,9,9,0,0
29,18,18,9,9,0,0
30,18,18,9,9,0,0
31,18,18,9,9,0,0
32,18,18,9,9,0,0
33,18,18,9,9,0,0
34,18,18,9,9,0,0
35,18,18,9,9,0,0
36,18,18,9,9,0,0
37,18,18,9,9,0,0
38,18,18,9,9,0,0
39,18,18,9,9,0,0
40,18,18,9,9,0,0
41,18,18,9,9,0,0
42,18,18,9,9,0,0
43,18,18,9,9,0,0
44,18,18,9,9,0,0
45,18,18,9,9,0,0
46,18,18,9,9,0,0
47,18,18,9,9,0,0
48,18,18,9,9,0,0
49,17,17,8,9,0,1
50,17,17,8,9,0,0
51,17,17,8,9,0,0
52,17,17,8,9,0,0
53,17,17,8,9,0,0
54,17,17,8,9,0,0
55,17,17,8,9,0,0
56,17,17,8,9,0,0
57,17,17,8,9,0,0
58,17,17,8,9,0,0
59,17,17,8,9,0,0
60,17,17,8,9,0,0
61,17,17,8,9,0,0
62,17,17,8,9,0,0
63,17,17,8,9,0,0
64,17,17,8,9,0,0
65,17,17,8,9,0,0
66,17,17,8,9,0,0
67,17,17,8,9,0,0
68,17,17,8,9,0,0
69,17,17,8,9,0,0
70,17,17,8,9,0,0
71,17,17,8,9,0,0
72,17,17,8,9,0,0
73,17,17,8,9,0,0
74,17,17,8,9,0,0
75,17,17,8,9,0,0
76,17,17,8,9,0,0
77,17,17,8,9,0,0
78,17,17,8,9,0,0
79,17,17,8,9,0,0
80,17,17,8,9,0,0
81,16,16,8,8,0,1
82,16,16,8,8,0,0
83,16,16,8,8,0,0
84,16,16,8,8,0,0
85,16,16,8,8,0,0
86,16,16,8,8,0,0
87,16,16,8,8,0,0
88,16,16,8,8,0,0
89,16,16,8,8,0,0
90,16,16,8,8,0,0
91,16,16,8,8,0,0
92,16,16,8,8,0,0
93,16,16,8,8,0,0
94,16,16,8,8,0,0
95,16,16,8,8,0,0
96,16,16,8,8,0,0
97,16,16,8,8,0,0
98,16,16,8,8,0,0
99,16,16,8,8,0,0
100,16,16,8,8,0,0
101,16,16,8,8,0,0
102,16,16,8,8,0,0
103,16,16,8,8,0,0
104,16,16,8,8,0,0
105,16,16,8,8,0,0
106,16,16,8,8,0,0
107,16,16,8,8,0,0
108,16,16,8,8,0,0
109,16,16,8,8,0,0
110,16,16,8,8,0,0
111,16,16,8,8,0,0
112,16,16,8,8,0,0
113,16,16,8,8,0,0
114,16,16,8,8,0,0
115,16,16,8,8,0,0
116,16,16,8,8,0,0
117,16,16,8,8,0,0
118,16,16,8,8,0,0
119,16,16,8,8,0,0
120,16,16,8,8,0,0
121,16,16,8,8,0,0
122,16,16,8,8,0,0
123,16,16,8,8,0,0
124,16,16,8,8,0,0
125,16,16,8,8,0,0
126,16,16,8,8,0,0
127,16,16,8,8,0,0
128,16,16,8,8,0,0
129,16,16,8,8,0,0
130,16,16,8,8,0,0
131,16,16,8,8,0,0
132,16,16,8,8,0,0
133,16,16,8,8,0,0
134,16,16,8,8,0,0
135,16,16,8,8,0,0
136,15,15,8,7,0,1
137,15,15,8,7,0,0
138,15,15,8,7,0,0
139,15,15,8,7,0,0
140,15,15,8,7,0,0
141,15,15,8,7,0,0
142,15,15,8,7,0,0
143,15,15,8,7,0,0
144,15,15,8,7,0,0
145,15,15,8,7,0,0
146,15,15,8,7,0,0
147,15,15,8,7,0,0
148,15,15,8,7,0,0
149,15,15,8,7,0,0
150,14,14,8,6,0,1
151,14,14,8,6,0,0
152,14,14,8,6,0,0
153,14,14,8,6,0,0
154,14,14,8,6,0,0
155,14,14,8,6,0,0
156,14,14,8,6,0,0
157,14,14,8,6,0,0
158,14,14,8,6,0,0
159,14,14,8,6,0,0
160,14,14,8,6,0,0
161,14,14,8,6,0,0
162,14,14,8,6,0,0
163,14,14,8,6,0,0
164,14,14,8,6,0,0
165,14,14,8,6,0,0
166,14,14,8,6,0,0
167,14,14,8,6,0,0
168,14,14,8,6,0,0
169,14,14,8,6,0,0
170,14,14,8,6,0,0
171,14,14,8,6,0,0
172,14,14,8,6,0,0
173,14,14,8,6,0,0
174,14,14,8,6,0,0
175,14,14,8,6,0,0
176,14,14,8,6,0,0
177,14,14,8,6,0,0
178,14,14,8,6,0,0
179,14,14,8,6,0,0
180,14,14,8,6,0,0
181,14,14,8,6,0,0
182,14,14,8,6,0,0
183,14,14,8,6,0,0
184,14,14,8,6,0,0
185,14,14,8,6,0,0
186,14,14,8,6,0,0
187,14,14,8,6,0,0
188,14,14,8,6,0,0
189,14,14,8,6,0,0
190,14,14,8,6,0,0
191,14,14,8,6,0,0
192,14,14,8,6,0,0
193,14,14,8,6,0,0
194,14,14,8,6,0,0
195,14,14,8,6,0,0
196,14,14,8,6,0,0
197,14,14,8,6,0,0
198,14,14,8,6,0,0
199,14,14,8,6,0,0
200,14,14,8,6,0,0
201,14,14,8,6,0,0
202,14,14,8,6,0,0
203,14,14,8,6,0,0
204,14,14,8,6,0,0
205,14,14,8,6,0,0
206,14,14,8,6,0,0
207,14,14,8,6,0,0
208,14,14,8,6,0,0
209,14,14,8,6,0,0
210,14,14,8,6,0,0
211,14,14,8,6,0,0
212,14,14,8,6,0,0
213,14,14,8,6,0,0
214,14,14,8,6,0,0
215,14,14,8,6,0,0
216,14,14,8,6,0,0
217,14,14,8,6,0,0
218,14,14,8,6,0,0
219,14,14,8,6,0,0
220,14,14,8,6,0,0
221,14,14,8,6,0,0
222,14,14,8,6,0,0
223,14,14,8,6,0,0
224,14,14,8,6,0,0
225,14,14,8,6,0,0
226,14,14,8,6,0,0
227,14,14,8,6,0,0
228,14,14,8,6,0,0
229,14,14,8,6,0,0
230,14,14,8,6,0,0
231,14,14,8,6,0,0
232,14,14,8,6,0,0
233,14,14,8,6,0,0
234,14,14,8,6,0,0
235,14,14,8,6,0,0
236,14,14,8,6,0,0
237,14,14,8,6,0,0
238,14,14,8,6,0,0
239,14,14,8,6,0,0
240,14,14,8,6,0,0
241,14,14,8,6,0,0
242,14,14,8,6,0,0
243,14,14,8,6,0,0
244,14,14,8,6,0,0
245,14,14,8,6,0,0
246,14,14,8,6,0,0
247,14,14,8,6,0,0
248,14,14,8,6,0,0
249,14,14,8,6,0,0
250,14,14,8,6,0,0
251,14,14,8,6,0,0
252,14,14,8,6,0,0
253,14,14,8,6,0,0
254,14,14,8,6,0,0
255,14,14,8,6,0,0
256,14,14,8,6,0,0
257,14,14,8,6,0,0
258,14,14,8,6,0,0
259,14,14,8,6,0,0
260,13,13,8,5,0,1
261,13,13,8,5,0,0
262,13,13,8,5,0,0
263,13,13,8,5,0,0
264,13,13,8,5,0,0
265,13,13,8,5,0,0
266,13,13,8,5,0,0
267,13,13,8,5,0,0
268,13,13,8,5,0,0
269,13,13,8,5,0,0
270,13,13,8,5,0,0
271,13,13,8,5,0,0
272,13,13,8,5,0,0
273,13,13,8,5,0,0
274,13,13,8,5,0,0
275,13,13,8,5,0,0
276,13,13,8,5,0,0
277,13,13,8,5,0,0
278,13,13,8,5,0,0
279,13,13,8,5,0,0
280,13,13,8,5,0,0
281,13,13,8,5,0,0
282,13,13,8,5,0,0
283,13,13,8,5,0,0
284,13,13,8,5,0,0
285,13,13,8,5,0,0
286,13,13,8,5,0,0
287,13,13,8,5,0,0
288,13,13,8,5,0,0
289,13,13,8,5,0,0
290,13,13,8,5,0,0
291,13,13,8,5,0,0
292,13,13,8,5,0,0
293,13,13,8,5,0,0
294,13,13,8,5,0,0
295,13,13,8,5,0,0
296,13,13,8,5,0,0
297,13,13,8,5,0,0
298,13,13,8,5,0,0
299,13,13,8,5,0,0
