# L=64 A=10.0000 dir=axial thermostat=on coupling=on gamma=0.0200 T=0.00500 seed=0xE0102002 backend=cpu
tick,manifested_count,cluster_size,positive_count,negative_count,genesis_events,evap_events
0,3,3,0,3,3,0
1,3,3,0,3,0,0
2,3,3,0,3,0,0
3,4,4,1,3,1,0
4,4,4,1,3,0,0
5,4,4,1,3,0,0
6,4,4,1,3,0,0
7,4,4,1,3,0,0
8,4,4,1,3,0,0
9,4,4,1,3,0,0
10,5,5,2,3,1,0
11,5,5,2,3,0,0
12,5,5,2,3,0,0
13,5,5,2,3,0,0
14,5,5,2,3,0,0
15,5,5,2,3,0,0
16,5,5,2,3,0,0
17,5,5,2,3,0,0
18,5,5,2,3,0,0
19,5,5,2,3,0,0
20,5,5,2,3,0,0
21,5,5,2,3,0,0
22,5,5,2,3,0,0
23,5,5,2,3,0,0
24,5,5,2,3,0,0
25,5,5,2,3,0,0
26,5,5,2,3,0,0
27,5,5,2,3,0,0
28,5,5,2,3,0,0
29,5,5,2,3,0,0
30,5,5,2,3,0,0
31,5,5,2,3,0,0
32,5,5,2,3,0,0
33,5,5,2,3,0,0
34,5,5,2,3,0,0
35,5,5,2,3,0,0
36,5,5,2,3,0,0
37,5,5,2,3,0,0
38,5,5,2,3,0,0
39,5,5,2,3,0,0
40,5,5,2,3,0,0
41,5,5,2,3,0,0
42,5,5,2,3,0,0
43,5,5,2,3,0,0
44,5,5,2,3,0,0
45,5,5,2,3,0,0
46,5,5,2,3,0,0
47,5,5,2,3,0,0
48,5,5,2,3,0,0
49,5,5,2,3,0,0
50,5,5,2,3,0,0
51,5,5,2,3,0,0
52,5,5,2,3,0,0
53,5,5,2,3,0,0
54,5,5,2,3,0,0
55,5,5,2,3,0,0
56,5,5,2,3,0,0
57,5,5,2,3,0,0
58,5,5,2,3,0,0
59,5,5,2,3,0,0
60,5,5,2,3,0,0
61,5,5,2,3,0,0
62,5,5,2,3,0,0
63,5,5,2,3,0,0
64,5,5,2,3,0,0
65,5,5,2,3,0,0
66,5,5,2,3,0,0
67,5,5,2,3,0,0
68,5,5,2,3,0,0
69,5,5,2,3,0,0
70,5,5,2,3,0,0
71,5,5,2,3,0,0
72,5,5,2,3,0,0
73,5,5,2,3,0,0
74,5,5,2,3,0,0
75,5,5,2,3,0,0
76,5,5,2,3,0,0
77,5,5,2,3,0,0
78,5,5,2,3,0,0
79,5,5,2,3,0,0
80,5,5,2,3,0,0
81,5,5,2,3,0,0
82,5,5,2,3,0,0
83,5,5,2,3,0,0
84,5,5,2,3,0,0
85,5,5,2,3,0,0
86,5,5,2,3,0,0
87,5,5,2,3,0,0
88,5,5,2,3,0,0
89,5,5,2,3,0,0
90,5,5,2,3,0,0
91,5,5,2,3,0,0
92,5,5,2,3,0,0
93,5,5,2,3,0,0
94,5,5,2,3,0,0
95,5,5,2,3,0,0
96,5,5,2,3,0,0
97,5,5,2,3,0,0
98,5,5,2,3,0,0
99,5,5,2,3,0,0
100,5,5,2,3,0,0
101,5,5,2,3,0,0
102,5,5,2,3,0,0
103,5,5,2,3,0,0
104,5,5,2,3,0,0
105,4,4,2,2,0,1
106,4,4,2,2,0,0
107,4,4,2,2,0,0
108,4,4,2,2,0,0
109,4,4,2,2,0,0
110,4,4,2,2,0,0
111,4,4,2,2,0,0
112,4,4,2,2,0,0
113,4,4,2,2,0,0
114,4,4,2,2,0,0
115,4,4,2,2,0,0
116,4,4,2,2,0,0
117,4,4,2,2,0,0
118,4,4,2,2,0,0
119,4,4,2,2,0,0
120,4,4,2,2,0,0
121,4,4,2,2,0,0
122,4,4,2,2,0,0
123,4,4,2,2,0,0
124,4,4,2,2,0,0
125,4,4,2,2,0,0
126,4,4,2,2,0,0
127,4,4,2,2,0,0
128,4,4,2,2,0,0
129,4,4,2,2,0,0
130,4,4,2,2,0,0
131,4,4,2,2,0,0
132,4,4,2,2,0,0
133,4,4,2,2,0,0
134,4,4,2,2,0,0
135,4,4,2,2,0,0
136,4,4,2,2,0,0
137,4,4,2,2,0,0
138,4,4,2,2,0,0
139,4,4,2,2,0,0
140,4,4,2,2,0,0
141,4,4,2,2,0,0
142,4,4,2,2,0,0
143,4,4,2,2,0,0
144,4,4,2,2,0,0
145,4,4,2,2,0,0
146,4,4,2,2,0,0
147,4,4,2,2,0,0
148,4,4,2,2,0,0
149,4,4,2,2,0,0
150,4,4,2,2,0,0
151,4,4,2,2,0,0
152,4,4,2,2,0,0
153,4,4,2,2,0,0
154,4,4,2,2,0,0
155,4,4,2,2,0,0
156,4,4,2,2,0,0
157,4,4,2,2,0,0
158,4,4,2,2,0,0
159,4,4,2,2,0,0
160,4,4,2,2,0,0
161,4,4,2,2,0,0
162,4,4,2,2,0,0
163,4,4,2,2,0,0
164,4,4,2,2,0,0
165,4,4,2,2,0,0
166,4,4,2,2,0,0
167,4,4,2,2,0,0
168,4,4,2,2,0,0
169,4,4,2,2,0,0
170,4,4,2,2,0,0
171,4,4,2,2,0,0
172,4,4,2,2,0,0
173,4,4,2,2,0,0
174,4,4,2,2,0,0
175,4,4,2,2,0,0
176,4,4,2,2,0,0
177,4,4,2,2,0,0
178,4,4,2,2,0,0
179,4,4,2,2,0,0
180,4,4,2,2,0,0
181,4,4,2,2,0,0
182,4,4,2,2,0,0
183,4,4,2,2,0,0
184,4,4,2,2,0,0
185,4,4,2,2,0,0
186,4,4,2,2,0,0
187,4,4,2,2,0,0
188,4,4,2,2,0,0
189,4,4,2,2,0,0
190,4,4,2,2,0,0
191,4,4,2,2,0,0
192,4,4,2,2,0,0
193,4,4,2,2,0,0
194,4,4,2,2,0,0
195,4,4,2,2,0,0
196,4,4,2,2,0,0
197,4,4,2,2,0,0
198,4,4,2,2,0,0
199,4,4,2,2,0,0
200,4,4,2,2,0,0
201,4,4,2,2,0,0
202,4,4,2,2,0,0
203,4,4,2,2,0,0
204,4,4,2,2,0,0
205,4,4,2,2,0,0
206,4,4,2,2,0,0
207,4,4,2,2,0,0
208,4,4,2,2,0,0
209,4,4,2,2,0,0
210,4,4,2,2,0,0
211,4,4,2,2,0,0
212,4,4,2,2,0,0
213,4,4,2,2,0,0
214,4,4,2,2,0,0
215,4,4,2,2,0,0
216,4,4,2,2,0,0
217,4,4,2,2,0,0
218,4,4,2,2,0,0
219,4,4,2,2,0,0
220,4,4,2,2,0,0
221,4,4,2,2,0,0
222,4,4,2,2,0,0
223,4,4,2,2,0,0
224,4,4,2,2,0,0
225,4,4,2,2,0,0
226,4,4,2,2,0,0
227,4,4,2,2,0,0
228,4,4,2,2,0,0
229,4,4,2,2,0,0
230,4,4,2,2,0,0
231,4,4,2,2,0,0
232,4,4,2,2,0,0
233,4,4,2,2,0,0
234,4,4,2,2,0,0
235,4,4,2,2,0,0
236,4,4,2,2,0,0
237,4,4,2,2,0,0
238,4,4,2,2,0,0
239,4,4,2,2,0,0
240,4,4,2,2,0,0
241,4,4,2,2,0,0
242,4,4,2,2,0,0
243,4,4,2,2,0,0
244,4,4,2,2,0,0
245,4,4,2,2,0,0
246,4,4,2,2,0,0
247,4,4,2,2,0,0
248,4,4,2,2,0,0
249,4,4,2,2,0,0
250,4,4,2,2,0,0
251,4,4,2,2,0,0
252,4,4,2,2,0,0
253,4,4,2,2,0,0
254,4,4,2,2,0,0
255,4,4,2,2,0,0
256,4,4,2,2,0,0
257,4,4,2,2,0,0
258,4,4,2,2,0,0
259,4,4,2,2,0,0
260,4,4,2,2,0,0
261,4,4,2,2,0,0
262,4,4,2,2,0,0
263,4,4,2,2,0,0
264,4,4,2,2,0,0
265,4,4,2,2,0,0
266,4,4,2,2,0,0
267,4,4,2,2,0,0
268,4,4,2,2,0,0
269,4,4,2,2,0,0
270,4,4,2,2,0,0
271,4,4,2,2,0,0
272,4,4,2,2,0,0
273,4,4,2,2,0,0
274,4,4,2,2,0,0
275,4,4,2,2,0,0
276,4,4,2,2,0,0
277,4,4,2,2,0,0
278,4,4,2,2,0,0
279,4,4,2,2,0,0
280,4,4,2,2,0,0
281,4,4,2,2,0,0
282,4,4,2,2,0,0
283,4,4,2,2,0,0
284,4,4,2,2,0,0
285,4,4,2,2,0,0
286,4,4,2,2,0,0
287,4,4,2,2,0,0
288,4,4,2,2,0,0
289,4,4,2,2,0,0
290,4,4,2,2,0,0
291,4,4,2,2,0,0
292,4,4,2,2,0,0
293,4,4,2,2,0,0
294,4,4,2,2,0,0
295,4,4,2,2,0,0
296,4,4,2,2,0,0
297,4,4,2,2,0,0
298,4,4,2,2,0,0
299,4,4,2,2,0,0
