tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1119.49,0,0,0,0,0,0
300,1220.26,0,0,0,0,0,0
350,1250.23,0,0,0,0,0,0
400,1265.76,0,0,0,0,0,0
450,1278.78,0,0,0,0,0,0
500,1193.32,0,0,0,0,0,0
550,1100.46,0,0,0,0,0,0
600,1070.58,0,0,0,0,0,0
650,1043.42,0,0,0,0,0,0
700,1066.64,0,0,0,0,0,0
750,1096.15,0,0,0,0,0,0
800,1309.92,0,0,0,0,0,0
850,1453.93,0,0,0,0,0,0
900,1429.41,0,0,0,0,0,0
950,1219.69,0,0,0,0,0,0
1000,1256.19,0,0,0,0,0,0
1050,1292.19,0,0,0,0,0,0
1100,1455.46,0,0,0,0,0,0
1150,1868.86,0,0,0,0,0,0
1200,2103.62,0,0,0,0,0,0
1250,2081,0,0,0,0,0,0
1300,1844.9,0,0,0,0,0,0
1350,1792.48,0,0,0,0,0,0
1400,1676.19,0,0,0,0,0,0
1450,1830.3,0,0,0,0,0,0
1500,1882.17,0,0,0,0,0,0
1550,1775.38,0,0,0,0,0,0
1600,1714.11,0,0,0,0,0,0
1650,1573.85,0,0,0,0,0,0
1700,1553.04,0,0,0,0,0,0
1750,1707.93,0,0,0,0,0,0
1800,1771.03,0,0,0,0,0,0
1850,1981.49,0,0,0,0,0,0
1900,1703.2,0,0,0,0,0,0
1950,1488.84,0,0,0,0,0,0
2000,1428.64,0,0,0,0,0,0
2050,1599.72,0,0,0,0,0,0
2100,1678.48,0,0,0,0,0,0
2150,1511.11,0,0,0,0,0,0
2200,1549.32,0,0,0,0,0,0
2250,1496.2,0,0,0,0,0,0
2300,1375.15,0,0,0,0,0,0
2350,1270.53,0,0,0,0,0,0
2400,1277.93,0,0,0,0,0,0
2450,1275.41,0,0,0,0,0,0
2500,1383.7,0,0,0,0,0,0
2550,1466.77,0,0,0,0,0,0
2600,1492.55,0,0,0,0,0,0
2650,1610.63,0,0,0,0,0,0
2700,1643.65,0,0,0,0,0,0
