tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1454.72,0,0,0,0,0,0
300,1794.2,0,0,0,0,0,0
350,1975.17,0,0,0,0,0,0
400,2311.11,0,0,0,0,0,0
450,2500.9,0,0,0,0,0,0
500,2799.31,0,0,0,0,0,0
550,3611.57,0,0,0,0,0,0
600,4006.48,0,0,0,0,0,0
650,4488.97,0,0,0,0,0,0
700,4597.51,0,0,0,0,0,0
750,4686.16,0,0,0,0,0,0
800,4298.2,0,0,0,0,0,0
850,4116.05,0,0,0,0,0,0
900,4141.61,0,0,0,0,0,0
950,4068.93,0,0,0,0,0,0
1000,3686.61,0,0,0,0,0,0
1050,3352.99,0,0,0,0,0,0
1100,3542.24,0,0,0,0,0,0
1150,4089.29,0,0,0,0,0,0
1200,4491.51,0,0,0,0,0,0
1250,4804.71,0,0,0,0,0,0
1300,5147.41,0,0,0,0,0,0
1350,5131.16,0,0,0,0,0,0
1400,5311.28,0,0,0,0,0,0
1450,5238,0,0,0,0,0,0
1500,4491.68,0,0,0,0,0,0
1550,3704.25,0,0,0,0,0,0
1600,3841.02,0,0,0,0,0,0
1650,3892.02,0,0,0,0,0,0
1700,4149.23,0,0,0,0,0,0
1750,4645.01,0,0,0,0,0,0
1800,5242.43,0,0,0,0,0,0
1850,5528.04,0,0,0,0,0,0
1900,5825.7,0,0,0,0,0,0
1950,5717.77,0,0,0,0,0,0
2000,5977.22,0,0,0,0,0,0
2050,6361.52,0,0,0,0,0,0
2100,6429.45,0,0,0,0,0,0
2150,6436.59,0,0,0,0,0,0
2200,6618.56,0,0,0,0,0,0
2250,6651.16,0,0,0,0,0,0
2300,6576.38,0,0,0,0,0,0
2350,6535.44,0,0,0,0,0,0
2400,6993.05,0,0,0,0,0,0
2450,7670.33,0,0,0,0,0,0
2500,6968.96,0,0,0,0,0,0
2550,6979.3,0,0,0,0,0,0
2600,6213.12,0,0,0,0,0,0
2650,5889.29,0,0,0,0,0,0
2700,5406.04,0,0,0,0,0,0
