tick,total_energy,manifested,positive,negative,n_clusters,max_cluster_voxels,total_cluster_energy
250,1087.84,0,0,0,0,0,0
300,1090.76,0,0,0,0,0,0
350,1034.79,0,0,0,0,0,0
400,1007.51,0,0,0,0,0,0
450,1026.82,0,0,0,0,0,0
500,1024.69,0,0,0,0,0,0
550,1061.95,0,0,0,0,0,0
600,1179.6,0,0,0,0,0,0
650,1329.05,0,0,0,0,0,0
700,1517.4,0,0,0,0,0,0
750,1684.45,0,0,0,0,0,0
800,1747.82,0,0,0,0,0,0
850,1707.72,0,0,0,0,0,0
900,1839.76,0,0,0,0,0,0
950,2460.05,0,0,0,0,0,0
1000,3136.07,0,0,0,0,0,0
1050,3557.63,0,0,0,0,0,0
1100,4170.64,0,0,0,0,0,0
1150,4073.34,0,0,0,0,0,0
1200,3824.97,0,0,0,0,0,0
1250,3779.69,0,0,0,0,0,0
1300,3675.45,0,0,0,0,0,0
1350,3412.09,0,0,0,0,0,0
1400,3391.23,0,0,0,0,0,0
1450,3452.99,0,0,0,0,0,0
1500,3628.46,0,0,0,0,0,0
1550,3938.7,0,0,0,0,0,0
1600,3729.77,0,0,0,0,0,0
1650,3694.05,0,0,0,0,0,0
1700,3640.67,0,0,0,0,0,0
1750,3471.44,0,0,0,0,0,0
1800,3670.34,0,0,0,0,0,0
1850,3881.42,0,0,0,0,0,0
1900,3890.62,0,0,0,0,0,0
1950,4025.21,0,0,0,0,0,0
2000,4068.3,0,0,0,0,0,0
2050,3844.7,0,0,0,0,0,0
2100,3629.68,0,0,0,0,0,0
2150,3443.55,0,0,0,0,0,0
2200,3650.79,0,0,0,0,0,0
2250,4069.81,0,0,0,0,0,0
2300,4296.68,0,0,0,0,0,0
2350,4767.69,0,0,0,0,0,0
2400,4731,0,0,0,0,0,0
2450,5392.79,0,0,0,0,0,0
2500,5941.83,0,0,0,0,0,0
2550,5834.58,0,0,0,0,0,0
2600,5754.23,0,0,0,0,0,0
2650,5613.1,0,0,0,0,0,0
2700,5394.84,0,0,0,0,0,0
